irradiance,sensor,model_slope_K_per_Lmin,experiment_slope_K_per_Lmin
456000.0,T8,-32.69427084267069,-34.14928244526689
456000.0,T12_perim,-21.687946642123652,-16.81065855368442
456000.0,T11_perim,-9.51593786629707,-1.3657133576718719
456000.0,T9_core,-19.576558181254125,-16.731949144758126
456000.0,T10_core,-5.891027211771105,-3.5441256722753445
456000.0,T3,-7.98304436333308,0.5430107656374393
304000.0,T8,-30.80478313203232,-23.65036823444102
304000.0,T12_perim,-20.16488793706173,-13.173548257550575
304000.0,T11_perim,-10.204477974842082,-1.9289615808695002
304000.0,T9_core,-18.069502025123096,-13.384545690629912
304000.0,T10_core,-7.2980079949015435,-3.67897996265457
304000.0,T3,-7.226647334186814,-0.13175631351821884
256000.0,T8,-32.199923955257056,-20.88606484778701
256000.0,T12_perim,-19.929331068155175,-13.987976018518863
256000.0,T11_perim,-12.203793160852538,-5.174190237226035
256000.0,T9_core,-17.012531952201723,-13.924381477027032
256000.0,T10_core,-10.017644404974378,-6.148389808009175
256000.0,T3,-8.807623951822244,-3.039355302230513
