variant,simulation_id,z_mm,Tperim_K,Tcore_K,Tgas_in_K,Tgas_out_K,Nu,h_W_m2K,k_perim_W_m_K,effectiveness,Qgas_W,Qcore_source_W,Qperim_source_W,Qcore_perim_W,Qcore_rear_W,Qperim_rear_W,Trear_K,Qrear_tube_W,Qrear_cavity_W,active_flow_fraction,flange_scale,flange_cool_gain,flange_cool_tau_s,k_core_axial_scale
fitted_energy_accounting,E76,2.74,1168.5493977414699,1297.2323603606199,296.4675,1297.2323556856877,15.207189063660286,581.905356966329,15.487272510117293,0.9999999953286409,99.82205215805602,113.27124846923016,5.302546163609051,-11.22288042064144,0.0,0.0,549.9260062570115,0.0,0.0,1.0,0.10138182079580631,6.353118641919998,116.75498869515107,0.033550794144135865
fitted_energy_accounting,E76,8.220000000000002,1187.2606468347506,1253.9416958083084,1297.2323556856877,1253.9417070696259,9.108145691901436,499.1355639388847,16.24321268511555,0.9999997398672711,-4.685822239344715,0.0,5.19783640418261,-5.8154818922533025,0.0,0.0,549.9260062570115,0.0,0.0,1.0,0.10138182079580631,6.353118641919998,116.75498869515107,0.033550794144135865
fitted_energy_accounting,E76,13.700000000000001,1199.3917692412856,1232.6471059934468,1253.9417070696259,1232.6471719237077,7.7487737800181895,415.8165352853859,16.746224342125107,0.9999969038978154,-2.2950846363544373,0.0,5.095194355886077,-2.9003114330080417,0.0,0.0,549.9260062570115,0.0,0.0,1.0,0.10138182079580631,6.353118641919998,116.75498869515107,0.033550794144135865
fitted_energy_accounting,E76,19.180000000000003,1207.532508581881,1222.9976756297565,1232.6471719237077,1222.9977955601614,6.955732567805624,369.48430030938385,17.08953345855891,0.9999875713300067,-1.037818493524204,0.0,4.994579187479399,-1.3487700075512656,0.0,0.0,549.9260062570115,0.0,0.0,1.0,0.10138182079580631,6.353118641919998,116.75498869515107,0.033550794144135865
fitted_energy_accounting,E76,24.66,1213.0304506942632,1219.2814910175266,1222.9977955601614,1219.281607517337,6.408425689070623,338.9125159178389,17.324025793924644,0.9999686517051545,-0.3993223839992562,0.0,4.8959508740200555,-0.5451745640969011,0.0,0.0,549.9260062570115,0.0,0.0,1.0,0.10138182079580631,6.353118641919998,116.75498869515107,0.033550794144135865
fitted_energy_accounting,E76,30.14,1216.6029508399206,1218.3547119972861,1219.281607517337,1218.3547691599927,5.997583492428761,316.6979789547531,17.477540166811604,0.9999383288566968,-0.09956157862090671,0.0,4.799270180940861,-0.15277707005256796,0.0,0.0,549.9260062570115,0.0,0.0,1.0,0.10138182079580631,6.353118641919998,116.75498869515107,0.033550794144135865
fitted_energy_accounting,E76,35.620000000000005,1218.634503119236,1218.4865592648694,1218.3547691599927,1218.486545512289,5.67335376880571,299.4984164235723,17.56524140169556,0.9998956478527176,0.01415472915817473,0.0,4.704498648442428,0.01290268853568719,0.0,0.0,549.9260062570115,0.0,0.0,1.0,0.10138182079580631,6.353118641919998,116.75498869515107,0.033550794144135865
fitted_energy_accounting,E76,41.1,1219.3278207975882,1218.7196317931434,1218.486545512289,1218.7195945279195,5.408816789254111,285.56791197534494,17.595238637781897,0.9998401226197681,0.025033537811360248,0.0,4.611598576193969,0.05304223908982738,0.0,0.0,549.9260062570115,0.0,0.0,1.0,0.10138182079580631,6.353118641919998,116.75498869515107,0.033550794144135865
fitted_energy_accounting,E76,46.580000000000005,1218.7825725762527,1218.5176670335227,1218.7195945279195,1218.5177131750258,5.187775906994167,273.9004924326284,17.571644942168223,0.9997714946971122,-0.021685632302959876,0.0,4.5205330083355415,0.023103316618714717,0.0,0.0,549.9260062570115,0.0,0.0,1.0,0.10138182079580631,6.353118641919998,116.75498869515107,0.033550794144135865
fitted_energy_accounting,E76,52.06,1217.0368704533473,1217.571789720231,1218.5177131750258,1217.572083338208,4.9997430360306,263.872549372985,17.496247714779443,0.9996895964727325,-0.1015693876609223,0.0,4.431265718777451,-0.046652135175811835,0.0,0.0,549.9260062570115,0.0,0.0,1.0,0.10138182079580631,6.353118641919998,116.75498869515107,0.033550794144135865
fitted_energy_accounting,E76,57.54,1214.088974368914,1215.6934765237686,1217.572083338208,1215.6942387307022,4.837562556832239,255.07434616728256,17.36941764266545,0.9995942701114209,-0.20165874291520294,0.0,4.343761196789129,-0.13993410978490048,0.0,0.0,549.9260062570115,0.0,0.0,1.0,0.10138182079580631,6.353118641919998,116.75498869515107,0.033550794144135865
fitted_energy_accounting,E76,63.02,1209.9081559084946,1212.7547837649581,1215.6942387307022,1212.7562966628248,4.696161069020255,247.22335588218135,17.190595654488902,0.9994853134732995,-0.315396341649492,0.0,4.25798463287287,-0.24826413213463816,0.0,0.0,549.9260062570115,0.0,0.0,1.0,0.10138182079580631,6.353118641919998,116.75498869515107,0.033550794144135865
fitted_energy_accounting,E76,68.50000000000001,1204.439356097758,1208.654234350282,1212.7562966628248,1208.6568496697416,4.571835962166543,240.116535167497,16.958542590856165,0.9993624379006343,-0.4398733981717956,0.0,4.173901904916785,-0.36759391960563104,0.0,0.0,549.9260062570115,0.0,0.0,1.0,0.10138182079580631,6.353118641919998,116.75498869515107,0.033550794144135865
fitted_energy_accounting,E76,73.98000000000002,1197.604011304073,1203.2964734858967,1208.6568496697416,1203.3006265473684,4.461826003295164,233.6025064201321,16.671452460408446,0.9992252294747178,-0.574349743251621,0.0,4.091479564620564,-0.49645905771307913,0.0,0.0,549.9260062570115,0.0,0.0,1.0,0.10138182079580631,6.353118641919998,116.75498869515107,0.033550794144135865
fitted_energy_accounting,E76,79.46000000000002,1189.2981784998453,1196.5790431002529,1203.3006265473684,1196.5852732817107,4.364040480933114,227.5645127398216,16.326984241861673,0.9990731080694392,-0.7194842283971516,0.0,4.010684824190059,-0.6349890545424474,0.0,0.0,549.9260062570115,0.0,0.0,1.0,0.10138182079580631,6.353118641919998,116.75498869515107,0.033550794144135865
