variant,simulation_id,z_mm,Tperim_K,Tcore_K,Tgas_in_K,Tgas_out_K,Nu,h_W_m2K,k_perim_W_m_K,effectiveness,Qgas_W,Qcore_source_W,Qperim_source_W,Qcore_perim_W,Qcore_rear_W,Qperim_rear_W,Trear_K,Qrear_tube_W,Qrear_cavity_W,active_flow_fraction,flange_scale,flange_cool_gain,flange_cool_tau_s,k_core_axial_scale
fitted_energy_accounting,E80,2.74,639.4053529341594,636.5458766892193,296.5685,636.5454403807421,21.94339595815807,559.2498572284096,2.537245644456655,0.9999987166543801,46.08229021291663,45.60058280910538,2.1346917130382184,0.24938468395078478,0.0,0.0,403.20076907686797,0.0,0.0,1.0,0.10138182079580631,6.353118641919998,116.75498869515107,0.033550794144135865
fitted_energy_accounting,E80,8.220000000000002,645.8168405616746,640.22441120505,636.5454403807421,640.2243011394665,13.67781109936025,444.2084476032093,2.614338444522788,0.9999700825070978,0.5158061392268208,0.0,2.092537802666656,0.4877348535721502,0.0,0.0,403.20076907686797,0.0,0.0,1.0,0.10138182079580631,6.353118641919998,116.75498869515107,0.033550794144135865
fitted_energy_accounting,E80,13.700000000000001,651.1658701768941,644.4171263023327,640.2243011394665,644.4164955598119,11.513894024475631,375.6570200978746,2.679838371246499,0.9998495662241217,0.5882798612384529,0.0,2.051216308586773,0.5885809896831541,0.0,0.0,403.20076907686797,0.0,0.0,1.0,0.10138182079580631,6.353118641919998,116.75498869515107,0.033550794144135865
fitted_energy_accounting,E80,19.180000000000003,655.7571694768685,648.6968201448248,644.4164955598119,648.6952065055174,10.270974176677147,336.757036998019,2.736924736967058,0.9996230100602557,0.6009714217076703,0.0,2.0107107930143266,0.6157571652744263,0.0,0.0,403.20076907686797,0.0,0.0,1.0,0.10138182079580631,6.353118641919998,116.75498869515107,0.033550794144135865
fitted_energy_accounting,E80,24.66,659.7485940635949,652.8311921367589,648.6952065055174,652.8282943503905,9.426341803441558,310.5655326334182,2.7872064131735272,0.9992993722351063,0.5810476336449134,0.0,1.9710051427632225,0.6032902341249153,0.0,0.0,403.20076907686797,0.0,0.0,1.0,0.10138182079580631,6.353118641919998,116.75498869515107,0.033550794144135865
fitted_energy_accounting,E80,30.14,663.2180206033669,656.6915232676245,652.8282943503905,656.6872448338164,8.799493487136306,291.24154619919926,2.831409381826124,0.9988925238706511,0.5429794000490356,0.0,1.9320835628355755,0.5691981104091552,0.0,0.0,403.20076907686797,0.0,0.0,1.0,0.10138182079580631,6.353118641919998,116.75498869515107,0.033550794144135865
fitted_energy_accounting,E80,35.620000000000005,666.1985382888786,660.2029515979145,656.6872448338164,660.1973812298569,8.30825753947012,276.1367105762798,2.8697544553179295,0.9984155766019726,0.4942950469564704,0.0,1.8939305701384517,0.5228955808503072,0.0,0.0,403.20076907686797,0.0,0.0,1.0,0.10138182079580631,6.353118641919998,116.75498869515107,0.033550794144135865
fitted_energy_accounting,E80,41.1,668.6966961324619,663.3173305166987,660.1973812298569,663.3107147875393,7.908827582911776,263.84624121902476,2.902159283526326,0.9978795395209503,0.4387338617337488,0.0,1.8565309873247378,0.469152837452904,0.0,0.0,403.20076907686797,0.0,0.0,1.0,0.10138182079580631,6.353118641919998,116.75498869515107,0.033550794144135865
fitted_energy_accounting,E80,46.580000000000005,670.7015785584356,665.9982719200701,663.3107147875393,665.9909973400974,7.575307482585427,253.5434992568702,2.928341335431493,0.997293237087066,0.37794648132217207,0.0,1.819869936755365,0.4101914263522675,0.0,0.0,403.20076907686797,0.0,0.0,1.0,0.10138182079580631,6.353118641919998,116.75498869515107,0.033550794144135865
fitted_energy_accounting,E80,52.06,672.1888009847966,668.2125318225773,665.9909973400974,668.2051197847574,7.291230510880223,244.70425796511722,2.9478645894139697,0.9966635504069898,0.31237996415405017,0.0,1.7839328345811634,0.3467840063641057,0.0,0.0,403.20076907686797,0.0,0.0,1.0,0.10138182079580631,6.353118641919998,116.75498869515107,0.033550794144135865
