variant,simulation_id,z_mm,Tperim_K,Tcore_K,Tgas_in_K,Tgas_out_K,Nu,h_W_m2K,k_perim_W_m_K,effectiveness,Qgas_W,Qcore_source_W,Qperim_source_W,Qcore_perim_W,Qcore_rear_W,Qperim_rear_W,Trear_K,Qrear_tube_W,Qrear_cavity_W,active_flow_fraction,flange_scale,flange_cool_gain,flange_cool_tau_s,k_core_axial_scale
fitted_energy_accounting,E70,2.74,1148.8664974488129,1158.1480124465588,299.03999999999996,1158.1466305834338,22.32704988857158,799.8896737428745,14.717783406642061,0.9999983915140995,169.37373615853346,169.90767462608298,7.953856785652098,-0.8094726047797057,0.0,0.0,675.6255038938438,0.0,0.0,1.0,0.10138182079580631,6.353118641919998,116.75498869515107,0.033550794144135865
fitted_energy_accounting,E70,8.220000000000002,1172.181644959251,1162.7334093502443,1158.1466305834338,1162.7332822245107,13.432899104855696,682.0436275630643,15.632140940180133,0.9999722843110596,0.9802093951725082,0.0,7.7967914052026535,0.8240128783773235,0.0,0.0,675.6255038938438,0.0,0.0,1.0,0.10138182079580631,6.353118641919998,116.75498869515107,0.033550794144135865
fitted_energy_accounting,E70,13.700000000000001,1191.2648977769343,1171.2213498872554,1162.7332822245107,1171.2201513669677,11.309024049508366,576.7649694099214,16.40811711122097,0.999858799395173,1.8154459982641962,0.0,7.64282760608677,1.7480662287595667,0.0,0.0,675.6255038938438,0.0,0.0,1.0,0.10138182079580631,6.353118641919998,116.75498869515107,0.033550794144135865
fitted_energy_accounting,E70,19.180000000000003,1207.3393661187636,1181.7359991633127,1171.2201513669677,1181.732268035473,10.08241671540734,517.5278878152715,17.081334457751314,0.9996451900111194,2.251751344988913,0.0,7.491904141155293,2.2329570275534376,0.0,0.0,675.6255038938438,0.0,0.0,1.0,0.10138182079580631,6.353118641919998,116.75498869515107,0.033550794144135865
fitted_energy_accounting,E70,24.66,1221.1280453580875,1193.0907044029996,1181.732268035473,1193.0832273162914,9.244101537423898,478.0069918305544,17.673286974699973,0.9993417151387628,2.4352258770681177,0.0,7.3439609727110815,2.445232208268099,0.0,0.0,675.6255038938438,0.0,0.0,1.0,0.10138182079580631,6.353118641919998,116.75498869515107,0.033550794144135865
fitted_energy_accounting,E70,30.14,1233.0665712380032,1204.5426507099548,1193.0832273162914,1204.5307704752436,8.618801578210249,449.0922748858182,18.19672721288888,0.9989632781420916,2.4598919004854922,0.0,7.19893924862559,2.4876684737325747,0.0,0.0,675.6255038938438,0.0,0.0,1.0,0.10138182079580631,6.353118641919998,116.75498869515107,0.033550794144135865
fitted_energy_accounting,E70,35.620000000000005,1243.4198661249052,1215.6267965860357,1204.5307704752436,1215.6104125707916,8.12678849836629,426.64779795244885,18.65894643002247,0.998523433968127,2.384571149083592,0.0,7.056781278927452,2.4239284642556616,0.0,0.0,675.6255038938438,0.0,0.0,1.0,0.10138182079580631,6.353118641919998,116.75498869515107,0.033550794144135865
fitted_energy_accounting,E70,41.1,1252.34817738186,1226.0513760182127,1215.6104125707916,1226.0308397174315,7.72549902276,408.4831006907338,19.063778202300462,0.9980331028947124,2.246016280294419,0.0,6.917430512853582,2.2934338092838984,0.0,0.0,675.6255038938438,0.0,0.0,1.0,0.10138182079580631,6.353118641919998,116.75498869515107,0.033550794144135865
fitted_energy_accounting,E70,46.580000000000005,1259.9451542783543,1235.6317977638246,1226.0308397174315,1235.6078018196401,7.389685229094221,393.3147203910787,19.41282028903905,0.997500671904983,2.0670324812637073,0.0,6.780831516352433,2.1204508136369533,0.0,0.0,675.6255038938438,0.0,0.0,1.0,0.10138182079580631,6.353118641919998,116.75498869515107,0.033550794144135865
fitted_energy_accounting,E70,52.06,1266.2599425859994,1244.248428352579,1235.6078018196401,1244.2219225369333,7.103210052031305,380.33414033651206,19.70617420543241,0.9969324197100045,1.8615068218859958,0.0,6.646929950032993,1.9196992911178357,0.0,0.0,675.6255038938438,0.0,0.0,1.0,0.10138182079580631,6.353118641919998,116.75498869515107,0.033550794144135865
fitted_energy_accounting,E70,57.54,1271.309890513464,1251.8194213529048,1244.2219225369333,1251.7915608836813,6.855173122997865,369.0030726665803,19.94288521325583,0.9963329419459779,1.63757277158154,0.0,6.5156725475480055,1.6998303448960634,0.0,0.0,675.6255038938438,0.0,0.0,1.0,0.10138182079580631,6.353118641919998,116.75498869515107,0.033550794144135865
fitted_energy_accounting,E70,63.02,1275.0875738362813,1258.283033410333,1251.7915608836813,1258.255155742912,6.63789366273232,358.94688882375164,20.12119419897537,0.9957054940452074,1.3996074919977062,0.0,6.387007094404473,1.4655813317138129,0.0,0.0,675.6255038938438,0.0,0.0,1.0,0.10138182079580631,6.353118641919998,116.75498869515107,0.033550794144135865
fitted_energy_accounting,E70,68.50000000000001,1277.5642352209268,1263.5858443109835,1258.255155742912,1263.5594693661585,6.445778547197395,349.8950162184724,20.238669050255584,0.9950522442854721,1.1494779940230224,0.0,6.26088240719299,1.2191031855520023,0.0,0.0,675.6255038938438,0.0,0.0,1.0,0.10138182079580631,6.353118641919998,116.75498869515107,0.033550794144135865
fitted_energy_accounting,E70,73.98000000000002,1278.6907991763705,1267.6745523373108,1263.5594693661585,1267.6514027284124,6.2746485009681905,341.6456392259115,20.292256022217238,0.9943744490547023,0.8872988073254503,0.0,6.137248313226287,0.9607644900509751,0.0,0.0,675.6255038938438,0.0,0.0,1.0,0.10138182079580631,6.353118641919998,116.75498869515107,0.033550794144135865
fitted_energy_accounting,E70,79.46000000000002,1278.397058551315,1270.4898151796644,1267.6514027284124,1270.4718553066791,6.121317689403873,334.0437730391059,20.278274634078635,0.9936725640498474,0.6118684456073971,0.0,6.016055630581015,0.6896176852842971,0.0,0.0,675.6255038938438,0.0,0.0,1.0,0.10138182079580631,6.353118641919998,116.75498869515107,0.033550794144135865
fitted_energy_accounting,E70,84.94000000000001,1276.589257115055,1271.961090570315,1270.4718553066791,1271.9505859539609,5.983321455706054,326.96706341726764,20.19236874592749,0.9929463016282456,0.32088622445142534,0.0,5.897256148532676,0.4036382023015423,0.0,0.0,675.6255038938438,0.0,0.0,1.0,0.10138182079580631,6.353118641919998,116.75498869515107,0.033550794144135865
fitted_energy_accounting,E70,90.42000000000002,1273.1460111126412,1272.0016786402614,1271.9505859539609,1272.0012798434352,5.858734962650872,320.3162218053374,20.029419080099846,0.9921946396815674,0.01100173109454947,0.0,5.780802608377518,0.09980114101805965,0.0,0.0,675.6255038938438,0.0,0.0,1.0,0.10138182079580631,6.353118641919998,116.75498869515107,0.033550794144135865
fitted_energy_accounting,E70,95.90000000000002,1267.9122494894516,1270.503140406564,1272.0012798434352,1270.5160007629731,5.7460503128569105,314.0083062284446,19.78341700338083,0.9914157814068701,-0.3223087578799742,0.0,5.6666486846325,-0.2259604407130021,0.0,0.0,675.6255038938438,0.0,0.0,1.0,0.10138182079580631,6.353118641919998,116.75498869515107,0.033550794144135865
fitted_energy_accounting,E70,101.38000000000001,1260.6905505701452,1267.3272666851651,1270.5160007629731,1267.3572182957023,5.644094016292765,307.9716943444596,19.447295138928734,0.9906070528910876,-0.6852522116303094,0.0,5.554748966607567,-0.5788106663743242,0.0,0.0,675.6255038938438,0.0,0.0,1.0,0.10138182079580631,6.353118641919998,116.75498869515107,0.033550794144135865
fitted_energy_accounting,E70,106.86000000000001,1251.2288896754974,1262.286577258596,1267.3572182957023,1262.3384769579418,5.551980322393691,302.14152512440455,19.012709047778984,0.9897646670379543,-1.0881544171539632,0.0,5.445058940340741,-0.9643786787937992,0.0,0.0,675.6255038938438,0.0,0.0,1.0,0.10138182079580631,6.353118641919998,116.75498869515107,0.033550794144135865
fitted_energy_accounting,E70,112.34,1239.2036876259183,1255.0535103752754,1262.3384769579418,1255.1344982068542,5.469142334005408,296.45139681250737,18.469783459506885,0.9888828822123311,-1.5606867844544459,0.0,5.337534970890219,-1.3823171442738158,0.0,0.0,675.6255038938438,0.0,0.0,1.0,0.10138182079580631,6.353118641919998,116.75498869515107,0.033550794144135865
fitted_energy_accounting,E70,117.82000000000002,1224.2001145704357,1244.5765026294441,1255.1344982068542,1244.7037359960648,5.395781624549615,290.7946815673781,17.80700824651199,0.9879490983219468,-2.257085821165959,0.0,5.232134284976822,-1.7770943560542944,0.0,0.0,675.6255038938438,0.0,0.0,1.0,0.10138182079580631,6.353118641919998,116.75498869515107,0.033550794144135865
fitted_energy_accounting,E70,123.30000000000003,1205.7212825414374,1225.000168552985,1244.7037359960648,1225.2581133535552,5.336190968378713,284.7701732749245,17.01274893301322,0.9869087259799374,-4.199310441879632,0.0,5.128814953968111,-1.6813774562459314,0.0,0.0,675.6255038938438,0.0,0.0,1.0,0.10138182079580631,6.353118641919998,116.75498869515107,0.033550794144135865
fitted_energy_accounting,E70,128.78,1183.4939956655955,1156.7606790145765,1225.2581133535552,1157.7610773702309,5.322886264418235,275.909168963001,16.089105118649954,0.9853950974177561,-14.488127204815074,0.0,5.027535877199656,2.3315037975111226,0.0,0.0,675.6255038938438,0.0,0.0,1.0,0.10138182079580631,6.353118641919998,116.75498869515107,0.033550794144135865
fitted_energy_accounting,E70,134.26000000000002,1160.1404686031933,779.1696023481763,1157.7610773702309,786.5913984964316,5.602894733313588,247.63254161296305,15.155331537093339,0.980396293530321,-76.85895241089514,0.0,4.928256765624514,33.22576966449144,130.34682188842837,0.42098991352516185,675.6255038938438,25.987577711046576,104.06611032243286,1.0,0.10138182079580631,6.353118641919998,116.75498869515107,0.033550794144135865
