irradiance,sensor,model_slope_K_per_Lmin,experiment_slope_K_per_Lmin
456000.0,T8,-22.70189543122204,-34.14928244526689
456000.0,T12_perim,-12.187022009149684,-16.81065855368442
456000.0,T11_perim,-4.637415104294017,-1.3657133576718719
456000.0,T9_core,-11.267944040971743,-16.731949144758126
456000.0,T10_core,-3.6738159206757315,-3.5441256722753445
456000.0,T3,-3.3422496883514703,0.5430107656374393
304000.0,T8,-15.909137041626261,-23.65036823444102
304000.0,T12_perim,-7.105796536074696,-13.173548257550575
304000.0,T11_perim,-2.307159741030636,-1.9289615808695002
304000.0,T9_core,-6.395227894126693,-13.384545690629912
304000.0,T10_core,-1.7981810705541765,-3.67897996265457
304000.0,T3,-1.6332636594541017,-0.13175631351821884
256000.0,T8,-10.038471112490907,-20.88606484778701
256000.0,T12_perim,-3.5786973809898126,-13.987976018518863
256000.0,T11_perim,-0.8789942441506564,-5.174190237226035
256000.0,T9_core,-3.026530834990708,-13.924381477027032
256000.0,T10_core,-0.6016765381514179,-6.148389808009175
256000.0,T3,-0.5808356052241328,-3.039355302230513
