variant,simulation_id,z_mm,Tperim_K,Tcore_K,Tgas_in_K,Tgas_out_K,Nu,h_W_m2K,k_perim_W_m_K,effectiveness,Qgas_W,Qcore_source_W,Qperim_source_W,Qcore_perim_W,active_flow_fraction,flange_scale,flange_cool_gain,flange_cool_tau_s,k_core_axial_scale
fitted_energy_accounting,E73,2.74,601.044216892967,545.2867839898514,296.981,538.2111122537549,12.392673747035081,290.66850497152774,0.0,0.9715042008993809,64.79709434269253,64.63860822760387,1.9073304875662256,0.1527753661545368,1.0,0.10138839656865689,6.319469517058668,116.79728159893118,0.0
fitted_energy_accounting,E73,8.220000000000002,607.9605836447421,538.967543697547,538.2111122537549,538.91634827311,7.866280976388527,224.46783293575712,0.0,0.932319809207997,0.19328147183354774,0.0,1.8368257567520379,0.1890409294553147,1.0,0.10138839656865689,6.319469517058668,116.79728159893118,0.0
fitted_energy_accounting,E73,13.700000000000001,613.1405782974928,539.74347357598,538.91634827311,539.6582230322109,6.63159005616149,189.4367906517813,0.0,0.8969315247964613,0.20335238490254998,0.0,1.7689272428989822,0.2011080669369449,1.0,0.10138839656865689,6.319469517058668,116.79728159893118,0.0
fitted_energy_accounting,E73,19.180000000000003,616.8108956087901,540.5372005334993,539.6582230322109,540.4220161121099,5.925146915837194,169.44311988518302,0.0,0.8689563484609821,0.209391824921402,0.0,1.7035386068427227,0.20898992450629678,1.0,0.10138839656865689,6.319469517058668,116.79728159893118,0.0
fitted_energy_accounting,E73,24.66,619.1792002326966,541.3361310416899,540.4220161121099,541.1952172377202,5.446345412581729,155.92500001327457,0.0,0.845846731729315,0.21200350619946282,0.0,1.6405670706092375,0.2132900095833585,1.0,0.10138839656865689,6.319469517058668,116.79728159893118,0.0
fitted_energy_accounting,E73,30.14,620.4339373357475,542.1294636133755,541.1952172377202,541.9670607471838,5.0914631197269316,145.92821021066692,0.0,0.8261669829034242,0.211663820154072,0.0,1.579923285774901,0.21455425799929928,1.0,0.10138839656865689,6.319469517058668,116.79728159893118,0.0
fitted_energy_accounting,E73,35.620000000000005,620.7448915544334,542.9086403055928,541.9670607471838,542.728832841959,4.813368071002475,138.1103264761321,0.0,0.8090363559531566,0.20893377918044234,0.0,1.5215212066927608,0.2132713284218231,1.0,0.10138839656865689,6.319469517058668,116.79728159893118,0.0
fitted_energy_accounting,E73,41.1,620.2642230820478,543.6674777368586,542.728832841959,543.4740003152285,4.586988723193587,131.75737864592966,0.0,0.7938758068345302,0.20441016808603168,0.0,1.4652779684048638,0.20987508224581847,1.0,0.10138839656865689,6.319469517058668,116.79728159893118,0.0
fitted_energy_accounting,E73,46.580000000000005,619.1277857182051,544.401823857001,543.4740003152285,544.1979661681117,4.3975316622178,126.44829176133078,0.0,0.7802839875136431,0.19862321618943787,0.0,1.4111137690677253,0.2047491354996994,1.0,0.10138839656865689,6.319469517058668,116.79728159893118,0.0
fitted_energy_accounting,E73,52.06,617.4565924561554,545.1090019175796,544.1979661681117,544.8976152570282,4.235598996955617,121.91577288984743,0.0,0.7679710585727736,0.19197890935666062,0.0,1.3589517567238358,0.19823239807569767,1.0,0.10138839656865689,6.319469517058668,116.79728159893118,0.0
fitted_energy_accounting,E73,57.54,615.358337657001,545.7872774995292,544.8976152570282,545.570841126739,4.094880232236428,117.98050847373025,0.0,0.756720739118114,0.1847537004226132,0.0,1.308717920258741,0.19062470483147284,1.0,0.10138839656865689,6.319469517058668,116.79728159893118,0.0
fitted_energy_accounting,E73,63.02,612.9289151935153,546.4354599037175,545.570841126739,546.2161642737486,3.970951045935494,114.51690195341612,0.0,0.7463672594120073,0.17711948005212605,0.0,1.2603409843889273,0.18219206749404598,1.0,0.10138839656865689,6.319469517058668,116.79728159893118,0.0
fitted_energy_accounting,E73,68.50000000000001,610.2538934951375,547.0526566596268,546.2161642737486,546.8324757192992,3.860600289509558,111.4338775639368,0.0,0.7367806999264925,0.16917788014604832,0.0,1.2137523085313775,0.17317138892929937,1.0,0.10138839656865689,6.319469517058668,116.79728159893118,0.0
fitted_energy_accounting,E73,73.98000000000002,607.4099241260038,547.6381582630273,546.8324757192992,547.4188976439085,3.7614301927300073,108.66348434210153,0.0,0.7278573045603841,0.1609923512359677,0.0,1.1688857894116136,0.16377463846455564,1.0,0.10138839656865689,6.319469517058668,116.79728159893118,0.0
fitted_energy_accounting,E73,79.46000000000002,604.4660720925463,548.1914203975153,547.4188976439085,547.9747377113123,3.6716072597849383,106.15380546768823,0.0,0.7195128749394282,0.1526138547793423,0.0,1.1256777672716507,0.1541925456443847,1.0,0.10138839656865689,6.319469517058668,116.79728159893118,0.0
fitted_energy_accounting,E73,84.94000000000001,601.4850645527121,548.7100074359082,547.9747377113123,548.4994984549697,3.61,104.45155398477979,0.0,0.7136982879933191,0.14409594119997515,0.0,1.0840669355451158,0.14460365650004256,1.0,0.10138839656865689,6.319469517058668,116.79728159893118,0.0
fitted_energy_accounting,E73,90.42000000000002,598.5244755867215,549.1908062444107,548.4994984549697,548.9930338748658,3.61,104.525405479045,0.0,0.7139156066722641,0.13553519901263167,0.0,1.043994253871211,0.13517425399793137,1.0,0.10138839656865689,6.319469517058668,116.79728159893118,0.0
fitted_energy_accounting,E73,95.90000000000002,595.637846162416,549.6406771970627,548.9930338748658,549.4555283950219,3.61,104.59466494082838,0.0,0.714119183051688,0.1270226221322729,0.0,1.0054028643241106,0.1260322429650682,1.0,0.10138839656865689,6.319469517058668,116.79728159893118,0.0
fitted_energy_accounting,E73,101.38000000000001,592.8756762625875,550.0604272494862,549.4555283950219,549.8876132665739,3.61,104.65941037034712,0.0,0.7143092904923372,0.11868112101713474,0.0,0.968238010738901,0.11731378229589748,1.0,0.10138839656865689,6.319469517058668,116.79728159893118,0.0
fitted_energy_accounting,E73,106.86000000000001,590.2864156092578,550.4514080988465,549.8876132665739,550.2904370124697,3.61,104.71979204514858,0.0,0.7144864103703299,0.11065300334949228,0.0,0.9324469610198233,0.10914792057852694,1.0,0.10138839656865689,6.319469517058668,116.79728159893118,0.0
fitted_energy_accounting,E73,112.34,587.9174215106434,550.8155667715649,550.2904370124697,550.6657216549222,3.6099999999999994,104.77604130331703,0.0,0.7146512570514075,0.10309606606221908,0.0,0.8979789323201398,0.10165908198507503,1.0,0.10138839656865689,6.319469517058668,116.79728159893118,0.0
fitted_energy_accounting,E73,117.82000000000002,585.8159005327129,551.1554761508341,550.6657216549222,551.0158005172714,3.61,104.8284768226569,0.0,0.7148047956095434,0.09617852820205829,0.0,0.8647850189879879,0.09496956280634787,1.0,0.10138839656865689,6.319469517058668,116.79728159893118,0.0
fitted_energy_accounting,E73,123.30000000000003,584.0298524692176,551.474347120805,551.0158005172714,551.3436376098385,3.61,104.8775082154167,0.0,0.7149482518042649,0.09007396444948416,0.0,0.8328181231755634,0.08920208465465075,1.0,0.10138839656865689,6.319469517058668,116.79728159893118,0.0
fitted_energy_accounting,E73,128.78,582.6090371143413,551.7760273904543,551.3436376098385,551.652832241239,3.61,104.92363731219564,0.0,0.7150831154248125,0.08495723890900814,0.0,0.8020328880134145,0.08448244664345043,1.0,0.10138839656865689,6.319469517058668,116.79728159893118,0.0
fitted_energy_accounting,E73,134.26000000000002,581.6059868418203,482.3721380701391,551.652832241239,503.1944605831488,3.61,99.78843384067507,0.0,0.6994498573933801,-13.225909294380898,0.0,0.77238563325492,0.27190074563440636,1.0,0.10138839656865689,6.319469517058668,116.79728159893118,0.0
