variant,simulation_id,z_mm,Tperim_K,Tcore_K,Tgas_in_K,Tgas_out_K,Nu,h_W_m2K,k_perim_W_m_K,effectiveness,Qgas_W,Qcore_source_W,Qperim_source_W,Qcore_perim_W,active_flow_fraction,flange_scale,flange_cool_gain,flange_cool_tau_s,k_core_axial_scale
fitted_energy_accounting,E79,2.74,621.2451257568978,657.0396360540691,296.70399999999995,653.9113842088351,9.201355729440982,238.63673650586165,0.0,0.9913185054925719,59.04871048555739,59.14210628968269,1.7451418822013152,-0.09807695821424942,1.0,0.10138839656865689,6.319469517058668,116.79728159893118,0.0
fitted_energy_accounting,E79,8.220000000000002,629.3756752700231,653.6072869717078,653.9113842088351,653.615236301833,5.741777270672503,189.82185562144753,0.0,0.9738592490997738,-0.05071977933075252,0.0,1.6806324752373598,-0.06639461606261624,1.0,0.10138839656865689,6.319469517058668,116.79728159893118,0.0
fitted_energy_accounting,E79,13.700000000000001,635.6513551535936,653.4460667609143,653.615236301833,653.4538933612604,4.8433310720086435,160.07761132333346,0.0,0.9537351682600657,-0.02763103003214018,0.0,1.618507667273224,-0.04875750980405862,1.0,0.10138839656865689,6.319469517058668,116.79728159893118,0.0
fitted_energy_accounting,E79,19.180000000000003,640.3074051171036,653.3400695004651,653.4538933612604,653.3473668957032,4.3297470728296465,143.08122177641715,0.0,0.9358887039400188,-0.01824282160248387,0.0,1.5586793112826445,-0.03570950041041057,1.0,0.10138839656865689,6.319469517058668,116.79728159893118,0.0
fitted_energy_accounting,E79,24.66,643.5598839734082,653.2325068766638,653.3473668957032,653.2416908185586,3.982018176821754,131.57404462206026,0.0,0.9200423091381424,-0.018096770381959934,0.0,1.501062518606175,-0.026502986754920386,1.0,0.10138839656865689,6.319469517058668,116.79728159893118,0.0
fitted_energy_accounting,E79,30.14,645.6054347176704,653.1038297077849,653.2416908185586,653.1168117548468,3.7245815471851174,123.0513290756814,0.0,0.9058324208398016,-0.021384690561563904,0.0,1.4455755385051816,-0.020545602272913865,1.0,0.10138839656865689,6.319469517058668,116.79728159893118,0.0
fitted_energy_accounting,E79,35.620000000000005,646.6216118255035,652.9577357277328,653.1168117548468,652.9738495064815,3.61,119.24735481308784,0.0,0.8987039150959505,-0.024480592389232763,0.0,1.3921396421682404,-0.01736097949210845,1.0,0.10138839656865689,6.319469517058668,116.79728159893118,0.0
fitted_energy_accounting,E79,41.1,646.7676521298024,652.8021436638886,652.9738495064815,652.8195423007347,3.61,119.22700078060431,0.0,0.898671841427212,-0.02642242514927426,0.0,1.3406790110051108,-0.01653450680339623,1.0,0.10138839656865689,6.319469517058668,116.79728159893118,0.0
fitted_energy_accounting,E79,46.580000000000005,646.1856364877199,652.6397229891226,652.8195423007347,652.6579498706329,3.61,119.20540571794746,0.0,0.8986377973149295,-0.027668941247590135,0.0,1.291120629070077,-0.01768419701384336,1.0,0.10138839656865689,6.319469517058668,116.79728159893118,0.0
fitted_energy_accounting,E79,52.06,645.0019368193072,652.4692967948878,652.6579498706329,652.4884258225454,3.61,119.1827658477157,0.0,0.8986020896710029,-0.029025999459234,0.0,1.243394179461767,-0.0204605663330909,1.0,0.10138839656865689,6.319469517058668,116.79728159893118,0.0
fitted_energy_accounting,E79,57.54,643.328796781698,652.2859741253527,652.4884258225454,652.306509991497,3.61,119.15870320525734,0.0,0.8985641195947894,-0.031146533711799377,0.0,1.197431944552624,-0.024542665921613974,1.0,0.10138839656865689,6.319469517058668,116.79728159893118,0.0
fitted_energy_accounting,E79,63.02,641.2659464102427,652.0833685548099,652.306509991497,652.106012342056,3.61,119.13247750842592,0.0,0.8985227146410051,-0.03432656742395075,0.0,1.1531687099064323,-0.02963973667611418,1.0,0.10138839656865689,6.319469517058668,116.79728159893118,0.0
