ID,Io,signal,tstar,theta
E67,456.0,wall,0.0,0.0
E67,456.0,wall,0.010056169485256458,-6.039959717431337e-5
E67,456.0,wall,0.020112338970512917,-9.73729954634071e-5
E67,456.0,wall,0.030168508455769377,-9.187640928598698e-5
E67,456.0,wall,0.040224677941025834,0.020558415040951177
E67,456.0,wall,0.05028084742628229,0.04239095818443479
E67,456.0,wall,0.060337016911538754,0.07976371602750042
E67,456.0,wall,0.0703931863967952,0.1188722866434675
E67,456.0,wall,0.08044935588205167,0.14448557259760367
E67,456.0,wall,0.09050552536730813,0.18324391011282434
E67,456.0,wall,0.10056169485256458,0.20772357373437528
E67,456.0,wall,0.11061786433782105,0.24324339352382085
E67,456.0,wall,0.12067403382307751,0.2772919908862116
E67,456.0,wall,0.13073020330833396,0.2990971310907067
E67,456.0,wall,0.1407863727935904,0.33061802445227384
E67,456.0,wall,0.1508425422788469,0.35091075782933273
E67,456.0,wall,0.16089871176410334,0.37974904287837524
E67,456.0,wall,0.17095488124935979,0.4077885573962134
E67,456.0,wall,0.18101105073461626,0.42579137983225335
E67,456.0,wall,0.1910672202198727,0.4518399931261594
E67,456.0,wall,0.20112338970512916,0.46795432682334465
E67,456.0,wall,0.21117955919038564,0.49100511230075217
E67,456.0,wall,0.2212357286756421,0.5132741426665357
E67,456.0,wall,0.23129189816089854,0.5274316574023133
E67,456.0,wall,0.24134806764615502,0.5480103446758605
E67,456.0,wall,0.25140423713141147,0.5610762385395417
E67,456.0,wall,0.2614604066166679,0.5799026575638975
E67,456.0,wall,0.27151657610192437,0.5919054019576881
E67,456.0,wall,0.2815727455871808,0.6088705237750168
E67,456.0,wall,0.2916289150724373,0.6249632139499152
E67,456.0,wall,0.3016850845576938,0.6357117882198821
E67,456.0,wall,0.3117412540429502,0.6507105377576233
E67,456.0,wall,0.32179742352820667,0.6600550713679723
E67,456.0,wall,0.3318535930134631,0.6735408369938659
E67,456.0,wall,0.34190976249871957,0.6822344479565104
E67,456.0,wall,0.3519659319839761,0.6945729926270514
E67,456.0,wall,0.3620221014692325,0.7059818428831551
E67,456.0,wall,0.372078270954489,0.71336483229637
E67,456.0,wall,0.3821344404397454,0.7238730366246544
E67,456.0,wall,0.3921906099250019,0.7305157581530999
E67,456.0,wall,0.4022467794102583,0.7402516578412129
E67,456.0,wall,0.4123029488955148,0.7493783563704655
E67,456.0,wall,0.4223591183807713,0.7556536293988375
E67,456.0,wall,0.43241528786602773,0.7640817872458715
E67,456.0,wall,0.4424714573512842,0.769183670540624
E67,456.0,wall,0.45252762683654063,0.7771976474776624
E67,456.0,wall,0.4625837963217971,0.784717200202963
E67,456.0,wall,0.47263996580705353,0.7895785078625798
E67,456.0,wall,0.48269613529231004,0.796772893519941
E67,456.0,wall,0.4927523047775665,0.8011644144725987
E67,456.0,wall,0.5028084742628229,0.8073262818435386
E67,456.0,wall,0.5128646437480794,0.8114173475112272
E67,456.0,wall,0.5229208132333358,0.8174384519954028
E67,456.0,wall,0.5329769827185923,0.8232150155317536
E67,456.0,wall,0.5430331522038487,0.8268100628634384
E67,456.0,wall,0.5530893216891052,0.832802530247904
E67,456.0,wall,0.5631454911743616,0.8361515853501748
E67,456.0,wall,0.5732016606596181,0.8410700529350706
E67,456.0,wall,0.5832578301448746,0.845612924273647
E67,456.0,wall,0.5933139996301311,0.8486468627186708
E67,456.0,wall,0.6033701691153875,0.8528314617706884
E67,456.0,wall,0.613426338600644,0.8556722083531013
E67,456.0,wall,0.6234825080859004,0.8603378044053006
E67,456.0,wall,0.6335386775711569,0.8642976776455258
E67,456.0,wall,0.6435948470564133,0.8667862141845548
E67,456.0,wall,0.6536510165416698,0.8704118869860021
E67,456.0,wall,0.6637071860269262,0.8730019846677586
E67,456.0,wall,0.6737633555121827,0.8769103488389715
E67,456.0,wall,0.6838195249974391,0.8801484437504252
E67,456.0,wall,0.6938756944826956,0.8821948993479575
E67,456.0,wall,0.7039318639679522,0.8856891397462451
E67,456.0,wall,0.7139880334532086,0.8879533104370256
E67,456.0,wall,0.724044202938465,0.8911202696957671
E67,456.0,wall,0.7341003724237215,0.8932364668014923
E67,456.0,wall,0.744156541908978,0.8962087829160342
E67,456.0,wall,0.7542127113942344,0.899142525794314
E67,456.0,wall,0.7642688808794909,0.9011449972750124
E67,456.0,wall,0.7743250503647473,0.9039336748451233
E67,456.0,wall,0.7843812198500038,0.9056205554308903
E67,456.0,wall,0.7944373893352602,0.907905284039619
E67,456.0,wall,0.8044935588205167,0.9097442177972711
E67,456.0,wall,0.8145497283057731,0.9112678120631018
E67,456.0,wall,0.8246058977910296,0.9135797207762444
E67,456.0,wall,0.8346620672762861,0.914963626332235
E67,456.0,wall,0.8447182367615426,0.9168448529494359
E67,456.0,wall,0.854774406246799,0.9183805088508389
E67,456.0,wall,0.8648305757320555,0.9206978341582599
E67,456.0,wall,0.8748867452173119,0.9229539428083996
E67,456.0,wall,0.8849429147025684,0.9243570921297188
E67,456.0,wall,0.8949990841878248,0.9264412696211628
E67,456.0,wall,0.9050552536730813,0.9280835718645634
E67,456.0,wall,0.9151114231583377,0.9301424604886256
E67,456.0,wall,0.9251675926435942,0.9312460515769816
E67,456.0,wall,0.9352237621288506,0.9329093345526521
E67,456.0,wall,0.9452799316141071,0.9347398863020692
E67,456.0,wall,0.9553361010993635,0.9358655894366901
E67,456.0,wall,0.9653922705846201,0.9375537898887841
E67,456.0,wall,0.9754484400698765,0.9384715140869617
E67,456.0,wall,0.985504609555133,0.9401181358928885
E67,456.0,wall,0.9955607790403894,0.9414289802768931
E67,456.0,wall,1.0056169485256459,0.9422960467484084
E67,456.0,wall,1.0156731180109022,0.9434671052895534
E67,456.0,wall,1.0257292874961588,0.944321995851355
E67,456.0,wall,1.0357854569814153,0.9455388726092953
E67,456.0,wall,1.0458416264666717,0.9464049106135424
E67,456.0,wall,1.0558977959519282,0.9481149031443069
E67,456.0,wall,1.0659539654371846,0.9498738278622061
E67,456.0,wall,1.0760101349224411,0.9506310026061218
E67,456.0,wall,1.0860663044076975,0.9522570893489282
E67,456.0,wall,1.096122473892954,0.9533494187206983
E67,456.0,wall,1.1061786433782104,0.9548605856737059
E67,456.0,wall,1.116234812863467,0.9564787646459616
E67,456.0,wall,1.1262909823487233,0.9574229490214655
E67,456.0,wall,1.1363471518339798,0.9588196532812374
E67,456.0,wall,1.1464033213192362,0.9597946859610775
E67,456.0,wall,1.1564594908044927,0.9606618609930266
E67,456.0,wall,1.1665156602897493,0.9617803362882352
E67,456.0,wall,1.1765718297750056,0.9622874849255623
E67,456.0,wall,1.1866279992602622,0.9627082023164178
E67,456.0,wall,1.1966841687455185,0.9634167419859652
E67,456.0,wall,1.206740338230775,0.96414073723307
E67,456.0,wall,1.2167965077160314,0.9653011568516969
E67,456.0,wall,1.226852677201288,0.9661301586068772
E67,456.0,wall,1.2369088466865443,0.9665000868558083
E67,456.0,wall,1.2469650161718009,0.9670416662917894
E67,456.0,wall,1.2570211856570572,0.967533382206388
E67,456.0,wall,1.2670773551423138,0.967676693406494
E67,456.0,wall,1.2771335246275703,0.9677773003601451
E67,456.0,wall,1.2871896941128267,0.9681127692418869
E67,456.0,wall,1.2972458635980832,0.9683032928033072
E67,456.0,wall,1.3073020330833396,0.9684686017755375
E67,456.0,wall,1.3173582025685961,0.9688420268131799
E67,456.0,wall,1.3274143720538525,0.969318915657996
E67,456.0,wall,1.337470541539109,0.9698411084859734
E67,456.0,wall,1.3475267110243654,0.9698467707696551
E67,456.0,wall,1.357582880509622,0.9709198849446321
E67,456.0,wall,1.3676390499948783,0.9711420110197194
E67,456.0,wall,1.3776952194801348,0.971955734322261
E67,456.0,wall,1.3877513889653912,0.9723674240559848
E67,456.0,wall,1.3978075584506477,0.9725886130831167
E67,456.0,wall,1.4078637279359043,0.9735260152883578
E67,456.0,wall,1.4179198974211606,0.9738920182205485
E67,456.0,wall,1.4279760669064172,0.9742692428733762
E67,456.0,wall,1.4380322363916735,0.9745293479591924
E67,456.0,wall,1.44808840587693,0.9750678362796623
E67,456.0,wall,1.4581445753621864,0.9760924982188967
E67,456.0,wall,1.468200744847443,0.9769799797656841
E67,456.0,wall,1.4782569143326993,0.9774848372064862
E67,456.0,wall,1.488313083817956,0.9778455835281957
E67,456.0,wall,1.4983692533032122,0.9785337938280766
E67,456.0,wall,1.5084254227884688,0.9789695439821675
E67,456.0,wall,1.5184815922737251,0.9799584552564204
E67,456.0,wall,1.5285377617589817,0.980859866820984
E67,456.0,wall,1.5385939312442383,0.9807992786714772
E67,456.0,wall,1.5486501007294946,0.9814137878641829
E67,456.0,wall,1.5587062702147512,0.9819023555261992
E67,456.0,wall,1.5687624397000075,0.9826108437723834
E67,456.0,wall,1.578818609185264,0.9825411365464324
E67,456.0,wall,1.5888747786705204,0.9828101778700674
E67,456.0,wall,1.598930948155777,0.9832271413553938
E67,456.0,wall,1.6089871176410333,0.9835716264668528
E67,456.0,wall,1.6190432871262899,0.9841597040507675
E67,456.0,wall,1.6290994566115462,0.9848923441366313
E67,456.0,wall,1.6391556260968028,0.9853405216035457
E67,456.0,wall,1.649211795582059,0.9863203138013547
E67,456.0,wall,1.6592679650673157,0.9868029220669231
E67,456.0,wall,1.6693241345525722,0.9874523077274321
E67,456.0,wall,1.6793803040378286,0.9877825599946416
E67,456.0,wall,1.6894364735230851,0.9879268825208949
E67,456.0,wall,1.6994926430083415,0.9880425336651956
E67,456.0,wall,1.709548812493598,0.9883545420658101
E67,456.0,wall,1.7196049819788544,0.9888251458328766
E67,456.0,wall,1.729661151464111,0.989206530064433
E67,456.0,wall,1.7397173209493673,0.9898396030913283
E67,456.0,wall,1.7497734904346238,0.9898381460960318
E67,456.0,wall,1.7598296599198802,0.9902212215848737
E67,456.0,wall,1.7698858294051367,0.9902916658790333
E67,456.0,wall,1.779941998890393,0.9899102416515276
E67,456.0,wall,1.7899981683756496,0.9904719847596709
E67,456.0,wall,1.8000543378609062,0.9907026413993767
E67,456.0,wall,1.8101105073461625,0.9906643081388106
E67,456.0,wall,1.820166676831419,0.9906112506551895
E67,456.0,wall,1.8302228463166754,0.9907278331337385
E67,456.0,wall,1.840279015801932,0.9903570364013365
E67,456.0,wall,1.8503351852871883,0.9906960820636888
E67,456.0,wall,1.8603913547724449,0.9903744117844611
E67,456.0,wall,1.8704475242577012,0.9899204806145521
E67,456.0,wall,1.8805036937429578,0.9895572431165711
E67,456.0,wall,1.8905598632282141,0.9900933202526678
E67,456.0,wall,1.9006160327134707,0.990018550682275
E67,456.0,wall,1.910672202198727,0.989909047486755
E67,456.0,wall,1.9207283716839836,0.9899379988403527
E67,456.0,wall,1.9307845411692401,0.989600878697275
E67,456.0,wall,1.9408407106544965,0.9898214220755105
E67,456.0,wall,1.950896880139753,0.9899815030057945
E67,456.0,wall,1.9609530496250094,0.9897336252530547
E67,456.0,wall,1.971009219110266,0.9902238898860636
E67,456.0,wall,1.9810653885955223,0.9902483845481662
E67,456.0,wall,1.9911215580807788,0.9902832438748487
E67,456.0,wall,2.001177727566035,0.9904184816069003
E67,456.0,wall,2.0112338970512917,0.9910666388203947
E67,456.0,wall,2.0212900665365483,0.991212344063753
E67,456.0,wall,2.0313462360218044,0.991872985727141
E67,456.0,wall,2.041402405507061,0.9921864111271025
E67,456.0,wall,2.0514585749923175,0.9929953749116756
E67,456.0,wall,2.061514744477574,0.9928925853219334
E67,456.0,wall,2.0715709139628307,0.9928937337770496
E67,456.0,wall,2.081627083448087,0.9936913787079659
E67,456.0,wall,2.0916832529333433,0.9943363762414644
E67,456.0,wall,2.1017394224186,0.9943119672849676
E67,456.0,wall,2.1117955919038565,0.9947365071458362
E67,456.0,wall,2.1218517613891126,0.9949901728838125
E67,456.0,wall,2.131907930874369,0.9957437137100477
E67,456.0,wall,2.1419641003596257,0.9958072672735108
E67,456.0,wall,2.1520202698448823,0.9961798009728543
E67,456.0,wall,2.1620764393301384,0.9964091834558888
E67,456.0,wall,2.172132608815395,0.9963825975770075
E67,456.0,wall,2.1821887783006515,0.9966013868471806
E67,456.0,wall,2.192244947785908,0.9963649193674099
E67,456.0,wall,2.2023011172711646,0.9971700263997277
E67,456.0,wall,2.2123572867564207,0.9969313477153307
E67,456.0,wall,2.2224134562416773,0.9969517113672397
E67,456.0,wall,2.232469625726934,0.9968618576102477
E67,456.0,wall,2.2425257952121904,0.9972053828189229
E67,456.0,wall,2.2525819646974465,0.9977127028674612
E67,456.0,wall,2.262638134182703,0.9976158383919249
E67,456.0,wall,2.2726943036679597,0.9975469082301325
E67,456.0,wall,2.282750473153216,0.9973161887396496
E67,456.0,wall,2.2928066426384723,0.9970116938637993
E67,456.0,wall,2.302862812123729,0.9973163087274974
E67,456.0,wall,2.3129189816089855,0.997506478039081
E67,456.0,wall,2.322975151094242,0.9977461909044529
E67,456.0,wall,2.3330313205794986,0.9977613607966579
E67,456.0,wall,2.3430874900647547,0.9981296606390808
E67,456.0,wall,2.3531436595500113,0.9984045985083863
E67,456.0,wall,2.363199829035268,0.998555903184649
E67,456.0,wall,2.3732559985205244,0.9990598978556875
E67,456.0,wall,2.3833121680057805,0.9991234285643222
E67,456.0,wall,2.393368337491037,0.9992441534804791
E67,456.0,wall,2.4034245069762936,0.9992765616268393
E67,456.0,wall,2.41348067646155,0.999254889536017
E67,456.0,wall,2.4235368459468067,0.9992015463670437
E67,456.0,wall,2.433593015432063,0.9991549453723836
E67,456.0,wall,2.4436491849173194,0.9990621890522124
E67,456.0,wall,2.453705354402576,0.9988604037742058
E67,456.0,wall,2.4637615238878325,0.9992291492857787
E67,456.0,wall,2.4738176933730887,0.9988334922140235
E67,456.0,wall,2.483873862858345,0.9991688811038665
E67,456.0,wall,2.4939300323436018,0.9986912551908416
E67,456.0,wall,2.5039862018288583,0.9990001381937019
E67,456.0,wall,2.5140423713141145,0.9992941427034171
E67,456.0,wall,2.524098540799371,0.9986016585506667
E67,456.0,wall,2.5341547102846276,0.9982940954141333
E67,456.0,wall,2.544210879769884,0.9983729731398918
E67,456.0,wall,2.5542670492551407,0.9988288983935592
E67,456.0,wall,2.564323218740397,0.9988941603554287
E67,456.0,wall,2.5743793882256534,0.9988016097287116
E67,456.0,wall,2.58443555771091,0.9994936424986056
E67,456.0,wall,2.5944917271961665,0.9995130805299731
E67,456.0,wall,2.6045478966814226,0.9990915746475458
E67,456.0,wall,2.614604066166679,0.9990017608865029
E67,456.0,wall,2.6246602356519357,0.9990261069922223
E67,456.0,wall,2.6347164051371923,0.9996828747622337
E67,456.0,wall,2.6447725746224484,0.9999282156290453
E67,456.0,wall,2.654828744107705,0.9998696901277819
E67,456.0,wall,2.6648849135929615,0.9992682881790381
E67,456.0,wall,2.674941083078218,0.999131084931763
E67,456.0,wall,2.6849972525634747,0.9993715177242224
E67,456.0,wall,2.6950534220487308,0.9990815299505602
E67,456.0,wall,2.7051095915339873,0.9990367402010335
E67,456.0,wall,2.715165761019244,0.9991660528188792
E67,456.0,wall,2.7252219305045005,0.9990679313277928
E67,456.0,wall,2.7352780999897566,0.9985666449538938
E67,456.0,wall,2.745334269475013,0.9989478177782899
E67,456.0,wall,2.7553904389602697,0.9989609593044934
E67,456.0,wall,2.7654466084455263,0.9992600204449437
E67,456.0,wall,2.7755027779307824,0.9993975950831766
E67,456.0,wall,2.785558947416039,0.9992802355404694
E67,456.0,wall,2.7956151169012955,0.9994918141123513
E67,456.0,wall,2.805671286386552,0.9995846789929558
E67,456.0,wall,2.8157274558718086,1.0000264513942727
E67,456.0,wall,2.8257836253570647,1.0000586938431284
E67,456.0,wall,2.8358397948423213,1.000413652179601
