ID,Io_kWm2,q_slpm,mdot_gs,Tg_bar,dp1_mbar,dp2_mbar,dp_pred_mbar,ratio
E67,456.0,15.283090909090912,0.30556424570543234,529.9510123966942,2.743371900826446,-0.29521487603305774,0.997066488828209,2.7514432904575528
E68,456.0,12.504024793388425,0.25000066589939757,535.7876570247934,2.004049586776859,-0.27466942148760326,0.8311048912462078,2.4113076554896318
E69,456.0,10.499570247933885,0.2099243721132819,533.1552954545456,1.5326363636363634,-0.30113223140495865,0.6920527576734101,2.214623591399136
E70,456.0,9.1108347107438,0.18215852753184325,539.1495123966941,1.3079669421487607,-0.27257024793388435,0.6120447433310254,2.1370446464913835
E71,456.0,7.131661157024793,0.14258769217794545,527.0454276859504,0.8226859504132229,-0.2641487603305786,0.46093450774614825,1.7848217839795648
E72,304.0,18.320363636363634,0.366290309263604,474.5215847107438,2.4897355371900836,-0.2967768595041321,0.98964312919913,2.5157912622552185
E73,304.0,13.174140495867766,0.26339870170128277,495.6096983471075,1.8305289256198352,-0.2964297520661155,0.7666607506608324,2.387664849207409
E74,304.0,9.026578512396693,0.18047394148527154,497.0072809917356,1.0636859504132228,-0.29819834710743803,0.5278309428801989,2.015201959568797
E75,304.0,6.948636363636363,0.13892836480301887,488.7517045454546,0.6401570247933883,-0.3037603305785125,0.39484702394521926,1.6212785863170218
E76,304.0,4.529809917355373,0.09056727849222844,471.59609090909083,0.1587851239669421,-0.30138016528925626,0.24211251113023316,0.6558319651706518
E77,256.0,13.851438016528922,0.2769403280156221,411.05242768595053,0.9779090909090908,-0.29157851239669413,0.5841420486771167,1.6740946711912328
E78,256.0,10.012768595041317,0.20019144696357977,426.15245041322316,0.6457768595041325,-0.27854545454545454,0.44947222479096155,1.436744750589355
E79,256.0,8.036214876033055,0.1606729915779766,428.20698347107424,0.4069669421487602,-0.3007272727272727,0.3637564522879241,1.1187896175835632
E80,256.0,6.606479338842976,0.13208740875455252,428.7971942148761,0.24604958677685948,-0.30447933884297523,0.29975262222001525,0.8208421496185
E81,256.0,4.528190082644626,0.09053489213959198,424.0379111570247,-0.0219504132231405,-0.27863636363636357,0.20152910144150205,-0.10891932264934977
