ID,phase,q,x,lam,lam_sd,n,Tamb_e,T3_e,mfc_f1,mfc_f2,mfc_f3,mfc_f4,x_matched
E67,heat,15.283090909090912,0.2381751580777692,0.0013357826493693456,0.00016278669447920022,3,296.3313305785123,763.5706942148761,0.23992431542665313,0.3465613701525047,0.33671199305233357,0.07680232136850858,NaN
E67,heat6,15.283090909090912,0.2381751580777692,0.0035193600070046165,0.002459223906374618,6,296.3313305785123,763.5706942148761,0.23992431542665313,0.3465613701525047,0.33671199305233357,0.07680232136850858,NaN
E68,heat,12.504024793388425,0.1858080991401237,0.000989037360029181,7.53237592441602e-5,3,298.7015206611569,772.8737933884297,0.2931862600273499,0.4235204929057555,0.18941735784907596,0.09387588921781875,NaN
E68,heat6,12.504024793388425,0.1858080991401237,0.0025346000855658644,0.001869701648316002,6,298.7015206611569,772.8737933884297,0.2931862600273499,0.4235204929057555,0.18941735784907596,0.09387588921781875,NaN
E69,heat,10.499570247933885,0.15031914560905352,0.0009568218535708305,5.8578423371673115e-5,3,296.73804545454556,769.5725454545455,0.34925947382340716,0.27350824276160846,0.26542999005075374,0.11180229336423055,NaN
E69,heat6,10.499570247933885,0.15031914560905352,0.0021645700503851437,0.001466682547387424,6,296.73804545454556,769.5725454545455,0.34925947382340716,0.27350824276160846,0.26542999005075374,0.11180229336423055,NaN
E70,heat,9.1108347107438,0.12721152037815453,0.0007790561511355974,3.21286017845216e-5,3,298.9885867768595,779.3104380165288,0.40240618063498995,0.31513473650027074,0.15355978849993332,0.12889929436480588,NaN
E70,heat6,9.1108347107438,0.12721152037815453,0.0018766985062099778,0.001523251912977249,6,298.9885867768595,779.3104380165288,0.40240618063498995,0.31513473650027074,0.15355978849993332,0.12889929436480588,NaN
E71,heat,7.131661157024793,0.09557099533223194,0.0006854397042541609,1.6329280160962032e-5,3,300.76104545454535,753.3298099173553,0.23647429516380794,0.4026903657418728,0.1962057221261027,0.1646296169682165,NaN
E71,heat6,7.131661157024793,0.09557099533223194,0.0014677550422995689,0.0011557846903297875,6,300.76104545454535,753.3298099173553,0.23647429516380794,0.4026903657418728,0.1962057221261027,0.1646296169682165,NaN
E72,heat,18.320363636363634,0.29728240216569163,0.0013851633976188725,0.00014900124762286238,3,296.3925661157025,652.6506033057851,0.23676855091475685,0.3047112818504812,0.2703359491583227,0.18818421807643934,NaN
E72,heat6,18.320363636363634,0.29728240216569163,0.0022900250055973765,0.0009427807492203661,6,296.3925661157025,652.6506033057851,0.23676855091475685,0.3047112818504812,0.2703359491583227,0.18818421807643934,NaN
