reference,eps_min,eps_max,NTU_min,NTU_max,Nu_min,Nu_max,Nu_prefactor,Nu_exponent,eps_star_456,eps_star_304,eps_star_256
"wall quadrature (T8,T12,T11)",0.5730454647462899,0.7809054670563482,0.8510777462380253,1.5182519850258887,0.02816446905686761,0.21622426010239154,0.00031394283501343903,1.4444975178302044,0.6655233222329529,0.6550800660308858,0.6416395172633556
"interior probes (T9,T10)",0.6484406140435908,0.8263701119196217,1.0453766319125188,1.7508293252131886,0.03601533766041855,0.25979802237489985,0.000455821084087162,1.3939056304337463,0.719231392577745,0.7111665842894876,0.7024407009868916
front wall only (T8),0.4538511504587438,0.8510694536964274,0.6048637221833942,1.9042752139008474,0.018416627555987514,0.24939171681645994,5.914435039554437e-5,1.8471603787355615,0.6047724544693823,0.5907960473663418,0.5720822519354831
mid wall only (T12),0.5197561583892831,0.7099463209931437,0.733461300714562,1.2376892731068707,0.023468064741747056,0.1762075435211331,0.00026960643450280644,1.4275693012443182,0.6038124243229787,0.5895427172035979,0.5703861545604343
rear wall only (T11),0.7707928518201622,0.8225070798549461,1.4731291071067658,1.728824557368893,0.053452550957573675,0.2488543441514006,0.0017573180796765305,1.0918059947747296,0.7868477023563871,0.7873045949475789,0.7906258164360801
wall+interior mean,0.608416189897321,0.8029947653670497,0.9375557121255756,1.6245249788563068,0.031647992871042294,0.23586411920323264,0.00037486322127945924,1.4205520931499762,0.6913295348949987,0.6819608700755786,0.6706492421545606
