simulation_id,z_mm,Tperim_K,Tcore_K,Trear_K,Tgas_in_K,Tgas_out_K,h_W_m2K,Qgas_W,Qcore_source_W,Qperim_source_W
E78,2.74,697.6959916771167,719.021673243343,520.1736074275994,405.1663392416168,719.0209547423722,809.0767860694248,64.28831017873412,66.25914568479227,20.939856879230348
E78,8.220000000000002,699.2648831786483,737.9171926887029,520.1736070379801,719.0209547423722,735.480345363236,128.64288563674754,3.3989653115157985,10.063457548919626,0.0
E78,13.700000000000001,698.3235183503846,729.1546262999843,520.1736059594114,735.480345363236,731.1756933490198,71.67494931090955,-0.8891035231829723,3.479905915895551,0.0
E78,19.180000000000003,695.4856781515846,717.2739414902572,520.1736038119175,731.1756933490198,723.0950436790606,54.66292381210901,-1.6683592615885996,1.203338427634635,0.0
E78,24.66,691.4565960123725,707.5330253406008,520.1736000347539,723.0950436790606,714.8778312115259,47.12707142212887,-1.69581888300243,0.4161099197561352,0.0
E78,30.140000000000004,686.6776417329748,699.5349618334579,520.1735937541278,714.8778312115259,707.2614495979034,43.04012839014146,-1.571202653885004,0.1438892512223746,0.0
E78,35.620000000000005,681.3934545994604,692.4703661615117,520.1735836013679,707.2614495979034,700.2222380983534,40.52187725757692,-1.4516176611684957,0.04975636396620733,0.0
E78,41.1,675.7350936906571,685.8285272327811,520.173567439852,700.2222380983534,693.5779138956825,38.821020737993905,-1.3697278677760134,0.0172055642385102,0.0
E78,46.580000000000005,669.770517620488,679.3279855507416,520.1735419469838,693.5779138956825,687.1510033379053,37.58661261511375,-1.3244836680257925,0.0059496196499920105,0.0
E78,52.06,663.5320287583774,672.8081399760583,520.173501974877,687.1510033379053,680.8010456197289,36.63592672176281,-1.3082119537946897,0.002057356183666549,0.0
E78,57.540000000000006,657.0314179898612,666.1657312824336,520.1734395782998,680.8010456197289,674.420983956657,35.86574834027572,-1.3139975565343154,0.0007114260600636339,0.0
E78,63.02,650.269017967682,659.3224851235184,520.1733425484429,674.420983956657,667.9265447595573,35.21381824092944,-1.3371226568449581,0.00024600846608663606,0.0
E78,68.5,643.2399429829926,652.2084100118869,520.1731922237516,667.9265447595573,661.2463210621713,34.64037328844088,-1.3749166821433454,8.506880585859689e-5,0.0
E78,73.98,635.9393515721877,644.7524672881747,520.1729602648875,661.2463210621713,654.3139992186265,34.11860774478886,-1.4263110060996538,2.941647434059898e-5,0.0
E78,79.46000000000001,628.3679284397103,636.8771436369327,520.1726039892716,654.3139992186265,647.0626856651818,33.62943220932305,-1.491403533010619,1.017210661296323e-5,0.0
E78,84.94,620.5385150288332,628.4963555241458,520.172059792412,647.0626856651818,639.4214185946716,33.158467641854095,-1.5710066501388507,3.517476355168919e-6,0.0
E78,90.42000000000002,612.4846708328969,619.5184703671376,520.1712342135478,639.4214185946716,631.3147956337185,32.69432775010013,-1.6660047665852267,1.216330144771086e-6,0.0
E78,95.90000000000002,604.2717140214934,609.858828456022,520.1699924883982,631.3147956337185,622.6680208886703,32.22779612421408,-1.7762405393183431,4.206024068661555e-7,0.0
E78,101.38000000000001,596.0102264746938,599.4687084171753,520.1681452483675,622.6680208886703,613.4212925349265,31.751819533742527,-1.8986001768807936,1.4544273643312377e-7,0.0
E78,106.86000000000001,587.8708347502147,588.3876798312447,520.1654357501874,613.4212925349265,603.5581349940325,31.262397446235006,-2.024162417987377,5.029355333167762e-8,0.0
E78,112.34,580.0971696044584,576.8176879499542,520.161532879004,603.5581349940325,593.1491313080544,30.760364319910135,-2.1350628067391493,1.739132230841507e-8,0.0
E78,117.82000000000001,573.0118179331602,565.1930951065341,520.1560384639472,593.1491313080544,582.4017146222575,30.253556292437242,-2.2032875295435193,6.013854094589682e-9,0.0
E78,123.30000000000001,567.0097555828416,554.188462930686,520.1485182296478,582.4017146222575,571.6895462409345,29.75798372891373,-2.194890947713107,2.079568213942727e-9,0.0
E78,128.78,562.538187437925,544.6217785218798,520.1385581455522,571.6895462409345,561.5331363186187,29.296550521488484,-2.0799831420828068,7.191068969118444e-10,0.0
E78,134.26000000000002,560.0704951138971,537.5204591901978,520.125823864562,561.5331363186187,552.6159092078007,28.900031500285632,-1.825431532512576,2.486644706911353e-10,0.0
