simulation_id,z_mm,Tperim_K,Tcore_K,Trear_K,Tgas_in_K,Tgas_out_K,h_W_m2K,Qgas_W,Qcore_source_W,Qperim_source_W
E80,2.74,817.2744085413844,904.3110204323991,559.2959388849824,508.01194511670275,904.2485614024152,362.3201523489774,53.914084817607964,66.25914568479227,20.939856879230348
E80,8.220000000000002,819.6118550872321,894.7495048027653,559.2959382088325,904.2485614024152,896.1544651266778,79.83408463746116,-1.1116962853217698,10.063457548919626,0.0
E80,13.700000000000001,816.9692504203197,866.4916784184304,559.2959364697049,896.1544651266778,874.2407068365138,56.02255369597368,-3.007139908357733,3.479905915895551,0.0
E80,19.180000000000003,811.2610187701226,843.3943975020562,559.2959331560739,874.2407068365138,853.0569507962922,48.39214139927525,-2.903805264078662,1.203338427634635,0.0
E80,24.66,803.7747047265658,825.9258569674209,559.2959274880914,853.0569507962922,835.1947560832169,44.733971228921256,-2.4462081008102414,0.4161099197561352,0.0
E80,30.140000000000004,795.2419956301505,811.8606932275541,559.2959182488959,835.1947560832169,820.2470672656584,42.58892510619479,-2.045488439071783,0.1438892512223746,0.0
E80,35.620000000000005,786.0618304958439,799.6244370616727,559.2959035438043,820.2470672656584,807.2904397491127,41.15874780245356,-1.7718583937403038,0.04975636396620733,0.0
E80,41.1,776.4479335412744,788.3165875584992,559.295880436553,807.2904397491127,795.545953692251,40.108539924376196,-1.605150133272957,0.0172055642385102,0.0
E80,46.580000000000005,766.5118754916235,777.4353665245069,559.2958443964263,795.545953692251,784.4719237889815,39.2750631480221,-1.5126869271948937,0.0059496196499920105,0.0
E80,52.06,756.3087912575709,766.6921958522817,559.2957884615694,784.4719237889815,773.7148626510411,38.57074772085272,-1.4686121228809106,0.002057356183666549,0.0
E80,57.540000000000006,745.8630582013129,755.9093879037307,559.2957019817023,773.7148626510411,763.0455631466581,37.9452207413886,-1.4558689758720094,0.0007114260600636339,0.0
E80,63.02,735.1834861653499,744.9652821556841,559.2955687457322,763.0455631466581,752.309661659288,37.3677291512617,-1.4641882616496629,0.00024600846608663606,0.0
E80,68.5,724.2732639717766,733.7642046352756,559.2953642252007,752.309661659288,741.3943712748511,36.81835365926351,-1.4878603817327436,8.506880585859689e-5,0.0
E80,73.98,713.1376921776665,722.219548174342,559.2950515770074,741.3943712748511,730.2073105278803,36.28332187013474,-1.5240728184021282,2.941647434059898e-5,0.0
E80,79.46000000000001,701.7916188482438,710.2446364924974,559.2945759652622,730.2073105278803,718.6637476119157,35.752392628771084,-1.5717551148134543,1.017210661296323e-5,0.0
E80,84.94,690.2679238528369,697.7500076195962,559.2938567277096,718.6637476119157,706.6804692332387,35.217387822333585,-1.6306717206904169,3.517476355168919e-6,0.0
E80,90.42000000000002,678.628022141532,684.6489934978774,559.2927770274364,706.6804692332387,694.1767798517145,34.67147799288416,-1.7004494799608891,1.216330144771086e-6,0.0
E80,95.90000000000002,666.9748893917491,670.8767140520017,559.2911710895878,694.1767798517145,681.0856569270112,34.109134122482814,-1.7791982594248479,4.206024068661555e-7,0.0
E80,101.38000000000001,655.4682407486765,656.4300807121276,559.2888102407816,681.0856569270112,667.3802285484878,33.52685684307957,-1.8614372437047033,1.4544273643312377e-7,0.0
E80,106.86000000000001,644.3399125395172,641.4344140939359,559.2853911125102,667.3802285484878,653.120226274664,32.924856995492085,-1.9354020199006978,5.029355333167762e-8,0.0
E80,112.34,633.9052073343978,626.2282569443178,559.2805325770642,653.120226274664,638.5151645461658,32.309612627076135,-1.9808084148340248,1.739132230841507e-8,0.0
E80,117.82000000000001,624.563940321201,611.4257945165035,559.2737909923926,638.5151645461658,623.9813193845008,31.69644313837319,-1.969733550201752,6.013854094589682e-9,0.0
E80,123.30000000000001,616.7858181259792,597.881608096738,559.2647022445548,623.9813193845008,610.1453855862096,31.110114124028044,-1.8738602886642823,2.079568213942727e-9,0.0
E80,128.78,611.0819555547954,586.518389028858,559.2528476285424,610.1453855862096,597.758494966881,30.581618297655755,-1.6765758900352872,7.191068969118444e-10,0.0
E80,134.26000000000002,607.9760576981685,578.3495672049976,559.2379127520262,597.758494966881,587.6775869155177,30.146915090465093,-1.3637726527497283,2.486644706911353e-10,0.0
