simulation_id,wall_minus_gas_58_K,wall_minus_gas_107_K,required_wall_fraction_58,required_wall_fraction_107,model_side_minus_wall_58_K,model_side_minus_gas_58_K,observed_side_minus_interior_58_K
E67,-3.0820504474135078,-6.958084643814118,-58.629874781257584,-10.907078795598814,-3.7063786550532996,-6.788429102466807,24.437000000000012
E69,-6.8952959588270915,-9.332573680050132,-14.038422067812427,3.019609064465524,-6.108730140556645,-13.004026099383736,26.35200000000009
E71,-12.271750596012907,-12.514762928092864,1.494827274510931,13.029635484924343,-8.133761446824792,-20.4055120428377,25.041999999999916
E72,-1.1723228335345084,-4.280687714563555,-172.6955391931867,-30.84250344686699,-1.707453528240194,-2.8797763617747023,26.787000000000035
E74,-5.746568236302778,-6.802100201462281,-27.884037246433497,-6.497628940375371,-4.186588528006155,-9.933156764308933,27.01800000000003
E76,-13.489176206287311,-11.590772006202315,2.488498567463469,12.99931057829753,-6.033056429519547,-19.52223263580686,23.119000000000028
E77,-1.9197393971720658,-3.3690534748371874,-47.51157403369238,-14.856194663578297,-1.6057397074569053,-3.525479104628971,20.920999999999935
E79,-4.255167097477397,-4.62168452654214,-17.29358778429866,-2.523078290277665,-2.4696253839696283,-6.724792481447025,22.04499999999996
E81,-8.63148870422674,-7.3450115128601965,1.636755696686091,10.701292304961546,-3.599512667246131,-12.231001371472871,21.39800000000014
