simulation_id,rmse_K,model_mid_gap_K,observed_mid_gap_K,model_deep_gap_K,observed_deep_gap_K,model_axial_gap_K,observed_axial_gap_K,core_to_side_flow_ratio,core_to_corner_flow_ratio,equal_pressure_error,dp1_model_mbar,dp1_observed_mbar
E67,120.40270818014,-3.4051260468909277,24.437000000000012,-9.18667742624973,53.059999999999945,-26.61266160314983,59.47500000000002,3.4941213732171033,3.4777494074823605,8.006804621234799e-6,2.2823528630485135,2.712
E69,90.96818580337722,-6.215889607596068,26.35200000000009,-11.19152906958459,43.918000000000006,-35.11535151286262,12.30099999999993,2.694426891320562,2.678773065173924,5.081064331364875e-6,1.8895647575677366,1.542
E71,188.5516672662059,-8.93867757662997,25.041999999999916,-13.092635951843477,35.34699999999998,-67.05960876815357,-82.95000000000005,2.126569085999631,2.1119288498210262,7.034826432702545e-6,1.4465908609787654,0.825
E72,166.23733533749527,-0.9664133193291491,26.787000000000035,-4.255702749988018,49.79000000000008,-18.69477398518211,60.24300000000005,4.389825762997694,4.378374835250716,5.16423479542204e-6,1.3861258155336502,2.485
E74,135.7409866686769,-3.8237273673464642,27.01800000000003,-6.281166973998438,36.19900000000007,-26.78859592414551,13.971000000000004,2.7245070360520045,2.7131240108868524,5.171947827569004e-6,0.7964498412882575,1.071
E76,126.92936637592295,-6.623993182901472,23.119000000000028,-9.257063951569421,24.84999999999991,-76.09741663254238,-97.221,1.8407471313891086,1.8290775821622098,5.168798957096096e-6,0.331340191966072,0.174
E77,72.82279820852075,-1.3024011515306029,20.920999999999935,-3.0415904788256967,30.572000000000003,-12.686047476550016,57.805999999999926,3.9036118300700835,3.894764107861302,9.431393348032718e-6,0.6597673976739202,0.978
E79,59.592914226012674,-2.418071783877167,22.04499999999996,-3.9122498323973787,26.559000000000083,-20.99257794470975,39.89499999999998,2.757984758020048,2.7492407021075382,5.268707557043827e-6,0.3087764023194485,0.403
E81,69.94588433379177,-4.063580317005858,21.39800000000014,-5.680745116207731,21.208999999999946,-49.54881999607187,-10.158999999999878,1.9827658263065306,1.973484051641914,6.012719451881437e-6,0.032320350094096395,-0.023
