% Model:              Cav_Hex_Unif_flux_v5.1 - Base Case.mph
% Version:            COMSOL 5.5.0.359
% Date:               Oct 25 2021, 20:50
% Dimension:          1
% Nodes:              261
% Expressions:        5
% Description:        Line graph
% x                       Height                   Height                   Height                   Height                   Height
0                         317.9402442361299        317.9104535024992        317.89035991833504       317.87380547365274       317.8595565750393
0.18549699883316212       317.6704398957124        317.5061411989739        317.39535649130835       317.30413185409566       317.22566450565904
0.37099399766632424       317.4006355552949        317.10182889544865       316.9003530642816        316.7344582345385        316.5917724362788
0.5564909964994864        317.1308312148774        316.69751659192343       316.4053496372549        316.1647846149814        315.9578803668985
0.7419879953326485        316.8610268744599        316.29320428839816       315.9103462102282        315.5951109954243        315.32398829751827
0.9274849941658107        316.59681017606675       315.8980327252957        315.42730459697606       315.03994649094597       314.70696739039283
1.1129819929989728        316.3325934776735        315.5028611621932        314.9442629837239        314.4847819864676        314.08994648326734
1.2984789918321349        316.06837677928036       315.1076895990907        314.46122137047166       313.92961748198934       313.4729255761419
1.483975990665297         315.8041600808872        314.7125180359882        313.9781797572195        313.374452977511         312.85590466901647
1.674094359971054         316.38473869464997       315.58586722562205       315.0504743824935        314.6112333800371        314.23454524756653
1.8642127292768105        316.96531730841275       316.4592164152559        316.1227690077676        315.84801378256327       315.61318582611653
2.054331098582567         317.5458959221756        317.33256560488974       317.1950636330416        317.0847941850894        316.99182640466654
2.244449467888324         318.12647453593837       318.2059147945236        318.26735825831565       318.3215745876155        318.3704669832166
2.436330901635048         319.35152913890295       320.04267688728294       320.5167391756418        320.91061449973864       321.2515348937077
2.628212335381772         320.57658374186747       321.8794389800423        322.766120092968         323.4996544118618        324.1326028041988
2.8200937691284964        321.801638344832         323.71620107280165       325.0155010102941        326.08869432398495       327.01367071468997
3.0119752028752202        323.02669294779656       325.552963165561         327.26488192762025       328.6777342361081        329.89473862518105
3.2038566366219436        324.92286577744017       328.3880770061039        330.7298264308005        332.65948128282696       334.31979380880637
3.395738070368667         326.8190386070837        331.22319084664684       334.19477093398075       336.6412283295458        338.7448489924317
3.5876195041153913        328.7152114367273        334.0583046871898        337.659715437161         340.6229753762646        343.16990417605706
3.7795009378621147        330.6113842663709        336.8934185277327        341.12465994034125       344.60472242298346       347.5949593596824
3.971734984497032         332.2741744209487        339.38407167787307       344.1722187949793        348.1099877198903        351.4934305070756
4.163969031131949         333.93696457552653       341.8747248280135        347.2197776496173        351.6152530167971        355.3919016544688
4.356203077766867         335.5997547301043        344.3653779781539        350.26733650425535       355.12051831370394       359.2903728018621
4.548437124401785         337.2625448846821        346.85603112829426       353.31489535889335       358.62578361061077       363.1888439492553
4.741376396813089         339.1085397447732        349.61113949909844       356.6776556445109        362.486217611397         367.47568398452535
4.934315669224393         340.9545346048643        352.3662478699026        360.04041593012846       366.34665161218334       371.76252401979536
5.127254941635698         342.8005294649554        355.1213562407068        363.40317621574604       370.20708561296965       376.04936405506544
5.320194214047002         344.64652432504647       357.876464611511         366.7659365013636        374.06751961375596       380.3362040903355
5.5131334864583055        346.91450643002224       361.25661142256104       370.8872869525883        378.7950388194273        385.5826183857984
5.70607275886961          349.1824885349979        364.63675823361103       375.00863740381305       383.52255802509853       390.8290326812613
5.899012031280914         351.4504706399736        368.01690504466103       379.12998785503777       388.2500772307698        396.07544697672415
6.091951303692218         353.71845274494933       371.3970518557111        383.2513383062625        392.9775964364411        401.32186127218705
6.284890576103522         357.23484927434066       376.6054253628672        389.5782450671036        400.21528311697205       409.33692352377085
6.477829848514826         360.7512458037321        381.8137988700234        395.9051518279447        407.4529697975031        417.35198577535465
6.67076912092613          364.26764233312343       387.0221723771796        402.2320585887858        414.6906564780341        425.36704802693845
6.8637083933374345        367.7840388625148        392.2305458843357        408.5589653496269        421.9283431585651        433.38211027852225
7.056647665748739         370.4128737146515        396.12616521282007       413.2921469473572        427.34397200647595       439.38041346216653
7.249586938160043         373.04170856678815       400.0217845413044        418.0253285450875        432.75960085438675       445.37871664581087
7.442526210571347         375.6705434189248        403.9174038697887        422.7585101428178        438.17522970229754       451.37701982945515
7.635465482982651         378.29937827106147       407.8130231982731        427.4916917405481        443.5908585502084        457.37532301309943
7.828404755393956         380.66348579608706       411.3017056453812        431.7207190040504        448.4217903192106        462.7194872529116
8.02134402780526          383.0275933211126        414.79038809248937       435.9497462675527        453.2527220882127        468.0636514927238
8.214283300216563         385.3917008461382        418.27907053959757       440.178773531055         458.0836538572148        473.40781573253594
8.407222572627868         387.75580837116377       421.7677529867057        444.4078007945573        462.914585626217         478.7519799723481
8.600161845039171         390.23459158427113       425.4034847897934        448.80117126629466       467.9222782547316        484.28254458574816
8.793101117450474         392.7133747973785        429.0392165928811        453.19454173803194       472.92997088324637       489.81310919914824
8.98604038986178          395.19215801048585       432.6749483959688        457.58791220976923       477.937663511761         495.34367381254833
9.178979662273083         397.6709412235932        436.3106801990565        461.98128268150657       482.9453561402757        500.87423842594836
9.371918934684388         400.34568068993076       440.2180577510554        466.6935765558836        488.30932111326416       506.7921160935005
9.564858207095693         403.02042015626824       444.12543530305436       471.40587043026073       493.6732860862526        512.7099937610526
9.757797479506998         405.69515962260573       448.03281285505335       476.11816430463784       499.03725105924104       518.6278714286047
9.950736751918303         408.36989908894327       451.9401904070523        480.8304581790149        504.4012160322295        524.5457490961569
10.143676024329606        410.62269368747855       455.2197830110927        484.7790081327767        508.89075178261476       529.4948178642877
10.33661529674091         412.87548828601393       458.4993756151332        488.72755808653847       513.380287533            534.4438866324185
