% Model:              Cav_Hex_Unif_flux_v5.1 - Base Case.mph
% Version:            COMSOL 5.5.0.359
% Date:               Oct 25 2021, 20:54
% Dimension:          1
% Nodes:              454
% Expressions:        5
% Description:        Line graph
% x                       Height                   Height                   Height                   Height                   Height
0                         942.2455182369247        1142.1953880931198       1214.7484687809026       1258.7777936921286       1291.06283057944
0.4415011037527594        943.164422335039         1142.8505932026444       1214.8197541247607       1258.2342072107626       1289.9148170527099
0.8830022075055188        944.0833264331532        1143.5057983121687       1214.8910394686186       1257.6906207293964       1288.7668035259796
1.3245033112582785        945.0022305312674        1144.1610034216933       1214.9623248124765       1257.1470342480302       1287.6187899992494
1.7660044150110379        946.5639992066962        1145.7991311033197       1216.2552642387097       1258.053878817101        1288.1448343231357
2.2075055187637975        948.1257678821247        1147.437258784946        1217.5482036649432       1258.9607233861714       1288.670878647022
2.649006622516557         949.6875365575534        1149.0753864665724       1218.8411430911765       1259.867567955242        1289.1969229709082
3.0905077262693164        951.5105542885103        1151.086387956105        1220.6009712284201       1261.3358224617846       1290.3783790283665
3.5320088300220753        953.333572019467         1153.0973894456376       1222.3607993656635       1262.804076968327        1291.5598350858247
3.9735099337748343        955.1565897504239        1155.1083909351703       1224.1206275029072       1264.2723314748696       1292.741291143283
4.415011037527595         957.0978465410803        1157.2119802553852       1225.9869690434891       1265.885969769983        1294.1177737341238
4.856512141280354         959.0391033317367        1159.3155695756          1227.853310584071        1267.499608065096        1295.4942563249645
5.298013245033114         960.980360122393         1161.4191588958147       1229.719652124653        1269.1132463602091       1296.8707389158053
5.739514348785873         962.9138739184987        1163.409071987404        1231.453915836893        1270.6192177560663       1298.1874935237854
6.181015452538631         964.8473877146042        1165.3989850789933       1233.188179549133        1272.1251891519232       1299.5042481317653
6.622516556291392         966.7809015107098        1167.3888981705827       1234.922443261373        1273.6311605477804       1300.8210027397452
7.0640176600441515        968.6285359631489        1169.1818504001496       1236.44180879736         1274.9335417286313       1301.9582521458556
7.5055187637969105        970.4761704155878        1170.9748026297166       1237.9611743333467       1276.2359229094823       1303.095501551966
7.94701986754967          972.3238048680269        1172.7677548592835       1239.4805398693334       1277.5383040903332       1304.2327509580764
8.38852097130243          974.0396959045204        1174.290077576243        1240.698306363107        1278.5300831162597       1305.0541909898132
8.830022075055192         975.7555869410137        1175.8124002932022       1241.9160728568802       1279.5218621421861       1305.8756310215497
9.27152317880795          977.4714779775071        1177.3347230101617       1243.1338393506535       1280.5136411681126       1306.6970710532862
9.713024282560712         978.9373170104227        1178.3545267422899       1243.7557826206046       1280.8626307166096       1306.8450665286393
10.15452538631347         980.4031560433382        1179.3743304744178       1244.377725890556        1281.2116202651066       1306.9930620039922
10.59602649006623         981.8689950762537        1180.3941342065457       1244.999669160507        1281.5606098136036       1307.1410574793454
11.03752759381899         983.0761734054919        1180.929421343919        1245.058072270916        1281.3036199484352       1306.6548582912342
11.479028697571747        984.2833517347299        1181.4647084812925       1245.1164753813248       1281.0466300832668       1306.1686591031228
11.920529801324506        985.490530063968         1181.999995618666        1245.1748784917336       1280.7896402180984       1305.6824599150113
12.362030905077265        986.4739937284838        1182.157578602018        1244.8175919282683       1280.1010283387575       1304.7550023281651
12.803532008830024        987.4574573929995        1182.31516158537         1244.460305364803        1279.4124164594164       1303.8275447413187
13.245033112582783        988.4409210575152        1182.4727445687222       1244.1030188013376       1278.7238045800755       1302.9000871544722
13.686534216335543        989.1691048080854        1182.2229625417433       1243.291225161413        1277.550191581707        1301.4683173427745
14.128035320088303        989.8972885586555        1181.9731805147644       1242.4794315214883       1276.3765785833386       1300.0365475310764
14.569536423841065        990.6254723092256        1181.7233984877855       1241.6676378815637       1275.2029655849701       1298.6047777193785
15.011037527593825        991.0340720377455        1180.9635150459017       1240.290718237497        1273.4358410542245       1296.5566878213826
15.452538631346584        991.4426717662653        1180.2036316040176       1238.91379859343         1271.6687165234787       1294.5085979233866
15.894039735099344        991.8512714947852        1179.4437481621335       1237.5368789493634       1269.901591992733        1292.4605080253907
16.335540838852104        991.9699237656666        1178.244005527149        1235.7100004949016       1267.7068147767907       1290.0099665036862
16.77704194260486         992.0885760365478        1177.0442628921649       1233.8831220404395       1265.5120375608483       1287.5594249819815
17.21854304635762         992.207228307429         1175.8445202571804       1232.0562435859777       1263.317260344906        1285.108883460277
17.660044150110384        992.0943299594047        1174.3286604193793       1229.920006954207        1260.8370757969394       1282.4018013542266
18.101545253863137        991.9814316113803        1172.812800581578        1227.7837703224368       1258.3568912489732       1279.694719248176
18.543046357615896        991.8685332633561        1171.2969407437768       1225.6475336906663       1255.8767067010067       1276.9876371421255
18.984547461368656        991.5261240307873        1169.4942930649056       1223.23551268554         1253.1390846644592       1274.0451096682455
19.426048565121416        991.1837147982184        1167.6916453860347       1220.8234916804138       1250.4014626279115       1271.1025821943654
19.867549668874176        990.8413055656495        1165.8889977071635       1218.4114706752875       1247.6638405913639       1268.1600547204853
20.309050772626936        990.2481511018852        1163.7989546085257       1215.7344600590293       1244.6760425555153       1264.9731401543258
20.750551876379696        989.6549966381209        1161.7089115098877       1213.0574494427708       1241.6882445196666       1261.7862255881662
21.192052980132456        989.0618421743566        1159.6188684112499       1210.3804388265123       1238.7004464838178       1258.5993110220068
21.633554083885212        988.2616341918475        1157.315020653957        1207.520406857325        1235.553257780678        1255.2668652885488
22.07505518763797         987.4614262093382        1155.0111728966638       1204.6603748881378       1232.4060690775384       1251.934419555091
22.516556291390728        986.661218226829         1152.7073251393708       1201.8003429189505       1229.2588803743986       1248.601973821633
