front_coefficient,simulation_id,irradiance_kW_m2,mean_flow_lpm,model_T12_minus_T8_K,observed_T12_minus_T8_K,model_T12_minus_T9_K,observed_T12_minus_T9_K,model_T11_minus_T10_K,observed_T11_minus_T10_K,model_T3_K,observed_T3_K,front_to_gas_W,mean_front_h_W_m2K,mean_gas_preheat_K,front_radiation_W,remaining_front_convection_W,mass_flow_kg_s,dp1_model_mbar
2.0,E72,304.0,18.707575757575754,-12.180305258216094,60.24300000000005,-0.5528153918436374,26.787000000000035,-0.3712243331464151,49.79000000000008,510.3983291195829,652.9549999999999,13.864671345990963,344.3422864706635,35.5093484129142,6.117245048278894,7.195582149001275,0.0003664741251387232,2.2187406147187105
2.0,E73,304.0,13.170870967741934,-25.45848581664518,56.78800000000001,-0.8122542132946364,26.93100000000004,-0.5167638881898711,44.360000000000014,570.6221767385059,694.626,16.102580089501977,292.3544785285236,57.305901357854964,8.31950228448025,8.38405572185871,0.000263690898405942,1.6168685047785827
2.0,E74,304.0,9.023245901639344,-42.525697036513066,13.971000000000004,-1.2499838619174852,27.01800000000003,-0.7513767948983059,36.19900000000007,639.0163030041672,697.672,17.81240259539968,241.64068223913964,92.66680518415173,12.443790832491388,10.048898259220756,0.00018039586767038267,1.0568206459878282
2.0,E75,304.0,6.944410852713178,-52.64216067993107,-29.036000000000058,-1.6062566131286076,25.510999999999967,-0.9402606461098912,31.284999999999968,680.1953958912111,681.066,18.129022815205285,212.10543837406962,122.475263810152,16.298183550599006,11.227592780276947,0.0001389184238282461,0.738354144387067
2.0,E76,304.0,4.526673611111114,-64.49866849217483,-97.221,-2.1628955820717692,23.119000000000028,-1.237535718030017,24.84999999999991,729.7876029720086,647.019,17.11108643233333,171.4301446618652,176.85331635086862,23.259327019781445,13.106306759411778,9.081819469341913e-5,0.320428086223181
2.0,E77,256.0,13.84748387096774,-11.65402802945323,57.805999999999926,-0.2899388711368829,20.920999999999935,-0.19931283667972366,30.572000000000003,432.92624791055437,525.356,7.877908731221996,299.7802850814802,26.667221530761203,2.891550081297553,3.9846673200575595,0.00027711654472435665,0.8515310071742846
2.0,E78,256.0,10.009137614678897,-20.2450350984941,54.129999999999995,-0.4038633018897144,22.18399999999997,-0.264404152883003,28.388000000000034,470.3878431903325,554.4549999999999,9.018833861156269,255.3031122092695,42.2244533744077,3.801115124705075,4.709424338801132,0.0002003242487927985,0.5332389377744778
2.0,E79,256.0,8.033490566037736,-27.45807455558554,39.89499999999998,-0.5069839813431827,22.04499999999996,-0.32267854994768186,26.559000000000083,495.0434033853036,560.0329999999999,9.62613547402936,228.24520912309603,56.136580414374386,4.583112493398266,5.29568751334009,0.00016086765484359764,0.35150764704888793
2.0,E80,256.0,6.605050847457628,-34.42342414841903,25.01699999999994,-0.6157345162143883,22.118000000000052,-0.38288626633197964,24.714999999999918,517.6453120118656,561.2539999999999,9.997079413538268,206.81487705078422,70.98205318029484,5.398215193332776,5.725492534032763,0.00013213557121730338,0.21513347536253669
2.0,E81,256.0,4.527140495867768,-47.622201967945784,-10.158999999999878,-0.8500009441663678,21.39800000000014,-0.5104674842494887,21.208999999999946,559.2422625916051,550.499,10.163977834490588,171.45267647259578,105.4341743684181,7.403660920719933,6.587176592413896,9.043803481256982e-5,0.0031874436441331477
4.0,E67,456.0,15.2805125,34.86038345721943,59.47500000000002,-1.257715275237274,24.437000000000012,-0.801665603775632,53.059999999999945,659.6199648004401,763.414,35.78017871804649,629.2466762359801,109.81856346561467,11.975155733279134,11.183117696114671,0.0003060287040836849,2.8445038352011496
4.0,E68,456.0,12.499871559633025,34.55778219132014,35.0680000000001,-1.6043902343635636,26.7890000000001,-0.9956586228646529,48.652000000000044,713.5203920899695,773.207,38.06585409440917,570.9659442979198,142.9569866842036,14.922707124619746,12.293795536727238,0.00025000514269536727,2.4100402531084537
4.0,E69,456.0,10.499733944954128,31.463822249157715,12.30099999999993,-1.9432039386109636,26.35200000000009,-1.1848668100806208,43.918000000000006,755.9464502275318,769.76,39.38723931952809,521.9504573896207,175.91540956848752,17.973381834597735,13.49997326225159,0.00021028843935400635,2.0547595146224746
4.0,E70,456.0,9.107139705882352,27.92065867321935,-32.19699999999989,-2.2423739313103397,26.552000000000135,-1.3514970412775256,40.690000000000055,791.2090974822596,779.518,39.94169466050203,487.61903425935105,205.84966230192737,21.119744738520684,14.338950155440264,0.00018217661658593987,1.797937108972247
4.0,E71,456.0,7.126846153846151,19.286333194243753,-82.95000000000005,-2.75980698514104,25.041999999999916,-1.6389737332053755,35.34699999999998,844.2947474319544,753.56,39.70517703780024,433.1658684573637,260.7156934409302,27.07015378777911,15.795020705587818,0.00014296012361411756,1.399672365884003
4.0,E72,304.0,18.707575757575754,22.54262658392213,60.24300000000005,-0.552072908057994,26.787000000000035,-0.372854289980296,49.79000000000008,512.7182898334631,652.9549999999999,22.345925626925606,688.684572941327,57.25831411743999,5.703030520474734,7.060955067415082,0.0003664741251387232,2.257539798606272
4.0,E73,304.0,13.170870967741934,25.31653225016487,56.78800000000001,-0.8120971163838249,26.93100000000004,-0.524120183368268,44.360000000000014,576.5165676904796,694.626,25.566267398016542,584.7089570570472,91.03210792153868,7.4161018051148595,8.164963256583839,0.000263690898405942,1.678821189652612
4.0,E74,304.0,9.023245901639344,23.903080545327953,13.971000000000004,-1.2507860902726406,27.01800000000003,-0.774220858897138,36.19900000000007,654.555327472226,697.672,28.17627472074731,483.2813644782793,146.67112188535276,10.547694196134431,9.719764493281918,0.00018039586767038267,1.1563764768067637
4.0,E75,304.0,6.944410852713178,18.377633494647625,-29.036000000000058,-1.6085653833192737,25.510999999999967,-0.9798127083327017,31.284999999999968,707.1590880670292,681.066,28.829892244026464,424.21087674813924,194.89888883804605,13.584076701152762,10.844105166687147,0.0001389184238282461,0.8647168555921027
4.0,E76,304.0,4.526673611111114,2.7165146703932805,-97.221,-2.1685042216495276,23.119000000000028,-1.3073125423525198,24.84999999999991,782.6858126547564,647.019,27.525595727270346,342.8602893237304,284.7252419598507,19.58352355057441,12.708474130366385,9.081819469341913e-5,0.4745373376643186
4.0,E77,256.0,13.84748387096774,11.11434969101191,57.805999999999926,-0.28805400120012337,20.920999999999935,-0.19975760258563469,30.572000000000003,434.5590372708854,525.356,12.58898351913344,599.5605701629604,42.63693274440004,2.705392959115506,3.8808347148911224,0.00027711654472435665,0.8717938677030487
4.0,E78,256.0,10.009137614678897,11.700533051722573,54.129999999999995,-0.3993137529539581,22.18399999999997,-0.2663188549483948,28.388000000000034,474.259310564213,554.4549999999999,14.167567321761249,510.606224418539,66.36810522426573,3.4449174131687297,4.545875022071754,0.0002003242487927985,0.5632383911298401
4.0,E79,256.0,8.033490566037736,10.76133328985668,39.89499999999998,-0.4991340176666199,22.04499999999996,-0.3262313959186258,26.559000000000083,501.74825250871015,560.0329999999999,15.000547743497398,456.49041824619206,87.53279891399893,4.058359964791175,5.087555260967667,0.00016086765484359764,0.3896432370665176
4.0,E80,256.0,6.605050847457628,8.684375523271342,25.01699999999994,-0.6042734510557466,22.118000000000052,-0.38872542810747746,24.714999999999918,528.2175401294149,561.2539999999999,15.50501282608492,413.62975410156844,110.16385640668872,4.681609376147275,5.476394323151393,0.00013213557121730338,0.2612918448611071
4.0,E81,256.0,4.527140495867768,1.152859943535418,-10.158999999999878,-0.8322998255875973,21.39800000000014,-0.5238451155424855,21.208999999999946,581.7450492170813,550.499,15.727624525226465,342.90535294519157,163.27760017922054,6.2674391549351185,6.28071553581301,9.043803481256982e-5,0.06439291158730931
8.0,E67,456.0,15.2805125,108.14660516536401,59.47500000000002,-1.263756344728563,24.437000000000012,-0.8164972095702296,53.059999999999945,667.7165517164898,763.414,50.860921436344476,1258.4933524719602,156.24466230323932,10.514221768151348,10.89145483677219,0.0003060287040836849,2.950199661030523
8.0,E68,456.0,12.499871559633025,120.34278780561374,35.0680000000001,-1.6144868822448188,26.7890000000001,-1.023852601434669,48.652000000000044,727.3083629417613,773.207,53.7958087946011,1141.9318885958396,202.2247773413845,12.667506228512403,11.922841812447523,0.00025000514269536727,2.5492719075617716
8.0,E69,456.0,10.499733944954128,125.64767036732837,12.30099999999993,-1.957289797364865,26.35200000000009,-1.229226746891186,43.918000000000006,777.0362492034042,769.76,55.69769610803109,1043.9009147792415,249.01667573467248,14.862301253519828,13.06299773723489,0.00021028843935400635,2.227408179059062
8.0,E70,456.0,9.107139705882352,125.98339706088439,-32.19699999999989,-2.2600899568615205,26.552000000000135,-1.4119324728362699,40.690000000000055,820.18662504699,779.518,56.60635284596806,975.2380685187021,292.0510213597403,17.22728092761822,13.86021901180415,0.00018217661658593987,1.9991449444489144
8.0,E71,456.0,7.126846153846151,118.07175078430646,-82.95000000000005,-2.783458780289493,25.041999999999916,-1.729698406109037,35.34699999999998,890.4387936116552,753.56,56.6909996382095,866.3317369147273,372.692221970484,21.908516130776786,15.279273951073309,0.00014296012361411756,1.6450119666862317
8.0,E72,304.0,18.707575757575754,62.25722419182841,60.24300000000005,-0.5512482751739753,26.787000000000035,-0.3747072973005743,49.79000000000008,515.1812179896352,652.9549999999999,32.1810604775343,1377.369145882654,82.53098452374749,5.302115065229752,6.904727510425242,0.0003664741251387232,2.3005554164960533
8.0,E73,304.0,13.170870967741934,81.56819407743455,56.78800000000001,-0.8104065666706219,26.93100000000004,-0.5314914568855329,44.360000000000014,582.424706601092,694.626,36.060361953940024,1169.4179141140944,128.51735733283272,6.606578304955638,7.917461201802886,0.000263690898405942,1.7439927106141004
8.0,E74,304.0,9.023245901639344,97.79024698393482,13.971000000000004,-1.2458162545015057,27.01800000000003,-0.7959427797419494,36.19900000000007,669.7656963971119,697.672,39.24339235338637,966.5627289565585,204.49662406021062,8.888910867433554,9.345932366352267,0.00018039586767038267,1.258604113261438
8.0,E75,304.0,6.944410852713178,99.24014497338544,-29.036000000000058,-1.6017266648275381,25.510999999999967,-1.0177989626746466,31.284999999999968,733.9807043754724,681.066,40.14166157981018,848.4217534962785,271.6882437767789,11.14047197548483,10.398905938721906,0.0001389184238282461,0.9966079350893632
8.0,E76,304.0,4.526673611111114,81.74597707123485,-97.221,-2.162821812018592,23.119000000000028,-1.3780051047439201,24.84999999999991,837.841594150268,647.019,38.603342285735096,685.7205786474608,399.87007911337264,16.022030944440832,12.230735841452534,9.081819469341913e-5,0.6445657094553771
8.0,E77,256.0,13.84748387096774,36.49096305670349,57.805999999999926,-0.28604636786872106,20.920999999999935,-0.20032928707956899,30.572000000000003,436.3142900763389,525.356,17.9340300587793,1199.1211403259208,60.7977787410116,2.5195570436079504,3.7634607283542567,0.00027711654472435665,0.8943734304984851
8.0,E78,256.0,10.009137614678897,45.7944465232726,54.129999999999995,-0.3940365377254693,22.18399999999997,-0.2682484981361313,28.388000000000034,478.2197007176228,554.4549999999999,19.763390377892467,1021.212448837078,92.67880762175169,3.1148404496257993,4.3674797923692195,0.0002003242487927985,0.5952102664407487
8.0,E79,256.0,8.033490566037736,50.73530967645149,39.89499999999998,-0.48974137151208197,22.04499999999996,-0.3294847027209471,26.559000000000083,508.4326371447517,560.0329999999999,20.695355177893447,912.9808364923841,120.89938615333571,3.591642304406573,4.864301530119743,0.00016086765484359764,0.42933257123361124
8.0,E80,256.0,6.605050847457628,53.274215388430434,25.01699999999994,-0.5902858837830536,22.118000000000052,-0.3937960767302684,24.714999999999918,538.5804801317418,561.2539999999999,21.22085236822726,827.2595082031369,150.95654501596573,4.059642346807754,5.211507612117443,0.00013213557121730338,0.30857346805610675
8.0,E81,256.0,4.527140495867768,51.471220099501124,-10.158999999999878,-0.8098619837362548,21.39800000000014,-0.5353135161068394,21.208999999999946,603.5060599230361,550.499,21.321101505738405,685.8107058903831,221.65328235379442,5.292273200184971,5.956038245311171,9.043803481256982e-5,0.12638428546462344
