time,hour,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16
3026,0.840555556,976.747,320.029,741.934,341.724,297.877,298.127,298.206,1016.915,1020.466,826.572,880.846,1047.155,297.764,297.51,296.312,296.469
3027,0.840833333,976.535,320.059,741.996,341.742,297.86,298.115,298.201,1016.871,1020.443,826.628,880.909,1047.146,297.755,297.498,296.301,296.459
3028,0.841111111,976.535,320.059,741.996,341.742,297.86,298.115,298.201,1016.871,1020.443,826.628,880.909,1047.146,297.755,297.498,296.301,296.459
3029,0.841388889,976.535,320.059,741.996,341.742,297.86,298.115,298.201,1016.871,1020.443,826.628,880.909,1047.146,297.755,297.498,296.301,296.459
3030,0.841666667,976.535,320.059,741.996,341.742,297.86,298.115,298.201,1016.871,1020.443,826.628,880.909,1047.146,297.755,297.498,296.301,296.459
3031,0.841944444,976.668,320.1,742.118,341.771,297.876,298.123,298.209,1016.638,1020.439,826.696,880.913,1047.127,297.768,297.509,296.311,296.47
3032,0.842222222,976.668,320.1,742.118,341.771,297.876,298.123,298.209,1016.638,1020.439,826.696,880.913,1047.127,297.768,297.509,296.311,296.47
3033,0.8425,976.668,320.1,742.118,341.771,297.876,298.123,298.209,1016.638,1020.439,826.696,880.913,1047.127,297.768,297.509,296.311,296.47
3034,0.842777778,976.438,320.128,742.183,341.787,297.881,298.134,298.216,1016.759,1020.441,826.756,880.971,1047.109,297.775,297.503,296.317,296.48
3035,0.843055556,976.438,320.128,742.183,341.787,297.881,298.134,298.216,1016.759,1020.441,826.756,880.971,1047.109,297.775,297.503,296.317,296.48
3036,0.843333333,976.438,320.128,742.183,341.787,297.881,298.134,298.216,1016.759,1020.441,826.756,880.971,1047.109,297.775,297.503,296.317,296.48
3037,0.843611111,976.438,320.128,742.183,341.787,297.881,298.134,298.216,1016.759,1020.441,826.756,880.971,1047.109,297.775,297.503,296.317,296.48
3038,0.843888889,976.098,320.181,742.276,341.805,297.893,298.123,298.209,1016.74,1020.432,826.839,881.021,1047.098,297.768,297.517,296.318,296.474
3039,0.844166667,976.098,320.181,742.276,341.805,297.893,298.123,298.209,1016.74,1020.432,826.839,881.021,1047.098,297.768,297.517,296.318,296.474
3040,0.844444444,976.098,320.181,742.276,341.805,297.893,298.123,298.209,1016.74,1020.432,826.839,881.021,1047.098,297.768,297.517,296.318,296.474
3041,0.844722222,975.695,320.208,742.353,341.825,297.916,298.123,298.213,1016.788,1020.416,826.905,881.058,1047.078,297.784,297.523,296.331,296.485
3042,0.845,975.695,320.208,742.353,341.825,297.916,298.123,298.213,1016.788,1020.416,826.905,881.058,1047.078,297.784,297.523,296.331,296.485
3043,0.845277778,975.695,320.208,742.353,341.825,297.916,298.123,298.213,1016.788,1020.416,826.905,881.058,1047.078,297.784,297.523,296.331,296.485
3044,0.845555556,975.695,320.208,742.353,341.825,297.916,298.123,298.213,1016.788,1020.416,826.905,881.058,1047.078,297.784,297.523,296.331,296.485
3045,0.845833333,975.616,320.252,742.467,341.845,297.902,298.128,298.226,1016.981,1020.409,826.973,881.107,1047.061,297.793,297.528,296.333,296.483
3046,0.846111111,975.616,320.252,742.467,341.845,297.902,298.128,298.226,1016.981,1020.409,826.973,881.107,1047.061,297.793,297.528,296.333,296.483
3047,0.846388889,975.616,320.252,742.467,341.845,297.902,298.128,298.226,1016.981,1020.409,826.973,881.107,1047.061,297.793,297.528,296.333,296.483
3048,0.846666667,975.807,320.304,742.539,341.87,297.923,298.139,298.215,1017.018,1020.41,827.037,881.126,1047.087,297.798,297.54,296.338,296.499
3049,0.846944444,975.807,320.304,742.539,341.87,297.923,298.139,298.215,1017.018,1020.41,827.037,881.126,1047.087,297.798,297.54,296.338,296.499
3050,0.847222222,975.807,320.304,742.539,341.87,297.923,298.139,298.215,1017.018,1020.41,827.037,881.126,1047.087,297.798,297.54,296.338,296.499
3051,0.8475,975.807,320.304,742.539,341.87,297.923,298.139,298.215,1017.018,1020.41,827.037,881.126,1047.087,297.798,297.54,296.338,296.499
3052,0.847777778,975.617,320.344,742.624,341.887,297.928,298.13,298.214,1017.087,1020.397,827.097,881.207,1047.085,297.79,297.535,296.335,296.494
3053,0.848055556,975.617,320.344,742.624,341.887,297.928,298.13,298.214,1017.087,1020.397,827.097,881.207,1047.085,297.79,297.535,296.335,296.494
3054,0.848333333,975.617,320.344,742.624,341.887,297.928,298.13,298.214,1017.087,1020.397,827.097,881.207,1047.085,297.79,297.535,296.335,296.494
3055,0.848611111,975.669,320.378,742.731,341.913,297.931,298.128,298.201,1017.443,1020.418,827.165,881.236,1047.115,297.802,297.547,296.344,296.505
3056,0.848888889,975.669,320.378,742.731,341.913,297.931,298.128,298.201,1017.443,1020.418,827.165,881.236,1047.115,297.802,297.547,296.344,296.505
3057,0.849166667,975.669,320.378,742.731,341.913,297.931,298.128,298.201,1017.443,1020.418,827.165,881.236,1047.115,297.802,297.547,296.344,296.505
3058,0.849444444,975.669,320.378,742.731,341.913,297.931,298.128,298.201,1017.443,1020.418,827.165,881.236,1047.115,297.802,297.547,296.344,296.505
3059,0.849722222,976.015,320.415,742.835,341.92,297.938,298.128,298.216,1017.938,1020.444,827.232,881.309,1047.191,297.805,297.543,296.343,296.509
3060,0.85,976.015,320.415,742.835,341.92,297.938,298.128,298.216,1017.938,1020.444,827.232,881.309,1047.191,297.805,297.543,296.343,296.509
3061,0.850277778,976.015,320.415,742.835,341.92,297.938,298.128,298.216,1017.938,1020.444,827.232,881.309,1047.191,297.805,297.543,296.343,296.509
3062,0.850555556,976.217,320.467,742.935,341.964,297.961,298.144,298.215,1018.044,1020.475,827.306,881.361,1047.242,297.815,297.561,296.357,296.523
3063,0.850833333,976.217,320.467,742.935,341.964,297.961,298.144,298.215,1018.044,1020.475,827.306,881.361,1047.242,297.815,297.561,296.357,296.523
3064,0.851111111,976.217,320.467,742.935,341.964,297.961,298.144,298.215,1018.044,1020.475,827.306,881.361,1047.242,297.815,297.561,296.357,296.523
3065,0.851388889,976.217,320.467,742.935,341.964,297.961,298.144,298.215,1018.044,1020.475,827.306,881.361,1047.242,297.815,297.561,296.357,296.523
3066,0.851666667,976.462,320.5,743.031,341.978,297.965,298.135,298.213,1017.999,1020.51,827.364,881.424,1047.289,297.82,297.561,296.355,296.526
3067,0.851944444,976.462,320.5,743.031,341.978,297.965,298.135,298.213,1017.999,1020.51,827.364,881.424,1047.289,297.82,297.561,296.355,296.526
3068,0.852222222,976.462,320.5,743.031,341.978,297.965,298.135,298.213,1017.999,1020.51,827.364,881.424,1047.289,297.82,297.561,296.355,296.526
3069,0.8525,976.702,320.531,743.115,341.992,297.968,298.111,298.203,1017.931,1020.547,827.417,881.441,1047.343,297.821,297.557,296.345,296.514
3070,0.852777778,976.702,320.531,743.115,341.992,297.968,298.111,298.203,1017.931,1020.547,827.417,881.441,1047.343,297.821,297.557,296.345,296.514
3071,0.853055556,976.702,320.531,743.115,341.992,297.968,298.111,298.203,1017.931,1020.547,827.417,881.441,1047.343,297.821,297.557,296.345,296.514
3072,0.853333333,976.702,320.531,743.115,341.992,297.968,298.111,298.203,1017.931,1020.547,827.417,881.441,1047.343,297.821,297.557,296.345,296.514
3073,0.853611111,976.581,320.576,743.199,342.014,297.972,298.11,298.2,1018.245,1020.585,827.501,881.495,1047.397,297.823,297.566,296.365,296.525
3074,0.853888889,976.581,320.576,743.199,342.014,297.972,298.11,298.2,1018.245,1020.585,827.501,881.495,1047.397,297.823,297.566,296.365,296.525
3075,0.854166667,976.581,320.576,743.199,342.014,297.972,298.11,298.2,1018.245,1020.585,827.501,881.495,1047.397,297.823,297.566,296.365,296.525
3076,0.854444444,976.406,320.616,743.313,342.031,297.999,298.13,298.218,1018.209,1020.643,827.563,881.58,1047.473,297.835,297.578,296.365,296.539
3077,0.854722222,976.406,320.616,743.313,342.031,297.999,298.13,298.218,1018.209,1020.643,827.563,881.58,1047.473,297.835,297.578,296.365,296.539
3078,0.855,976.406,320.616,743.313,342.031,297.999,298.13,298.218,1018.209,1020.643,827.563,881.58,1047.473,297.835,297.578,296.365,296.539
3079,0.855277778,976.406,320.616,743.313,342.031,297.999,298.13,298.218,1018.209,1020.643,827.563,881.58,1047.473,297.835,297.578,296.365,296.539
3080,0.855555556,976.448,320.658,743.396,342.044,297.998,298.126,298.211,1018.249,1020.678,827.632,881.598,1047.487,297.831,297.566,296.369,296.53
3081,0.855833333,976.448,320.658,743.396,342.044,297.998,298.126,298.211,1018.249,1020.678,827.632,881.598,1047.487,297.831,297.566,296.369,296.53
3082,0.856111111,976.448,320.658,743.396,342.044,297.998,298.126,298.211,1018.249,1020.678,827.632,881.598,1047.487,297.831,297.566,296.369,296.53
3083,0.856388889,975.906,320.697,743.448,342.065,298.019,298.109,298.202,1017.955,1020.729,827.708,881.667,1047.529,297.84,297.568,296.366,296.545
3084,0.856666667,975.906,320.697,743.448,342.065,298.019,298.109,298.202,1017.955,1020.729,827.708,881.667,1047.529,297.84,297.568,296.366,296.545
3085,0.856944444,975.906,320.697,743.448,342.065,298.019,298.109,298.202,1017.955,1020.729,827.708,881.667,1047.529,297.84,297.568,296.366,296.545
3086,0.857222222,975.906,320.697,743.448,342.065,298.019,298.109,298.202,1017.955,1020.729,827.708,881.667,1047.529,297.84,297.568,296.366,296.545
3087,0.8575,975.481,320.747,743.571,342.085,298.022,298.126,298.22,1017.712,1020.776,827.782,881.712,1047.552,297.862,297.591,296.382,296.554
3088,0.857777778,975.481,320.747,743.571,342.085,298.022,298.126,298.22,1017.712,1020.776,827.782,881.712,1047.552,297.862,297.591,296.382,296.554
3089,0.858055556,975.481,320.747,743.571,342.085,298.022,298.126,298.22,1017.712,1020.776,827.782,881.712,1047.552,297.862,297.591,296.382,296.554
3090,0.858333333,975.487,320.789,743.639,342.112,298.04,298.123,298.217,1017.278,1020.81,827.866,881.797,1047.63,297.86,297.601,296.389,296.561
3091,0.858611111,975.487,320.789,743.639,342.112,298.04,298.123,298.217,1017.278,1020.81,827.866,881.797,1047.63,297.86,297.601,296.389,296.561
3092,0.858888889,975.487,320.789,743.639,342.112,298.04,298.123,298.217,1017.278,1020.81,827.866,881.797,1047.63,297.86,297.601,296.389,296.561
3093,0.859166667,975.487,320.789,743.639,342.112,298.04,298.123,298.217,1017.278,1020.81,827.866,881.797,1047.63,297.86,297.601,296.389,296.561
3094,0.859444444,975.138,320.816,743.726,342.116,298.033,298.118,298.206,1017.122,1020.846,827.924,881.844,1047.658,297.858,297.588,296.386,296.555
3095,0.859722222,975.138,320.816,743.726,342.116,298.033,298.118,298.206,1017.122,1020.846,827.924,881.844,1047.658,297.858,297.588,296.386,296.555
3096,0.86,975.138,320.816,743.726,342.116,298.033,298.118,298.206,1017.122,1020.846,827.924,881.844,1047.658,297.858,297.588,296.386,296.555
3097,0.860277778,974.62,320.856,743.845,342.152,298.049,298.135,298.22,1016.892,1020.896,828.014,881.924,1047.717,297.877,297.614,296.404,296.573
3098,0.860555556,974.62,320.856,743.845,342.152,298.049,298.135,298.22,1016.892,1020.896,828.014,881.924,1047.717,297.877,297.614,296.404,296.573
3099,0.860833333,974.62,320.856,743.845,342.152,298.049,298.135,298.22,1016.892,1020.896,828.014,881.924,1047.717,297.877,297.614,296.404,296.573
3100,0.861111111,974.62,320.856,743.845,342.152,298.049,298.135,298.22,1016.892,1020.896,828.014,881.924,1047.717,297.877,297.614,296.404,296.573
3101,0.861388889,974.854,320.897,743.922,342.174,298.048,298.13,298.21,1017.382,1020.921,828.07,881.928,1047.718,297.87,297.609,296.402,296.577
3102,0.861666667,974.854,320.897,743.922,342.174,298.048,298.13,298.21,1017.382,1020.921,828.07,881.928,1047.718,297.87,297.609,296.402,296.577
3103,0.861944444,974.854,320.897,743.922,342.174,298.048,298.13,298.21,1017.382,1020.921,828.07,881.928,1047.718,297.87,297.609,296.402,296.577
3104,0.862222222,974.885,320.927,743.986,342.193,298.065,298.118,298.203,1017.518,1020.955,828.143,882.036,1047.786,297.877,297.612,296.414,296.566
3105,0.8625,974.885,320.927,743.986,342.193,298.065,298.118,298.203,1017.518,1020.955,828.143,882.036,1047.786,297.877,297.612,296.414,296.566
3106,0.862777778,974.885,320.927,743.986,342.193,298.065,298.118,298.203,1017.518,1020.955,828.143,882.036,1047.786,297.877,297.612,296.414,296.566
3107,0.863055556,974.885,320.927,743.986,342.193,298.065,298.118,298.203,1017.518,1020.955,828.143,882.036,1047.786,297.877,297.612,296.414,296.566
3108,0.863333333,975.036,320.986,744.115,342.232,298.082,298.126,298.212,1017.66,1020.99,828.233,882.091,1047.804,297.887,297.63,296.419,296.585
3109,0.863611111,975.036,320.986,744.115,342.232,298.082,298.126,298.212,1017.66,1020.99,828.233,882.091,1047.804,297.887,297.63,296.419,296.585
3110,0.863888889,975.036,320.986,744.115,342.232,298.082,298.126,298.212,1017.66,1020.99,828.233,882.091,1047.804,297.887,297.63,296.419,296.585
3111,0.864166667,974.958,321.012,744.217,342.234,298.087,298.123,298.217,1018.191,1021.016,828.298,882.149,1047.831,297.888,297.623,296.413,296.578
3112,0.864444444,974.958,321.012,744.217,342.234,298.087,298.123,298.217,1018.191,1021.016,828.298,882.149,1047.831,297.888,297.623,296.413,296.578
3113,0.864722222,974.958,321.012,744.217,342.234,298.087,298.123,298.217,1018.191,1021.016,828.298,882.149,1047.831,297.888,297.623,296.413,296.578
3114,0.865,975.484,321.054,744.306,342.259,298.093,298.124,298.21,1018.252,1021.03,828.376,882.204,1047.849,297.886,297.623,296.417,296.593
3115,0.865277778,975.484,321.054,744.306,342.259,298.093,298.124,298.21,1018.252,1021.03,828.376,882.204,1047.849,297.886,297.623,296.417,296.593
3116,0.865555556,975.484,321.054,744.306,342.259,298.093,298.124,298.21,1018.252,1021.03,828.376,882.204,1047.849,297.886,297.623,296.417,296.593
3117,0.865833333,975.484,321.054,744.306,342.259,298.093,298.124,298.21,1018.252,1021.03,828.376,882.204,1047.849,297.886,297.623,296.417,296.593
3118,0.866111111,976.103,321.1,744.413,342.287,298.092,298.131,298.205,1017.95,1021.063,828.452,882.245,1047.864,297.897,297.638,296.425,296.601
3119,0.866388889,976.103,321.1,744.413,342.287,298.092,298.131,298.205,1017.95,1021.063,828.452,882.245,1047.864,297.897,297.638,296.425,296.601
3120,0.866666667,976.103,321.1,744.413,342.287,298.092,298.131,298.205,1017.95,1021.063,828.452,882.245,1047.864,297.897,297.638,296.425,296.601
3121,0.866944444,976.675,321.137,744.508,342.306,298.118,298.141,298.215,1017.82,1021.081,828.534,882.343,1047.896,297.913,297.644,296.428,296.603
3122,0.867222222,976.675,321.137,744.508,342.306,298.118,298.141,298.215,1017.82,1021.081,828.534,882.343,1047.896,297.913,297.644,296.428,296.603
3123,0.8675,976.675,321.137,744.508,342.306,298.118,298.141,298.215,1017.82,1021.081,828.534,882.343,1047.896,297.913,297.644,296.428,296.603
3124,0.867777778,976.675,321.137,744.508,342.306,298.118,298.141,298.215,1017.82,1021.081,828.534,882.343,1047.896,297.913,297.644,296.428,296.603
3125,0.868055556,976.312,321.186,744.59,342.33,298.116,298.137,298.211,1017.687,1021.115,828.606,882.435,1047.928,297.904,297.645,296.431,296.601
3126,0.868333333,976.312,321.186,744.59,342.33,298.116,298.137,298.211,1017.687,1021.115,828.606,882.435,1047.928,297.904,297.645,296.431,296.601
3127,0.868611111,976.312,321.186,744.59,342.33,298.116,298.137,298.211,1017.687,1021.115,828.606,882.435,1047.928,297.904,297.645,296.431,296.601
3128,0.868888889,976.073,321.211,744.684,342.345,298.119,298.135,298.215,1017.338,1021.119,828.686,882.497,1047.932,297.904,297.644,296.431,296.6
3129,0.869166667,976.073,321.211,744.684,342.345,298.119,298.135,298.215,1017.338,1021.119,828.686,882.497,1047.932,297.904,297.644,296.431,296.6
3130,0.869444444,976.073,321.211,744.684,342.345,298.119,298.135,298.215,1017.338,1021.119,828.686,882.497,1047.932,297.904,297.644,296.431,296.6
3131,0.869722222,976.073,321.211,744.684,342.345,298.119,298.135,298.215,1017.338,1021.119,828.686,882.497,1047.932,297.904,297.644,296.431,296.6
3132,0.87,976.535,321.258,744.799,342.373,298.139,298.148,298.212,1017.442,1021.143,828.765,882.548,1047.941,297.917,297.656,296.44,296.614
3133,0.870277778,976.535,321.258,744.799,342.373,298.139,298.148,298.212,1017.442,1021.143,828.765,882.548,1047.941,297.917,297.656,296.44,296.614
3134,0.870555556,976.535,321.258,744.799,342.373,298.139,298.148,298.212,1017.442,1021.143,828.765,882.548,1047.941,297.917,297.656,296.44,296.614
3135,0.870833333,977.038,321.295,744.9,342.384,298.14,298.141,298.217,1017.456,1021.143,828.85,882.616,1047.935,297.916,297.652,296.449,296.618
3136,0.871111111,977.038,321.295,744.9,342.384,298.14,298.141,298.217,1017.456,1021.143,828.85,882.616,1047.935,297.916,297.652,296.449,296.618
3137,0.871388889,977.038,321.295,744.9,342.384,298.14,298.141,298.217,1017.456,1021.143,828.85,882.616,1047.935,297.916,297.652,296.449,296.618
3138,0.871666667,977.038,321.295,744.9,342.384,298.14,298.141,298.217,1017.456,1021.143,828.85,882.616,1047.935,297.916,297.652,296.449,296.618
3139,0.871944444,977.521,321.339,745.008,342.414,298.164,298.157,298.221,1017.411,1021.163,828.934,882.705,1047.954,297.943,297.661,296.467,296.629
3140,0.872222222,977.521,321.339,745.008,342.414,298.164,298.157,298.221,1017.411,1021.163,828.934,882.705,1047.954,297.943,297.661,296.467,296.629
3141,0.8725,977.521,321.339,745.008,342.414,298.164,298.157,298.221,1017.411,1021.163,828.934,882.705,1047.954,297.943,297.661,296.467,296.629
3142,0.872777778,977.691,321.382,745.098,342.433,298.173,298.153,298.223,1016.893,1021.163,829.016,882.784,1047.925,297.951,297.668,296.458,296.642
3143,0.873055556,977.691,321.382,745.098,342.433,298.173,298.153,298.223,1016.893,1021.163,829.016,882.784,1047.925,297.951,297.668,296.458,296.642
3144,0.873333333,977.691,321.382,745.098,342.433,298.173,298.153,298.223,1016.893,1021.163,829.016,882.784,1047.925,297.951,297.668,296.458,296.642
3145,0.873611111,977.691,321.382,745.098,342.433,298.173,298.153,298.223,1016.893,1021.163,829.016,882.784,1047.925,297.951,297.668,296.458,296.642
3146,0.873888889,977.899,321.407,745.189,342.462,298.173,298.136,298.227,1016.67,1021.153,829.102,882.819,1047.888,297.95,297.679,296.477,296.641
3147,0.874166667,977.899,321.407,745.189,342.462,298.173,298.136,298.227,1016.67,1021.153,829.102,882.819,1047.888,297.95,297.679,296.477,296.641
3148,0.874444444,977.899,321.407,745.189,342.462,298.173,298.136,298.227,1016.67,1021.153,829.102,882.819,1047.888,297.95,297.679,296.477,296.641
3149,0.874722222,977.758,321.444,745.264,342.482,298.168,298.129,298.212,1016.826,1021.125,829.152,882.897,1047.85,297.933,297.67,296.458,296.632
3150,0.875,977.758,321.444,745.264,342.482,298.168,298.129,298.212,1016.826,1021.125,829.152,882.897,1047.85,297.933,297.67,296.458,296.632
3151,0.875277778,977.758,321.444,745.264,342.482,298.168,298.129,298.212,1016.826,1021.125,829.152,882.897,1047.85,297.933,297.67,296.458,296.632
3152,0.875555556,977.758,321.444,745.264,342.482,298.168,298.129,298.212,1016.826,1021.125,829.152,882.897,1047.85,297.933,297.67,296.458,296.632
3153,0.875833333,977.617,321.486,745.369,342.509,298.182,298.132,298.224,1016.809,1021.099,829.252,882.958,1047.804,297.949,297.681,296.475,296.655
3154,0.876111111,977.617,321.486,745.369,342.509,298.182,298.132,298.224,1016.809,1021.099,829.252,882.958,1047.804,297.949,297.681,296.475,296.655
3155,0.876388889,977.617,321.486,745.369,342.509,298.182,298.132,298.224,1016.809,1021.099,829.252,882.958,1047.804,297.949,297.681,296.475,296.655
3156,0.876666667,977.688,321.523,745.454,342.532,298.196,298.132,298.206,1017.189,1021.067,829.323,883.043,1047.761,297.946,297.693,296.479,296.662
3157,0.876944444,977.688,321.523,745.454,342.532,298.196,298.132,298.206,1017.189,1021.067,829.323,883.043,1047.761,297.946,297.693,296.479,296.662
3158,0.877222222,977.688,321.523,745.454,342.532,298.196,298.132,298.206,1017.189,1021.067,829.323,883.043,1047.761,297.946,297.693,296.479,296.662
3159,0.8775,977.688,321.523,745.454,342.532,298.196,298.132,298.206,1017.189,1021.067,829.323,883.043,1047.761,297.946,297.693,296.479,296.662
3160,0.877777778,977.709,321.568,745.551,342.558,298.221,298.131,298.214,1017.045,1021.037,829.401,883.112,1047.703,297.95,297.69,296.481,296.658
3161,0.878055556,977.709,321.568,745.551,342.558,298.221,298.131,298.214,1017.045,1021.037,829.401,883.112,1047.703,297.95,297.69,296.481,296.658
3162,0.878333333,977.709,321.568,745.551,342.558,298.221,298.131,298.214,1017.045,1021.037,829.401,883.112,1047.703,297.95,297.69,296.481,296.658
3163,0.878611111,977.59,321.604,745.649,342.584,298.213,298.127,298.201,1016.806,1021,829.471,883.143,1047.652,297.957,297.692,296.491,296.668
3164,0.878888889,977.59,321.604,745.649,342.584,298.213,298.127,298.201,1016.806,1021,829.471,883.143,1047.652,297.957,297.692,296.491,296.668
3165,0.879166667,977.59,321.604,745.649,342.584,298.213,298.127,298.201,1016.806,1021,829.471,883.143,1047.652,297.957,297.692,296.491,296.668
3166,0.879444444,977.59,321.604,745.649,342.584,298.213,298.127,298.201,1016.806,1021,829.471,883.143,1047.652,297.957,297.692,296.491,296.668
3167,0.879722222,977.586,321.65,745.717,342.606,298.229,298.139,298.209,1016.721,1020.966,829.548,883.208,1047.617,297.966,297.705,296.493,296.664
3168,0.88,977.586,321.65,745.717,342.606,298.229,298.139,298.209,1016.721,1020.966,829.548,883.208,1047.617,297.966,297.705,296.493,296.664
3169,0.880277778,977.586,321.65,745.717,342.606,298.229,298.139,298.209,1016.721,1020.966,829.548,883.208,1047.617,297.966,297.705,296.493,296.664
3170,0.880555556,977.516,321.692,745.797,342.645,298.249,298.132,298.221,1016.73,1020.944,829.627,883.27,1047.58,297.98,297.707,296.499,296.673
3171,0.880833333,977.516,321.692,745.797,342.645,298.249,298.132,298.221,1016.73,1020.944,829.627,883.27,1047.58,297.98,297.707,296.499,296.673
3172,0.881111111,977.516,321.692,745.797,342.645,298.249,298.132,298.221,1016.73,1020.944,829.627,883.27,1047.58,297.98,297.707,296.499,296.673
3173,0.881388889,977.516,321.692,745.797,342.645,298.249,298.132,298.221,1016.73,1020.944,829.627,883.27,1047.58,297.98,297.707,296.499,296.673
3174,0.881666667,977.244,321.724,745.893,342.65,298.232,298.123,298.199,1016.438,1020.918,829.696,883.323,1047.574,297.971,297.716,296.502,296.667
3175,0.881944444,977.244,321.724,745.893,342.65,298.232,298.123,298.199,1016.438,1020.918,829.696,883.323,1047.574,297.971,297.716,296.502,296.667
3176,0.882222222,977.244,321.724,745.893,342.65,298.232,298.123,298.199,1016.438,1020.918,829.696,883.323,1047.574,297.971,297.716,296.502,296.667
3177,0.8825,977.652,321.761,745.974,342.685,298.239,298.129,298.202,1016.733,1020.883,829.754,883.372,1047.531,297.986,297.71,296.497,296.672
3178,0.882777778,977.652,321.761,745.974,342.685,298.239,298.129,298.202,1016.733,1020.883,829.754,883.372,1047.531,297.986,297.71,296.497,296.672
3179,0.883055556,977.652,321.761,745.974,342.685,298.239,298.129,298.202,1016.733,1020.883,829.754,883.372,1047.531,297.986,297.71,296.497,296.672
3180,0.883333333,977.652,321.761,745.974,342.685,298.239,298.129,298.202,1016.733,1020.883,829.754,883.372,1047.531,297.986,297.71,296.497,296.672
3181,0.883611111,977.694,321.797,746.07,342.708,298.27,298.127,298.212,1016.831,1020.861,829.824,883.41,1047.524,297.985,297.716,296.514,296.687
3182,0.883888889,977.694,321.797,746.07,342.708,298.27,298.127,298.212,1016.831,1020.861,829.824,883.41,1047.524,297.985,297.716,296.514,296.687
3183,0.884166667,977.694,321.797,746.07,342.708,298.27,298.127,298.212,1016.831,1020.861,829.824,883.41,1047.524,297.985,297.716,296.514,296.687
3184,0.884444444,978.159,321.843,746.169,342.727,298.28,298.138,298.205,1017.156,1020.831,829.886,883.468,1047.506,297.981,297.727,296.51,296.689
3185,0.884722222,978.159,321.843,746.169,342.727,298.28,298.138,298.205,1017.156,1020.831,829.886,883.468,1047.506,297.981,297.727,296.51,296.689
3186,0.885,978.159,321.843,746.169,342.727,298.28,298.138,298.205,1017.156,1020.831,829.886,883.468,1047.506,297.981,297.727,296.51,296.689
3187,0.885277778,978.159,321.843,746.169,342.727,298.28,298.138,298.205,1017.156,1020.831,829.886,883.468,1047.506,297.981,297.727,296.51,296.689
3188,0.885555556,978.344,321.879,746.253,342.752,298.289,298.168,298.224,1017.631,1020.82,829.953,883.534,1047.484,298.004,297.722,296.521,296.701
3189,0.885833333,978.344,321.879,746.253,342.752,298.289,298.168,298.224,1017.631,1020.82,829.953,883.534,1047.484,298.004,297.722,296.521,296.701
3190,0.886111111,978.344,321.879,746.253,342.752,298.289,298.168,298.224,1017.631,1020.82,829.953,883.534,1047.484,298.004,297.722,296.521,296.701
3191,0.886388889,978.087,321.922,746.295,342.773,298.302,298.163,298.224,1017.627,1020.813,830.023,883.547,1047.472,298.007,297.743,296.529,296.713
3192,0.886666667,978.087,321.922,746.295,342.773,298.302,298.163,298.224,1017.627,1020.813,830.023,883.547,1047.472,298.007,297.743,296.529,296.713
3193,0.886944444,978.087,321.922,746.295,342.773,298.302,298.163,298.224,1017.627,1020.813,830.023,883.547,1047.472,298.007,297.743,296.529,296.713
3194,0.887222222,978.087,321.922,746.295,342.773,298.302,298.163,298.224,1017.627,1020.813,830.023,883.547,1047.472,298.007,297.743,296.529,296.713
3195,0.8875,977.99,321.957,746.395,342.792,298.306,298.159,298.231,1017.912,1020.798,830.092,883.596,1047.473,298.017,297.743,296.531,296.708
3196,0.887777778,977.99,321.957,746.395,342.792,298.306,298.159,298.231,1017.912,1020.798,830.092,883.596,1047.473,298.017,297.743,296.531,296.708
3197,0.888055556,977.99,321.957,746.395,342.792,298.306,298.159,298.231,1017.912,1020.798,830.092,883.596,1047.473,298.017,297.743,296.531,296.708
3198,0.888333333,978.144,321.999,746.499,342.812,298.342,298.183,298.233,1018.306,1020.802,830.158,883.653,1047.476,298.026,297.761,296.548,296.725
3199,0.888611111,978.144,321.999,746.499,342.812,298.342,298.183,298.233,1018.306,1020.802,830.158,883.653,1047.476,298.026,297.761,296.548,296.725
3200,0.888888889,978.144,321.999,746.499,342.812,298.342,298.183,298.233,1018.306,1020.802,830.158,883.653,1047.476,298.026,297.761,296.548,296.725
3201,0.889166667,978.144,321.999,746.499,342.812,298.342,298.183,298.233,1018.306,1020.802,830.158,883.653,1047.476,298.026,297.761,296.548,296.725
3202,0.889444444,977.644,322.038,746.541,342.822,298.352,298.166,298.244,1018.197,1020.806,830.208,883.666,1047.484,298.028,297.759,296.554,296.731
3203,0.889722222,977.644,322.038,746.541,342.822,298.352,298.166,298.244,1018.197,1020.806,830.208,883.666,1047.484,298.028,297.759,296.554,296.731
3204,0.89,977.644,322.038,746.541,342.822,298.352,298.166,298.244,1018.197,1020.806,830.208,883.666,1047.484,298.028,297.759,296.554,296.731
3205,0.890277778,977.718,322.083,746.654,342.839,298.368,298.164,298.239,1017.944,1020.827,830.277,883.736,1047.54,298.037,297.769,296.557,296.731
3206,0.890555556,977.718,322.083,746.654,342.839,298.368,298.164,298.239,1017.944,1020.827,830.277,883.736,1047.54,298.037,297.769,296.557,296.731
3207,0.890833333,977.718,322.083,746.654,342.839,298.368,298.164,298.239,1017.944,1020.827,830.277,883.736,1047.54,298.037,297.769,296.557,296.731
3208,0.891111111,977.718,322.083,746.654,342.839,298.368,298.164,298.239,1017.944,1020.827,830.277,883.736,1047.54,298.037,297.769,296.557,296.731
3209,0.891388889,977.79,322.108,746.721,342.835,298.352,298.149,298.229,1017.85,1020.828,830.319,883.767,1047.543,298.033,297.764,296.551,296.731
