time,hour,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16
456,0.126666667,834.998,293.722,451.661,302.067,293.526,298.274,298.121,962.323,846.333,563.304,628.233,897.451,294.37,294.123,293.911,293.821
457,0.126944444,834.998,293.722,451.661,302.067,293.526,298.274,298.121,962.323,846.333,563.304,628.233,897.451,294.37,294.123,293.911,293.821
458,0.127222222,834.998,293.722,451.661,302.067,293.526,298.274,298.121,962.323,846.333,563.304,628.233,897.451,294.37,294.123,293.911,293.821
459,0.1275,835.838,293.725,452.778,302.17,293.527,298.267,298.122,963.358,848.276,564.576,629.637,899.164,294.372,294.121,293.91,293.822
460,0.127777778,835.838,293.725,452.778,302.17,293.527,298.267,298.122,963.358,848.276,564.576,629.637,899.164,294.372,294.121,293.91,293.822
461,0.128055556,835.838,293.725,452.778,302.17,293.527,298.267,298.122,963.358,848.276,564.576,629.637,899.164,294.372,294.121,293.91,293.822
462,0.128333333,835.838,293.725,452.778,302.17,293.527,298.267,298.122,963.358,848.276,564.576,629.637,899.164,294.372,294.121,293.91,293.822
463,0.128611111,836.95,293.727,453.813,302.278,293.544,298.271,298.127,964.421,850.134,565.799,630.978,900.786,294.375,294.128,293.912,293.831
464,0.128888889,836.95,293.727,453.813,302.278,293.544,298.271,298.127,964.421,850.134,565.799,630.978,900.786,294.375,294.128,293.912,293.831
465,0.129166667,836.95,293.727,453.813,302.278,293.544,298.271,298.127,964.421,850.134,565.799,630.978,900.786,294.375,294.128,293.912,293.831
466,0.129444444,838.464,293.734,455.118,302.396,293.575,298.277,298.139,965.587,852.019,567.047,632.34,902.393,294.398,294.158,293.927,293.843
467,0.129722222,838.464,293.734,455.118,302.396,293.575,298.277,298.139,965.587,852.019,567.047,632.34,902.393,294.398,294.158,293.927,293.843
468,0.13,838.464,293.734,455.118,302.396,293.575,298.277,298.139,965.587,852.019,567.047,632.34,902.393,294.398,294.158,293.927,293.843
469,0.130277778,838.464,293.734,455.118,302.396,293.575,298.277,298.139,965.587,852.019,567.047,632.34,902.393,294.398,294.158,293.927,293.843
470,0.130555556,840.078,293.737,456.482,302.512,293.604,298.273,298.139,966.571,853.874,568.298,633.727,904.021,294.394,294.154,293.927,293.858
471,0.130833333,840.078,293.737,456.482,302.512,293.604,298.273,298.139,966.571,853.874,568.298,633.727,904.021,294.394,294.154,293.927,293.858
472,0.131111111,840.078,293.737,456.482,302.512,293.604,298.273,298.139,966.571,853.874,568.298,633.727,904.021,294.394,294.154,293.927,293.858
473,0.131388889,840.722,293.748,457.338,302.621,293.607,298.285,298.133,967.453,855.71,569.522,635.056,905.635,294.416,294.168,293.94,293.859
474,0.131666667,840.722,293.748,457.338,302.621,293.607,298.285,298.133,967.453,855.71,569.522,635.056,905.635,294.416,294.168,293.94,293.859
475,0.131944444,840.722,293.748,457.338,302.621,293.607,298.285,298.133,967.453,855.71,569.522,635.056,905.635,294.416,294.168,293.94,293.859
476,0.132222222,840.722,293.748,457.338,302.621,293.607,298.285,298.133,967.453,855.71,569.522,635.056,905.635,294.416,294.168,293.94,293.859
477,0.1325,841.565,293.743,458.454,302.714,293.624,298.265,298.129,968.582,857.489,570.716,636.311,907.149,294.42,294.182,293.942,293.86
478,0.132777778,841.565,293.743,458.454,302.714,293.624,298.265,298.129,968.582,857.489,570.716,636.311,907.149,294.42,294.182,293.942,293.86
479,0.133055556,841.565,293.743,458.454,302.714,293.624,298.265,298.129,968.582,857.489,570.716,636.311,907.149,294.42,294.182,293.942,293.86
480,0.133333333,842.338,293.75,459.619,302.828,293.64,298.277,298.131,969.717,859.226,571.9,637.611,908.655,294.419,294.184,293.945,293.865
481,0.133611111,842.338,293.75,459.619,302.828,293.64,298.277,298.131,969.717,859.226,571.9,637.611,908.655,294.419,294.184,293.945,293.865
482,0.133888889,842.338,293.75,459.619,302.828,293.64,298.277,298.131,969.717,859.226,571.9,637.611,908.655,294.419,294.184,293.945,293.865
483,0.134166667,842.338,293.75,459.619,302.828,293.64,298.277,298.131,969.717,859.226,571.9,637.611,908.655,294.419,294.184,293.945,293.865
484,0.134444444,842.793,293.76,460.397,302.932,293.65,298.274,298.136,970.73,860.947,573.093,638.928,910.206,294.428,294.188,293.941,293.869
485,0.134722222,842.793,293.76,460.397,302.932,293.65,298.274,298.136,970.73,860.947,573.093,638.928,910.206,294.428,294.188,293.941,293.869
486,0.135,842.793,293.76,460.397,302.932,293.65,298.274,298.136,970.73,860.947,573.093,638.928,910.206,294.428,294.188,293.941,293.869
487,0.135277778,843.72,293.763,461.904,303.04,293.661,298.27,298.128,971.675,862.669,574.265,640.205,911.71,294.44,294.197,293.947,293.879
488,0.135555556,843.72,293.763,461.904,303.04,293.661,298.27,298.128,971.675,862.669,574.265,640.205,911.71,294.44,294.197,293.947,293.879
489,0.135833333,843.72,293.763,461.904,303.04,293.661,298.27,298.128,971.675,862.669,574.265,640.205,911.71,294.44,294.197,293.947,293.879
490,0.136111111,843.72,293.763,461.904,303.04,293.661,298.27,298.128,971.675,862.669,574.265,640.205,911.71,294.44,294.197,293.947,293.879
491,0.136388889,844.938,293.761,463.019,303.142,293.681,298.271,298.127,973.009,864.332,575.415,641.519,913.246,294.453,294.203,293.957,293.879
492,0.136666667,844.938,293.761,463.019,303.142,293.681,298.271,298.127,973.009,864.332,575.415,641.519,913.246,294.453,294.203,293.957,293.879
493,0.136944444,844.938,293.761,463.019,303.142,293.681,298.271,298.127,973.009,864.332,575.415,641.519,913.246,294.453,294.203,293.957,293.879
494,0.137222222,846.089,293.766,464.068,303.25,293.68,298.264,298.127,974.039,865.976,576.577,642.792,914.764,294.457,294.21,293.96,293.879
495,0.1375,846.089,293.766,464.068,303.25,293.68,298.264,298.127,974.039,865.976,576.577,642.792,914.764,294.457,294.21,293.96,293.879
496,0.137777778,846.089,293.766,464.068,303.25,293.68,298.264,298.127,974.039,865.976,576.577,642.792,914.764,294.457,294.21,293.96,293.879
497,0.138055556,846.089,293.766,464.068,303.25,293.68,298.264,298.127,974.039,865.976,576.577,642.792,914.764,294.457,294.21,293.96,293.879
498,0.138333333,847.819,293.773,465.083,303.36,293.707,298.266,298.132,975.043,867.606,577.731,644.059,916.249,294.467,294.232,293.968,293.889
499,0.138611111,847.819,293.773,465.083,303.36,293.707,298.266,298.132,975.043,867.606,577.731,644.059,916.249,294.467,294.232,293.968,293.889
500,0.138888889,847.819,293.773,465.083,303.36,293.707,298.266,298.132,975.043,867.606,577.731,644.059,916.249,294.467,294.232,293.968,293.889
501,0.139166667,849.213,293.781,466.268,303.479,293.735,298.284,298.14,975.976,869.216,578.878,645.288,917.715,294.482,294.233,293.982,293.904
502,0.139444444,849.213,293.781,466.268,303.479,293.735,298.284,298.14,975.976,869.216,578.878,645.288,917.715,294.482,294.233,293.982,293.904
503,0.139722222,849.213,293.781,466.268,303.479,293.735,298.284,298.14,975.976,869.216,578.878,645.288,917.715,294.482,294.233,293.982,293.904
504,0.14,849.213,293.781,466.268,303.479,293.735,298.284,298.14,975.976,869.216,578.878,645.288,917.715,294.482,294.233,293.982,293.904
505,0.140277778,850.006,293.791,467.214,303.583,293.754,298.28,298.152,976.717,870.796,580.016,646.563,919.161,294.504,294.244,293.983,293.907
506,0.140555556,850.006,293.791,467.214,303.583,293.754,298.28,298.152,976.717,870.796,580.016,646.563,919.161,294.504,294.244,293.983,293.907
507,0.140833333,850.006,293.791,467.214,303.583,293.754,298.28,298.152,976.717,870.796,580.016,646.563,919.161,294.504,294.244,293.983,293.907
508,0.141111111,851.204,293.805,468.366,303.692,293.76,298.295,298.151,977.545,872.355,581.123,647.79,920.555,294.505,294.254,293.999,293.919
509,0.141388889,851.204,293.805,468.366,303.692,293.76,298.295,298.151,977.545,872.355,581.123,647.79,920.555,294.505,294.254,293.999,293.919
510,0.141666667,851.204,293.805,468.366,303.692,293.76,298.295,298.151,977.545,872.355,581.123,647.79,920.555,294.505,294.254,293.999,293.919
511,0.141944444,851.204,293.805,468.366,303.692,293.76,298.295,298.151,977.545,872.355,581.123,647.79,920.555,294.505,294.254,293.999,293.919
512,0.142222222,852.632,293.802,469.696,303.795,293.762,298.29,298.15,978.301,873.857,582.243,649.016,921.963,294.506,294.26,293.994,293.924
513,0.1425,852.632,293.802,469.696,303.795,293.762,298.29,298.15,978.301,873.857,582.243,649.016,921.963,294.506,294.26,293.994,293.924
514,0.142777778,852.632,293.802,469.696,303.795,293.762,298.29,298.15,978.301,873.857,582.243,649.016,921.963,294.506,294.26,293.994,293.924
515,0.143055556,854.291,293.804,470.567,303.899,293.792,298.288,298.147,979.251,875.352,583.347,650.25,923.35,294.52,294.285,294.008,293.923
516,0.143333333,854.291,293.804,470.567,303.899,293.792,298.288,298.147,979.251,875.352,583.347,650.25,923.35,294.52,294.285,294.008,293.923
517,0.143611111,854.291,293.804,470.567,303.899,293.792,298.288,298.147,979.251,875.352,583.347,650.25,923.35,294.52,294.285,294.008,293.923
518,0.143888889,854.291,293.804,470.567,303.899,293.792,298.288,298.147,979.251,875.352,583.347,650.25,923.35,294.52,294.285,294.008,293.923
519,0.144166667,856.019,293.812,471.746,304.01,293.8,298.286,298.148,980.051,876.856,584.456,651.456,924.7,294.529,294.286,294.009,293.939
520,0.144444444,856.019,293.812,471.746,304.01,293.8,298.286,298.148,980.051,876.856,584.456,651.456,924.7,294.529,294.286,294.009,293.939
521,0.144722222,856.019,293.812,471.746,304.01,293.8,298.286,298.148,980.051,876.856,584.456,651.456,924.7,294.529,294.286,294.009,293.939
522,0.145,857.622,293.813,472.759,304.123,293.83,298.289,298.143,981.047,878.401,585.549,652.693,926.092,294.538,294.294,294.017,293.939
523,0.145277778,857.622,293.813,472.759,304.123,293.83,298.289,298.143,981.047,878.401,585.549,652.693,926.092,294.538,294.294,294.017,293.939
524,0.145555556,857.622,293.813,472.759,304.123,293.83,298.289,298.143,981.047,878.401,585.549,652.693,926.092,294.538,294.294,294.017,293.939
525,0.145833333,857.622,293.813,472.759,304.123,293.83,298.289,298.143,981.047,878.401,585.549,652.693,926.092,294.538,294.294,294.017,293.939
526,0.146111111,859.355,293.821,473.855,304.229,293.847,298.28,298.156,981.917,879.881,586.631,653.895,927.412,294.543,294.293,294.023,293.947
527,0.146388889,859.355,293.821,473.855,304.229,293.847,298.28,298.156,981.917,879.881,586.631,653.895,927.412,294.543,294.293,294.023,293.947
528,0.146666667,859.355,293.821,473.855,304.229,293.847,298.28,298.156,981.917,879.881,586.631,653.895,927.412,294.543,294.293,294.023,293.947
529,0.146944444,860.9,293.817,474.964,304.326,293.858,298.273,298.144,982.777,881.331,587.71,655.074,928.686,294.547,294.3,294.029,293.951
530,0.147222222,860.9,293.817,474.964,304.326,293.858,298.273,298.144,982.777,881.331,587.71,655.074,928.686,294.547,294.3,294.029,293.951
531,0.1475,860.9,293.817,474.964,304.326,293.858,298.273,298.144,982.777,881.331,587.71,655.074,928.686,294.547,294.3,294.029,293.951
532,0.147777778,860.9,293.817,474.964,304.326,293.858,298.273,298.144,982.777,881.331,587.71,655.074,928.686,294.547,294.3,294.029,293.951
533,0.148055556,863.033,293.828,476.069,304.437,293.865,298.274,298.148,983.749,882.738,588.796,656.281,929.978,294.568,294.32,294.03,293.961
534,0.148333333,863.033,293.828,476.069,304.437,293.865,298.274,298.148,983.749,882.738,588.796,656.281,929.978,294.568,294.32,294.03,293.961
535,0.148611111,863.033,293.828,476.069,304.437,293.865,298.274,298.148,983.749,882.738,588.796,656.281,929.978,294.568,294.32,294.03,293.961
536,0.148888889,864.74,293.841,477.077,304.542,293.887,298.285,298.144,984.65,884.071,589.819,657.429,931.2,294.571,294.317,294.041,293.959
537,0.149166667,864.74,293.841,477.077,304.542,293.887,298.285,298.144,984.65,884.071,589.819,657.429,931.2,294.571,294.317,294.041,293.959
538,0.149444444,864.74,293.841,477.077,304.542,293.887,298.285,298.144,984.65,884.071,589.819,657.429,931.2,294.571,294.317,294.041,293.959
539,0.149722222,864.74,293.841,477.077,304.542,293.887,298.285,298.144,984.65,884.071,589.819,657.429,931.2,294.571,294.317,294.041,293.959
540,0.15,866.74,293.848,478.012,304.656,293.894,298.316,298.168,985.4,885.405,590.858,658.556,932.414,294.57,294.34,294.05,293.976
541,0.150277778,866.74,293.848,478.012,304.656,293.894,298.316,298.168,985.4,885.405,590.858,658.556,932.414,294.57,294.34,294.05,293.976
542,0.150555556,866.74,293.848,478.012,304.656,293.894,298.316,298.168,985.4,885.405,590.858,658.556,932.414,294.57,294.34,294.05,293.976
543,0.150833333,868.228,293.853,479.067,304.758,293.927,298.337,298.198,985.923,886.775,591.932,659.767,933.632,294.603,294.358,294.057,293.98
544,0.151111111,868.228,293.853,479.067,304.758,293.927,298.337,298.198,985.923,886.775,591.932,659.767,933.632,294.603,294.358,294.057,293.98
545,0.151388889,868.228,293.853,479.067,304.758,293.927,298.337,298.198,985.923,886.775,591.932,659.767,933.632,294.603,294.358,294.057,293.98
546,0.151666667,868.228,293.853,479.067,304.758,293.927,298.337,298.198,985.923,886.775,591.932,659.767,933.632,294.603,294.358,294.057,293.98
547,0.151944444,870.347,293.861,480.102,304.864,293.935,298.331,298.211,986.558,888.075,592.955,660.862,934.818,294.596,294.36,294.06,293.991
548,0.152222222,870.347,293.861,480.102,304.864,293.935,298.331,298.211,986.558,888.075,592.955,660.862,934.818,294.596,294.36,294.06,293.991
549,0.1525,870.347,293.861,480.102,304.864,293.935,298.331,298.211,986.558,888.075,592.955,660.862,934.818,294.596,294.36,294.06,293.991
550,0.152777778,872.184,293.879,481.108,304.968,293.953,298.336,298.214,987.181,889.398,594.005,662.051,935.992,294.616,294.37,294.062,293.997
551,0.153055556,872.184,293.879,481.108,304.968,293.953,298.336,298.214,987.181,889.398,594.005,662.051,935.992,294.616,294.37,294.062,293.997
552,0.153333333,872.184,293.879,481.108,304.968,293.953,298.336,298.214,987.181,889.398,594.005,662.051,935.992,294.616,294.37,294.062,293.997
553,0.153611111,872.184,293.879,481.108,304.968,293.953,298.336,298.214,987.181,889.398,594.005,662.051,935.992,294.616,294.37,294.062,293.997
554,0.153888889,873.03,293.866,481.991,305.063,293.968,298.317,298.194,987.77,890.66,594.969,663.129,937.095,294.616,294.374,294.066,293.997
555,0.154166667,873.03,293.866,481.991,305.063,293.968,298.317,298.194,987.77,890.66,594.969,663.129,937.095,294.616,294.374,294.066,293.997
556,0.154444444,873.03,293.866,481.991,305.063,293.968,298.317,298.194,987.77,890.66,594.969,663.129,937.095,294.616,294.374,294.066,293.997
557,0.154722222,874.464,293.875,483.062,305.164,293.969,298.323,298.194,988.093,891.965,596.012,664.233,938.233,294.619,294.372,294.072,294.003
558,0.155,874.464,293.875,483.062,305.164,293.969,298.323,298.194,988.093,891.965,596.012,664.233,938.233,294.619,294.372,294.072,294.003
559,0.155277778,874.464,293.875,483.062,305.164,293.969,298.323,298.194,988.093,891.965,596.012,664.233,938.233,294.619,294.372,294.072,294.003
560,0.155555556,874.464,293.875,483.062,305.164,293.969,298.323,298.194,988.093,891.965,596.012,664.233,938.233,294.619,294.372,294.072,294.003
561,0.155833333,875.664,293.889,483.974,305.284,293.999,298.334,298.2,988.521,893.226,597.058,665.382,939.364,294.632,294.393,294.081,294.013
562,0.156111111,875.664,293.889,483.974,305.284,293.999,298.334,298.2,988.521,893.226,597.058,665.382,939.364,294.632,294.393,294.081,294.013
563,0.156388889,875.664,293.889,483.974,305.284,293.999,298.334,298.2,988.521,893.226,597.058,665.382,939.364,294.632,294.393,294.081,294.013
564,0.156666667,876.469,293.883,484.988,305.37,294.001,298.327,298.201,988.922,894.47,598.054,666.491,940.458,294.636,294.4,294.087,294.016
565,0.156944444,876.469,293.883,484.988,305.37,294.001,298.327,298.201,988.922,894.47,598.054,666.491,940.458,294.636,294.4,294.087,294.016
566,0.157222222,876.469,293.883,484.988,305.37,294.001,298.327,298.201,988.922,894.47,598.054,666.491,940.458,294.636,294.4,294.087,294.016
567,0.1575,876.469,293.883,484.988,305.37,294.001,298.327,298.201,988.922,894.47,598.054,666.491,940.458,294.636,294.4,294.087,294.016
568,0.157777778,876.617,293.897,485.921,305.491,294.028,298.344,298.202,989.356,895.745,599.035,667.498,941.503,294.651,294.413,294.092,294.025
569,0.158055556,876.617,293.897,485.921,305.491,294.028,298.344,298.202,989.356,895.745,599.035,667.498,941.503,294.651,294.413,294.092,294.025
570,0.158333333,876.617,293.897,485.921,305.491,294.028,298.344,298.202,989.356,895.745,599.035,667.498,941.503,294.651,294.413,294.092,294.025
571,0.158611111,877.201,293.894,486.928,305.592,294.044,298.336,298.203,990.017,897.011,600.025,668.595,942.549,294.662,294.422,294.098,294.035
572,0.158888889,877.201,293.894,486.928,305.592,294.044,298.336,298.203,990.017,897.011,600.025,668.595,942.549,294.662,294.422,294.098,294.035
573,0.159166667,877.201,293.894,486.928,305.592,294.044,298.336,298.203,990.017,897.011,600.025,668.595,942.549,294.662,294.422,294.098,294.035
574,0.159444444,877.201,293.894,486.928,305.592,294.044,298.336,298.203,990.017,897.011,600.025,668.595,942.549,294.662,294.422,294.098,294.035
575,0.159722222,877.952,293.91,487.793,305.717,294.073,298.34,298.221,991.027,898.267,601.047,669.726,943.63,294.684,294.435,294.111,294.049
576,0.16,877.952,293.91,487.793,305.717,294.073,298.34,298.221,991.027,898.267,601.047,669.726,943.63,294.684,294.435,294.111,294.049
577,0.160277778,877.952,293.91,487.793,305.717,294.073,298.34,298.221,991.027,898.267,601.047,669.726,943.63,294.684,294.435,294.111,294.049
578,0.160555556,879.346,293.92,488.839,305.822,294.079,298.341,298.217,992.139,899.472,602.013,670.742,944.629,294.696,294.447,294.128,294.05
579,0.160833333,879.346,293.92,488.839,305.822,294.079,298.341,298.217,992.139,899.472,602.013,670.742,944.629,294.696,294.447,294.128,294.05
580,0.161111111,879.346,293.92,488.839,305.822,294.079,298.341,298.217,992.139,899.472,602.013,670.742,944.629,294.696,294.447,294.128,294.05
581,0.161388889,879.346,293.92,488.839,305.822,294.079,298.341,298.217,992.139,899.472,602.013,670.742,944.629,294.696,294.447,294.128,294.05
582,0.161666667,880.788,293.926,489.86,305.918,294.077,298.339,298.207,992.97,900.709,602.994,671.828,945.691,294.688,294.445,294.127,294.057
583,0.161944444,880.788,293.926,489.86,305.918,294.077,298.339,298.207,992.97,900.709,602.994,671.828,945.691,294.688,294.445,294.127,294.057
584,0.162222222,880.788,293.926,489.86,305.918,294.077,298.339,298.207,992.97,900.709,602.994,671.828,945.691,294.688,294.445,294.127,294.057
585,0.1625,881.66,293.928,490.909,306.013,294.088,298.342,298.21,993.877,901.925,603.981,672.875,946.732,294.694,294.454,294.126,294.054
586,0.162777778,881.66,293.928,490.909,306.013,294.088,298.342,298.21,993.877,901.925,603.981,672.875,946.732,294.694,294.454,294.126,294.054
587,0.163055556,881.66,293.928,490.909,306.013,294.088,298.342,298.21,993.877,901.925,603.981,672.875,946.732,294.694,294.454,294.126,294.054
588,0.163333333,881.66,293.928,490.909,306.013,294.088,298.342,298.21,993.877,901.925,603.981,672.875,946.732,294.694,294.454,294.126,294.054
589,0.163611111,882.209,293.945,491.788,306.119,294.112,298.336,298.206,994.509,903.11,604.94,673.889,947.74,294.713,294.472,294.137,294.07
590,0.163888889,882.209,293.945,491.788,306.119,294.112,298.336,298.206,994.509,903.11,604.94,673.889,947.74,294.713,294.472,294.137,294.07
591,0.164166667,882.209,293.945,491.788,306.119,294.112,298.336,298.206,994.509,903.11,604.94,673.889,947.74,294.713,294.472,294.137,294.07
592,0.164444444,882.59,293.939,492.772,306.233,294.121,298.329,298.213,994.924,904.302,605.923,674.92,948.757,294.714,294.467,294.138,294.07
593,0.164722222,882.59,293.939,492.772,306.233,294.121,298.329,298.213,994.924,904.302,605.923,674.92,948.757,294.714,294.467,294.138,294.07
594,0.165,882.59,293.939,492.772,306.233,294.121,298.329,298.213,994.924,904.302,605.923,674.92,948.757,294.714,294.467,294.138,294.07
595,0.165277778,882.59,293.939,492.772,306.233,294.121,298.329,298.213,994.924,904.302,605.923,674.92,948.757,294.714,294.467,294.138,294.07
596,0.165555556,882.616,293.949,493.798,306.342,294.134,298.333,298.204,995.441,905.487,606.925,675.968,949.81,294.728,294.482,294.15,294.069
597,0.165833333,882.616,293.949,493.798,306.342,294.134,298.333,298.204,995.441,905.487,606.925,675.968,949.81,294.728,294.482,294.15,294.069
598,0.166111111,882.616,293.949,493.798,306.342,294.134,298.333,298.204,995.441,905.487,606.925,675.968,949.81,294.728,294.482,294.15,294.069
599,0.166388889,882.942,293.946,494.669,306.434,294.135,298.316,298.2,995.86,906.635,607.882,677.008,950.818,294.73,294.477,294.149,294.085
600,0.166666667,882.942,293.946,494.669,306.434,294.135,298.316,298.2,995.86,906.635,607.882,677.008,950.818,294.73,294.477,294.149,294.085
601,0.166944444,882.942,293.946,494.669,306.434,294.135,298.316,298.2,995.86,906.635,607.882,677.008,950.818,294.73,294.477,294.149,294.085
602,0.167222222,882.942,293.946,494.669,306.434,294.135,298.316,298.2,995.86,906.635,607.882,677.008,950.818,294.73,294.477,294.149,294.085
603,0.1675,884.162,293.968,495.591,306.545,294.152,298.307,298.199,996.117,907.789,608.838,678.023,951.796,294.735,294.497,294.146,294.082
604,0.167777778,884.162,293.968,495.591,306.545,294.152,298.307,298.199,996.117,907.789,608.838,678.023,951.796,294.735,294.497,294.146,294.082
605,0.168055556,884.162,293.968,495.591,306.545,294.152,298.307,298.199,996.117,907.789,608.838,678.023,951.796,294.735,294.497,294.146,294.082
606,0.168333333,885.889,293.976,496.653,306.644,294.168,298.303,298.198,996.478,908.955,609.798,679.005,952.799,294.747,294.507,294.163,294.093
607,0.168611111,885.889,293.976,496.653,306.644,294.168,298.303,298.198,996.478,908.955,609.798,679.005,952.799,294.747,294.507,294.163,294.093
608,0.168888889,885.889,293.976,496.653,306.644,294.168,298.303,298.198,996.478,908.955,609.798,679.005,952.799,294.747,294.507,294.163,294.093
609,0.169166667,885.889,293.976,496.653,306.644,294.168,298.303,298.198,996.478,908.955,609.798,679.005,952.799,294.747,294.507,294.163,294.093
610,0.169444444,886.688,293.986,497.691,306.754,294.201,298.313,298.203,996.658,910.074,610.731,680.058,953.788,294.773,294.519,294.177,294.118
611,0.169722222,886.688,293.986,497.691,306.754,294.201,298.313,298.203,996.658,910.074,610.731,680.058,953.788,294.773,294.519,294.177,294.118
612,0.17,886.688,293.986,497.691,306.754,294.201,298.313,298.203,996.658,910.074,610.731,680.058,953.788,294.773,294.519,294.177,294.118
613,0.170277778,888.067,293.994,498.664,306.861,294.218,298.308,298.193,997.17,911.204,611.682,681.046,954.749,294.77,294.53,294.197,294.108
614,0.170555556,888.067,293.994,498.664,306.861,294.218,298.308,298.193,997.17,911.204,611.682,681.046,954.749,294.77,294.53,294.197,294.108
615,0.170833333,888.067,293.994,498.664,306.861,294.218,298.308,298.193,997.17,911.204,611.682,681.046,954.749,294.77,294.53,294.197,294.108
616,0.171111111,888.067,293.994,498.664,306.861,294.218,298.308,298.193,997.17,911.204,611.682,681.046,954.749,294.77,294.53,294.197,294.108
617,0.171388889,889.997,293.988,499.566,306.956,294.216,298.29,298.187,997.612,912.341,612.617,682.04,955.679,294.776,294.534,294.184,294.124
618,0.171666667,889.997,293.988,499.566,306.956,294.216,298.29,298.187,997.612,912.341,612.617,682.04,955.679,294.776,294.534,294.184,294.124
619,0.171944444,889.997,293.988,499.566,306.956,294.216,298.29,298.187,997.612,912.341,612.617,682.04,955.679,294.776,294.534,294.184,294.124
620,0.172222222,891.39,294.007,500.618,307.065,294.234,298.276,298.184,998.065,913.449,613.554,683.001,956.605,294.799,294.553,294.2,294.125
621,0.1725,891.39,294.007,500.618,307.065,294.234,298.276,298.184,998.065,913.449,613.554,683.001,956.605,294.799,294.553,294.2,294.125
622,0.172777778,891.39,294.007,500.618,307.065,294.234,298.276,298.184,998.065,913.449,613.554,683.001,956.605,294.799,294.553,294.2,294.125
623,0.173055556,891.39,294.007,500.618,307.065,294.234,298.276,298.184,998.065,913.449,613.554,683.001,956.605,294.799,294.553,294.2,294.125
624,0.173333333,892.259,294.008,501.712,307.158,294.236,298.268,298.173,998.632,914.533,614.493,684.009,957.545,294.795,294.555,294.198,294.13
625,0.173611111,892.259,294.008,501.712,307.158,294.236,298.268,298.173,998.632,914.533,614.493,684.009,957.545,294.795,294.555,294.198,294.13
626,0.173888889,892.259,294.008,501.712,307.158,294.236,298.268,298.173,998.632,914.533,614.493,684.009,957.545,294.795,294.555,294.198,294.13
627,0.174166667,893.835,294.012,502.821,307.268,294.253,298.265,298.165,999.143,915.566,615.385,684.957,958.39,294.798,294.564,294.197,294.136
628,0.174444444,893.835,294.012,502.821,307.268,294.253,298.265,298.165,999.143,915.566,615.385,684.957,958.39,294.798,294.564,294.197,294.136
629,0.174722222,893.835,294.012,502.821,307.268,294.253,298.265,298.165,999.143,915.566,615.385,684.957,958.39,294.798,294.564,294.197,294.136
630,0.175,893.835,294.012,502.821,307.268,294.253,298.265,298.165,999.143,915.566,615.385,684.957,958.39,294.798,294.564,294.197,294.136
631,0.175277778,894.927,294.025,503.701,307.376,294.257,298.258,298.149,999.682,916.617,616.307,685.936,959.264,294.805,294.561,294.207,294.137
632,0.175555556,894.927,294.025,503.701,307.376,294.257,298.258,298.149,999.682,916.617,616.307,685.936,959.264,294.805,294.561,294.207,294.137
633,0.175833333,894.927,294.025,503.701,307.376,294.257,298.258,298.149,999.682,916.617,616.307,685.936,959.264,294.805,294.561,294.207,294.137
634,0.176111111,895.334,294.031,504.648,307.481,294.275,298.25,298.15,999.96,917.634,617.24,686.931,960.158,294.823,294.577,294.222,294.155
635,0.176388889,895.334,294.031,504.648,307.481,294.275,298.25,298.15,999.96,917.634,617.24,686.931,960.158,294.823,294.577,294.222,294.155
636,0.176666667,895.334,294.031,504.648,307.481,294.275,298.25,298.15,999.96,917.634,617.24,686.931,960.158,294.823,294.577,294.222,294.155
637,0.176944444,895.334,294.031,504.648,307.481,294.275,298.25,298.15,999.96,917.634,617.24,686.931,960.158,294.823,294.577,294.222,294.155
638,0.177222222,895.722,294.046,505.474,307.583,294.29,298.234,298.141,1000.408,918.651,618.126,687.869,960.976,294.824,294.585,294.217,294.153
639,0.1775,895.722,294.046,505.474,307.583,294.29,298.234,298.141,1000.408,918.651,618.126,687.869,960.976,294.824,294.585,294.217,294.153
640,0.177777778,895.722,294.046,505.474,307.583,294.29,298.234,298.141,1000.408,918.651,618.126,687.869,960.976,294.824,294.585,294.217,294.153
641,0.178055556,896.457,294.054,506.4,307.691,294.304,298.236,298.136,1000.9,919.609,619.012,688.756,961.762,294.841,294.6,294.239,294.169
642,0.178333333,896.457,294.054,506.4,307.691,294.304,298.236,298.136,1000.9,919.609,619.012,688.756,961.762,294.841,294.6,294.239,294.169
643,0.178611111,896.457,294.054,506.4,307.691,294.304,298.236,298.136,1000.9,919.609,619.012,688.756,961.762,294.841,294.6,294.239,294.169
644,0.178888889,896.457,294.054,506.4,307.691,294.304,298.236,298.136,1000.9,919.609,619.012,688.756,961.762,294.841,294.6,294.239,294.169
645,0.179166667,896.861,294.051,507.26,307.769,294.31,298.212,298.118,1001.266,920.558,619.894,689.671,962.572,294.841,294.6,294.222,294.163
646,0.179444444,896.861,294.051,507.26,307.769,294.31,298.212,298.118,1001.266,920.558,619.894,689.671,962.572,294.841,294.6,294.222,294.163
647,0.179722222,896.861,294.051,507.26,307.769,294.31,298.212,298.118,1001.266,920.558,619.894,689.671,962.572,294.841,294.6,294.222,294.163
648,0.18,898.096,294.063,508.187,307.887,294.324,298.196,298.106,1001.882,921.51,620.785,690.625,963.369,294.858,294.611,294.234,294.176
649,0.180277778,898.096,294.063,508.187,307.887,294.324,298.196,298.106,1001.882,921.51,620.785,690.625,963.369,294.858,294.611,294.234,294.176
