% Model:              Cav_Hex_validation_v7.0 - full receiver.mph
% Version:            COMSOL 6.0.0.354
% Date:               Apr 14 2025, 10:47
% Table:              T03 (gas) - exp. 67 - 
% Time (hr)                                       T03 (K)
0.25138909                                        602.79
0.251666868                                       603.413
0.251944646                                       603.413
0.252222424                                       603.413
0.252500202                                       603.413
0.25277798                                        604.056
0.253055758                                       604.056
0.253333536                                       604.056
0.253611314                                       604.693
0.253889092                                       604.693
0.25416687                                        604.693
0.254444648                                       605.254
0.254722426                                       605.254
0.255000204                                       605.254
0.255277982                                       605.254
0.25555576                                        605.871
0.255833538                                       605.871
0.256111316                                       605.871
0.256389094                                       606.607
0.256666872                                       606.607
0.25694465                                        606.607
0.257222428                                       606.607
0.257500206                                       607.263
0.257777984                                       607.263
0.258055762                                       607.263
0.25833354                                        607.876
0.258611318                                       607.876
0.258889096                                       607.876
0.259166874                                       607.876
0.259444652                                       608.397
0.25972243                                        608.397
0.260000208                                       608.397
0.260277986                                       608.985
0.260555764                                       608.985
0.260833542                                       608.985
0.26111132                                        608.985
0.261389098                                       609.475
0.261666876                                       609.475
0.261944654                                       609.475
0.262222432                                       610.117
0.26250021                                        610.117
0.262777988                                       610.117
0.263055766                                       610.117
0.263333544                                       610.645
0.263611322                                       610.645
0.2638891                                         610.645
0.264166878                                       611.24
0.264444656                                       611.24
0.264722434                                       611.24
0.265000212                                       611.24
0.26527799                                        611.881
0.265555768                                       611.881
0.265833546                                       611.881
0.266111324                                       612.497
0.266389102                                       612.497
0.26666688                                        612.497
0.266944658                                       612.497
0.267222436                                       613.056
0.267500214                                       613.056
0.267777992                                       613.056
0.26805577                                        613.615
0.268333548                                       613.615
0.268611326                                       613.615
0.268889104                                       613.615
0.269166882                                       614.279
0.26944466                                        614.279
0.269722438                                       614.279
0.270000216                                       614.825
0.270277994                                       614.825
0.270555772                                       614.825
0.27083355                                        615.348
0.271111328                                       615.348
0.271389106                                       615.348
0.271666884                                       615.348
0.271944662                                       615.909
0.27222244                                        615.909
0.272500218                                       615.909
0.272777996                                       616.6
0.273055774                                       616.6
0.273333552                                       616.6
0.27361133                                        616.6
0.273889108                                       617.111
0.274166886                                       617.111
0.274444664                                       617.111
0.274722442                                       617.715
0.27500022                                        617.715
0.275277998                                       617.715
0.275555776                                       617.715
0.275833554                                       618.388
0.276111332                                       618.388
0.27638911                                        618.388
0.276666888                                       619.058
0.276944666                                       619.058
0.277222444                                       619.058
0.277500222                                       619.058
0.277778                                          619.631
0.278055778                                       619.631
0.278333556                                       619.631
0.278611334                                       619.966
0.278889112                                       619.966
0.27916689                                        619.966
0.279444668                                       619.966
0.279722446                                       620.537
0.280000224                                       620.537
0.280278002                                       620.537
0.28055578                                        621.06
0.280833558                                       621.06
0.281111336                                       621.06
0.281389114                                       621.06
0.281666892                                       621.701
0.28194467                                        621.701
0.282222448                                       621.701
0.282500226                                       622.395
0.282778004                                       622.395
0.283055782                                       622.395
0.28333356                                        622.395
0.283611338                                       622.938
0.283889116                                       622.938
0.284166894                                       622.938
0.284444672                                       623.615
0.28472245                                        623.615
0.285000228                                       623.615
0.285278006                                       623.615
0.285555784                                       624.171
0.285833562                                       624.171
0.28611134                                        624.171
0.286389118                                       624.733
0.286666896                                       624.733
0.286944674                                       624.733
0.287222452                                       624.733
0.28750023                                        625.275
0.287778008                                       625.275
0.288055786                                       625.275
0.288333564                                       625.815
0.288611342                                       625.815
0.28888912                                        625.815
0.289166898                                       625.815
0.289444676                                       626.417
0.289722454                                       626.417
0.290000232                                       626.417
0.29027801                                        627.003
0.290555788                                       627.003
0.290833566                                       627.003
0.291111344                                       627.597
0.291389122                                       627.597
0.2916669                                         627.597
0.291944678                                       627.597
0.292222456                                       628.152
0.292500234                                       628.152
0.292778012                                       628.152
0.29305579                                        628.746
0.293333568                                       628.746
0.293611346                                       628.746
0.293889124                                       628.746
0.294166902                                       629.302
0.29444468                                        629.302
0.294722458                                       629.302
0.295000236                                       629.879
0.295278014                                       629.879
0.295555792                                       629.879
0.29583357                                        629.879
0.296111348                                       630.492
0.296389126                                       630.492
0.296666904                                       630.492
0.296944682                                       631.009
0.29722246                                        631.009
0.297500238                                       631.009
0.297778016                                       631.009
0.298055794                                       631.546
0.298333572                                       631.546
0.29861135                                        631.546
0.298889128                                       632.054
0.299166906                                       632.054
0.299444684                                       632.054
0.299722462                                       632.054
0.30000024                                        632.577
0.300278018                                       632.577
0.300555796                                       632.577
0.300833574                                       633.196
0.301111352                                       633.196
0.30138913                                        633.196
0.301666908                                       633.196
0.301944686                                       633.702
0.302222464                                       633.702
0.302500242                                       633.702
0.30277802                                        634.183
0.303055798                                       634.183
0.303333576                                       634.183
0.303611354                                       634.183
0.303889132                                       634.728
0.30416691                                        634.728
0.304444688                                       634.728
0.304722466                                       635.243
0.305000244                                       635.243
0.305278022                                       635.243
0.3055558                                         635.243
0.305833578                                       635.742
0.306111356                                       635.742
0.306389134                                       635.742
0.306666912                                       636.218
0.30694469                                        636.218
0.307222468                                       636.218
0.307500246                                       636.218
0.307778024                                       636.791
0.308055802                                       636.791
0.30833358                                        636.791
0.308611358                                       637.308
0.308889136                                       637.308
0.309166914                                       637.308
0.309444692                                       637.308
0.30972247                                        637.798
0.310000248                                       637.798
0.310278026                                       637.798
0.310555804                                       638.295
0.310833582                                       638.295
0.31111136                                        638.295
0.311389138                                       638.84
0.311666916                                       638.84
0.311944694                                       638.84
0.312222472                                       638.84
0.31250025                                        639.377
0.312778028                                       639.377
0.313055806                                       639.377
0.313333584                                       639.855
0.313611362                                       639.855
0.31388914                                        639.855
0.314166918                                       639.855
0.314444696                                       640.355
0.314722474                                       640.355
0.315000252                                       640.355
0.31527803                                        640.833
0.315555808                                       640.833
0.315833586                                       640.833
0.316111364                                       640.833
0.316389142                                       641.273
0.31666692                                        641.273
0.316944698                                       641.273
0.317222476                                       641.782
0.317500254                                       641.782
0.317778032                                       641.782
0.31805581                                        641.782
0.318333588                                       642.335
0.318611366                                       642.335
0.318889144                                       642.335
0.319166922                                       642.815
0.3194447                                         642.815
0.319722478                                       642.815
0.320000256                                       642.815
0.320278034                                       643.257
0.320555812                                       643.257
0.32083359                                        643.257
0.321111368                                       643.722
0.321389146                                       643.722
0.321666924                                       643.722
0.321944702                                       643.722
0.32222248                                        644.174
0.322500258                                       644.174
0.322778036                                       644.174
0.323055814                                       644.586
0.323333592                                       644.586
0.32361137                                        644.586
0.323889148                                       644.586
0.324166926                                       645.06
0.324444704                                       645.06
0.324722482                                       645.06
0.32500026                                        645.547
0.325278038                                       645.547
0.325555816                                       645.547
0.325833594                                       645.547
0.326111372                                       645.915
0.32638915                                        645.915
0.326666928                                       645.915
0.326944706                                       646.326
0.327222484                                       646.326
0.327500262                                       646.326
0.32777804                                        646.326
0.328055818                                       646.778
0.328333596                                       646.778
0.328611374                                       646.778
0.328889152                                       647.207
0.32916693                                        647.207
0.329444708                                       647.207
0.329722486                                       647.207
0.330000264                                       647.674
0.330278042                                       647.674
0.33055582                                        647.674
0.330833598                                       648.073
0.331111376                                       648.073
0.331389154                                       648.073
0.331666932                                       648.073
0.33194471                                        648.491
0.332222488                                       648.491
0.332500266                                       648.491
0.332778044                                       648.89
0.333055822                                       648.89
0.3333336                                         648.89
0.333611378                                       648.89
0.333889156                                       649.333
0.334166934                                       649.333
0.334444712                                       649.333
0.33472249                                        649.808
0.335000268                                       649.808
0.335278046                                       649.808
0.335555824                                       649.808
0.335833602                                       650.231
0.33611138                                        650.231
0.336389158                                       650.231
0.336666936                                       650.694
0.336944714                                       650.694
0.337222492                                       650.694
0.33750027                                        650.694
0.337778048                                       651.067
0.338055826                                       651.067
0.338333604                                       651.067
0.338611382                                       651.459
0.33888916                                        651.459
0.339166938                                       651.459
0.339444716                                       651.459
0.339722494                                       651.79
0.340000272                                       651.79
0.34027805                                        651.79
0.340555828                                       652.276
0.340833606                                       652.276
0.341111384                                       652.276
0.341389162                                       652.276
0.34166694                                        652.74
0.341944718                                       652.74
0.342222496                                       652.74
0.342500274                                       653.194
0.342778052                                       653.194
0.34305583                                        653.194
0.343333608                                       653.194
0.343611386                                       653.635
0.343889164                                       653.635
0.344166942                                       653.635
0.34444472                                        654.156
0.344722498                                       654.156
0.345000276                                       654.156
0.345278054                                       654.156
0.345555832                                       654.574
0.34583361                                        654.574
0.346111388                                       654.574
0.346389166                                       654.948
0.346666944                                       654.948
0.346944722                                       654.948
0.3472225                                         655.445
0.347500278                                       655.445
0.347778056                                       655.445
0.348055834                                       655.445
0.348333612                                       655.856
0.34861139                                        655.856
0.348889168                                       655.856
0.349166946                                       656.274
0.349444724                                       656.274
0.349722502                                       656.274
0.35000028                                        656.274
0.350278058                                       656.704
0.350555836                                       656.704
0.350833614                                       656.704
0.351111392                                       657.041
0.35138917                                        657.041
0.351666948                                       657.041
0.351944726                                       657.041
0.352222504                                       657.47
0.352500282                                       657.47
0.35277806                                        657.47
0.353055838                                       657.969
0.353333616                                       657.969
0.353611394                                       657.969
0.353889172                                       657.969
0.35416695                                        658.431
0.354444728                                       658.431
0.354722506                                       658.431
0.355000284                                       658.896
0.355278062                                       658.896
0.35555584                                        658.896
0.355833618                                       658.896
0.356111396                                       659.366
0.356389174                                       659.366
0.356666952                                       659.366
0.35694473                                        659.86
0.357222508                                       659.86
0.357500286                                       659.86
0.357778064                                       659.86
0.358055842                                       660.207
0.35833362                                        660.207
0.358611398                                       660.207
0.358889176                                       660.611
0.359166954                                       660.611
0.359444732                                       660.611
0.35972251                                        660.611
0.360000288                                       661.073
0.360278066                                       661.073
0.360555844                                       661.073
0.360833622                                       661.447
0.3611114                                         661.447
0.361389178                                       661.447
0.361666956                                       661.447
0.361944734                                       661.917
0.362222512                                       661.917
0.36250029                                        661.917
0.362778068                                       662.353
0.363055846                                       662.353
0.363333624                                       662.353
0.363611402                                       662.353
0.36388918                                        662.777
0.364166958                                       662.777
0.364444736                                       662.777
0.364722514                                       663.162
0.365000292                                       663.162
0.36527807                                        663.162
0.365555848                                       663.162
0.365833626                                       663.612
0.366111404                                       663.612
0.366389182                                       663.612
0.36666696                                        663.902
0.366944738                                       663.902
0.367222516                                       663.902
0.367500294                                       663.902
0.367778072                                       664.353
0.36805585                                        664.353
0.368333628                                       664.353
0.368611406                                       664.804
0.368889184                                       664.804
0.369166962                                       664.804
0.36944474                                        664.804
0.369722518                                       665.112
0.370000296                                       665.112
0.370278074                                       665.112
0.370555852                                       665.626
0.37083363                                        665.626
0.371111408                                       665.626
0.371389186                                       666.013
0.371666964                                       666.013
0.371944742                                       666.013
0.37222252                                        666.013
0.372500298                                       666.395
0.372778076                                       666.395
0.373055854                                       666.395
0.373333632                                       666.896
0.37361141                                        666.896
0.373889188                                       666.896
0.374166966                                       666.896
0.374444744                                       667.311
0.374722522                                       667.311
0.3750003                                         667.311
0.375278078                                       667.657
0.375555856                                       667.657
0.375833634                                       667.657
0.376111412                                       667.657
0.37638919                                        668.052
0.376666968                                       668.052
0.376944746                                       668.052
0.377222524                                       668.411
0.377500302                                       668.411
0.37777808                                        668.411
0.378055858                                       668.411
0.378333636                                       668.828
0.378611414                                       668.828
0.378889192                                       668.828
0.37916697                                        669.285
0.379444748                                       669.285
0.379722526                                       669.285
0.380000304                                       669.285
0.380278082                                       669.649
0.38055586                                        669.649
0.380833638                                       669.649
0.381111416                                       670.017
0.381389194                                       670.017
0.381666972                                       670.017
0.38194475                                        670.017
0.382222528                                       670.425
0.382500306                                       670.425
0.382778084                                       670.425
0.383055862                                       670.804
0.38333364                                        670.804
0.383611418                                       670.804
0.383889196                                       670.804
0.384166974                                       671.207
0.384444752                                       671.207
0.38472253                                        671.207
0.385000308                                       671.557
0.385278086                                       671.557
0.385555864                                       671.557
0.385833642                                       671.557
0.38611142                                        671.94
0.386389198                                       671.94
0.386666976                                       671.94
0.386944754                                       672.191
0.387222532                                       672.191
0.38750031                                        672.191
0.387778088                                       672.191
0.388055866                                       672.571
0.388333644                                       672.571
0.388611422                                       672.571
0.3888892                                         672.991
0.389166978                                       672.991
0.389444756                                       672.991
0.389722534                                       673.402
0.390000312                                       673.402
0.39027809                                        673.402
0.390555868                                       673.402
0.390833646                                       673.803
0.391111424                                       673.803
0.391389202                                       673.803
0.39166698                                        674.18
0.391944758                                       674.18
0.392222536                                       674.18
0.392500314                                       674.18
0.392778092                                       674.524
0.39305587                                        674.524
0.393333648                                       674.524
0.393611426                                       674.862
0.393889204                                       674.862
0.394166982                                       674.862
0.39444476                                        674.862
0.394722538                                       675.245
0.395000316                                       675.245
0.395278094                                       675.245
0.395555872                                       675.6
0.39583365                                        675.6
0.396111428                                       675.6
0.396389206                                       675.6
0.396666984                                       676.007
0.396944762                                       676.007
0.39722254                                        676.007
0.397500318                                       676.391
0.397778096                                       676.391
0.398055874                                       676.391
0.398333652                                       676.391
0.39861143                                        676.672
0.398889208                                       676.672
0.399166986                                       676.672
0.399444764                                       676.968
0.399722542                                       676.968
0.40000032                                        676.968
0.400278098                                       676.968
0.400555876                                       677.274
0.400833654                                       677.274
0.401111432                                       677.274
0.40138921                                        677.611
0.401666988                                       677.611
0.401944766                                       677.611
0.402222544                                       677.611
0.402500322                                       678.066
0.4027781                                         678.066
0.403055878                                       678.066
0.403333656                                       678.461
0.403611434                                       678.461
0.403889212                                       678.461
0.40416699                                        678.461
0.404444768                                       678.745
0.404722546                                       678.745
0.405000324                                       678.745
0.405278102                                       679.171
0.40555588                                        679.171
0.405833658                                       679.171
0.406111436                                       679.171
0.406389214                                       679.529
0.406666992                                       679.529
0.40694477                                        679.529
0.407222548                                       679.919
0.407500326                                       679.919
0.407778104                                       679.919
0.408055882                                       679.919
0.40833366                                        680.345
0.408611438                                       680.345
0.408889216                                       680.345
0.409166994                                       680.717
0.409444772                                       680.717
0.40972255                                        680.717
0.410000328                                       680.717
0.410278106                                       681.05
0.410555884                                       681.05
0.410833662                                       681.05
0.41111144                                        681.477
0.411389218                                       681.477
0.411666996                                       681.477
0.411944774                                       681.477
0.412222552                                       681.873
0.41250033                                        681.873
0.412778108                                       681.873
0.413055886                                       682.232
0.413333664                                       682.232
0.413611442                                       682.232
0.41388922                                        682.232
0.414166998                                       682.553
0.414444776                                       682.553
0.414722554                                       682.553
0.415000332                                       682.975
0.41527811                                        682.975
0.415555888                                       682.975
0.415833666                                       682.975
0.416111444                                       683.29
0.416389222                                       683.29
0.416667                                          683.29
0.416944778                                       683.63
0.417222556                                       683.63
0.417500334                                       683.63
0.417778112                                       683.63
0.41805589                                        684.031
0.418333668                                       684.031
0.418611446                                       684.031
0.418889224                                       684.375
0.419167002                                       684.375
0.41944478                                        684.375
0.419722558                                       684.375
0.420000336                                       684.705
0.420278114                                       684.705
0.420555892                                       684.705
0.42083367                                        685.048
0.421111448                                       685.048
0.421389226                                       685.048
0.421667004                                       685.048
0.421944782                                       685.374
0.42222256                                        685.374
0.422500338                                       685.374
0.422778116                                       685.712
0.423055894                                       685.712
0.423333672                                       685.712
0.42361145                                        685.712
0.423889228                                       686.056
0.424167006                                       686.056
0.424444784                                       686.056
0.424722562                                       686.405
0.42500034                                        686.405
0.425278118                                       686.405
0.425555896                                       686.405
0.425833674                                       686.748
0.426111452                                       686.748
0.42638923                                        686.748
0.426667008                                       687.057
0.426944786                                       687.057
0.427222564                                       687.057
0.427500342                                       687.057
0.42777812                                        687.41
0.428055898                                       687.41
0.428333676                                       687.41
0.428611454                                       687.729
0.428889232                                       687.729
0.42916701                                        687.729
0.429444788                                       687.729
0.429722566                                       688.056
0.430000344                                       688.056
0.430278122                                       688.056
0.4305559                                         688.394
0.430833678                                       688.394
0.431111456                                       688.394
0.431389234                                       688.696
0.431667012                                       688.696
0.43194479                                        688.696
0.432222568                                       688.696
0.432500346                                       689.033
0.432778124                                       689.033
0.433055902                                       689.033
0.43333368                                        689.385
0.433611458                                       689.385
0.433889236                                       689.385
0.434167014                                       689.385
0.434444792                                       689.648
0.43472257                                        689.648
0.435000348                                       689.648
0.435278126                                       689.952
0.435555904                                       689.952
0.435833682                                       689.952
0.43611146                                        689.952
0.436389238                                       690.234
0.436667016                                       690.234
0.436944794                                       690.234
0.437222572                                       690.557
0.43750035                                        690.557
0.437778128                                       690.557
0.438055906                                       690.557
0.438333684                                       690.864
0.438611462                                       690.864
0.43888924                                        690.864
0.439167018                                       691.171
0.439444796                                       691.171
0.439722574                                       691.171
0.440000352                                       691.171
0.44027813                                        691.446
0.440555908                                       691.446
0.440833686                                       691.446
0.441111464                                       691.736
0.441389242                                       691.736
0.44166702                                        691.736
0.441944798                                       691.736
0.442222576                                       692.001
0.442500354                                       692.001
0.442778132                                       692.001
0.44305591                                        692.307
0.443333688                                       692.307
0.443611466                                       692.307
0.443889244                                       692.307
0.444167022                                       692.612
0.4444448                                         692.612
0.444722578                                       692.612
0.445000356                                       692.908
0.445278134                                       692.908
0.445555912                                       692.908
0.44583369                                        692.908
0.446111468                                       693.215
0.446389246                                       693.215
0.446667024                                       693.215
0.446944802                                       693.471
0.44722258                                        693.471
0.447500358                                       693.471
0.447778136                                       693.471
0.448055914                                       693.823
0.448333692                                       693.823
0.44861147                                        693.823
0.448889248                                       694.132
0.449167026                                       694.132
0.449444804                                       694.132
0.449722582                                       694.132
0.45000036                                        694.396
0.450278138                                       694.396
0.450555916                                       694.396
0.450833694                                       694.677
0.451111472                                       694.677
0.45138925                                        694.677
0.451667028                                       694.887
0.451944806                                       694.887
0.452222584                                       694.887
0.452500362                                       694.887
0.45277814                                        695.17
0.453055918                                       695.17
0.453333696                                       695.17
0.453611474                                       695.518
0.453889252                                       695.518
0.45416703                                        695.518
0.454444808                                       695.518
0.454722586                                       695.827
0.455000364                                       695.827
0.455278142                                       695.827
0.45555592                                        696.141
0.455833698                                       696.141
0.456111476                                       696.141
0.456389254                                       696.141
0.456667032                                       696.464
0.45694481                                        696.464
0.457222588                                       696.464
0.457500366                                       696.695
0.457778144                                       696.695
0.458055922                                       696.695
0.4583337                                         696.695
0.458611478                                       696.951
0.458889256                                       696.951
0.459167034                                       696.951
0.459444812                                       697.178
0.45972259                                        697.178
0.460000368                                       697.178
0.460278146                                       697.178
0.460555924                                       697.431
0.460833702                                       697.431
0.46111148                                        697.431
0.461389258                                       697.611
0.461667036                                       697.611
0.461944814                                       697.611
0.462222592                                       697.611
0.46250037                                        697.861
0.462778148                                       697.861
0.463055926                                       697.861
0.463333704                                       698.076
0.463611482                                       698.076
0.46388926                                        698.076
0.464167038                                       698.076
0.464444816                                       698.333
0.464722594                                       698.333
0.465000372                                       698.333
0.46527815                                        698.618
0.465555928                                       698.618
0.465833706                                       698.618
0.466111484                                       698.618
0.466389262                                       698.866
0.46666704                                        698.866
0.466944818                                       698.866
0.467222596                                       699.144
