time,hour,T2,T3,T8,T9,T10,T11,T12,T13
738,0.205,294.465,560.412,955.515,935.703,671.306,751.851,971.039,295.149
739,0.205277778,294.465,560.412,955.515,935.703,671.306,751.851,971.039,295.149
740,0.205555556,294.465,560.412,955.515,935.703,671.306,751.851,971.039,295.149
741,0.205833333,294.468,561.283,955.867,936.106,672.026,752.525,971.377,295.147
742,0.206111111,294.468,561.283,955.867,936.106,672.026,752.525,971.377,295.147
743,0.206388889,294.468,561.283,955.867,936.106,672.026,752.525,971.377,295.147
744,0.206666667,294.468,561.283,955.867,936.106,672.026,752.525,971.377,295.147
745,0.206944444,294.485,562.067,955.793,936.526,672.761,753.285,971.734,295.168
746,0.207222222,294.485,562.067,955.793,936.526,672.761,753.285,971.734,295.168
747,0.2075,294.485,562.067,955.793,936.526,672.761,753.285,971.734,295.168
748,0.207777778,294.496,562.942,955.738,936.941,673.497,753.972,972.053,295.168
749,0.208055556,294.496,562.942,955.738,936.941,673.497,753.972,972.053,295.168
750,0.208333333,294.496,562.942,955.738,936.941,673.497,753.972,972.053,295.168
751,0.208611111,294.496,562.942,955.738,936.941,673.497,753.972,972.053,295.168
752,0.208888889,294.504,563.792,955.753,937.347,674.201,754.664,972.373,295.176
753,0.209166667,294.504,563.792,955.753,937.347,674.201,754.664,972.373,295.176
754,0.209444444,294.504,563.792,955.753,937.347,674.201,754.664,972.373,295.176
755,0.209722222,294.529,564.601,955.986,937.772,674.907,755.308,972.728,295.193
756,0.21,294.529,564.601,955.986,937.772,674.907,755.308,972.728,295.193
757,0.210277778,294.529,564.601,955.986,937.772,674.907,755.308,972.728,295.193
758,0.210555556,294.529,564.601,955.986,937.772,674.907,755.308,972.728,295.193
759,0.210833333,294.548,565.423,956.306,938.163,675.602,756.053,973.09,295.205
760,0.211111111,294.548,565.423,956.306,938.163,675.602,756.053,973.09,295.205
761,0.211388889,294.548,565.423,956.306,938.163,675.602,756.053,973.09,295.205
762,0.211666667,294.545,566.286,956.649,938.578,676.284,756.712,973.457,295.206
763,0.211944444,294.545,566.286,956.649,938.578,676.284,756.712,973.457,295.206
764,0.212222222,294.545,566.286,956.649,938.578,676.284,756.712,973.457,295.206
765,0.2125,294.545,566.286,956.649,938.578,676.284,756.712,973.457,295.206
766,0.212777778,294.567,567.243,957.042,939.003,676.982,757.362,973.841,295.221
767,0.213055556,294.567,567.243,957.042,939.003,676.982,757.362,973.841,295.221
768,0.213333333,294.567,567.243,957.042,939.003,676.982,757.362,973.841,295.221
769,0.213611111,294.581,567.864,957.439,939.412,677.631,758.015,974.243,295.225
770,0.213888889,294.581,567.864,957.439,939.412,677.631,758.015,974.243,295.225
771,0.214166667,294.581,567.864,957.439,939.412,677.631,758.015,974.243,295.225
772,0.214444444,294.581,567.864,957.439,939.412,677.631,758.015,974.243,295.225
773,0.214722222,294.6,568.64,957.766,939.855,678.306,758.668,974.658,295.241
774,0.215,294.6,568.64,957.766,939.855,678.306,758.668,974.658,295.241
775,0.215277778,294.6,568.64,957.766,939.855,678.306,758.668,974.658,295.241
776,0.215555556,294.609,569.475,958.245,940.294,678.965,759.296,975.043,295.243
777,0.215833333,294.609,569.475,958.245,940.294,678.965,759.296,975.043,295.243
778,0.216111111,294.609,569.475,958.245,940.294,678.965,759.296,975.043,295.243
779,0.216388889,294.609,569.475,958.245,940.294,678.965,759.296,975.043,295.243
780,0.216666667,294.62,570.231,958.391,940.745,679.622,759.939,975.457,295.26
781,0.216944444,294.62,570.231,958.391,940.745,679.622,759.939,975.457,295.26
782,0.217222222,294.62,570.231,958.391,940.745,679.622,759.939,975.457,295.26
783,0.2175,294.639,571.186,958.77,941.18,680.256,760.599,975.857,295.256
784,0.217777778,294.639,571.186,958.77,941.18,680.256,760.599,975.857,295.256
785,0.218055556,294.639,571.186,958.77,941.18,680.256,760.599,975.857,295.256
786,0.218333333,294.639,571.186,958.77,941.18,680.256,760.599,975.857,295.256
787,0.218611111,294.656,571.944,959.159,941.624,680.902,761.237,976.274,295.273
788,0.218888889,294.656,571.944,959.159,941.624,680.902,761.237,976.274,295.273
789,0.219166667,294.656,571.944,959.159,941.624,680.902,761.237,976.274,295.273
790,0.219444444,294.671,572.666,959.232,942.08,681.553,761.825,976.691,295.285
791,0.219722222,294.671,572.666,959.232,942.08,681.553,761.825,976.691,295.285
792,0.22,294.671,572.666,959.232,942.08,681.553,761.825,976.691,295.285
793,0.220277778,294.671,572.666,959.232,942.08,681.553,761.825,976.691,295.285
794,0.220555556,294.683,573.495,959.224,942.533,682.199,762.413,977.093,295.29
795,0.220833333,294.683,573.495,959.224,942.533,682.199,762.413,977.093,295.29
796,0.221111111,294.683,573.495,959.224,942.533,682.199,762.413,977.093,295.29
797,0.221388889,294.692,574.229,959.479,942.962,682.845,763.094,977.455,295.293
798,0.221666667,294.692,574.229,959.479,942.962,682.845,763.094,977.455,295.293
799,0.221944444,294.692,574.229,959.479,942.962,682.845,763.094,977.455,295.293
800,0.222222222,294.692,574.229,959.479,942.962,682.845,763.094,977.455,295.293
801,0.2225,294.728,575.093,959.863,943.406,683.487,763.746,977.856,295.306
802,0.222777778,294.728,575.093,959.863,943.406,683.487,763.746,977.856,295.306
803,0.223055556,294.728,575.093,959.863,943.406,683.487,763.746,977.856,295.306
804,0.223333333,294.729,575.958,960.523,943.837,684.125,764.395,978.231,295.315
805,0.223611111,294.729,575.958,960.523,943.837,684.125,764.395,978.231,295.315
806,0.223888889,294.729,575.958,960.523,943.837,684.125,764.395,978.231,295.315
807,0.224166667,294.729,575.958,960.523,943.837,684.125,764.395,978.231,295.315
808,0.224444444,294.741,576.826,960.866,944.26,684.758,765.047,978.652,295.327
809,0.224722222,294.741,576.826,960.866,944.26,684.758,765.047,978.652,295.327
810,0.225,294.741,576.826,960.866,944.26,684.758,765.047,978.652,295.327
811,0.225277778,294.768,577.633,960.971,944.705,685.395,765.626,979.048,295.33
812,0.225555556,294.768,577.633,960.971,944.705,685.395,765.626,979.048,295.33
813,0.225833333,294.768,577.633,960.971,944.705,685.395,765.626,979.048,295.33
814,0.226111111,294.768,577.633,960.971,944.705,685.395,765.626,979.048,295.33
815,0.226388889,294.78,578.475,961.192,945.135,686.029,766.268,979.461,295.335
816,0.226666667,294.78,578.475,961.192,945.135,686.029,766.268,979.461,295.335
817,0.226944444,294.78,578.475,961.192,945.135,686.029,766.268,979.461,295.335
818,0.227222222,294.798,579.367,961.407,945.586,686.663,766.928,979.881,295.342
819,0.2275,294.798,579.367,961.407,945.586,686.663,766.928,979.881,295.342
820,0.227777778,294.798,579.367,961.407,945.586,686.663,766.928,979.881,295.342
821,0.228055556,294.798,579.367,961.407,945.586,686.663,766.928,979.881,295.342
822,0.228333333,294.807,580.225,961.476,946.003,687.281,767.528,980.241,295.358
823,0.228611111,294.807,580.225,961.476,946.003,687.281,767.528,980.241,295.358
824,0.228888889,294.807,580.225,961.476,946.003,687.281,767.528,980.241,295.358
825,0.229166667,294.829,580.875,961.425,946.421,687.891,768.058,980.597,295.364
826,0.229444444,294.829,580.875,961.425,946.421,687.891,768.058,980.597,295.364
827,0.229722222,294.829,580.875,961.425,946.421,687.891,768.058,980.597,295.364
828,0.23,294.829,580.875,961.425,946.421,687.891,768.058,980.597,295.364
829,0.230277778,294.858,581.656,961.124,946.841,688.532,768.727,980.927,295.377
830,0.230555556,294.858,581.656,961.124,946.841,688.532,768.727,980.927,295.377
831,0.230833333,294.858,581.656,961.124,946.841,688.532,768.727,980.927,295.377
832,0.231111111,294.863,582.575,961.304,947.247,689.162,769.349,981.259,295.387
833,0.231388889,294.863,582.575,961.304,947.247,689.162,769.349,981.259,295.387
834,0.231666667,294.863,582.575,961.304,947.247,689.162,769.349,981.259,295.387
835,0.231944444,294.863,582.575,961.304,947.247,689.162,769.349,981.259,295.387
836,0.232222222,294.876,583.293,961.351,947.612,689.776,769.908,981.582,295.4
837,0.2325,294.876,583.293,961.351,947.612,689.776,769.908,981.582,295.4
838,0.232777778,294.876,583.293,961.351,947.612,689.776,769.908,981.582,295.4
839,0.233055556,294.906,584.054,961.262,947.986,690.409,770.563,981.921,295.409
840,0.233333333,294.906,584.054,961.262,947.986,690.409,770.563,981.921,295.409
841,0.233611111,294.906,584.054,961.262,947.986,690.409,770.563,981.921,295.409
842,0.233888889,294.906,584.054,961.262,947.986,690.409,770.563,981.921,295.409
843,0.234166667,294.916,584.913,961.455,948.36,691.039,771.166,982.235,295.421
844,0.234444444,294.916,584.913,961.455,948.36,691.039,771.166,982.235,295.421
845,0.234722222,294.916,584.913,961.455,948.36,691.039,771.166,982.235,295.421
846,0.235,294.931,585.718,961.649,948.742,691.652,771.777,982.583,295.43
847,0.235277778,294.931,585.718,961.649,948.742,691.652,771.777,982.583,295.43
848,0.235555556,294.931,585.718,961.649,948.742,691.652,771.777,982.583,295.43
849,0.235833333,294.931,585.718,961.649,948.742,691.652,771.777,982.583,295.43
850,0.236111111,294.954,586.522,961.689,949.114,692.27,772.385,982.935,295.439
851,0.236388889,294.954,586.522,961.689,949.114,692.27,772.385,982.935,295.439
852,0.236666667,294.954,586.522,961.689,949.114,692.27,772.385,982.935,295.439
853,0.236944444,294.96,587.331,961.687,949.471,692.871,772.973,983.25,295.439
854,0.237222222,294.96,587.331,961.687,949.471,692.871,772.973,983.25,295.439
855,0.2375,294.96,587.331,961.687,949.471,692.871,772.973,983.25,295.439
856,0.237777778,294.96,587.331,961.687,949.471,692.871,772.973,983.25,295.439
857,0.238055556,294.972,588.116,961.894,949.832,693.478,773.547,983.553,295.442
858,0.238333333,294.972,588.116,961.894,949.832,693.478,773.547,983.553,295.442
859,0.238611111,294.972,588.116,961.894,949.832,693.478,773.547,983.553,295.442
860,0.238888889,294.996,588.874,962.05,950.198,694.101,774.181,983.853,295.446
861,0.239166667,294.996,588.874,962.05,950.198,694.101,774.181,983.853,295.446
862,0.239444444,294.996,588.874,962.05,950.198,694.101,774.181,983.853,295.446
863,0.239722222,294.996,588.874,962.05,950.198,694.101,774.181,983.853,295.446
864,0.24,295.02,589.602,961.973,950.547,694.709,774.732,984.125,295.461
865,0.240277778,295.02,589.602,961.973,950.547,694.709,774.732,984.125,295.461
866,0.240555556,295.02,589.602,961.973,950.547,694.709,774.732,984.125,295.461
867,0.240833333,295.044,590.207,961.75,950.878,695.304,775.268,984.384,295.472
868,0.241111111,295.044,590.207,961.75,950.878,695.304,775.268,984.384,295.472
869,0.241388889,295.044,590.207,961.75,950.878,695.304,775.268,984.384,295.472
870,0.241666667,295.066,590.846,961.786,951.183,695.89,775.873,984.637,295.48
871,0.241944444,295.066,590.846,961.786,951.183,695.89,775.873,984.637,295.48
872,0.242222222,295.066,590.846,961.786,951.183,695.89,775.873,984.637,295.48
873,0.2425,295.066,590.846,961.786,951.183,695.89,775.873,984.637,295.48
874,0.242777778,295.081,591.56,961.822,951.488,696.505,776.445,984.864,295.494
875,0.243055556,295.081,591.56,961.822,951.488,696.505,776.445,984.864,295.494
876,0.243333333,295.081,591.56,961.822,951.488,696.505,776.445,984.864,295.494
877,0.243611111,295.102,592.293,962.339,951.751,697.072,776.995,985.048,295.495
878,0.243888889,295.102,592.293,962.339,951.751,697.072,776.995,985.048,295.495
879,0.244166667,295.102,592.293,962.339,951.751,697.072,776.995,985.048,295.495
880,0.244444444,295.102,592.293,962.339,951.751,697.072,776.995,985.048,295.495
881,0.244722222,295.122,593.084,962.309,952.025,697.661,777.594,985.309,295.506
882,0.245,295.122,593.084,962.309,952.025,697.661,777.594,985.309,295.506
883,0.245277778,295.122,593.084,962.309,952.025,697.661,777.594,985.309,295.506
884,0.245555556,295.14,593.85,962.352,952.3,698.25,778.155,985.514,295.514
885,0.245833333,295.14,593.85,962.352,952.3,698.25,778.155,985.514,295.514
886,0.246111111,295.14,593.85,962.352,952.3,698.25,778.155,985.514,295.514
887,0.246388889,295.14,593.85,962.352,952.3,698.25,778.155,985.514,295.514
888,0.246666667,295.147,594.509,962.086,952.577,698.816,778.667,985.723,295.514
889,0.246944444,295.147,594.509,962.086,952.577,698.816,778.667,985.723,295.514
890,0.247222222,295.147,594.509,962.086,952.577,698.816,778.667,985.723,295.514
891,0.2475,295.176,595.239,962.172,952.856,699.364,779.228,985.942,295.541
892,0.247777778,295.176,595.239,962.172,952.856,699.364,779.228,985.942,295.541
893,0.248055556,295.176,595.239,962.172,952.856,699.364,779.228,985.942,295.541
894,0.248333333,295.176,595.239,962.172,952.856,699.364,779.228,985.942,295.541
895,0.248611111,295.189,596.017,962.252,953.117,699.928,779.769,986.166,295.539
896,0.248888889,295.189,596.017,962.252,953.117,699.928,779.769,986.166,295.539
897,0.249166667,295.189,596.017,962.252,953.117,699.928,779.769,986.166,295.539
898,0.249444444,295.23,596.677,962.116,953.384,700.508,780.284,986.364,295.557
899,0.249722222,295.23,596.677,962.116,953.384,700.508,780.284,986.364,295.557
900,0.25,295.23,596.677,962.116,953.384,700.508,780.284,986.364,295.557
901,0.250277778,295.23,596.677,962.116,953.384,700.508,780.284,986.364,295.557
902,0.250555556,295.238,597.36,961.976,953.663,701.072,780.882,986.61,295.559
903,0.250833333,295.238,597.36,961.976,953.663,701.072,780.882,986.61,295.559
904,0.251111111,295.238,597.36,961.976,953.663,701.072,780.882,986.61,295.559
905,0.251388889,295.257,597.999,961.693,953.913,701.609,781.374,986.818,295.559
906,0.251666667,295.257,597.999,961.693,953.913,701.609,781.374,986.818,295.559
907,0.251944444,295.257,597.999,961.693,953.913,701.609,781.374,986.818,295.559
908,0.252222222,295.257,597.999,961.693,953.913,701.609,781.374,986.818,295.559
909,0.2525,295.28,598.724,961.595,954.175,702.189,781.897,987.042,295.565
910,0.252777778,295.28,598.724,961.595,954.175,702.189,781.897,987.042,295.565
911,0.253055556,295.28,598.724,961.595,954.175,702.189,781.897,987.042,295.565
912,0.253333333,295.293,599.386,961.698,954.432,702.709,782.389,987.239,295.577
913,0.253611111,295.293,599.386,961.698,954.432,702.709,782.389,987.239,295.577
914,0.253888889,295.293,599.386,961.698,954.432,702.709,782.389,987.239,295.577
915,0.254166667,295.293,599.386,961.698,954.432,702.709,782.389,987.239,295.577
916,0.254444444,295.316,600.171,961.546,954.696,703.263,782.907,987.489,295.588
917,0.254722222,295.316,600.171,961.546,954.696,703.263,782.907,987.489,295.588
918,0.255,295.316,600.171,961.546,954.696,703.263,782.907,987.489,295.588
919,0.255277778,295.35,600.85,961.333,954.959,703.797,783.429,987.733,295.585
920,0.255555556,295.35,600.85,961.333,954.959,703.797,783.429,987.733,295.585
921,0.255833333,295.35,600.85,961.333,954.959,703.797,783.429,987.733,295.585
922,0.256111111,295.35,600.85,961.333,954.959,703.797,783.429,987.733,295.585
923,0.256388889,295.353,601.434,961.345,955.221,704.318,783.902,987.942,295.597
924,0.256666667,295.353,601.434,961.345,955.221,704.318,783.902,987.942,295.597
925,0.256944444,295.353,601.434,961.345,955.221,704.318,783.902,987.942,295.597
926,0.257222222,295.384,602.139,961.321,955.484,704.87,784.415,988.157,295.606
927,0.2575,295.384,602.139,961.321,955.484,704.87,784.415,988.157,295.606
928,0.257777778,295.384,602.139,961.321,955.484,704.87,784.415,988.157,295.606
929,0.258055556,295.384,602.139,961.321,955.484,704.87,784.415,988.157,295.606
930,0.258333333,295.402,602.79,961.468,955.729,705.398,784.885,988.361,295.605
931,0.258611111,295.402,602.79,961.468,955.729,705.398,784.885,988.361,295.605
932,0.258888889,295.402,602.79,961.468,955.729,705.398,784.885,988.361,295.605
933,0.259166667,295.423,603.413,961.619,955.977,705.937,785.321,988.493,295.615
934,0.259444444,295.423,603.413,961.619,955.977,705.937,785.321,988.493,295.615
935,0.259722222,295.423,603.413,961.619,955.977,705.937,785.321,988.493,295.615
936,0.26,295.423,603.413,961.619,955.977,705.937,785.321,988.493,295.615
937,0.260277778,295.442,604.056,961.984,956.201,706.469,785.825,988.682,295.615
938,0.260555556,295.442,604.056,961.984,956.201,706.469,785.825,988.682,295.615
939,0.260833333,295.442,604.056,961.984,956.201,706.469,785.825,988.682,295.615
940,0.261111111,295.467,604.693,962.438,956.439,706.993,786.324,988.918,295.625
941,0.261388889,295.467,604.693,962.438,956.439,706.993,786.324,988.918,295.625
942,0.261666667,295.467,604.693,962.438,956.439,706.993,786.324,988.918,295.625
943,0.261944444,295.494,605.254,962.771,956.686,707.485,786.772,989.135,295.637
944,0.262222222,295.494,605.254,962.771,956.686,707.485,786.772,989.135,295.637
945,0.2625,295.494,605.254,962.771,956.686,707.485,786.772,989.135,295.637
946,0.262777778,295.494,605.254,962.771,956.686,707.485,786.772,989.135,295.637
947,0.263055556,295.495,605.871,963.076,956.92,708.005,787.23,989.346,295.622
948,0.263333333,295.495,605.871,963.076,956.92,708.005,787.23,989.346,295.622
949,0.263611111,295.495,605.871,963.076,956.92,708.005,787.23,989.346,295.622
950,0.263888889,295.532,606.607,963.689,957.206,708.513,787.754,989.629,295.637
951,0.264166667,295.532,606.607,963.689,957.206,708.513,787.754,989.629,295.637
952,0.264444444,295.532,606.607,963.689,957.206,708.513,787.754,989.629,295.637
953,0.264722222,295.532,606.607,963.689,957.206,708.513,787.754,989.629,295.637
954,0.265,295.548,607.263,963.769,957.489,709.035,788.237,989.961,295.645
955,0.265277778,295.548,607.263,963.769,957.489,709.035,788.237,989.961,295.645
956,0.265555556,295.548,607.263,963.769,957.489,709.035,788.237,989.961,295.645
957,0.265833333,295.564,607.876,963.601,957.801,709.544,788.67,990.27,295.639
958,0.266111111,295.564,607.876,963.601,957.801,709.544,788.67,990.27,295.639
959,0.266388889,295.564,607.876,963.601,957.801,709.544,788.67,990.27,295.639
960,0.266666667,295.564,607.876,963.601,957.801,709.544,788.67,990.27,295.639
961,0.266944444,295.592,608.397,963.488,958.111,710.031,789.089,990.576,295.645
962,0.267222222,295.592,608.397,963.488,958.111,710.031,789.089,990.576,295.645
963,0.2675,295.592,608.397,963.488,958.111,710.031,789.089,990.576,295.645
964,0.267777778,295.61,608.985,963.587,958.429,710.526,789.547,990.884,295.644
965,0.268055556,295.61,608.985,963.587,958.429,710.526,789.547,990.884,295.644
966,0.268333333,295.61,608.985,963.587,958.429,710.526,789.547,990.884,295.644
967,0.268611111,295.61,608.985,963.587,958.429,710.526,789.547,990.884,295.644
968,0.268888889,295.627,609.475,963.747,958.748,711.008,789.953,991.175,295.646
969,0.269166667,295.627,609.475,963.747,958.748,711.008,789.953,991.175,295.646
970,0.269444444,295.627,609.475,963.747,958.748,711.008,789.953,991.175,295.646
971,0.269722222,295.66,610.117,964.185,959.078,711.514,790.474,991.467,295.653
972,0.27,295.66,610.117,964.185,959.078,711.514,790.474,991.467,295.653
973,0.270277778,295.66,610.117,964.185,959.078,711.514,790.474,991.467,295.653
974,0.270555556,295.66,610.117,964.185,959.078,711.514,790.474,991.467,295.653
975,0.270833333,295.672,610.645,964.516,959.394,711.999,790.924,991.778,295.648
976,0.271111111,295.672,610.645,964.516,959.394,711.999,790.924,991.778,295.648
977,0.271388889,295.672,610.645,964.516,959.394,711.999,790.924,991.778,295.648
978,0.271666667,295.694,611.24,964.703,959.704,712.481,791.361,992.079,295.645
979,0.271944444,295.694,611.24,964.703,959.704,712.481,791.361,992.079,295.645
980,0.272222222,295.694,611.24,964.703,959.704,712.481,791.361,992.079,295.645
981,0.2725,295.694,611.24,964.703,959.704,712.481,791.361,992.079,295.645
982,0.272777778,295.716,611.881,964.733,960.043,712.987,791.848,992.437,295.651
983,0.273055556,295.716,611.881,964.733,960.043,712.987,791.848,992.437,295.651
984,0.273333333,295.716,611.881,964.733,960.043,712.987,791.848,992.437,295.651
985,0.273611111,295.733,612.497,964.653,960.382,713.481,792.315,992.756,295.646
986,0.273888889,295.733,612.497,964.653,960.382,713.481,792.315,992.756,295.646
987,0.274166667,295.733,612.497,964.653,960.382,713.481,792.315,992.756,295.646
988,0.274444444,295.733,612.497,964.653,960.382,713.481,792.315,992.756,295.646
989,0.274722222,295.765,613.056,964.783,960.743,713.992,792.79,993.154,295.655
990,0.275,295.765,613.056,964.783,960.743,713.992,792.79,993.154,295.655
991,0.275277778,295.765,613.056,964.783,960.743,713.992,792.79,993.154,295.655
992,0.275555556,295.791,613.615,965.146,961.101,714.505,793.271,993.49,295.655
993,0.275833333,295.791,613.615,965.146,961.101,714.505,793.271,993.49,295.655
994,0.276111111,295.791,613.615,965.146,961.101,714.505,793.271,993.49,295.655
995,0.276388889,295.791,613.615,965.146,961.101,714.505,793.271,993.49,295.655
996,0.276666667,295.81,614.279,965.407,961.467,715.002,793.762,993.861,295.66
997,0.276944444,295.81,614.279,965.407,961.467,715.002,793.762,993.861,295.66
998,0.277222222,295.81,614.279,965.407,961.467,715.002,793.762,993.861,295.66
999,0.2775,295.83,614.825,965.282,961.788,715.48,794.189,994.157,295.647
1000,0.277777778,295.83,614.825,965.282,961.788,715.48,794.189,994.157,295.647
1001,0.278055556,295.83,614.825,965.282,961.788,715.48,794.189,994.157,295.647
1002,0.278333333,295.854,615.348,965.158,962.149,715.993,794.658,994.525,295.66
1003,0.278611111,295.854,615.348,965.158,962.149,715.993,794.658,994.525,295.66
1004,0.278888889,295.854,615.348,965.158,962.149,715.993,794.658,994.525,295.66
1005,0.279166667,295.854,615.348,965.158,962.149,715.993,794.658,994.525,295.66
1006,0.279444444,295.888,615.909,965.27,962.493,716.479,795.134,994.814,295.653
1007,0.279722222,295.888,615.909,965.27,962.493,716.479,795.134,994.814,295.653
1008,0.28,295.888,615.909,965.27,962.493,716.479,795.134,994.814,295.653
1009,0.280277778,295.909,616.6,965.348,962.82,716.984,795.644,995.151,295.658
1010,0.280555556,295.909,616.6,965.348,962.82,716.984,795.644,995.151,295.658
1011,0.280833333,295.909,616.6,965.348,962.82,716.984,795.644,995.151,295.658
1012,0.281111111,295.909,616.6,965.348,962.82,716.984,795.644,995.151,295.658
1013,0.281388889,295.921,617.111,965.256,963.159,717.468,796.119,995.465,295.648
1014,0.281666667,295.921,617.111,965.256,963.159,717.468,796.119,995.465,295.648
1015,0.281944444,295.921,617.111,965.256,963.159,717.468,796.119,995.465,295.648
1016,0.282222222,295.954,617.715,965.252,963.481,717.975,796.576,995.736,295.654
1017,0.2825,295.954,617.715,965.252,963.481,717.975,796.576,995.736,295.654
1018,0.282777778,295.954,617.715,965.252,963.481,717.975,796.576,995.736,295.654
1019,0.283055556,295.954,617.715,965.252,963.481,717.975,796.576,995.736,295.654
1020,0.283333333,295.964,618.388,965.29,963.806,718.485,797.114,996.054,295.66
1021,0.283611111,295.964,618.388,965.29,963.806,718.485,797.114,996.054,295.66
1022,0.283888889,295.964,618.388,965.29,963.806,718.485,797.114,996.054,295.66
1023,0.284166667,295.997,619.058,965.189,964.125,718.995,797.631,996.361,295.657
1024,0.284444444,295.997,619.058,965.189,964.125,718.995,797.631,996.361,295.657
1025,0.284722222,295.997,619.058,965.189,964.125,718.995,797.631,996.361,295.657
1026,0.285,295.997,619.058,965.189,964.125,718.995,797.631,996.361,295.657
1027,0.285277778,296.015,619.631,964.62,964.406,719.5,798.103,996.604,295.649
1028,0.285555556,296.015,619.631,964.62,964.406,719.5,798.103,996.604,295.649
1029,0.285833333,296.015,619.631,964.62,964.406,719.5,798.103,996.604,295.649
1030,0.286111111,296.039,619.966,964.003,963.146,720.132,798.687,996.909,295.646
1031,0.286388889,296.039,619.966,964.003,963.146,720.132,798.687,996.909,295.646
1032,0.286666667,296.039,619.966,964.003,963.146,720.132,798.687,996.909,295.646
1033,0.286944444,296.039,619.966,964.003,963.146,720.132,798.687,996.909,295.646
1034,0.287222222,296.065,620.537,963.829,963.131,720.786,799.222,997.113,295.65
1035,0.2875,296.065,620.537,963.829,963.131,720.786,799.222,997.113,295.65
1036,0.287777778,296.065,620.537,963.829,963.131,720.786,799.222,997.113,295.65
1037,0.288055556,296.094,621.06,963.611,963.309,721.351,799.647,997.311,295.654
1038,0.288333333,296.094,621.06,963.611,963.309,721.351,799.647,997.311,295.654
1039,0.288611111,296.094,621.06,963.611,963.309,721.351,799.647,997.311,295.654
1040,0.288888889,296.094,621.06,963.611,963.309,721.351,799.647,997.311,295.654
1041,0.289166667,296.119,621.701,963.584,963.542,721.918,800.146,997.463,295.649
1042,0.289444444,296.119,621.701,963.584,963.542,721.918,800.146,997.463,295.649
1043,0.289722222,296.119,621.701,963.584,963.542,721.918,800.146,997.463,295.649
1044,0.29,296.144,622.395,963.668,963.781,722.504,800.668,997.626,295.644
1045,0.290277778,296.144,622.395,963.668,963.781,722.504,800.668,997.626,295.644
1046,0.290555556,296.144,622.395,963.668,963.781,722.504,800.668,997.626,295.644
1047,0.290833333,296.144,622.395,963.668,963.781,722.504,800.668,997.626,295.644
1048,0.291111111,296.166,622.938,963.408,964.008,723.037,801.07,997.732,295.645
1049,0.291388889,296.166,622.938,963.408,964.008,723.037,801.07,997.732,295.645
1050,0.291666667,296.166,622.938,963.408,964.008,723.037,801.07,997.732,295.645
1051,0.291944444,296.195,623.615,963.103,964.23,723.584,801.633,997.861,295.639
1052,0.292222222,296.195,623.615,963.103,964.23,723.584,801.633,997.861,295.639
1053,0.2925,296.195,623.615,963.103,964.23,723.584,801.633,997.861,295.639
1054,0.292777778,296.195,623.615,963.103,964.23,723.584,801.633,997.861,295.639
1055,0.293055556,296.217,624.171,962.687,964.436,724.117,802.145,997.965,295.644
1056,0.293333333,296.217,624.171,962.687,964.436,724.117,802.145,997.965,295.644
1057,0.293611111,296.217,624.171,962.687,964.436,724.117,802.145,997.965,295.644
1058,0.293888889,296.244,624.733,962.314,964.634,724.634,802.508,998.058,295.641
1059,0.294166667,296.244,624.733,962.314,964.634,724.634,802.508,998.058,295.641
1060,0.294444444,296.244,624.733,962.314,964.634,724.634,802.508,998.058,295.641
1061,0.294722222,296.244,624.733,962.314,964.634,724.634,802.508,998.058,295.641
1062,0.295,296.257,625.275,961.723,964.82,725.138,802.954,998.12,295.625
1063,0.295277778,296.257,625.275,961.723,964.82,725.138,802.954,998.12,295.625
1064,0.295555556,296.257,625.275,961.723,964.82,725.138,802.954,998.12,295.625
1065,0.295833333,296.293,625.815,961.584,964.998,725.653,803.472,998.22,295.637
1066,0.296111111,296.293,625.815,961.584,964.998,725.653,803.472,998.22,295.637
1067,0.296388889,296.293,625.815,961.584,964.998,725.653,803.472,998.22,295.637
1068,0.296666667,296.293,625.815,961.584,964.998,725.653,803.472,998.22,295.637
1069,0.296944444,296.318,626.417,961.745,965.16,726.144,803.943,998.273,295.639
1070,0.297222222,296.318,626.417,961.745,965.16,726.144,803.943,998.273,295.639
1071,0.2975,296.318,626.417,961.745,965.16,726.144,803.943,998.273,295.639
1072,0.297777778,296.339,627.003,961.941,965.299,726.639,804.418,998.342,295.623
1073,0.298055556,296.339,627.003,961.941,965.299,726.639,804.418,998.342,295.623
1074,0.298333333,296.339,627.003,961.941,965.299,726.639,804.418,998.342,295.623
1075,0.298611111,296.368,627.597,961.162,965.447,727.119,804.856,998.401,295.635
1076,0.298888889,296.368,627.597,961.162,965.447,727.119,804.856,998.401,295.635
1077,0.299166667,296.368,627.597,961.162,965.447,727.119,804.856,998.401,295.635
1078,0.299444444,296.368,627.597,961.162,965.447,727.119,804.856,998.401,295.635
1079,0.299722222,296.382,628.152,961.311,965.571,727.602,805.249,998.422,295.631
1080,0.3,296.382,628.152,961.311,965.571,727.602,805.249,998.422,295.631
1081,0.300277778,296.382,628.152,961.311,965.571,727.602,805.249,998.422,295.631
1082,0.300555556,296.428,628.746,961.353,965.703,728.097,805.737,998.48,295.632
1083,0.300833333,296.428,628.746,961.353,965.703,728.097,805.737,998.48,295.632
1084,0.301111111,296.428,628.746,961.353,965.703,728.097,805.737,998.48,295.632
1085,0.301388889,296.428,628.746,961.353,965.703,728.097,805.737,998.48,295.632
