Clock Time,Time (s),MFC H2 SP (lpm),MFC CH4 SP (lpm),MFC CO2 SP (lpm),MFC He SP (lpm),MFC H2 (lpm),MFC CH4 (lpm),MFC CO2 (lpm),MFC He (lpm),P1 Limit (mbarg),P2 Limit (mbarg),DP1 Limit (mbar),DP2 Limit (mbar),P1 (mbarg),P2 (mbarg),DP1 (mbar),DP2 (mbar),T1 Limit (°C),T2 Limit (°C),T3 Limit (°C),T4 Limit (°C),T5 Limit (°C),T6 Limit (°C),T7 Limit (°C),T8 Limit (°C),T9 Limit (°C),T10 Limit (°C),T11 Limit (°C),T12 Limit (°C),T13 Limit (°C),T14 Limit (°C),T15 Limit (°C),T16 Limit (°C),T1 (°C),T2 (°C),T3 (°C),T4 (°C),T5 (°C),T6 (°C),T7 (°C),T8 (°C),T09 (°C),T10 (°C),T11 (°C),T12 (°C),T13 (°C),T14 (°C),T15 (°C),T16 (°C),Flow Module,Pressure Module,Temperature Module,Program Started,MFCs Manual,Alarm Triggered,Overpressure,Overtemperature,Emergency User Input,Flows Emergency Stop,Flow Module Comm Error,Pressure Module Comm Error,Temperature Module Comm Error
11:42:37,0.000,3.000,4.000,4.000,4.000,2.964,5.717,5.552,2.759,500.000,200.000,200.000,100.000,0.780,0.512,-0.184,-0.350,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,20.938,20.980,21.177,21.195,19.157,25.136,24.918,22.469,21.277,21.159,21.068,21.226,21.110,20.900,21.045,20.962,1.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11:42:37,1.000,3.000,4.000,4.000,4.000,2.964,5.717,5.552,2.759,500.000,200.000,200.000,100.000,0.780,0.512,-0.184,-0.350,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,20.938,20.980,21.177,21.195,19.157,25.136,24.918,22.469,21.277,21.159,21.068,21.226,21.110,20.900,21.045,20.962,1.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11:42:38,2.000,3.000,4.000,4.000,4.000,2.968,5.722,5.553,2.755,500.000,200.000,200.000,100.000,0.695,0.419,-0.190,-0.348,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,20.987,20.986,21.171,21.199,19.162,25.128,24.883,22.481,21.287,21.165,21.075,21.250,21.111,20.899,21.047,20.974,1.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11:42:39,3.000,3.000,4.000,4.000,4.000,2.968,5.722,5.553,2.755,500.000,200.000,200.000,100.000,0.695,0.419,-0.190,-0.348,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,20.987,20.986,21.171,21.199,19.162,25.128,24.883,22.481,21.287,21.165,21.075,21.250,21.111,20.899,21.047,20.974,1.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11:42:40,4.000,3.000,4.000,4.000,4.000,2.968,5.722,5.553,2.755,500.000,200.000,200.000,100.000,0.695,0.419,-0.190,-0.348,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,20.987,20.986,21.171,21.199,19.162,25.128,24.883,22.481,21.287,21.165,21.075,21.250,21.111,20.899,21.047,20.974,1.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11:42:41,5.000,3.000,4.000,4.000,4.000,2.967,5.719,5.558,2.760,500.000,200.000,200.000,100.000,0.687,0.414,-0.183,-0.345,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,21.013,20.985,21.176,21.210,19.175,25.101,24.878,22.493,21.292,21.169,21.078,21.242,21.117,20.914,21.040,20.970,1.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11:42:42,6.000,3.000,4.000,4.000,4.000,2.967,5.719,5.558,2.760,500.000,200.000,200.000,100.000,0.687,0.414,-0.183,-0.345,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,21.013,20.985,21.176,21.210,19.175,25.101,24.878,22.493,21.292,21.169,21.078,21.242,21.117,20.914,21.040,20.970,1.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11:42:43,7.000,3.000,4.000,4.000,4.000,2.967,5.719,5.558,2.760,500.000,200.000,200.000,100.000,0.687,0.414,-0.183,-0.345,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,21.013,20.985,21.176,21.210,19.175,25.101,24.878,22.493,21.292,21.169,21.078,21.242,21.117,20.914,21.040,20.970,1.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11:42:44,8.000,3.000,4.000,4.000,4.000,2.967,5.719,5.558,2.760,500.000,200.000,200.000,100.000,0.687,0.414,-0.183,-0.345,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,21.013,20.985,21.176,21.210,19.175,25.101,24.878,22.493,21.292,21.169,21.078,21.242,21.117,20.914,21.040,20.970,1.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11:42:45,9.000,3.000,4.000,4.000,4.000,2.971,5.711,5.558,2.756,500.000,200.000,200.000,100.000,0.686,0.410,-0.190,-0.349,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,21.023,20.982,21.179,21.211,19.171,25.073,24.854,22.487,21.284,21.171,21.087,21.236,21.119,20.908,21.058,20.967,1.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11:42:46,10.000,3.000,4.000,4.000,4.000,2.971,5.711,5.558,2.756,500.000,200.000,200.000,100.000,0.686,0.410,-0.190,-0.349,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,21.023,20.982,21.179,21.211,19.171,25.073,24.854,22.487,21.284,21.171,21.087,21.236,21.119,20.908,21.058,20.967,1.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
