time,T2
2142,300.292
2143,300.292
2144,300.292
2145,300.318
2146,300.318
2147,300.318
2148,300.326
2149,300.326
2150,300.326
2151,300.326
2152,300.349
2153,300.349
2154,300.349
2155,300.375
2156,300.375
2157,300.375
2158,300.375
2159,300.384
2160,300.384
2161,300.384
2162,300.406
2163,300.406
2164,300.406
2165,300.406
2166,300.418
2167,300.418
2168,300.418
2169,300.427
2170,300.427
2171,300.427
2172,300.427
2173,300.452
2174,300.452
2175,300.452
2176,300.477
2177,300.477
2178,300.477
2179,300.477
2180,300.492
2181,300.492
2182,300.492
2183,300.516
2184,300.516
2185,300.516
2186,300.516
2187,300.522
2188,300.522
2189,300.522
2190,300.563
2191,300.563
2192,300.563
2193,300.563
2194,300.562
2195,300.562
2196,300.562
2197,300.578
2198,300.578
2199,300.578
2200,300.578
2201,300.593
2202,300.593
2203,300.593
2204,300.612
2205,300.612
2206,300.612
2207,300.612
2208,300.648
2209,300.648
2210,300.648
2211,300.657
2212,300.657
2213,300.657
2214,300.657
2215,300.677
2216,300.677
2217,300.677
2218,300.698
2219,300.698
2220,300.698
2221,300.698
2222,300.722
2223,300.722
2224,300.722
2225,300.731
2226,300.731
2227,300.731
2228,300.731
2229,300.753
2230,300.753
2231,300.753
2232,300.778
2233,300.778
2234,300.778
2235,300.778
2236,300.78
2237,300.78
2238,300.78
2239,300.801
2240,300.801
2241,300.801
2242,300.801
2243,300.811
2244,300.811
2245,300.811
2246,300.845
2247,300.845
2248,300.845
2249,300.845
2250,300.86
2251,300.86
2252,300.86
2253,300.879
2254,300.879
2255,300.879
2256,300.879
2257,300.902
2258,300.902
2259,300.902
2260,300.925
2261,300.925
2262,300.925
2263,300.925
2264,300.936
2265,300.936
2266,300.936
2267,300.962
2268,300.962
2269,300.962
2270,300.962
2271,300.964
2272,300.964
2273,300.964
2274,300.986
2275,300.986
2276,300.986
2277,300.986
2278,301.004
2279,301.004
2280,301.004
2281,301.024
2282,301.024
2283,301.024
2284,301.024
2285,301.039
2286,301.039
2287,301.039
2288,301.062
2289,301.062
2290,301.062
2291,301.062
2292,301.075
2293,301.075
2294,301.075
2295,301.1
2296,301.1
2297,301.1
2298,301.119
2299,301.119
2300,301.119
2301,301.119
2302,301.141
2303,301.141
2304,301.141
2305,301.156
2306,301.156
2307,301.156
2308,301.156
2309,301.182
2310,301.182
2311,301.182
2312,301.193
2313,301.193
2314,301.193
2315,301.193
2316,301.215
2317,301.215
2318,301.215
2319,301.235
2320,301.235
2321,301.235
2322,301.235
2323,301.256
2324,301.256
2325,301.256
2326,301.272
2327,301.272
2328,301.272
2329,301.272
2330,301.287
2331,301.287
2332,301.287
2333,301.298
2334,301.298
2335,301.298
2336,301.298
2337,301.339
2338,301.339
2339,301.339
2340,301.35
2341,301.35
2342,301.35
2343,301.35
2344,301.362
2345,301.362
2346,301.362
2347,301.392
2348,301.392
2349,301.392
2350,301.399
2351,301.399
2352,301.399
2353,301.399
2354,301.42
2355,301.42
2356,301.42
2357,301.436
2358,301.436
2359,301.436
2360,301.436
2361,301.458
2362,301.458
2363,301.458
2364,301.461
2365,301.461
2366,301.461
2367,301.461
2368,301.48
2369,301.48
2370,301.48
2371,301.499
2372,301.499
2373,301.499
2374,301.499
2375,301.528
2376,301.528
2377,301.528
2378,301.542
2379,301.542
2380,301.542
2381,301.542
2382,301.552
2383,301.552
2384,301.552
2385,301.59
2386,301.59
2387,301.59
2388,301.59
2389,301.602
2390,301.602
2391,301.602
2392,301.614
2393,301.614
2394,301.614
2395,301.614
2396,301.64
2397,301.64
2398,301.64
2399,301.653
2400,301.653
2401,301.653
2402,301.653
2403,301.671
2404,301.671
2405,301.671
2406,301.679
2407,301.679
2408,301.679
2409,301.679
2410,301.694
2411,301.694
2412,301.694
2413,301.72
2414,301.72
2415,301.72
2416,301.72
2417,301.749
2418,301.749
2419,301.749
2420,301.753
2421,301.753
2422,301.753
2423,301.753
2424,301.782
2425,301.782
2426,301.782
2427,301.789
2428,301.789
2429,301.789
2430,301.789
2431,301.811
2432,301.811
2433,301.811
2434,301.839
2435,301.839
2436,301.839
2437,301.839
2438,301.845
2439,301.845
2440,301.845
2441,301.856
2442,301.856
2443,301.856
2444,301.856
2445,301.876
2446,301.876
2447,301.876
2448,301.9
2449,301.9
2450,301.9
2451,301.9
2452,301.917
2453,301.917
2454,301.917
2455,301.951
2456,301.951
2457,301.951
2458,301.951
2459,301.957
2460,301.957
2461,301.957
2462,301.974
2463,301.974
2464,301.974
2465,301.974
2466,301.993
2467,301.993
2468,301.993
2469,302.013
2470,302.013
2471,302.013
2472,302.013
2473,302.033
2474,302.033
2475,302.033
2476,302.049
2477,302.049
2478,302.049
2479,302.072
2480,302.072
2481,302.072
2482,302.072
2483,302.087
2484,302.087
2485,302.087
2486,302.114
2487,302.114
2488,302.114
2489,302.114
2490,302.125
2491,302.125
2492,302.125
2493,302.147
2494,302.147
2495,302.147
2496,302.147
2497,302.171
2498,302.171
2499,302.171
2500,302.192
2501,302.192
2502,302.192
2503,302.192
2504,302.203
2505,302.203
2506,302.203
2507,302.222
2508,302.222
2509,302.222
2510,302.222
2511,302.247
2512,302.247
2513,302.247
2514,302.28
2515,302.28
2516,302.28
2517,302.28
2518,302.28
2519,302.28
2520,302.28
2521,302.303
2522,302.303
2523,302.303
2524,302.303
2525,302.329
2526,302.329
2527,302.329
2528,302.344
2529,302.344
2530,302.344
2531,302.364
2532,302.364
2533,302.364
2534,302.364
2535,302.387
2536,302.387
2537,302.387
2538,302.407
2539,302.407
2540,302.407
2541,302.407
2542,302.421
2543,302.421
2544,302.421
2545,302.435
2546,302.435
2547,302.435
2548,302.435
2549,302.461
2550,302.461
2551,302.461
2552,302.471
2553,302.471
2554,302.471
2555,302.471
2556,302.495
2557,302.495
2558,302.495
2559,302.517
2560,302.517
2561,302.517
2562,302.517
2563,302.54
2564,302.54
2565,302.54
2566,302.56
2567,302.56
2568,302.56
2569,302.56
2570,302.569
2571,302.569
2572,302.569
2573,302.59
2574,302.59
2575,302.59
2576,302.59
2577,302.601
2578,302.601
2579,302.601
2580,302.623
2581,302.623
2582,302.623
2583,302.623
2584,302.638
2585,302.638
2586,302.638
2587,302.658
2588,302.658
2589,302.658
2590,302.658
2591,302.682
2592,302.682
2593,302.682
2594,302.687
2595,302.687
2596,302.687
2597,302.687
2598,302.712
2599,302.712
2600,302.712
2601,302.719
2602,302.719
2603,302.719
2604,302.719
2605,302.748
2606,302.748
2607,302.748
2608,302.77
2609,302.77
2610,302.77
2611,302.79
2612,302.79
2613,302.79
2614,302.79
2615,302.811
2616,302.811
2617,302.811
2618,302.819
2619,302.819
2620,302.819
2621,302.819
2622,302.847
2623,302.847
2624,302.847
2625,302.862
2626,302.862
2627,302.862
2628,302.862
2629,302.879
2630,302.879
2631,302.879
2632,302.892
2633,302.892
2634,302.892
2635,302.892
2636,302.896
2637,302.896
2638,302.896
2639,302.929
2640,302.929
2641,302.929
2642,302.929
2643,302.943
2644,302.943
2645,302.943
2646,302.961
2647,302.961
2648,302.961
2649,302.961
2650,302.981
2651,302.981
2652,302.981
2653,302.985
2654,302.985
2655,302.985
2656,302.985
2657,303.014
2658,303.014
2659,303.014
2660,303.036
2661,303.036
2662,303.036
2663,303.036
2664,303.043
2665,303.043
2666,303.043
2667,303.07
2668,303.07
2669,303.07
2670,303.07
2671,303.08
2672,303.08
2673,303.08
2674,303.101
2675,303.101
2676,303.101
2677,303.101
2678,303.11
2679,303.11
2680,303.11
2681,303.134
2682,303.134
2683,303.134
2684,303.134
2685,303.144
2686,303.144
2687,303.144
2688,303.168
2689,303.168
2690,303.168
2691,303.187
2692,303.187
2693,303.187
2694,303.187
2695,303.191
2696,303.191
2697,303.191
2698,303.223
2699,303.223
2700,303.223
2701,303.223
2702,303.239
2703,303.239
2704,303.239
2705,303.252
2706,303.252
2707,303.252
2708,303.252
2709,303.27
2710,303.27
2711,303.27
2712,303.287
2713,303.287
2714,303.287
2715,303.287
2716,303.306
2717,303.306
2718,303.306
2719,303.315
2720,303.315
2721,303.315
2722,303.315
2723,303.336
2724,303.336
2725,303.336
2726,303.359
2727,303.359
2728,303.359
2729,303.359
2730,303.366
2731,303.366
2732,303.366
2733,303.394
2734,303.394
2735,303.394
2736,303.394
2737,303.411
2738,303.411
2739,303.411
2740,303.427
2741,303.427
2742,303.427
2743,303.427
2744,303.447
2745,303.447
2746,303.447
2747,303.463
2748,303.463
2749,303.463
2750,303.463
2751,303.482
2752,303.482
2753,303.482
2754,303.498
2755,303.498
2756,303.498
2757,303.498
2758,303.509
2759,303.509
2760,303.509
2761,303.52
2762,303.52
2763,303.52
2764,303.52
2765,303.536
2766,303.536
2767,303.536
2768,303.545
2769,303.545
2770,303.545
2771,303.545
2772,303.565
2773,303.565
2774,303.565
2775,303.59
2776,303.59
2777,303.59
2778,303.609
2779,303.609
2780,303.609
2781,303.609
2782,303.618
2783,303.618
2784,303.618
2785,303.63
2786,303.63
2787,303.63
2788,303.63
2789,303.649
2790,303.649
2791,303.649
2792,303.676
2793,303.676
2794,303.676
2795,303.676
2796,303.687
2797,303.687
2798,303.687
2799,303.705
2800,303.705
2801,303.705
2802,303.705
2803,303.712
2804,303.712
2805,303.712
2806,303.736
2807,303.736
2808,303.736
2809,303.736
2810,303.756
2811,303.756
2812,303.756
2813,303.767
2814,303.767
2815,303.767
2816,303.767
2817,303.796
2818,303.796
2819,303.796
2820,303.809
2821,303.809
2822,303.809
2823,303.809
2824,303.817
2825,303.817
2826,303.817
2827,303.842
2828,303.842
2829,303.842
2830,303.842
2831,303.843
2832,303.843
2833,303.843
2834,303.863
2835,303.863
2836,303.863
2837,303.863
2838,303.89
2839,303.89
2840,303.89
2841,303.913
2842,303.913
2843,303.913
2844,303.913
2845,303.93
2846,303.93
2847,303.93
2848,303.926
2849,303.926
2850,303.926
2851,303.926
2852,303.943
2853,303.943
2854,303.943
2855,303.973
2856,303.973
2857,303.973
2858,303.973
2859,303.977
2860,303.977
2861,303.977
2862,303.998
2863,303.998
2864,303.998
2865,303.998
2866,304.012
2867,304.012
2868,304.012
2869,304.032
2870,304.032
2871,304.032
2872,304.032
2873,304.05
2874,304.05
2875,304.05
2876,304.061
2877,304.061
2878,304.061
2879,304.061
2880,304.079
2881,304.079
2882,304.079
2883,304.089
2884,304.089
2885,304.089
2886,304.089
2887,304.101
2888,304.101
2889,304.101
2890,304.123
2891,304.123
2892,304.123
2893,304.132
2894,304.132
2895,304.132
2896,304.132
2897,304.15
2898,304.15
2899,304.15
2900,304.167
2901,304.167
2902,304.167
2903,304.167
2904,304.174
2905,304.174
2906,304.174
2907,304.174
2908,304.193
2909,304.193
2910,304.193
2911,304.2
2912,304.2
2913,304.2
2914,304.216
2915,304.216
2916,304.216
2917,304.216
2918,304.231
2919,304.231
2920,304.231
2921,304.231
2922,304.241
2923,304.241
2924,304.241
2925,304.274
2926,304.274
2927,304.274
2928,304.284
2929,304.284
2930,304.284
2931,304.284
2932,304.295
2933,304.295
2934,304.295
2935,304.302
2936,304.302
2937,304.302
2938,304.302
2939,304.32
2940,304.32
2941,304.32
2942,304.333
2943,304.333
2944,304.333
2945,304.333
2946,304.35
2947,304.35
2948,304.35
2949,304.362
2950,304.362
2951,304.362
2952,304.362
2953,304.367
2954,304.367
2955,304.367
2956,304.388
2957,304.388
2958,304.388
2959,304.388
2960,304.408
2961,304.408
2962,304.408
2963,304.418
2964,304.418
2965,304.418
2966,304.418
2967,304.427
2968,304.427
2969,304.427
2970,304.45
2971,304.45
2972,304.45
2973,304.45
2974,304.463
2975,304.463
2976,304.463
2977,304.491
2978,304.491
2979,304.491
2980,304.491
2981,304.506
2982,304.506
2983,304.506
2984,304.519
2985,304.519
2986,304.519
2987,304.519
2988,304.528
2989,304.528
2990,304.528
2991,304.544
2992,304.544
2993,304.544
2994,304.544
2995,304.563
2996,304.563
2997,304.563
2998,304.571
2999,304.571
3000,304.571
3001,304.571
3002,304.585
3003,304.585
3004,304.585
3005,304.604
3006,304.604
3007,304.604
3008,304.614
3009,304.614
3010,304.614
3011,304.614
3012,304.628
3013,304.628
3014,304.628
3015,304.628
3016,304.635
3017,304.635
3018,304.635
3019,304.662
3020,304.662
3021,304.662
3022,304.662
3023,304.674
3024,304.674
3025,304.674
3026,304.695
3027,304.695
3028,304.695
3029,304.695
3030,304.715
3031,304.715
3032,304.715
3033,304.72
3034,304.72
3035,304.72
3036,304.72
3037,304.746
3038,304.746
3039,304.746
3040,304.75
3041,304.75
3042,304.75
3043,304.773
3044,304.773
3045,304.773
3046,304.773
3047,304.794
3048,304.794
3049,304.794
3050,304.794
3051,304.811
3052,304.811
3053,304.811
3054,304.824
3055,304.824
3056,304.824
3057,304.824
3058,304.843
3059,304.843
3060,304.843
3061,304.859
3062,304.859
3063,304.859
3064,304.867
3065,304.867
3066,304.867
3067,304.867
3068,304.897
3069,304.897
3070,304.897
3071,304.909
3072,304.909
3073,304.909
3074,304.909
3075,304.923
3076,304.923
3077,304.923
3078,304.947
3079,304.947
3080,304.947
3081,304.947
3082,304.961
3083,304.961
3084,304.961
3085,304.965
3086,304.965
3087,304.965
3088,304.965
3089,304.985
3090,304.985
3091,304.985
3092,305.005
3093,305.005
3094,305.005
3095,305.005
3096,305.024
3097,305.024
3098,305.024
3099,305.035
3100,305.035
3101,305.035
3102,305.035
3103,305.054
3104,305.054
3105,305.054
3106,305.053
3107,305.053
3108,305.053
3109,305.053
3110,305.085
3111,305.085
3112,305.085
3113,305.092
3114,305.092
3115,305.092
3116,305.092
3117,305.123
3118,305.123
3119,305.123
3120,305.127
3121,305.127
3122,305.127
3123,305.139
3124,305.139
3125,305.139
3126,305.139
3127,305.17
3128,305.17
3129,305.17
3130,305.183
3131,305.183
3132,305.183
3133,305.183
3134,305.191
3135,305.191
3136,305.191
3137,305.204
3138,305.204
3139,305.204
3140,305.204
3141,305.227
3142,305.227
3143,305.227
3144,305.25
3145,305.25
3146,305.25
3147,305.25
3148,305.257
3149,305.257
3150,305.257
3151,305.272
3152,305.272
3153,305.272
3154,305.272
3155,305.294
3156,305.294
3157,305.294
3158,305.31
3159,305.31
3160,305.31
3161,305.31
3162,305.335
3163,305.335
3164,305.335
3165,305.341
3166,305.341
3167,305.341
3168,305.341
3169,305.356
3170,305.356
3171,305.356
3172,305.389
3173,305.389
3174,305.389
3175,305.389
3176,305.391
3177,305.391
3178,305.391
3179,305.418
3180,305.418
3181,305.418
3182,305.418
3183,305.427
3184,305.427
3185,305.427
3186,305.446
3187,305.446
3188,305.446
3189,305.446
3190,305.469
3191,305.469
3192,305.469
3193,305.474
3194,305.474
3195,305.474
3196,305.496
3197,305.496
3198,305.496
3199,305.496
3200,305.498
3201,305.498
3202,305.498
3203,305.528
3204,305.528
3205,305.528
3206,305.528
3207,305.531
3208,305.531
3209,305.531
3210,305.545
3211,305.545
3212,305.545
3213,305.545
3214,305.578
3215,305.578
3216,305.578
3217,305.595
3218,305.595
3219,305.595
3220,305.595
3221,305.605
3222,305.605
3223,305.605
3224,305.615
3225,305.615
3226,305.615
3227,305.615
3228,305.63
3229,305.63
3230,305.63
3231,305.654
3232,305.654
3233,305.654
3234,305.654
3235,305.664
3236,305.664
3237,305.664
3238,305.694
3239,305.694
3240,305.694
3241,305.694
3242,305.705
3243,305.705
3244,305.705
3245,305.71
3246,305.71
3247,305.71
3248,305.71
3249,305.736
3250,305.736
3251,305.736
3252,305.755
3253,305.755
3254,305.755
3255,305.755
3256,305.758
3257,305.758
3258,305.758
3259,305.778
3260,305.778
3261,305.778
3262,305.778
3263,305.786
3264,305.786
3265,305.786
3266,305.803
3267,305.803
3268,305.803
3269,305.803
3270,305.821
3271,305.821
3272,305.821
3273,305.834
3274,305.834
3275,305.834
3276,305.834
3277,305.851
3278,305.851
3279,305.851
3280,305.855
3281,305.855
3282,305.855
3283,305.855
3284,305.88
3285,305.88
3286,305.88
3287,305.89
3288,305.89
3289,305.89
3290,305.89
3291,305.908
3292,305.908
3293,305.908
3294,305.919
3295,305.919
3296,305.919
3297,305.919
3298,305.935
3299,305.935
3300,305.935
3301,305.937
3302,305.937
3303,305.937
3304,305.937
3305,305.959
3306,305.959
3307,305.959
3308,305.976
3309,305.976
3310,305.976
3311,305.976
3312,306.007
3313,306.007
3314,306.007
3315,306.01
3316,306.01
3317,306.01
3318,306.01
3319,306.027
3320,306.027
3321,306.027
3322,306.034
3323,306.034
3324,306.034
3325,306.034
3326,306.049
3327,306.049
3328,306.049
3329,306.059
3330,306.059
3331,306.059
3332,306.059
3333,306.087
3334,306.087
3335,306.087
3336,306.098
3337,306.098
3338,306.098
3339,306.098
3340,306.12
3341,306.12
3342,306.12
3343,306.131
3344,306.131
3345,306.131
3346,306.131
3347,306.149
3348,306.149
3349,306.149
3350,306.165
3351,306.165
3352,306.165
3353,306.165
3354,306.172
3355,306.172
3356,306.172
3357,306.184
3358,306.184
3359,306.184
3360,306.196
3361,306.196
3362,306.196
3363,306.196
3364,306.215
3365,306.215
3366,306.215
3367,306.227
3368,306.227
3369,306.227
3370,306.227
3371,306.251
3372,306.251
3373,306.251
3374,306.266
3375,306.266
3376,306.266
3377,306.266
3378,306.278
3379,306.278
3380,306.278
3381,306.29
3382,306.29
3383,306.29
3384,306.29
3385,306.307
3386,306.307
3387,306.307
3388,306.328
3389,306.328
3390,306.328
3391,306.328
3392,306.343
3393,306.343
3394,306.343
3395,306.361
3396,306.361
3397,306.361
3398,306.361
3399,306.377
3400,306.377
3401,306.377
3402,306.384
3403,306.384
3404,306.384
3405,306.384
3406,306.41
3407,306.41
3408,306.41
3409,306.428
3410,306.428
3411,306.428
3412,306.428
3413,306.431
3414,306.431
3415,306.431
3416,306.435
3417,306.435
3418,306.435
3419,306.435
3420,306.457
3421,306.457
3422,306.457
3423,306.464
3424,306.464
3425,306.464
3426,306.464
3427,306.482
3428,306.482
3429,306.482
3430,306.507
3431,306.507
3432,306.507
3433,306.507
3434,306.521
3435,306.521
3436,306.521
3437,306.539
3438,306.539
3439,306.539
3440,306.539
3441,306.547
3442,306.547
3443,306.547
3444,306.56
3445,306.56
3446,306.56
3447,306.56
3448,306.575
3449,306.575
3450,306.575
3451,306.59
3452,306.59
3453,306.59
3454,306.59
3455,306.603
3456,306.603
3457,306.603
3458,306.619
3459,306.619
3460,306.619
3461,306.619
3462,306.635
3463,306.635
3464,306.635
3465,306.657
3466,306.657
3467,306.657
3468,306.657
3469,306.669
3470,306.669
3471,306.669
3472,306.684
3473,306.684
3474,306.684
3475,306.695
3476,306.695
3477,306.695
3478,306.695
3479,306.703
3480,306.703
3481,306.703
3482,306.728
3483,306.728
3484,306.728
3485,306.728
3486,306.734
3487,306.734
3488,306.734
3489,306.751
3490,306.751
3491,306.751
3492,306.751
3493,306.766
3494,306.766
3495,306.766
3496,306.792
3497,306.792
3498,306.792
3499,306.792
3500,306.8
3501,306.8
3502,306.8
3503,306.816
3504,306.816
3505,306.816
3506,306.816
3507,306.825
3508,306.825
3509,306.825
3510,306.838
3511,306.838
3512,306.838
3513,306.838
3514,306.852
3515,306.852
3516,306.852
3517,306.868
3518,306.868
3519,306.868
3520,306.868
3521,306.897
3522,306.897
3523,306.897
3524,306.902
3525,306.902
3526,306.902
3527,306.902
3528,306.918
3529,306.918
3530,306.918
3531,306.925
3532,306.925
3533,306.925
3534,306.925
3535,306.955
3536,306.955
3537,306.955
3538,306.965
3539,306.965
3540,306.965
3541,306.965
3542,306.975
3543,306.975
3544,306.975
3545,306.989
3546,306.989
3547,306.989
3548,306.989
3549,307.006
3550,307.006
3551,307.006
3552,307.017
3553,307.017
3554,307.017
3555,307.017
3556,307.041
3557,307.041
3558,307.041
3559,307.04
3560,307.04
3561,307.04
3562,307.04
3563,307.067
3564,307.067
3565,307.067
3566,307.082
3567,307.082
3568,307.082
3569,307.082
3570,307.102
3571,307.102
3572,307.102
3573,307.11
3574,307.11
3575,307.11
3576,307.11
3577,307.123
3578,307.123
3579,307.123
3580,307.144
3581,307.144
3582,307.144
3583,307.144
3584,307.154
3585,307.154
3586,307.154
3587,307.167
3588,307.167
3589,307.167
3590,307.167
3591,307.188
3592,307.188
3593,307.188
3594,307.19
3595,307.19
3596,307.19
3597,307.19
3598,307.226
3599,307.226
3600,307.226
3601,307.215
3602,307.215
3603,307.215
3604,307.215
3605,307.244
3606,307.244
3607,307.244
3608,307.256
3609,307.256
3610,307.256
3611,307.275
3612,307.275
3613,307.275
3614,307.275
3615,307.282
3616,307.282
3617,307.282
3618,307.301
3619,307.301
3620,307.301
3621,307.301
3622,307.318
3623,307.318
3624,307.318
3625,307.334
3626,307.334
3627,307.334
3628,307.334
3629,307.346
3630,307.346
3631,307.346
3632,307.348
3633,307.348
3634,307.348
3635,307.348
3636,307.363
3637,307.363
3638,307.363
3639,307.384
3640,307.384
3641,307.384
3642,307.384
3643,307.401
3644,307.401
3645,307.401
3646,307.409
3647,307.409
3648,307.409
3649,307.409
3650,307.428
3651,307.428
3652,307.428
3653,307.45
3654,307.45
3655,307.45
3656,307.45
3657,307.451
3658,307.451
3659,307.451
3660,307.481
3661,307.481
3662,307.481
3663,307.481
3664,307.494
3665,307.494
3666,307.494
3667,307.502
3668,307.502
3669,307.502
3670,307.502
3671,307.522
3672,307.522
3673,307.522
3674,307.532
3675,307.532
3676,307.532
3677,307.532
3678,307.547
3679,307.547
3680,307.547
3681,307.569
3682,307.569
3683,307.569
3684,307.573
3685,307.573
3686,307.573
3687,307.573
3688,307.583
3689,307.583
3690,307.583
3691,307.61
3692,307.61
3693,307.61
3694,307.61
3695,307.62
3696,307.62
3697,307.62
3698,307.627
3699,307.627
3700,307.627
3701,307.627
3702,307.641
3703,307.641
3704,307.641
3705,307.667
3706,307.667
3707,307.667
3708,307.667
3709,307.668
3710,307.668
3711,307.668
3712,307.683
3713,307.683
3714,307.683
3715,307.683
3716,307.708
3717,307.708
3718,307.708
3719,307.715
3720,307.715
3721,307.715
3722,307.715
3723,307.737
3724,307.737
3725,307.737
3726,307.753
3727,307.753
3728,307.753
3729,307.753
3730,307.755
3731,307.755
3732,307.755
3733,307.771
3734,307.771
3735,307.771
3736,307.779
3737,307.779
3738,307.779
3739,307.779
3740,307.803
3741,307.803
3742,307.803
3743,307.806
3744,307.806
3745,307.806
3746,307.806
3747,307.833
3748,307.833
3749,307.833
3750,307.833
3751,307.853
3752,307.853
3753,307.853
3754,307.855
3755,307.855
3756,307.855
3757,307.878
3758,307.878
3759,307.878
3760,307.878
3761,307.889
3762,307.889
3763,307.889
3764,307.907
3765,307.907
3766,307.907
3767,307.907
3768,307.915
3769,307.915
3770,307.915
3771,307.938
3772,307.938
3773,307.938
3774,307.938
3775,307.95
3776,307.95
3777,307.95
3778,307.952
3779,307.952
3780,307.952
3781,307.952
3782,307.984
3783,307.984
3784,307.984
3785,307.991
3786,307.991
3787,307.991
3788,307.991
3789,307.997
3790,307.997
3791,307.997
3792,308.016
3793,308.016
3794,308.016
3795,308.016
3796,308.033
3797,308.033
3798,308.033
3799,308.047
3800,308.047
3801,308.047
3802,308.069
3803,308.069
3804,308.069
3805,308.069
3806,308.063
3807,308.063
3808,308.063
3809,308.074
3810,308.074
3811,308.074
3812,308.074
3813,308.104
3814,308.104
3815,308.104
3816,308.105
3817,308.105
3818,308.105
3819,308.105
3820,308.114
3821,308.114
3822,308.114
3823,308.133
3824,308.133
3825,308.133
3826,308.133
3827,308.151
3828,308.151
3829,308.151
3830,308.158
3831,308.158
3832,308.158
3833,308.158
3834,308.191
3835,308.191
3836,308.191
3837,308.194
3838,308.194
3839,308.194
3840,308.194
3841,308.205
3842,308.205
3843,308.205
3844,308.234
3845,308.234
3846,308.234
3847,308.234
3848,308.239
3849,308.239
3850,308.239
3851,308.241
3852,308.241
3853,308.241
3854,308.241
3855,308.274
3856,308.274
3857,308.274
3858,308.284
3859,308.284
3860,308.284
3861,308.284
3862,308.304
3863,308.304
3864,308.304
3865,308.316
3866,308.316
3867,308.316
3868,308.316
3869,308.333
3870,308.333
3871,308.333
3872,308.34
3873,308.34
3874,308.34
3875,308.36
3876,308.36
3877,308.36
3878,308.36
3879,308.366
3880,308.366
3881,308.366
3882,308.386
3883,308.386
3884,308.386
3885,308.386
3886,308.394
3887,308.394
3888,308.394
3889,308.415
3890,308.415
3891,308.415
3892,308.415
3893,308.43
3894,308.43
3895,308.43
3896,308.43
3897,308.446
3898,308.446
3899,308.446
3900,308.459
3901,308.459
3902,308.459
3903,308.459
3904,308.471
3905,308.471
3906,308.471
3907,308.48
3908,308.48
3909,308.48
3910,308.493
3911,308.493
3912,308.493
3913,308.493
3914,308.5
3915,308.5
3916,308.5
3917,308.528
3918,308.528
3919,308.528
3920,308.528
3921,308.533
3922,308.533
3923,308.533
3924,308.541
3925,308.541
3926,308.541
3927,308.541
3928,308.567
3929,308.567
3930,308.567
3931,308.582
3932,308.582
3933,308.582
3934,308.582
3935,308.602
3936,308.602
3937,308.602
3938,308.605
3939,308.605
3940,308.605
3941,308.605
3942,308.642
3943,308.642
3944,308.642
3945,308.652
3946,308.652
3947,308.652
3948,308.652
3949,308.658
3950,308.658
3951,308.658
3952,308.676
3953,308.676
3954,308.676
3955,308.676
3956,308.696
3957,308.696
3958,308.696
3959,308.701
3960,308.701
3961,308.701
3962,308.701
3963,308.717
3964,308.717
3965,308.717
3966,308.727
3967,308.727
3968,308.727
3969,308.727
3970,308.738
3971,308.738
3972,308.738
3973,308.753
3974,308.753
3975,308.753
3976,308.774
3977,308.774
3978,308.774
3979,308.774
3980,308.795
3981,308.795
3982,308.795
3983,308.8
3984,308.8
3985,308.8
3986,308.8
3987,308.803
3988,308.803
3989,308.803
3990,308.837
3991,308.837
3992,308.837
3993,308.837
3994,308.842
3995,308.842
3996,308.842
3997,308.84
3998,308.84
3999,308.84
4000,308.84
4001,308.861
4002,308.861
4003,308.861
4004,308.874
4005,308.874
4006,308.874
4007,308.874
4008,308.893
4009,308.893
4010,308.893
4011,308.896
4012,308.896
4013,308.896
4014,308.908
4015,308.908
4016,308.908
4017,308.908
4018,308.929
4019,308.929
4020,308.929
4021,308.934
4022,308.934
4023,308.934
4024,308.934
4025,308.947
4026,308.947
4027,308.947
4028,308.968
4029,308.968
4030,308.968
4031,308.968
4032,308.979
4033,308.979
4034,308.979
4035,308.994
4036,308.994
4037,308.994
4038,308.994
4039,309
4040,309
4041,309
4042,309.028
4043,309.028
4044,309.028
4045,309.028
4046,309.04
4047,309.04
4048,309.04
4049,309.052
4050,309.052
4051,309.052
4052,309.052
4053,309.06
4054,309.06
4055,309.06
4056,309.081
4057,309.081
4058,309.081
4059,309.081
4060,309.093
4061,309.093
4062,309.093
4063,309.1
4064,309.1
4065,309.1
4066,309.1
4067,309.12
4068,309.12
4069,309.12
4070,309.13
4071,309.13
4072,309.13
4073,309.13
4074,309.152
4075,309.152
4076,309.152
4077,309.161
4078,309.161
4079,309.161
4080,309.161
4081,309.175
4082,309.175
4083,309.175
4084,309.186
4085,309.186
4086,309.186
4087,309.186
4088,309.201
4089,309.201
4090,309.201
4091,309.216
4092,309.216
4093,309.216
4094,309.216
4095,309.234
4096,309.234
4097,309.234
4098,309.241
4099,309.241
4100,309.241
4101,309.241
4102,309.241
4103,309.241
4104,309.241
4105,309.26
4106,309.26
4107,309.26
4108,309.26
4109,309.275
4110,309.275
4111,309.275
4112,309.284
4113,309.284
4114,309.284
4115,309.284
4116,309.301
4117,309.301
4118,309.301
4119,309.321
4120,309.321
4121,309.321
4122,309.321
4123,309.333
4124,309.333
4125,309.333
4126,309.344
4127,309.344
4128,309.344
4129,309.344
4130,309.353
4131,309.353
4132,309.353
4133,309.378
4134,309.378
4135,309.378
4136,309.378
4137,309.381
4138,309.381
4139,309.381
4140,309.4
4141,309.4
