time,hour,T3,T8,T9,T10,T11,T12
799,0.221944444,541.423,1016.922,955.442,654.643,725.847,992.417
800,0.222222222,541.423,1016.922,955.442,654.643,725.847,992.417
801,0.2225,541.423,1016.922,955.442,654.643,725.847,992.417
802,0.222777778,542.08,1017.24,956.049,655.354,726.555,992.928
803,0.223055556,542.08,1017.24,956.049,655.354,726.555,992.928
804,0.223333333,542.08,1017.24,956.049,655.354,726.555,992.928
805,0.223611111,542.08,1017.24,956.049,655.354,726.555,992.928
806,0.223888889,542.742,1017.532,956.637,656.063,727.289,993.412
807,0.224166667,542.742,1017.532,956.637,656.063,727.289,993.412
808,0.224444444,542.742,1017.532,956.637,656.063,727.289,993.412
809,0.224722222,543.481,1017.978,957.229,656.771,728.039,993.939
810,0.225,543.481,1017.978,957.229,656.771,728.039,993.939
811,0.225277778,543.481,1017.978,957.229,656.771,728.039,993.939
812,0.225555556,543.481,1017.978,957.229,656.771,728.039,993.939
813,0.225833333,544.208,1018.225,957.775,657.437,728.734,994.381
814,0.226111111,544.208,1018.225,957.775,657.437,728.734,994.381
815,0.226388889,544.208,1018.225,957.775,657.437,728.734,994.381
816,0.226666667,544.824,1018.475,958.376,658.158,729.466,994.909
817,0.226944444,544.824,1018.475,958.376,658.158,729.466,994.909
818,0.227222222,544.824,1018.475,958.376,658.158,729.466,994.909
819,0.2275,544.824,1018.475,958.376,658.158,729.466,994.909
820,0.227777778,545.587,1018.893,958.924,658.831,730.157,995.365
821,0.228055556,545.587,1018.893,958.924,658.831,730.157,995.365
822,0.228333333,545.587,1018.893,958.924,658.831,730.157,995.365
823,0.228611111,546.285,1019.468,959.488,659.474,730.829,995.846
824,0.228888889,546.285,1019.468,959.488,659.474,730.829,995.846
825,0.229166667,546.285,1019.468,959.488,659.474,730.829,995.846
826,0.229444444,546.285,1019.468,959.488,659.474,730.829,995.846
827,0.229722222,546.956,1019.732,960.037,660.14,731.545,996.313
828,0.23,546.956,1019.732,960.037,660.14,731.545,996.313
829,0.230277778,546.956,1019.732,960.037,660.14,731.545,996.313
830,0.230555556,547.637,1020.097,960.599,660.805,732.242,996.82
831,0.230833333,547.637,1020.097,960.599,660.805,732.242,996.82
832,0.231111111,547.637,1020.097,960.599,660.805,732.242,996.82
833,0.231388889,547.637,1020.097,960.599,660.805,732.242,996.82
834,0.231666667,548.355,1020.458,961.15,661.473,732.92,997.321
835,0.231944444,548.355,1020.458,961.15,661.473,732.92,997.321
836,0.232222222,548.355,1020.458,961.15,661.473,732.92,997.321
837,0.2325,549,1020.997,961.712,662.148,733.609,997.787
838,0.232777778,549,1020.997,961.712,662.148,733.609,997.787
839,0.233055556,549,1020.997,961.712,662.148,733.609,997.787
840,0.233333333,549,1020.997,961.712,662.148,733.609,997.787
841,0.233611111,549.622,1021.216,962.277,662.809,734.284,998.286
842,0.233888889,549.622,1021.216,962.277,662.809,734.284,998.286
843,0.234166667,549.622,1021.216,962.277,662.809,734.284,998.286
844,0.234444444,550.322,1021.133,962.817,663.475,734.97,998.765
845,0.234722222,550.322,1021.133,962.817,663.475,734.97,998.765
846,0.235,550.322,1021.133,962.817,663.475,734.97,998.765
847,0.235277778,550.322,1021.133,962.817,663.475,734.97,998.765
848,0.235555556,551.072,1021.178,963.351,664.125,735.652,999.259
849,0.235833333,551.072,1021.178,963.351,664.125,735.652,999.259
850,0.236111111,551.072,1021.178,963.351,664.125,735.652,999.259
851,0.236388889,551.789,1021.191,963.896,664.788,736.304,999.723
852,0.236666667,551.789,1021.191,963.896,664.788,736.304,999.723
853,0.236944444,551.789,1021.191,963.896,664.788,736.304,999.723
854,0.237222222,551.789,1021.191,963.896,664.788,736.304,999.723
855,0.2375,552.41,1021.089,964.428,665.453,736.959,1000.19
856,0.237777778,552.41,1021.089,964.428,665.453,736.959,1000.19
857,0.238055556,552.41,1021.089,964.428,665.453,736.959,1000.19
858,0.238333333,553.082,1021.298,964.961,666.11,737.622,1000.613
859,0.238611111,553.082,1021.298,964.961,666.11,737.622,1000.613
860,0.238888889,553.082,1021.298,964.961,666.11,737.622,1000.613
861,0.239166667,553.082,1021.298,964.961,666.11,737.622,1000.613
862,0.239444444,553.731,1021.738,965.475,666.772,738.292,1001.066
863,0.239722222,553.731,1021.738,965.475,666.772,738.292,1001.066
864,0.24,553.731,1021.738,965.475,666.772,738.292,1001.066
865,0.240277778,554.372,1021.878,965.98,667.412,738.957,1001.516
866,0.240555556,554.372,1021.878,965.98,667.412,738.957,1001.516
867,0.240833333,554.372,1021.878,965.98,667.412,738.957,1001.516
868,0.241111111,554.372,1021.878,965.98,667.412,738.957,1001.516
869,0.241388889,555.143,1022.062,966.483,668.192,739.593,1001.943
870,0.241666667,555.143,1022.062,966.483,668.192,739.593,1001.943
871,0.241944444,555.143,1022.062,966.483,668.192,739.593,1001.943
872,0.242222222,555.736,1022.12,966.958,668.87,740.23,1002.366
873,0.2425,555.736,1022.12,966.958,668.87,740.23,1002.366
874,0.242777778,555.736,1022.12,966.958,668.87,740.23,1002.366
875,0.243055556,555.736,1022.12,966.958,668.87,740.23,1002.366
876,0.243333333,556.387,1022.04,967.449,669.542,740.92,1002.827
877,0.243611111,556.387,1022.04,967.449,669.542,740.92,1002.827
878,0.243888889,556.387,1022.04,967.449,669.542,740.92,1002.827
879,0.244166667,557.106,1022.067,967.948,670.203,741.53,1003.201
880,0.244444444,557.106,1022.067,967.948,670.203,741.53,1003.201
881,0.244722222,557.106,1022.067,967.948,670.203,741.53,1003.201
882,0.245,557.106,1022.067,967.948,670.203,741.53,1003.201
883,0.245277778,557.758,1022.232,968.414,670.842,742.172,1003.632
884,0.245555556,557.758,1022.232,968.414,670.842,742.172,1003.632
885,0.245833333,557.758,1022.232,968.414,670.842,742.172,1003.632
886,0.246111111,558.483,1022.566,968.889,671.494,742.835,1004.035
887,0.246388889,558.483,1022.566,968.889,671.494,742.835,1004.035
888,0.246666667,558.483,1022.566,968.889,671.494,742.835,1004.035
889,0.246944444,558.483,1022.566,968.889,671.494,742.835,1004.035
890,0.247222222,559.179,1022.834,969.346,672.113,743.448,1004.42
891,0.2475,559.179,1022.834,969.346,672.113,743.448,1004.42
892,0.247777778,559.179,1022.834,969.346,672.113,743.448,1004.42
893,0.248055556,559.843,1023.048,969.811,672.743,744.083,1004.799
894,0.248333333,559.843,1023.048,969.811,672.743,744.083,1004.799
895,0.248611111,559.843,1023.048,969.811,672.743,744.083,1004.799
896,0.248888889,559.843,1023.048,969.811,672.743,744.083,1004.799
897,0.249166667,560.51,1023.19,970.254,673.356,744.697,1005.168
898,0.249444444,560.51,1023.19,970.254,673.356,744.697,1005.168
899,0.249722222,560.51,1023.19,970.254,673.356,744.697,1005.168
900,0.25,561.099,1023.201,970.703,673.964,745.316,1005.557
901,0.250277778,561.099,1023.201,970.703,673.964,745.316,1005.557
902,0.250555556,561.099,1023.201,970.703,673.964,745.316,1005.557
903,0.250833333,561.099,1023.201,970.703,673.964,745.316,1005.557
904,0.251111111,561.764,1022.998,971.156,674.6,745.951,1005.928
905,0.251388889,561.764,1022.998,971.156,674.6,745.951,1005.928
906,0.251666667,561.764,1022.998,971.156,674.6,745.951,1005.928
907,0.251944444,562.387,1023.062,971.6,675.221,746.583,1006.32
908,0.252222222,562.387,1023.062,971.6,675.221,746.583,1006.32
909,0.2525,562.387,1023.062,971.6,675.221,746.583,1006.32
910,0.252777778,562.387,1023.062,971.6,675.221,746.583,1006.32
911,0.253055556,563.081,1023.181,972.015,675.824,747.183,1006.644
912,0.253333333,563.081,1023.181,972.015,675.824,747.183,1006.644
913,0.253611111,563.081,1023.181,972.015,675.824,747.183,1006.644
914,0.253888889,563.705,1023.281,972.426,676.417,747.746,1007.002
915,0.254166667,563.705,1023.281,972.426,676.417,747.746,1007.002
916,0.254444444,563.705,1023.281,972.426,676.417,747.746,1007.002
917,0.254722222,563.705,1023.281,972.426,676.417,747.746,1007.002
918,0.255,564.338,1023.51,972.829,677.031,748.396,1007.359
919,0.255277778,564.338,1023.51,972.829,677.031,748.396,1007.359
920,0.255555556,564.338,1023.51,972.829,677.031,748.396,1007.359
921,0.255833333,564.995,1023.835,973.236,677.623,748.971,1007.685
922,0.256111111,564.995,1023.835,973.236,677.623,748.971,1007.685
923,0.256388889,564.995,1023.835,973.236,677.623,748.971,1007.685
924,0.256666667,564.995,1023.835,973.236,677.623,748.971,1007.685
925,0.256944444,565.649,1024,973.638,678.239,749.563,1008.047
926,0.257222222,565.649,1024,973.638,678.239,749.563,1008.047
927,0.2575,565.649,1024,973.638,678.239,749.563,1008.047
928,0.257777778,566.388,1024.187,974.052,678.842,750.178,1008.394
929,0.258055556,566.388,1024.187,974.052,678.842,750.178,1008.394
930,0.258333333,566.388,1024.187,974.052,678.842,750.178,1008.394
931,0.258611111,566.388,1024.187,974.052,678.842,750.178,1008.394
932,0.258888889,567.137,1024.558,974.45,679.445,750.774,1008.761
933,0.259166667,567.137,1024.558,974.45,679.445,750.774,1008.761
934,0.259444444,567.137,1024.558,974.45,679.445,750.774,1008.761
935,0.259722222,567.78,1025.076,974.856,680.03,751.367,1009.132
936,0.26,567.78,1025.076,974.856,680.03,751.367,1009.132
937,0.260277778,567.78,1025.076,974.856,680.03,751.367,1009.132
938,0.260555556,567.78,1025.076,974.856,680.03,751.367,1009.132
939,0.260833333,568.358,1025.052,975.268,680.626,751.985,1009.494
940,0.261111111,568.358,1025.052,975.268,680.626,751.985,1009.494
941,0.261388889,568.358,1025.052,975.268,680.626,751.985,1009.494
942,0.261666667,569.002,1025.274,975.689,681.223,752.549,1009.853
943,0.261944444,569.002,1025.274,975.689,681.223,752.549,1009.853
944,0.262222222,569.002,1025.274,975.689,681.223,752.549,1009.853
945,0.2625,569.002,1025.274,975.689,681.223,752.549,1009.853
946,0.262777778,569.669,1025.583,976.084,681.795,753.126,1010.205
947,0.263055556,569.669,1025.583,976.084,681.795,753.126,1010.205
948,0.263333333,569.669,1025.583,976.084,681.795,753.126,1010.205
949,0.263611111,570.243,1025.897,976.497,682.37,753.717,1010.572
950,0.263888889,570.243,1025.897,976.497,682.37,753.717,1010.572
951,0.264166667,570.243,1025.897,976.497,682.37,753.717,1010.572
952,0.264444444,570.243,1025.897,976.497,682.37,753.717,1010.572
953,0.264722222,570.965,1026.202,976.891,682.961,754.287,1010.934
954,0.265,570.965,1026.202,976.891,682.961,754.287,1010.934
955,0.265277778,570.965,1026.202,976.891,682.961,754.287,1010.934
956,0.265555556,571.575,1026.309,977.301,683.551,754.868,1011.271
957,0.265833333,571.575,1026.309,977.301,683.551,754.868,1011.271
958,0.266111111,571.575,1026.309,977.301,683.551,754.868,1011.271
959,0.266388889,571.575,1026.309,977.301,683.551,754.868,1011.271
960,0.266666667,572.183,1026.511,977.697,684.122,755.438,1011.629
961,0.266944444,572.183,1026.511,977.697,684.122,755.438,1011.629
962,0.267222222,572.183,1026.511,977.697,684.122,755.438,1011.629
963,0.2675,572.801,1026.793,978.088,684.7,755.998,1011.954
964,0.267777778,572.801,1026.793,978.088,684.7,755.998,1011.954
965,0.268055556,572.801,1026.793,978.088,684.7,755.998,1011.954
966,0.268333333,572.801,1026.793,978.088,684.7,755.998,1011.954
967,0.268611111,573.435,1026.914,978.453,685.259,756.562,1012.29
968,0.268888889,573.435,1026.914,978.453,685.259,756.562,1012.29
969,0.269166667,573.435,1026.914,978.453,685.259,756.562,1012.29
970,0.269444444,574.071,1026.708,978.836,685.825,757.111,1012.595
971,0.269722222,574.071,1026.708,978.836,685.825,757.111,1012.595
972,0.27,574.071,1026.708,978.836,685.825,757.111,1012.595
973,0.270277778,574.071,1026.708,978.836,685.825,757.111,1012.595
974,0.270555556,574.723,1026.537,979.211,686.397,757.687,1012.94
975,0.270833333,574.723,1026.537,979.211,686.397,757.687,1012.94
976,0.271111111,574.723,1026.537,979.211,686.397,757.687,1012.94
977,0.271388889,575.362,1026.633,979.608,686.968,758.239,1013.261
978,0.271666667,575.362,1026.633,979.608,686.968,758.239,1013.261
979,0.271944444,575.362,1026.633,979.608,686.968,758.239,1013.261
980,0.272222222,575.362,1026.633,979.608,686.968,758.239,1013.261
981,0.2725,576.068,1026.682,979.975,687.544,758.825,1013.601
982,0.272777778,576.068,1026.682,979.975,687.544,758.825,1013.601
983,0.273055556,576.068,1026.682,979.975,687.544,758.825,1013.601
984,0.273333333,576.675,1026.479,980.337,688.115,759.357,1013.889
985,0.273611111,576.675,1026.479,980.337,688.115,759.357,1013.889
986,0.273888889,576.675,1026.479,980.337,688.115,759.357,1013.889
987,0.274166667,576.675,1026.479,980.337,688.115,759.357,1013.889
988,0.274444444,577.332,1026.741,980.699,688.674,759.944,1014.215
989,0.274722222,577.332,1026.741,980.699,688.674,759.944,1014.215
990,0.275,577.332,1026.741,980.699,688.674,759.944,1014.215
991,0.275277778,577.97,1026.728,981.054,689.236,760.482,1014.511
992,0.275555556,577.97,1026.728,981.054,689.236,760.482,1014.511
993,0.275833333,577.97,1026.728,981.054,689.236,760.482,1014.511
994,0.276111111,577.97,1026.728,981.054,689.236,760.482,1014.511
995,0.276388889,578.609,1026.461,981.423,689.82,761.063,1014.839
996,0.276666667,578.609,1026.461,981.423,689.82,761.063,1014.839
997,0.276944444,578.609,1026.461,981.423,689.82,761.063,1014.839
998,0.277222222,579.226,1026.396,981.772,690.374,761.599,1015.091
999,0.2775,579.226,1026.396,981.772,690.374,761.599,1015.091
1000,0.277777778,579.226,1026.396,981.772,690.374,761.599,1015.091
1001,0.278055556,579.226,1026.396,981.772,690.374,761.599,1015.091
1002,0.278333333,579.871,1026.525,982.101,690.903,762.114,1015.373
1003,0.278611111,579.871,1026.525,982.101,690.903,762.114,1015.373
1004,0.278888889,579.871,1026.525,982.101,690.903,762.114,1015.373
1005,0.279166667,580.482,1026.631,982.422,691.48,762.676,1015.628
1006,0.279444444,580.482,1026.631,982.422,691.48,762.676,1015.628
1007,0.279722222,580.482,1026.631,982.422,691.48,762.676,1015.628
1008,0.28,580.482,1026.631,982.422,691.48,762.676,1015.628
1009,0.280277778,581.166,1027.012,982.742,692.018,763.228,1015.891
1010,0.280555556,581.166,1027.012,982.742,692.018,763.228,1015.891
1011,0.280833333,581.166,1027.012,982.742,692.018,763.228,1015.891
1012,0.281111111,581.793,1027.526,983.039,692.579,763.733,1016.115
1013,0.281388889,581.793,1027.526,983.039,692.579,763.733,1016.115
1014,0.281666667,581.793,1027.526,983.039,692.579,763.733,1016.115
1015,0.281944444,581.793,1027.526,983.039,692.579,763.733,1016.115
1016,0.282222222,582.411,1027.297,983.342,693.13,764.279,1016.347
1017,0.2825,582.411,1027.297,983.342,693.13,764.279,1016.347
1018,0.282777778,582.411,1027.297,983.342,693.13,764.279,1016.347
1019,0.283055556,583.01,1026.88,983.652,693.669,764.818,1016.585
1020,0.283333333,583.01,1026.88,983.652,693.669,764.818,1016.585
1021,0.283611111,583.01,1026.88,983.652,693.669,764.818,1016.585
1022,0.283888889,583.01,1026.88,983.652,693.669,764.818,1016.585
1023,0.284166667,583.602,1026.651,983.952,694.223,765.381,1016.845
1024,0.284444444,583.602,1026.651,983.952,694.223,765.381,1016.845
1025,0.284722222,583.602,1026.651,983.952,694.223,765.381,1016.845
1026,0.285,584.233,1026.357,984.249,694.754,765.875,1017.092
1027,0.285277778,584.233,1026.357,984.249,694.754,765.875,1017.092
1028,0.285555556,584.233,1026.357,984.249,694.754,765.875,1017.092
1029,0.285833333,584.233,1026.357,984.249,694.754,765.875,1017.092
1030,0.286111111,584.788,1026.251,984.552,695.302,766.392,1017.333
1031,0.286388889,584.788,1026.251,984.552,695.302,766.392,1017.333
1032,0.286666667,584.788,1026.251,984.552,695.302,766.392,1017.333
1033,0.286944444,585.391,1026.335,984.843,695.837,766.879,1017.555
1034,0.287222222,585.391,1026.335,984.843,695.837,766.879,1017.555
1035,0.2875,585.391,1026.335,984.843,695.837,766.879,1017.555
1036,0.287777778,585.391,1026.335,984.843,695.837,766.879,1017.555
1037,0.288055556,585.945,1026.42,985.12,696.352,767.404,1017.78
1038,0.288333333,585.945,1026.42,985.12,696.352,767.404,1017.78
1039,0.288611111,585.945,1026.42,985.12,696.352,767.404,1017.78
1040,0.288888889,586.505,1026.705,985.417,696.886,767.893,1017.978
1041,0.289166667,586.505,1026.705,985.417,696.886,767.893,1017.978
1042,0.289444444,586.505,1026.705,985.417,696.886,767.893,1017.978
1043,0.289722222,586.505,1026.705,985.417,696.886,767.893,1017.978
1044,0.29,587.11,1027.216,985.673,697.416,768.411,1018.211
1045,0.290277778,587.11,1027.216,985.673,697.416,768.411,1018.211
1046,0.290555556,587.11,1027.216,985.673,697.416,768.411,1018.211
1047,0.290833333,587.683,1027.413,985.965,697.924,768.923,1018.453
1048,0.291111111,587.683,1027.413,985.965,697.924,768.923,1018.453
1049,0.291388889,587.683,1027.413,985.965,697.924,768.923,1018.453
1050,0.291666667,587.683,1027.413,985.965,697.924,768.923,1018.453
1051,0.291944444,588.234,1027.808,986.23,698.446,769.42,1018.679
1052,0.292222222,588.234,1027.808,986.23,698.446,769.42,1018.679
1053,0.2925,588.234,1027.808,986.23,698.446,769.42,1018.679
1054,0.292777778,588.808,1028.248,986.509,698.956,769.904,1018.911
1055,0.293055556,588.808,1028.248,986.509,698.956,769.904,1018.911
1056,0.293333333,588.808,1028.248,986.509,698.956,769.904,1018.911
1057,0.293611111,588.808,1028.248,986.509,698.956,769.904,1018.911
1058,0.293888889,589.426,1028.087,986.79,699.483,770.412,1019.176
1059,0.294166667,589.426,1028.087,986.79,699.483,770.412,1019.176
1060,0.294444444,589.426,1028.087,986.79,699.483,770.412,1019.176
1061,0.294722222,589.972,1027.711,987.081,699.982,770.888,1019.404
1062,0.295,589.972,1027.711,987.081,699.982,770.888,1019.404
1063,0.295277778,589.972,1027.711,987.081,699.982,770.888,1019.404
1064,0.295555556,589.972,1027.711,987.081,699.982,770.888,1019.404
1065,0.295833333,590.618,1027.376,987.365,700.492,771.37,1019.66
1066,0.296111111,590.618,1027.376,987.365,700.492,771.37,1019.66
1067,0.296388889,590.618,1027.376,987.365,700.492,771.37,1019.66
1068,0.296666667,591.141,1027.433,987.653,701,771.851,1019.927
1069,0.296944444,591.141,1027.433,987.653,701,771.851,1019.927
1070,0.297222222,591.141,1027.433,987.653,701,771.851,1019.927
1071,0.2975,591.141,1027.433,987.653,701,771.851,1019.927
1072,0.297777778,591.696,1027.346,987.946,701.508,772.329,1020.159
1073,0.298055556,591.696,1027.346,987.946,701.508,772.329,1020.159
1074,0.298333333,591.696,1027.346,987.946,701.508,772.329,1020.159
1075,0.298611111,592.246,1027.064,988.231,702.005,772.819,1020.409
1076,0.298888889,592.246,1027.064,988.231,702.005,772.819,1020.409
1077,0.299166667,592.246,1027.064,988.231,702.005,772.819,1020.409
1078,0.299444444,592.246,1027.064,988.231,702.005,772.819,1020.409
1079,0.299722222,592.836,1027.253,988.513,702.511,773.31,1020.656
1080,0.3,592.836,1027.253,988.513,702.511,773.31,1020.656
1081,0.300277778,592.836,1027.253,988.513,702.511,773.31,1020.656
1082,0.300555556,593.399,1027.584,988.794,703.003,773.794,1020.908
1083,0.300833333,593.399,1027.584,988.794,703.003,773.794,1020.908
1084,0.301111111,593.399,1027.584,988.794,703.003,773.794,1020.908
1085,0.301388889,593.399,1027.584,988.794,703.003,773.794,1020.908
1086,0.301666667,593.963,1028.036,989.047,703.491,774.236,1021.11
1087,0.301944444,593.963,1028.036,989.047,703.491,774.236,1021.11
1088,0.302222222,593.963,1028.036,989.047,703.491,774.236,1021.11
1089,0.3025,594.53,1028.264,989.305,703.976,774.742,1021.379
1090,0.302777778,594.53,1028.264,989.305,703.976,774.742,1021.379
1091,0.303055556,594.53,1028.264,989.305,703.976,774.742,1021.379
1092,0.303333333,594.53,1028.264,989.305,703.976,774.742,1021.379
1093,0.303611111,595.068,1027.629,989.567,704.451,775.193,1021.606
1094,0.303888889,595.068,1027.629,989.567,704.451,775.193,1021.606
1095,0.304166667,595.068,1027.629,989.567,704.451,775.193,1021.606
1096,0.304444444,595.611,1027.147,989.845,704.957,775.663,1021.842
1097,0.304722222,595.611,1027.147,989.845,704.957,775.663,1021.842
1098,0.305,595.611,1027.147,989.845,704.957,775.663,1021.842
1099,0.305277778,595.611,1027.147,989.845,704.957,775.663,1021.842
1100,0.305555556,596.165,1027.013,990.113,705.426,776.098,1022.05
1101,0.305833333,596.165,1027.013,990.113,705.426,776.098,1022.05
1102,0.306111111,596.165,1027.013,990.113,705.426,776.098,1022.05
1103,0.306388889,596.701,1027.447,990.373,705.891,776.541,1022.273
1104,0.306666667,596.701,1027.447,990.373,705.891,776.541,1022.273
1105,0.306944444,596.701,1027.447,990.373,705.891,776.541,1022.273
1106,0.307222222,596.701,1027.447,990.373,705.891,776.541,1022.273
1107,0.3075,597.245,1027.941,990.627,706.382,777.046,1022.519
1108,0.307777778,597.245,1027.941,990.627,706.382,777.046,1022.519
1109,0.308055556,597.245,1027.941,990.627,706.382,777.046,1022.519
1110,0.308333333,597.838,1028.248,990.888,706.872,777.517,1022.74
1111,0.308611111,597.838,1028.248,990.888,706.872,777.517,1022.74
1112,0.308888889,597.838,1028.248,990.888,706.872,777.517,1022.74
1113,0.309166667,597.838,1028.248,990.888,706.872,777.517,1022.74
1114,0.309444444,598.303,1028.413,991.148,707.361,777.957,1022.945
1115,0.309722222,598.303,1028.413,991.148,707.361,777.957,1022.945
1116,0.31,598.303,1028.413,991.148,707.361,777.957,1022.945
1117,0.310277778,598.891,1028.255,991.39,707.854,778.382,1023.148
1118,0.310555556,598.891,1028.255,991.39,707.854,778.382,1023.148
1119,0.310833333,598.891,1028.255,991.39,707.854,778.382,1023.148
1120,0.311111111,598.891,1028.255,991.39,707.854,778.382,1023.148
1121,0.311388889,599.462,1028.046,991.66,708.339,778.888,1023.403
1122,0.311666667,599.462,1028.046,991.66,708.339,778.888,1023.403
1123,0.311944444,599.462,1028.046,991.66,708.339,778.888,1023.403
1124,0.312222222,600.018,1027.589,991.905,708.792,779.328,1023.574
1125,0.3125,600.018,1027.589,991.905,708.792,779.328,1023.574
1126,0.312777778,600.018,1027.589,991.905,708.792,779.328,1023.574
1127,0.313055556,600.018,1027.589,991.905,708.792,779.328,1023.574
1128,0.313333333,600.592,1027.142,992.153,709.272,779.794,1023.808
1129,0.313611111,600.592,1027.142,992.153,709.272,779.794,1023.808
1130,0.313888889,600.592,1027.142,992.153,709.272,779.794,1023.808
1131,0.314166667,601.112,1027.578,992.406,709.743,780.251,1024.014
1132,0.314444444,601.112,1027.578,992.406,709.743,780.251,1024.014
1133,0.314722222,601.112,1027.578,992.406,709.743,780.251,1024.014
1134,0.315,601.112,1027.578,992.406,709.743,780.251,1024.014
1135,0.315277778,601.605,1027.844,992.633,710.211,780.682,1024.185
1136,0.315555556,601.605,1027.844,992.633,710.211,780.682,1024.185
1137,0.315833333,601.605,1027.844,992.633,710.211,780.682,1024.185
1138,0.316111111,602.158,1027.832,992.846,710.692,781.135,1024.363
1139,0.316388889,602.158,1027.832,992.846,710.692,781.135,1024.363
1140,0.316666667,602.158,1027.832,992.846,710.692,781.135,1024.363
1141,0.316944444,602.158,1027.832,992.846,710.692,781.135,1024.363
1142,0.317222222,602.687,1028.438,993.081,711.153,781.607,1024.565
1143,0.3175,602.687,1028.438,993.081,711.153,781.607,1024.565
1144,0.317777778,602.687,1028.438,993.081,711.153,781.607,1024.565
1145,0.318055556,603.206,1028.723,993.302,711.629,782.023,1024.747
1146,0.318333333,603.206,1028.723,993.302,711.629,782.023,1024.747
1147,0.318611111,603.206,1028.723,993.302,711.629,782.023,1024.747
1148,0.318888889,603.206,1028.723,993.302,711.629,782.023,1024.747
1149,0.319166667,603.776,1028.73,993.514,712.084,782.459,1024.893
1150,0.319444444,603.776,1028.73,993.514,712.084,782.459,1024.893
1151,0.319722222,603.776,1028.73,993.514,712.084,782.459,1024.893
1152,0.32,604.273,1028.457,993.739,712.553,782.89,1025.12
1153,0.320277778,604.273,1028.457,993.739,712.553,782.89,1025.12
1154,0.320555556,604.273,1028.457,993.739,712.553,782.89,1025.12
1155,0.320833333,604.273,1028.457,993.739,712.553,782.89,1025.12
1156,0.321111111,604.831,1028.579,993.969,713.016,783.333,1025.331
1157,0.321388889,604.831,1028.579,993.969,713.016,783.333,1025.331
1158,0.321666667,604.831,1028.579,993.969,713.016,783.333,1025.331
1159,0.321944444,605.356,1029.132,994.21,713.489,783.77,1025.551
1160,0.322222222,605.356,1029.132,994.21,713.489,783.77,1025.551
1161,0.3225,605.356,1029.132,994.21,713.489,783.77,1025.551
1162,0.322777778,605.356,1029.132,994.21,713.489,783.77,1025.551
1163,0.323055556,605.882,1029.154,994.448,713.944,784.212,1025.784
1164,0.323333333,605.882,1029.154,994.448,713.944,784.212,1025.784
1165,0.323611111,605.882,1029.154,994.448,713.944,784.212,1025.784
1166,0.323888889,606.438,1029.284,994.686,714.403,784.641,1025.99
1167,0.324166667,606.438,1029.284,994.686,714.403,784.641,1025.99
1168,0.324444444,606.438,1029.284,994.686,714.403,784.641,1025.99
1169,0.324722222,606.438,1029.284,994.686,714.403,784.641,1025.99
1170,0.325,606.947,1028.888,994.926,714.857,785.091,1026.198
1171,0.325277778,606.947,1028.888,994.926,714.857,785.091,1026.198
1172,0.325555556,606.947,1028.888,994.926,714.857,785.091,1026.198
1173,0.325833333,607.452,1028.5,995.154,715.317,785.526,1026.382
1174,0.326111111,607.452,1028.5,995.154,715.317,785.526,1026.382
1175,0.326388889,607.452,1028.5,995.154,715.317,785.526,1026.382
1176,0.326666667,607.452,1028.5,995.154,715.317,785.526,1026.382
1177,0.326944444,607.962,1027.891,995.382,715.774,785.937,1026.558
1178,0.327222222,607.962,1027.891,995.382,715.774,785.937,1026.558
1179,0.3275,607.962,1027.891,995.382,715.774,785.937,1026.558
1180,0.327777778,608.479,1027.685,995.614,716.234,786.387,1026.758
1181,0.328055556,608.479,1027.685,995.614,716.234,786.387,1026.758
1182,0.328333333,608.479,1027.685,995.614,716.234,786.387,1026.758
1183,0.328611111,608.479,1027.685,995.614,716.234,786.387,1026.758
1184,0.328888889,609.008,1027.964,995.815,716.682,786.793,1026.92
1185,0.329166667,609.008,1027.964,995.815,716.682,786.793,1026.92
1186,0.329444444,609.008,1027.964,995.815,716.682,786.793,1026.92
1187,0.329722222,609.496,1028.297,996.011,717.115,787.202,1027.073
1188,0.33,609.496,1028.297,996.011,717.115,787.202,1027.073
1189,0.330277778,609.496,1028.297,996.011,717.115,787.202,1027.073
1190,0.330555556,609.496,1028.297,996.011,717.115,787.202,1027.073
1191,0.330833333,610.043,1028.311,996.235,717.603,787.666,1027.271
1192,0.331111111,610.043,1028.311,996.235,717.603,787.666,1027.271
1193,0.331388889,610.043,1028.311,996.235,717.603,787.666,1027.271
1194,0.331666667,610.551,1028.264,996.418,718.037,788.078,1027.421
1195,0.331944444,610.551,1028.264,996.418,718.037,788.078,1027.421
1196,0.332222222,610.551,1028.264,996.418,718.037,788.078,1027.421
1197,0.3325,610.551,1028.264,996.418,718.037,788.078,1027.421
1198,0.332777778,611.028,1028.179,996.617,718.473,788.486,1027.579
1199,0.333055556,611.028,1028.179,996.617,718.473,788.486,1027.579
1200,0.333333333,611.028,1028.179,996.617,718.473,788.486,1027.579
1201,0.333611111,611.568,1028.072,996.814,718.924,788.904,1027.752
1202,0.333888889,611.568,1028.072,996.814,718.924,788.904,1027.752
1203,0.334166667,611.568,1028.072,996.814,718.924,788.904,1027.752
1204,0.334444444,611.568,1028.072,996.814,718.924,788.904,1027.752
1205,0.334722222,612.064,1027.897,997.023,719.355,789.35,1027.931
1206,0.335,612.064,1027.897,997.023,719.355,789.35,1027.931
1207,0.335277778,612.064,1027.897,997.023,719.355,789.35,1027.931
