time,hour,T3,T8,T9,T10,T11,T12
0,0,293.688,294.839,293.607,293.67,293.493,293.585
1,0.000277778,293.663,294.844,293.59,293.664,293.489,293.578
2,0.000555556,293.663,294.844,293.59,293.664,293.489,293.578
3,0.000833333,293.663,294.844,293.59,293.664,293.489,293.578
4,0.001111111,293.663,294.844,293.59,293.664,293.489,293.578
5,0.001388889,293.674,294.853,293.59,293.652,293.491,293.576
6,0.001666667,293.674,294.853,293.59,293.652,293.491,293.576
7,0.001944444,293.674,294.853,293.59,293.652,293.491,293.576
8,0.002222222,293.673,294.851,293.583,293.649,293.486,293.571
9,0.0025,293.673,294.851,293.583,293.649,293.486,293.571
10,0.002777778,293.673,294.851,293.583,293.649,293.486,293.571
11,0.003055556,293.673,294.851,293.583,293.649,293.486,293.571
12,0.003333333,293.671,294.852,293.597,293.66,293.473,293.567
13,0.003611111,293.671,294.852,293.597,293.66,293.473,293.567
14,0.003888889,293.671,294.852,293.597,293.66,293.473,293.567
15,0.004166667,293.646,294.848,293.571,293.636,293.462,293.559
16,0.004444444,293.646,294.848,293.571,293.636,293.462,293.559
17,0.004722222,293.646,294.848,293.571,293.636,293.462,293.559
18,0.005,293.646,294.848,293.571,293.636,293.462,293.559
19,0.005277778,293.645,294.852,293.568,293.634,293.458,293.572
20,0.005555556,293.645,294.852,293.568,293.634,293.458,293.572
21,0.005833333,293.645,294.852,293.568,293.634,293.458,293.572
22,0.006111111,293.919,298.012,293.607,293.735,295.079,295.392
23,0.006388889,293.919,298.012,293.607,293.735,295.079,295.392
24,0.006666667,293.919,298.012,293.607,293.735,295.079,295.392
25,0.006944444,293.919,298.012,293.607,293.735,295.079,295.392
26,0.007222222,294.337,307.796,293.968,293.887,295.711,297.742
27,0.0075,294.337,307.796,293.968,293.887,295.711,297.742
28,0.007777778,294.337,307.796,293.968,293.887,295.711,297.742
29,0.008055556,294.677,320.114,295.117,294.136,296.611,302.076
30,0.008333333,294.677,320.114,295.117,294.136,296.611,302.076
31,0.008611111,294.677,320.114,295.117,294.136,296.611,302.076
32,0.008888889,294.677,320.114,295.117,294.136,296.611,302.076
33,0.009166667,295.047,332.568,297.161,294.548,297.927,307.536
34,0.009444444,295.047,332.568,297.161,294.548,297.927,307.536
35,0.009722222,295.047,332.568,297.161,294.548,297.927,307.536
36,0.01,295.538,344.977,300.09,295.178,299.194,314.77
37,0.010277778,295.538,344.977,300.09,295.178,299.194,314.77
38,0.010555556,295.538,344.977,300.09,295.178,299.194,314.77
39,0.010833333,295.538,344.977,300.09,295.178,299.194,314.77
40,0.011111111,296.124,357.797,304.089,295.995,300.832,323.277
41,0.011388889,296.124,357.797,304.089,295.995,300.832,323.277
42,0.011666667,296.124,357.797,304.089,295.995,300.832,323.277
43,0.011944444,296.711,369.937,308.621,296.971,302.694,331.835
44,0.012222222,296.711,369.937,308.621,296.971,302.694,331.835
45,0.0125,296.711,369.937,308.621,296.971,302.694,331.835
46,0.012777778,296.711,369.937,308.621,296.971,302.694,331.835
47,0.013055556,297.439,382.326,313.855,298.242,304.527,340.808
48,0.013333333,297.439,382.326,313.855,298.242,304.527,340.808
49,0.013611111,297.439,382.326,313.855,298.242,304.527,340.808
50,0.013888889,298.014,395.045,319.7,299.807,307.617,350.197
51,0.014166667,298.014,395.045,319.7,299.807,307.617,350.197
52,0.014444444,298.014,395.045,319.7,299.807,307.617,350.197
53,0.014722222,298.014,395.045,319.7,299.807,307.617,350.197
54,0.015,298.528,407.135,325.721,301.65,311.425,359.271
55,0.015277778,298.528,407.135,325.721,301.65,311.425,359.271
56,0.015555556,298.528,407.135,325.721,301.65,311.425,359.271
57,0.015833333,299.244,419.303,332.156,303.897,315.45,368.582
58,0.016111111,299.244,419.303,332.156,303.897,315.45,368.582
59,0.016388889,299.244,419.303,332.156,303.897,315.45,368.582
60,0.016666667,300.452,431.207,338.699,306.414,319.485,377.642
61,0.016944444,300.452,431.207,338.699,306.414,319.485,377.642
62,0.017222222,300.452,431.207,338.699,306.414,319.485,377.642
63,0.0175,300.452,431.207,338.699,306.414,319.485,377.642
64,0.017777778,302.073,443.234,345.479,309.198,323.751,386.797
65,0.018055556,302.073,443.234,345.479,309.198,323.751,386.797
66,0.018333333,302.073,443.234,345.479,309.198,323.751,386.797
67,0.018611111,303.909,455.27,352.458,312.209,328.131,395.929
68,0.018888889,303.909,455.27,352.458,312.209,328.131,395.929
69,0.019166667,303.909,455.27,352.458,312.209,328.131,395.929
70,0.019444444,303.909,455.27,352.458,312.209,328.131,395.929
71,0.019722222,305.838,466.899,359.453,315.342,332.568,404.91
72,0.02,305.838,466.899,359.453,315.342,332.568,404.91
73,0.020277778,305.838,466.899,359.453,315.342,332.568,404.91
74,0.020555556,307.811,478.067,366.395,318.565,336.995,413.669
75,0.020833333,307.811,478.067,366.395,318.565,336.995,413.669
76,0.021111111,307.811,478.067,366.395,318.565,336.995,413.669
77,0.021388889,307.811,478.067,366.395,318.565,336.995,413.669
78,0.021666667,309.861,489.332,373.438,321.878,341.447,422.393
79,0.021944444,309.861,489.332,373.438,321.878,341.447,422.393
80,0.022222222,309.861,489.332,373.438,321.878,341.447,422.393
81,0.0225,311.917,500.405,380.506,325.248,346.146,431.011
82,0.022777778,311.917,500.405,380.506,325.248,346.146,431.011
83,0.023055556,311.917,500.405,380.506,325.248,346.146,431.011
84,0.023333333,311.917,500.405,380.506,325.248,346.146,431.011
85,0.023611111,313.991,511.489,387.689,328.724,350.721,439.677
86,0.023888889,313.991,511.489,387.689,328.724,350.721,439.677
87,0.024166667,313.991,511.489,387.689,328.724,350.721,439.677
88,0.024444444,315.958,521.939,394.677,332.124,355.149,448.019
89,0.024722222,315.958,521.939,394.677,332.124,355.149,448.019
90,0.025,315.958,521.939,394.677,332.124,355.149,448.019
91,0.025277778,315.958,521.939,394.677,332.124,355.149,448.019
92,0.025555556,317.995,532.592,402.009,335.728,359.802,456.62
93,0.025833333,317.995,532.592,402.009,335.728,359.802,456.62
94,0.026111111,317.995,532.592,402.009,335.728,359.802,456.62
95,0.026388889,317.995,532.592,402.009,335.728,359.802,456.62
96,0.026666667,319.97,542.992,409.147,339.261,364.288,464.873
97,0.026944444,319.97,542.992,409.147,339.261,364.288,464.873
98,0.027222222,319.97,542.992,409.147,339.261,364.288,464.873
99,0.0275,321.92,552.832,416.088,342.689,368.618,472.906
100,0.027777778,321.92,552.832,416.088,342.689,368.618,472.906
101,0.028055556,321.92,552.832,416.088,342.689,368.618,472.906
102,0.028333333,323.83,562.77,423.212,346.235,373.046,480.996
103,0.028611111,323.83,562.77,423.212,346.235,373.046,480.996
104,0.028888889,323.83,562.77,423.212,346.235,373.046,480.996
105,0.029166667,323.83,562.77,423.212,346.235,373.046,480.996
106,0.029444444,325.714,572.717,430.296,349.757,377.415,489.006
107,0.029722222,325.714,572.717,430.296,349.757,377.415,489.006
108,0.03,325.714,572.717,430.296,349.757,377.415,489.006
109,0.030277778,325.714,572.717,430.296,349.757,377.415,489.006
110,0.030555556,327.493,582.301,437.334,353.249,381.739,496.85
111,0.030833333,327.493,582.301,437.334,353.249,381.739,496.85
112,0.031111111,327.493,582.301,437.334,353.249,381.739,496.85
113,0.031388889,329.278,591.591,444.319,356.703,386.1,504.608
114,0.031666667,329.278,591.591,444.319,356.703,386.1,504.608
115,0.031944444,329.278,591.591,444.319,356.703,386.1,504.608
116,0.032222222,329.278,591.591,444.319,356.703,386.1,504.608
117,0.0325,330.935,600.736,451.313,360.159,390.32,512.335
118,0.032777778,330.935,600.736,451.313,360.159,390.32,512.335
119,0.033055556,330.935,600.736,451.313,360.159,390.32,512.335
120,0.033333333,332.515,609.808,458.141,363.508,394.338,519.73
121,0.033611111,332.515,609.808,458.141,363.508,394.338,519.73
122,0.033888889,332.515,609.808,458.141,363.508,394.338,519.73
123,0.034166667,332.515,609.808,458.141,363.508,394.338,519.73
124,0.034444444,334.005,618.976,465.172,366.963,398.584,527.434
125,0.034722222,334.005,618.976,465.172,366.963,398.584,527.434
126,0.035,334.005,618.976,465.172,366.963,398.584,527.434
127,0.035277778,335.516,627.722,472.036,370.294,402.634,534.868
128,0.035555556,335.516,627.722,472.036,370.294,402.634,534.868
129,0.035833333,335.516,627.722,472.036,370.294,402.634,534.868
130,0.036111111,335.516,627.722,472.036,370.294,402.634,534.868
131,0.036388889,337.093,636.35,478.849,373.598,406.65,542.165
132,0.036666667,337.093,636.35,478.849,373.598,406.65,542.165
133,0.036944444,337.093,636.35,478.849,373.598,406.65,542.165
134,0.037222222,338.589,644.563,485.501,376.824,410.542,549.282
135,0.0375,338.589,644.563,485.501,376.824,410.542,549.282
136,0.037777778,338.589,644.563,485.501,376.824,410.542,549.282
137,0.038055556,338.589,644.563,485.501,376.824,410.542,549.282
138,0.038333333,340.138,652.488,492.261,380.068,414.439,556.437
139,0.038611111,340.138,652.488,492.261,380.068,414.439,556.437
140,0.038888889,340.138,652.488,492.261,380.068,414.439,556.437
141,0.039166667,341.682,660.421,498.919,383.277,418.26,563.477
142,0.039444444,341.682,660.421,498.919,383.277,418.26,563.477
143,0.039722222,341.682,660.421,498.919,383.277,418.26,563.477
144,0.04,341.682,660.421,498.919,383.277,418.26,563.477
145,0.040277778,343.05,668.249,505.512,386.449,422.07,570.408
146,0.040555556,343.05,668.249,505.512,386.449,422.07,570.408
147,0.040833333,343.05,668.249,505.512,386.449,422.07,570.408
148,0.041111111,344.582,675.702,511.938,389.541,425.735,577.13
149,0.041388889,344.582,675.702,511.938,389.541,425.735,577.13
150,0.041666667,344.582,675.702,511.938,389.541,425.735,577.13
151,0.041944444,344.582,675.702,511.938,389.541,425.735,577.13
152,0.042222222,346.181,683.317,518.444,392.663,429.429,583.865
153,0.0425,346.181,683.317,518.444,392.663,429.429,583.865
154,0.042777778,346.181,683.317,518.444,392.663,429.429,583.865
155,0.043055556,347.703,690.557,524.809,395.73,433.103,590.487
156,0.043333333,347.703,690.557,524.809,395.73,433.103,590.487
157,0.043611111,347.703,690.557,524.809,395.73,433.103,590.487
158,0.043888889,347.703,690.557,524.809,395.73,433.103,590.487
159,0.044166667,349.145,697.215,530.932,398.675,436.564,596.815
160,0.044444444,349.145,697.215,530.932,398.675,436.564,596.815
161,0.044722222,349.145,697.215,530.932,398.675,436.564,596.815
162,0.045,350.706,704.055,537.137,401.675,440.089,603.235
163,0.045277778,350.706,704.055,537.137,401.675,440.089,603.235
164,0.045555556,350.706,704.055,537.137,401.675,440.089,603.235
165,0.045833333,350.706,704.055,537.137,401.675,440.089,603.235
166,0.046111111,352.265,710.605,543.257,404.598,443.495,609.494
167,0.046388889,352.265,710.605,543.257,404.598,443.495,609.494
168,0.046666667,352.265,710.605,543.257,404.598,443.495,609.494
169,0.046944444,353.751,716.972,549.304,407.502,446.912,615.672
170,0.047222222,353.751,716.972,549.304,407.502,446.912,615.672
171,0.0475,353.751,716.972,549.304,407.502,446.912,615.672
172,0.047777778,353.751,716.972,549.304,407.502,446.912,615.672
173,0.048055556,355.095,723.67,555.258,410.356,450.258,621.655
174,0.048333333,355.095,723.67,555.258,410.356,450.258,621.655
175,0.048611111,355.095,723.67,555.258,410.356,450.258,621.655
176,0.048888889,356.507,730.369,561.154,413.202,453.626,627.624
177,0.049166667,356.507,730.369,561.154,413.202,453.626,627.624
178,0.049444444,356.507,730.369,561.154,413.202,453.626,627.624
179,0.049722222,356.507,730.369,561.154,413.202,453.626,627.624
180,0.05,357.782,736.634,566.986,415.986,456.962,633.486
181,0.050277778,357.782,736.634,566.986,415.986,456.962,633.486
182,0.050555556,357.782,736.634,566.986,415.986,456.962,633.486
183,0.050833333,359.146,742.825,572.725,418.75,460.265,639.304
184,0.051111111,359.146,742.825,572.725,418.75,460.265,639.304
185,0.051388889,359.146,742.825,572.725,418.75,460.265,639.304
186,0.051666667,359.146,742.825,572.725,418.75,460.265,639.304
187,0.051944444,360.388,749.208,578.405,421.479,463.56,645.104
188,0.052222222,360.388,749.208,578.405,421.479,463.56,645.104
189,0.0525,360.388,749.208,578.405,421.479,463.56,645.104
190,0.052777778,361.645,755.354,583.997,424.164,466.73,650.715
191,0.053055556,361.645,755.354,583.997,424.164,466.73,650.715
192,0.053333333,361.645,755.354,583.997,424.164,466.73,650.715
193,0.053611111,361.645,755.354,583.997,424.164,466.73,650.715
194,0.053888889,362.994,761.043,589.54,426.796,469.906,656.304
195,0.054166667,362.994,761.043,589.54,426.796,469.906,656.304
196,0.054444444,362.994,761.043,589.54,426.796,469.906,656.304
197,0.054722222,364.29,766.255,595.08,429.431,473.047,661.876
198,0.055,364.29,766.255,595.08,429.431,473.047,661.876
199,0.055277778,364.29,766.255,595.08,429.431,473.047,661.876
200,0.055555556,364.29,766.255,595.08,429.431,473.047,661.876
201,0.055833333,365.591,771.677,600.538,432.033,476.119,667.293
202,0.056111111,365.591,771.677,600.538,432.033,476.119,667.293
203,0.056388889,365.591,771.677,600.538,432.033,476.119,667.293
204,0.056666667,366.86,776.793,605.881,434.542,479.146,672.566
205,0.056944444,366.86,776.793,605.881,434.542,479.146,672.566
206,0.057222222,366.86,776.793,605.881,434.542,479.146,672.566
207,0.0575,366.86,776.793,605.881,434.542,479.146,672.566
208,0.057777778,368.088,782.304,611.433,437.154,482.212,677.955
209,0.058055556,368.088,782.304,611.433,437.154,482.212,677.955
210,0.058333333,368.088,782.304,611.433,437.154,482.212,677.955
211,0.058611111,369.289,787.551,616.766,439.662,485.183,683.12
212,0.058888889,369.289,787.551,616.766,439.662,485.183,683.12
213,0.059166667,369.289,787.551,616.766,439.662,485.183,683.12
214,0.059444444,369.289,787.551,616.766,439.662,485.183,683.12
215,0.059722222,370.526,792.095,621.856,442.06,487.979,688.014
216,0.06,370.526,792.095,621.856,442.06,487.979,688.014
217,0.060277778,370.526,792.095,621.856,442.06,487.979,688.014
218,0.060555556,371.917,796.967,627.174,444.589,490.959,693.225
219,0.060833333,371.917,796.967,627.174,444.589,490.959,693.225
220,0.061111111,371.917,796.967,627.174,444.589,490.959,693.225
221,0.061388889,371.917,796.967,627.174,444.589,490.959,693.225
222,0.061666667,373.057,801.683,632.312,447.043,493.866,698.178
223,0.061944444,373.057,801.683,632.312,447.043,493.866,698.178
224,0.062222222,373.057,801.683,632.312,447.043,493.866,698.178
225,0.0625,374.511,806.581,637.346,449.407,496.707,703.025
226,0.062777778,374.511,806.581,637.346,449.407,496.707,703.025
227,0.063055556,374.511,806.581,637.346,449.407,496.707,703.025
228,0.063333333,374.511,806.581,637.346,449.407,496.707,703.025
229,0.063611111,374.655,811.413,642.286,451.718,499.488,707.808
230,0.063888889,374.655,811.413,642.286,451.718,499.488,707.808
231,0.064166667,374.655,811.413,642.286,451.718,499.488,707.808
232,0.064444444,375.248,815.46,647.156,453.981,502.233,712.528
233,0.064722222,375.248,815.46,647.156,453.981,502.233,712.528
234,0.065,375.248,815.46,647.156,453.981,502.233,712.528
235,0.065277778,375.248,815.46,647.156,453.981,502.233,712.528
236,0.065555556,376.278,819.761,652.056,456.274,505.067,717.272
237,0.065833333,376.278,819.761,652.056,456.274,505.067,717.272
238,0.066111111,376.278,819.761,652.056,456.274,505.067,717.272
239,0.066388889,377.256,824.114,656.77,458.497,507.798,721.877
240,0.066666667,377.256,824.114,656.77,458.497,507.798,721.877
241,0.066944444,377.256,824.114,656.77,458.497,507.798,721.877
242,0.067222222,377.256,824.114,656.77,458.497,507.798,721.877
243,0.0675,378.028,827.857,661.278,460.665,510.394,726.269
244,0.067777778,378.028,827.857,661.278,460.665,510.394,726.269
245,0.068055556,378.028,827.857,661.278,460.665,510.394,726.269
246,0.068333333,379.14,831.59,665.782,462.841,512.993,730.604
247,0.068611111,379.14,831.59,665.782,462.841,512.993,730.604
248,0.068888889,379.14,831.59,665.782,462.841,512.993,730.604
249,0.069166667,379.14,831.59,665.782,462.841,512.993,730.604
250,0.069444444,380.299,835.565,670.416,465.121,515.683,735.066
251,0.069722222,380.299,835.565,670.416,465.121,515.683,735.066
252,0.07,380.299,835.565,670.416,465.121,515.683,735.066
253,0.070277778,381.735,840.082,674.915,467.359,518.33,739.37
254,0.070555556,381.735,840.082,674.915,467.359,518.33,739.37
255,0.070833333,381.735,840.082,674.915,467.359,518.33,739.37
256,0.071111111,381.735,840.082,674.915,467.359,518.33,739.37
257,0.071388889,383.846,844.099,679.359,469.541,520.88,743.589
258,0.071666667,383.846,844.099,679.359,469.541,520.88,743.589
259,0.071944444,383.846,844.099,679.359,469.541,520.88,743.589
260,0.072222222,384.516,848.125,683.727,471.714,523.442,747.738
261,0.0725,384.516,848.125,683.727,471.714,523.442,747.738
262,0.072777778,384.516,848.125,683.727,471.714,523.442,747.738
263,0.073055556,384.516,848.125,683.727,471.714,523.442,747.738
264,0.073333333,386.365,851.755,687.984,473.829,525.895,751.745
265,0.073611111,386.365,851.755,687.984,473.829,525.895,751.745
266,0.073888889,386.365,851.755,687.984,473.829,525.895,751.745
267,0.074166667,388.239,855.434,692.211,475.964,528.391,755.795
268,0.074444444,388.239,855.434,692.211,475.964,528.391,755.795
269,0.074722222,388.239,855.434,692.211,475.964,528.391,755.795
270,0.075,388.239,855.434,692.211,475.964,528.391,755.795
271,0.075277778,389.763,858.888,696.376,478.053,530.827,759.718
272,0.075555556,389.763,858.888,696.376,478.053,530.827,759.718
273,0.075833333,389.763,858.888,696.376,478.053,530.827,759.718
274,0.076111111,391.872,862.198,700.459,480.116,533.254,763.623
275,0.076388889,391.872,862.198,700.459,480.116,533.254,763.623
276,0.076666667,391.872,862.198,700.459,480.116,533.254,763.623
277,0.076944444,391.872,862.198,700.459,480.116,533.254,763.623
278,0.077222222,392.809,865.095,704.382,482.125,535.574,767.371
279,0.0775,392.809,865.095,704.382,482.125,535.574,767.371
280,0.077777778,392.809,865.095,704.382,482.125,535.574,767.371
281,0.078055556,394.232,868.116,708.474,484.233,538.027,771.211
282,0.078333333,394.232,868.116,708.474,484.233,538.027,771.211
283,0.078611111,394.232,868.116,708.474,484.233,538.027,771.211
284,0.078888889,395.486,871.082,712.312,486.211,540.275,774.8
285,0.079166667,395.486,871.082,712.312,486.211,540.275,774.8
286,0.079444444,395.486,871.082,712.312,486.211,540.275,774.8
287,0.079722222,395.486,871.082,712.312,486.211,540.275,774.8
288,0.08,396.549,873.47,716.136,488.168,542.554,778.383
289,0.080277778,396.549,873.47,716.136,488.168,542.554,778.383
290,0.080555556,396.549,873.47,716.136,488.168,542.554,778.383
291,0.080833333,398.237,875.873,720.002,490.154,544.886,781.974
292,0.081111111,398.237,875.873,720.002,490.154,544.886,781.974
293,0.081388889,398.237,875.873,720.002,490.154,544.886,781.974
294,0.081666667,398.237,875.873,720.002,490.154,544.886,781.974
295,0.081944444,399.29,878.506,723.829,492.115,547.17,785.487
296,0.082222222,399.29,878.506,723.829,492.115,547.17,785.487
297,0.0825,399.29,878.506,723.829,492.115,547.17,785.487
298,0.082777778,399.29,878.506,723.829,492.115,547.17,785.487
299,0.083055556,400.675,881.479,727.527,494.042,549.395,788.904
300,0.083333333,400.675,881.479,727.527,494.042,549.395,788.904
301,0.083611111,400.675,881.479,727.527,494.042,549.395,788.904
302,0.083888889,402.042,884.022,731.136,495.939,551.589,792.23
303,0.084166667,402.042,884.022,731.136,495.939,551.589,792.23
304,0.084444444,402.042,884.022,731.136,495.939,551.589,792.23
305,0.084722222,403.404,886.894,734.63,497.83,553.749,795.45
306,0.085,403.404,886.894,734.63,497.83,553.749,795.45
307,0.085277778,403.404,886.894,734.63,497.83,553.749,795.45
308,0.085555556,403.404,886.894,734.63,497.83,553.749,795.45
309,0.085833333,404.575,889.322,737.959,499.643,555.82,798.543
310,0.086111111,404.575,889.322,737.959,499.643,555.82,798.543
311,0.086388889,404.575,889.322,737.959,499.643,555.82,798.543
312,0.086666667,405.803,891.465,741.38,501.497,557.947,801.72
313,0.086944444,405.803,891.465,741.38,501.497,557.947,801.72
314,0.087222222,405.803,891.465,741.38,501.497,557.947,801.72
315,0.0875,405.803,891.465,741.38,501.497,557.947,801.72
316,0.087777778,406.995,893.973,744.765,503.367,560.068,804.878
317,0.088055556,406.995,893.973,744.765,503.367,560.068,804.878
318,0.088333333,406.995,893.973,744.765,503.367,560.068,804.878
319,0.088611111,408.148,896.746,748.122,505.168,562.066,807.923
320,0.088888889,408.148,896.746,748.122,505.168,562.066,807.923
321,0.089166667,408.148,896.746,748.122,505.168,562.066,807.923
322,0.089444444,408.148,896.746,748.122,505.168,562.066,807.923
323,0.089722222,409.258,899.264,751.56,506.969,564.157,811.002
324,0.09,409.258,899.264,751.56,506.969,564.157,811.002
325,0.090277778,409.258,899.264,751.56,506.969,564.157,811.002
326,0.090555556,410.542,901.644,754.838,508.738,566.156,813.903
327,0.090833333,410.542,901.644,754.838,508.738,566.156,813.903
328,0.091111111,410.542,901.644,754.838,508.738,566.156,813.903
329,0.091388889,410.542,901.644,754.838,508.738,566.156,813.903
330,0.091666667,411.643,904.135,758.138,510.536,568.238,816.945
331,0.091944444,411.643,904.135,758.138,510.536,568.238,816.945
332,0.092222222,411.643,904.135,758.138,510.536,568.238,816.945
333,0.0925,412.723,906.631,761.241,512.258,570.172,819.805
334,0.092777778,412.723,906.631,761.241,512.258,570.172,819.805
335,0.093055556,412.723,906.631,761.241,512.258,570.172,819.805
336,0.093333333,412.723,906.631,761.241,512.258,570.172,819.805
337,0.093611111,413.924,909.231,764.362,514.012,572.18,822.738
338,0.093888889,413.924,909.231,764.362,514.012,572.18,822.738
339,0.094166667,413.924,909.231,764.362,514.012,572.18,822.738
340,0.094444444,414.78,911.404,767.238,515.69,574.065,825.478
341,0.094722222,414.78,911.404,767.238,515.69,574.065,825.478
342,0.095,414.78,911.404,767.238,515.69,574.065,825.478
343,0.095277778,414.78,911.404,767.238,515.69,574.065,825.478
344,0.095555556,416.084,913.676,770.123,517.41,576.035,828.299
345,0.095833333,416.084,913.676,770.123,517.41,576.035,828.299
346,0.096111111,416.084,913.676,770.123,517.41,576.035,828.299
347,0.096388889,417.221,916.164,773.017,519.087,577.912,831.056
348,0.096666667,417.221,916.164,773.017,519.087,577.912,831.056
349,0.096944444,417.221,916.164,773.017,519.087,577.912,831.056
350,0.097222222,417.221,916.164,773.017,519.087,577.912,831.056
351,0.0975,418.281,918.319,775.912,520.729,579.763,833.735
352,0.097777778,418.281,918.319,775.912,520.729,579.763,833.735
353,0.098055556,418.281,918.319,775.912,520.729,579.763,833.735
354,0.098333333,419.511,920.082,778.777,522.369,581.613,836.375
355,0.098611111,419.511,920.082,778.777,522.369,581.613,836.375
356,0.098888889,419.511,920.082,778.777,522.369,581.613,836.375
357,0.099166667,419.511,920.082,778.777,522.369,581.613,836.375
358,0.099444444,420.475,921.9,781.609,523.98,583.495,839.029
359,0.099722222,420.475,921.9,781.609,523.98,583.495,839.029
360,0.1,420.475,921.9,781.609,523.98,583.495,839.029
361,0.100277778,421.551,923.909,784.391,525.54,585.284,841.568
362,0.100555556,421.551,923.909,784.391,525.54,585.284,841.568
363,0.100833333,421.551,923.909,784.391,525.54,585.284,841.568
364,0.101111111,421.551,923.909,784.391,525.54,585.284,841.568
365,0.101388889,422.785,925.816,787.174,527.134,587.081,844.062
366,0.101666667,422.785,925.816,787.174,527.134,587.081,844.062
367,0.101944444,422.785,925.816,787.174,527.134,587.081,844.062
368,0.102222222,423.748,927.673,789.868,528.686,588.865,846.545
369,0.1025,423.748,927.673,789.868,528.686,588.865,846.545
370,0.102777778,423.748,927.673,789.868,528.686,588.865,846.545
371,0.103055556,423.748,927.673,789.868,528.686,588.865,846.545
372,0.103333333,424.401,929.551,792.476,530.207,590.574,848.966
373,0.103611111,424.401,929.551,792.476,530.207,590.574,848.966
374,0.103888889,424.401,929.551,792.476,530.207,590.574,848.966
375,0.104166667,425.544,931.254,795.066,531.691,592.316,851.351
376,0.104444444,425.544,931.254,795.066,531.691,592.316,851.351
377,0.104722222,425.544,931.254,795.066,531.691,592.316,851.351
378,0.105,425.544,931.254,795.066,531.691,592.316,851.351
379,0.105277778,426.491,932.658,797.682,533.21,594.05,853.714
380,0.105555556,426.491,932.658,797.682,533.21,594.05,853.714
381,0.105833333,426.491,932.658,797.682,533.21,594.05,853.714
382,0.106111111,427.74,934.37,800.255,534.684,595.781,856.088
383,0.106388889,427.74,934.37,800.255,534.684,595.781,856.088
384,0.106666667,427.74,934.37,800.255,534.684,595.781,856.088
385,0.106944444,427.74,934.37,800.255,534.684,595.781,856.088
386,0.107222222,428.719,935.994,802.801,536.174,597.481,858.393
387,0.1075,428.719,935.994,802.801,536.174,597.481,858.393
388,0.107777778,428.719,935.994,802.801,536.174,597.481,858.393
389,0.108055556,429.912,937.558,805.314,537.646,599.197,860.679
390,0.108333333,429.912,937.558,805.314,537.646,599.197,860.679
391,0.108611111,429.912,937.558,805.314,537.646,599.197,860.679
392,0.108888889,429.912,937.558,805.314,537.646,599.197,860.679
393,0.109166667,431.092,939.161,807.781,539.091,600.846,862.923
394,0.109444444,431.092,939.161,807.781,539.091,600.846,862.923
395,0.109722222,431.092,939.161,807.781,539.091,600.846,862.923
396,0.11,432.283,940.671,810.259,540.541,602.481,865.123
397,0.110277778,432.283,940.671,810.259,540.541,602.481,865.123
398,0.110555556,432.283,940.671,810.259,540.541,602.481,865.123
399,0.110833333,432.283,940.671,810.259,540.541,602.481,865.123
400,0.111111111,433.425,942.081,812.697,541.974,604.138,867.308
401,0.111388889,433.425,942.081,812.697,541.974,604.138,867.308
402,0.111666667,433.425,942.081,812.697,541.974,604.138,867.308
403,0.111944444,434.572,943.384,815.063,543.383,605.771,869.443
404,0.112222222,434.572,943.384,815.063,543.383,605.771,869.443
405,0.1125,434.572,943.384,815.063,543.383,605.771,869.443
406,0.112777778,434.572,943.384,815.063,543.383,605.771,869.443
407,0.113055556,435.626,944.821,817.389,544.781,607.325,871.509
408,0.113333333,435.626,944.821,817.389,544.781,607.325,871.509
409,0.113611111,435.626,944.821,817.389,544.781,607.325,871.509
410,0.113888889,436.811,946.069,819.689,546.183,608.939,873.585
411,0.114166667,436.811,946.069,819.689,546.183,608.939,873.585
412,0.114444444,436.811,946.069,819.689,546.183,608.939,873.585
413,0.114722222,436.811,946.069,819.689,546.183,608.939,873.585
414,0.115,437.837,947.421,821.995,547.584,610.535,875.613
415,0.115277778,437.837,947.421,821.995,547.584,610.535,875.613
416,0.115555556,437.837,947.421,821.995,547.584,610.535,875.613
417,0.115833333,439.144,948.869,824.227,548.945,612.111,877.635
418,0.116111111,439.144,948.869,824.227,548.945,612.111,877.635
419,0.116388889,439.144,948.869,824.227,548.945,612.111,877.635
420,0.116666667,439.144,948.869,824.227,548.945,612.111,877.635
421,0.116944444,440.105,950.266,826.413,550.29,613.709,879.584
422,0.117222222,440.105,950.266,826.413,550.29,613.709,879.584
423,0.1175,440.105,950.266,826.413,550.29,613.709,879.584
424,0.117777778,441.349,951.484,828.6,551.652,615.235,881.498
425,0.118055556,441.349,951.484,828.6,551.652,615.235,881.498
426,0.118333333,441.349,951.484,828.6,551.652,615.235,881.498
427,0.118611111,441.349,951.484,828.6,551.652,615.235,881.498
428,0.118888889,442.498,952.8,830.752,552.987,616.75,883.367
429,0.119166667,442.498,952.8,830.752,552.987,616.75,883.367
430,0.119444444,442.498,952.8,830.752,552.987,616.75,883.367
431,0.119722222,443.614,954.13,832.837,554.298,618.244,885.22
432,0.12,443.614,954.13,832.837,554.298,618.244,885.22
433,0.120277778,443.614,954.13,832.837,554.298,618.244,885.22
434,0.120555556,443.614,954.13,832.837,554.298,618.244,885.22
435,0.120833333,444.893,955.391,834.894,555.622,619.708,887.037
436,0.121111111,444.893,955.391,834.894,555.622,619.708,887.037
437,0.121388889,444.893,955.391,834.894,555.622,619.708,887.037
438,0.121666667,446.009,956.802,836.847,556.917,621.179,888.843
