variant,simulation_id,z_mm,Tside_K,Tcore_K,Tgas_in_K,Tgas_out_K,Nu,h_W_m2K,k_side_W_m_K,UA_over_mcp,effectiveness,Qgas_W,Qcore_side_W
initial_side_topology,E67,2.74,864.8528283918696,925.5206444166604,296.33849999999995,839.8426406654265,6.230212951816179,195.75637748792462,0.887358475684072,1.9938246655702505,0.8638263903202954,175.45414043525756,10.51586954368868
initial_side_topology,E67,8.220000000000002,872.6046679111046,899.623326255001,839.8426406654265,886.5193071412972,3.860144875761737,157.52697278395198,0.9114336681842803,1.5177636396086343,0.7807984471160179,15.928776695590207,4.683285224472359
initial_side_topology,E67,13.700000000000001,872.8241476419399,890.0367317994243,886.5193071412972,889.2462514323337,3.752110351280119,155.52007852029197,0.9121215794777308,1.4928435493294963,0.7752672924310899,0.9340717675400454,2.983547148555725
initial_side_topology,E67,19.180000000000003,869.9945848671775,883.5374654096153,889.2462514323337,884.8172181664278,3.7628685575131433,155.72138866744973,0.9032794292653425,1.4953394950520296,0.7758275136395592,-1.5165237459628467,2.3474582465905742
initial_side_topology,E67,24.66,865.7691509816449,877.697993083607,884.8172181664278,879.2830519165531,3.7924122463972094,156.27253659611142,0.8901819679275537,1.502177357599949,0.7773551454678796,-1.8929775369206598,2.067688530278312
initial_side_topology,E67,30.14,860.8526930805936,872.005181899016,879.2830519165531,873.6133738952543,3.825155178923775,156.88052246188698,0.8751026500792388,1.5097276751152515,0.7790298545641555,-1.9371382463015137,1.9331191591609809
initial_side_topology,E67,35.620000000000005,855.5630838926276,866.3209503901742,873.6133738952543,867.9199726198685,3.8587485773055925,157.50123926808376,0.8590700598822476,1.5174435971685973,0.7807282820888787,-1.9430099339122264,1.8647172103639176
initial_side_topology,E67,41.1,850.0413825228981,860.5891848230003,867.9199726198685,862.1840545560597,3.8930524300270135,158.13193601094358,0.8425441714476833,1.5252909249833848,0.7824422453285785,-1.955247095732582,1.8283056854258548
initial_side_topology,E67,46.580000000000005,844.3427206307399,854.7739713699215,862.1840545560597,856.3732147819394,3.9282568842755254,158.77593915245262,0.8257123157367982,1.5333110155246277,0.7841801000278157,-1.9784502952745509,1.8081031943842372
initial_side_topology,E67,52.06,838.4782738626184,848.8437212554735,856.3732147819394,850.4553965099809,3.964592482426468,159.43723927063118,0.8086263950997347,1.541553610018737,0.7859517046076907,-2.0124475323072524,1.7966971565399819
initial_side_topology,E67,57.54,832.434963045868,842.7656238065057,850.4553965099809,844.3976460234195,4.002306940578316,160.12005085677887,0.7912676486776922,1.5500713559110137,0.7877671707804551,-2.0574875619756297,1.7906674078159883
initial_side_topology,E67,63.02,826.1845053603017,836.5029279926913,844.3976460234195,838.1636808084803,4.041679751664033,160.8290632579282,0.7735771071337965,1.5589229290983722,0.7896374754202821,-2.1146381892975894,1.7885461091019657
initial_side_topology,E67,68.50000000000001,819.6872330521345,830.0131496415415,838.1636808084803,831.7119230724455,4.083039395419273,161.56972795366443,0.7554695845365604,1.5681766195718543,0.7915751260734086,-2.185621123085899,1.78984507582807
initial_side_topology,E67,73.98000000000002,812.8932667147142,823.2465844163265,831.7119230724455,824.9938749692705,4.126780221254981,162.34852703695023,0.736839756660263,1.5779136887256235,0.7935947250402197,-2.272689089162162,1.7945946537786825
initial_side_topology,E67,79.46000000000002,805.7422745882283,816.1448799017794,824.9938749692705,817.9526102297665,4.173380514846828,163.1732479777594,0.7175644629292317,1.588231804905514,0.7957134890233728,-2.3785788443198865,1.8031379330860566
initial_side_topology,E67,84.94000000000001,798.16237412241,808.6395674686134,817.9526102297665,810.5212512134133,4.223423449884718,164.05329110539827,0.6975032326404444,1.5992488801245923,0.7979517765505445,-2.5065071273338027,1.8160666665115572
initial_side_topology,E67,90.42000000000002,790.0683606231787,800.6505402610206,810.5212512134133,802.6213890879833,4.2776224430709835,165.00003047210433,0.6764979460500976,1.6111075559219294,0.8003336500817128,-2.660178692626745,1.8342644889994328
initial_side_topology,E67,95.90000000000002,781.3591722183004,792.0845478410624,802.6213890879833,794.1614912228357,4.336852333612429,166.02724405882287,0.6543718606867571,1.6239805213492862,0.8028874751833088,-2.843776571169515,1.859085397271202
initial_side_topology,E67,101.38000000000001,771.9141591475502,782.833906739352,794.1614912228357,785.0354621170774,4.402187655132503,167.15162292391352,0.630927552457265,1.6380767553553568,0.8056465276480277,-3.0618929895016054,1.892776906267277
initial_side_topology,E67,106.86000000000001,761.5871113625653,772.775865515333,785.0354621170774,775.1217451604612,4.474948653932571,168.39335390555902,0.6059422410289599,1.653648579603572,0.8086495240149716,-3.3193270792295455,1.9394052190510667
initial_side_topology,E67,112.34,750.1957421917209,761.7735349751615,775.1217451604612,764.2837876300838,4.5567537290942175,169.77673228094008,0.5791569288954616,1.6709988999319128,0.8119408804570036,-3.620605944522516,2.0068393176502424
initial_side_topology,E67,117.82000000000002,737.5016959642577,749.6802384993173,764.2837876300838,752.3735670057421,4.649571527054579,171.33066708896493,0.5502518885021158,1.6904867986265215,0.8155702779983405,-3.9689436915884384,2.110970411043273
initial_side_topology,E67,123.30000000000003,723.1706825326781,736.3510270642108,752.3735670057421,739.2416431697692,4.755752097276643,173.08872004840347,0.5187939538028755,1.7125268125153927,0.8195906444230023,-4.3640684180282445,2.2846179855531754
initial_side_topology,E67,128.78,706.69120314949,721.6688629096459,739.2416431697692,724.760746055583,4.877982831670038,175.08780594993678,0.4841294785031104,1.7375707911080696,0.8240527053676673,-4.797783758518744,2.5961560251846603
initial_side_topology,E67,134.26000000000002,687.2083660622853,705.6003831177044,724.760746055583,708.8769524469174,5.01903487006207,177.36351427839196,0.44518219404174475,1.7660467760338099,0.8289923139850627,-5.245031819155557,3.1879844153455474
