variant,simulation_id,z_mm,Tside_K,Tcore_K,Tgas_in_K,Tgas_out_K,Nu,h_W_m2K,k_side_W_m_K,UA_over_mcp,effectiveness,Qgas_W,Qcore_side_W
initial_side_topology,E76,2.74,1089.7071803184156,1248.0314996524405,296.4675,600.3216759341242,0.31042244081037595,11.607831012411173,1.7750145173726035,0.3846641531717239,0.31932079822808257,30.148546484592245,27.443181521971642
initial_side_topology,E76,8.220000000000002,1100.1090268242758,1172.6609078631602,600.3216759341242,767.5255633022499,0.2580026077807765,10.677984410722226,1.8263316962963196,0.34551068302006543,0.29214123030597566,16.99049303384936,12.575796627364413
initial_side_topology,E76,13.700000000000001,1086.947599048608,1121.5175377654864,767.5255633022499,866.6743185049186,0.23678510020329835,10.271475337120384,1.7615634649312741,0.3286257122229717,0.28008757925376554,10.189441078320463,5.992188107306422
initial_side_topology,E76,19.180000000000003,1065.310003368197,1083.621641113301,866.6743185049186,926.1439933694148,0.22668557944870543,10.070608604716867,1.658442761024477,0.32037104200664396,0.274120344743072,6.146527607134998,3.1740518495030714
initial_side_topology,E76,24.66,1041.5351918823353,1053.3695693125085,926.1439933694148,960.6682421552935,0.22210278711192571,9.977771471082303,1.5498665946474683,0.31657891026953744,0.2713624876913178,3.577730466720797,2.0513144751349044
initial_side_topology,E76,30.14,1018.1411434214499,1027.7507326593084,960.6682421552935,978.8162612755368,0.22073439193878794,9.949839609817701,1.4477595388041689,0.31544097923292563,0.27053287652099367,1.8821706842961687,1.6656803131410052
initial_side_topology,E76,35.620000000000005,995.9576485421384,1005.0709379013493,978.8162612755368,985.9300818154397,0.22142911162470763,9.964032579008894,1.3551740759778763,0.31601901773729757,0.27095441476163357,0.7374908457787226,1.5796540619854826
initial_side_topology,E76,41.1,975.1026259581953,984.3313797055268,985.9300818154397,985.49486747836,0.22353835714212578,10.006969481388882,1.2718135558463162,0.3177699240037311,0.2722297883896813,-0.04506348632455602,1.5996681076851293
initial_side_topology,E76,46.580000000000005,955.4283157386859,964.9162143277664,985.49486747836,979.8540658562863,0.22666723580366296,10.070239150690599,1.1963735317696538,0.32035592098188187,0.27410936861584567,-0.5830149140991057,1.6445870371491151
initial_side_topology,E76,52.06,936.7168369354949,946.430214591302,979.8540658562863,970.6147430864622,0.23056275888057373,10.148316826365647,1.1274504158974596,0.3235566445280011,0.27642902957456056,-0.9528304824629378,1.6836705019232698
initial_side_topology,E76,57.54,918.7585942241944,928.6111551866144,970.6147430864622,958.8924808897577,0.23505769871381904,10.237473452270477,1.063840979347966,0.32722383173309116,0.27907764033526594,-1.2058439333817275,1.7077958716976114
initial_side_topology,E76,63.02,901.3779790550493,911.2804003809258,958.8924808897577,945.4668911298758,0.24003987374698585,10.335156021490048,1.0046002997959647,0.3312559625479681,0.2819786410592069,-1.3772681817225134,1.716438429018215
initial_side_topology,E76,68.50000000000001,884.4369143740183,894.3136919892349,945.4668911298758,930.8841928604702,0.24543416570331525,10.439612168846002,0.9490149498106071,0.335583106435529,0.28507891030063987,-1.4916054921868573,1.7119934706599755
initial_side_topology,E76,73.98000000000002,867.8302173630534,877.623079968128,930.8841928604702,915.5267938283816,0.2511914035530061,10.549650926413214,0.896554666828543,0.3401573773068658,0.2883416849199288,-1.566057388750028,1.6974480434922905
initial_side_topology,E76,79.46000000000002,851.4788187908041,861.1453086297412,915.5267938283816,899.6614375391713,0.25728119144327316,10.66448417427341,0.8468256784237244,0.3449466640395559,0.2917418719120779,-1.6127592564847844,1.675543191634202
initial_side_topology,E76,84.94000000000001,835.32317699713,844.834147380387,899.6614375391713,883.4729758654496,0.26368712728615046,10.78361842603033,0.7995323976815791,0.34993037541843136,0.29526284495984706,-1.6402885741204039,1.6485861917849123
initial_side_topology,E76,90.42000000000002,819.3175296131134,828.6552756951311,883.4729758654496,867.088283278472,0.27040353390492233,10.906779265770874,0.7544478274370923,0.35509647475512957,0.29889419906472614,-1.6547038194809423,1.61856031854621
initial_side_topology,E76,95.90000000000002,803.424808121955,812.5829516728362,867.088283278472,850.5933274038085,0.2774331671344316,11.033857369951168,0.7113907024834094,0.360439356502595,0.302630135231722,-1.6602677309956344,1.5874288733928796
