simulation_id,flow_lpm,irradiance,T8_model,T8_experiment,T12_perim_model,T12_perim_experiment,T11_perim_model,T11_perim_experiment,T9_core_model,T9_core_experiment,T10_core_model,T10_core_experiment,T3_model,T3_experiment,T2_model,T2_experiment,T12_minus_T9_model,T12_minus_T9_experiment,T11_minus_T10_model,T11_minus_T10_experiment
E67,15.2805125,456000.0,1410.9882032171108,931.6279999999999,1334.4404366770987,991.103,1087.4823056167668,878.055,1347.3645851671718,966.6659999999999,1085.289181653611,824.995,922.7951925564519,763.414,546.0345584043471,326.43699999999995,-12.924148490073094,24.437000000000012,2.193123963155813,53.059999999999945
E68,12.499871559633025,456000.0,1431.9991145902789,1012.649,1343.0142883099793,1047.717,1085.573769681907,898.751,1355.874075071009,1020.928,1083.0269639364112,850.0989999999999,915.1014555040266,773.207,577.225865161026,338.52,-12.859786761029682,26.7890000000001,2.5468057454957034,48.652000000000044
E69,10.499733944954128,456000.0,1442.879397057671,1058.429,1338.632945186491,1070.73,1070.0000657449814,896.755,1351.095180568597,1044.378,1067.172595327461,852.837,897.5076449744048,769.76,576.0339163246421,344.308,-12.462235382105973,26.35200000000009,2.827470417520317,43.918000000000006
E70,9.107139705882352,456000.0,1451.4301868917983,1152.474,1338.2650700923793,1120.277,1063.2655786443022,912.173,1350.478661034369,1093.725,1060.21253828432,871.483,889.0856478643416,779.518,587.6901024587934,352.421,-12.21359094198965,26.552000000000135,3.0530403599821057,40.690000000000055
E71,7.126846153846151,456000.0,1460.81183708706,1203.298,1331.0390519037412,1120.348,1045.3237401092963,882.823,1342.6848106627235,1095.306,1041.972023707752,847.476,870.5376095148113,753.56,588.8915883703819,356.00399999999996,-11.64575875898231,25.041999999999916,3.3517164015443086,35.34699999999998
E72,18.707575757575754,304000.0,1204.8231489124162,737.656,1113.08912733876,797.899,897.7911651587676,733.977,1118.0468885114844,771.112,896.4097970119356,684.1869999999999,775.4714896090608,652.9549999999999,446.33039134384353,309.928,-4.957761172724531,26.787000000000035,1.3813681468320738,49.79000000000008
E73,13.170870967741934,304000.0,1250.3140339597996,837.694,1137.2378678716234,894.482,903.9279532111062,791.76,1142.3469355014167,867.5509999999999,902.3001323249442,747.4,771.056747365428,694.626,482.4891065643177,325.12,-5.109067629793344,26.93100000000004,1.6278208861619987,44.360000000000014
E74,9.023245901639344,304000.0,1278.4762151601383,948.538,1138.1357608102269,962.509,888.9696718795929,804.0,1142.9288771476288,935.491,887.0596919929945,767.8009999999999,752.048286942313,697.672,500.58647663680404,333.964,-4.793116337401898,27.01800000000003,1.9099798865983075,36.19900000000007
E75,6.944410852713178,304000.0,1289.4749702344218,1008.725,1132.2754646132466,979.689,875.505410736414,788.678,1136.7771289701936,954.178,873.462285161725,757.393,738.4606927424867,681.066,502.65163299106126,336.517,-4.501664356947003,25.510999999999967,2.043125574688929,31.284999999999968
E76,4.526673611111114,304000.0,1300.5544334138947,1067.693,1122.7595037294045,970.472,858.2443488528138,751.1579999999999,1126.8412932802946,947.353,856.0476576849173,726.308,722.4142415207723,647.019,505.77931204690475,338.123,-4.081789550890107,23.119000000000028,2.1966911678964607,24.84999999999991
E77,13.84748387096774,256000.0,876.5528929594795,565.544,765.5267079334317,623.3499999999999,624.8719574103488,574.299,766.1949273541588,602.429,624.3801843260519,543.727,560.931407323641,525.356,363.2123498390587,308.37,-0.668219420727155,20.920999999999935,0.49177308429693767,30.572000000000003
E78,10.009137614678897,256000.0,927.35914222605,631.689,803.7387034463585,685.819,648.4138420365745,612.092,804.5129414749903,663.635,647.852947318937,583.704,574.751841868582,554.4549999999999,393.2835424117699,312.95899999999995,-0.7742380286317712,22.18399999999997,0.5608947176374386,28.388000000000034
E79,8.033490566037736,256000.0,940.959345817503,676.213,806.4233484263635,716.108,646.4897588685351,622.325,807.1928980918707,694.063,645.9143146129697,595.766,571.2643350479334,560.0329999999999,392.5036083107032,314.96,-0.7695496655071565,22.04499999999996,0.5754442555653441,26.559000000000083
E80,6.605050847457628,256000.0,952.2803854943439,710.3340000000001,810.0697963938287,735.351,646.5632055988847,626.4849999999999,810.8294739587228,713.233,645.96600433775,601.77,569.9713394597358,561.2539999999999,396.45819433726507,316.11899999999997,-0.7596775648941048,22.118000000000052,0.5972012611347282,24.714999999999918
E81,4.527140495867768,256000.0,966.3060215503216,760.0609999999999,811.8937009340907,749.902,643.9903287100861,618.9749999999999,812.6228643019095,728.5039999999999,643.3660776363112,597.766,566.4296593103095,550.499,399.12166828309114,319.315,-0.7291633678188418,21.39800000000014,0.6242510737749853,21.208999999999946
