variant,simulation_id,z_mm,Tperim_K,Tcore_K,Trear_K,Tgas_in_K,Tgas_out_K,Nu,h_W_m2K,k_perim_W_m_K,effectiveness,Qgas_W,Qcore_source_W,Qperim_source_W,Qcore_perim_W,Qcore_rear_W,Qperim_rear_W,Qrear_tube_W,Qrear_cavity_W,rear_contact_weight,active_flow_fraction,flange_scale,flange_cool_gain,flange_cool_tau_s,k_core_axial_scale,G_rear_axial_W_K
fitted_energy_accounting,E70,2.74,1158.4936742781517,1262.632680442363,664.3920996878308,299.03999999999996,1262.6031928072136,16.72119736181661,630.3680870398945,13.440953753094684,0.9999693982366743,192.13416292332067,202.66376679577274,10.775933049769836,-7.264860527156534,1.4771014159815001,0.0008139204258138292,0.0,0.7682024848868506,0.0016997520250656762,1.0,0.10152256745236467,4.742091083963442,110.1065511518466,0.04667572150620034,4.211397303821292
fitted_energy_accounting,E70,8.220000000000002,1176.7206696668177,1237.012593720544,664.2238244354413,1262.6031928072136,1237.019641819554,10.01026513980397,539.4661193432327,14.085401563115914,0.9997245824927325,-5.5359236167389785,0.0,10.567548099341332,-4.206036098266168,1.4142589610056575,0.0008442224675054439,0.0,0.7673841094529631,0.0016997520250656762,1.0,0.10152256745236467,4.742091083963442,110.1065511518466,0.04667572150620034,4.211397303821292
fitted_energy_accounting,E70,13.700000000000001,1184.4264858063598,1213.374198158438,663.9019947233901,1237.019641819554,1213.3987141924545,8.499860419401566,450.7259061750849,14.363934554816549,0.9989631814751397,-5.094288199429454,0.0,10.363192896254848,-2.019426731291084,2.781211608649273,0.0017577647012137394,0.0,1.5699288483739584,0.003484491651384637,1.0,0.10152256745236467,4.742091083963442,110.1065511518466,0.04667572150620034,4.211397303821292
fitted_energy_accounting,E70,19.180000000000003,1184.0002863315217,1186.2999946450932,663.2926339122876,1213.3987141924545,1186.3605463673875,7.651413381785959,398.96167552399044,14.348434144736299,0.9977655135258883,-5.810907311621238,0.0,10.162789513272354,-0.16043037826666837,5.399256441011995,0.0035863393276026473,0.0,3.189583345094162,0.007106852078135713,1.0,0.10152256745236467,4.742091083963442,110.1065511518466,0.04667572150620034,4.211397303821292
fitted_energy_accounting,E70,24.66,1177.0883908978378,1156.1777599437812,662.1587640217124,1186.3605463673875,1156.2924168654774,7.093010882125756,362.8012809788486,14.098610611144833,0.9962012479534843,-6.435933484330818,0.0,9.966261530112362,1.458750404978134,7.6994618873005125,0.005354215777208222,0.0,4.780505142606864,0.010729212504886787,1.0,0.10152256745236467,4.742091083963442,110.1065511518466,0.04667572150620034,4.211397303821292
fitted_energy_accounting,E70,30.14,1164.9142876726182,1123.6412484041355,660.332065835102,1156.2924168654774,1123.8265974325225,6.693221990634956,335.1090002283088,13.665672302343284,0.9943233569540901,-6.91729884965713,0.0,9.773534004308585,2.8792561486958683,9.658713585737598,0.007017971325963245,0.0,6.319474168837394,0.014351572931637859,1.0,0.10152256745236467,4.742091083963442,110.1065511518466,0.04667572150620034,4.211397303821292
fitted_energy_accounting,E70,35.620000000000005,1148.4479634809124,1089.4110412779428,657.712863847409,1123.8265974325225,1089.680483885108,6.39178717305056,312.68226431387217,13.094323087163028,0.9921709064948708,-7.238403483399889,0.0,9.584533442631708,4.118485681348485,11.271253565236512,0.008548115690899999,0.0,7.779822462774761,0.017973933358388938,1.0,0.10152256745236467,4.742091083963442,110.1065511518466,0.04667572150620034,4.211397303821292
fitted_energy_accounting,E70,41.1,1128.500463701695,1054.196472184827,654.2651713498991,1089.680483885108,1054.5592982962416,6.1562822472325305,293.8435270763786,12.423796014665008,0.9897749410500871,-7.4041535270071535,0.0,9.399187773064277,5.183534535847929,12.546237379960361,0.009925519340023182,0.0,9.134685212177612,0.02159629378514001,1.0,0.10152256745236467,4.742091083963442,110.1065511518466,0.04667572150620034,4.211397303821292
fitted_energy_accounting,E70,46.580000000000005,1105.778916839179,1018.6416935136953,650.0081477294951,1054.5592982962416,1019.1028025099428,5.967351612788425,277.618214436214,11.688371384638033,0.9871620337982109,-7.431092658640092,0.0,9.217426317317384,6.07879600065631,13.5040997804229,0.011139059336714737,0.0,10.359684789017155,0.02521865421189108,1.0,0.10152256745236467,4.742091083963442,110.1065511518466,0.04667572150620034,4.211397303821292
fitted_energy_accounting,E70,52.06,1080.919362242672,983.3015943058489,645.0054672152746,1019.1028025099428,983.8616679344995,5.812579389385097,263.3952643633094,10.91764517332539,0.9843560131977189,-7.340738894717208,0.0,9.039179763878149,6.809931217464141,14.172825456339949,0.012184042071880789,0.0,11.434911205519844,0.028841014638642158,1.0,0.10152256745236467,4.742091083963442,110.1065511518466,0.04667572150620034,4.211397303821292
