irradiance,sensor,model_slope_K_per_Lmin,experiment_slope_K_per_Lmin
456000.0,T8,-39.87892207911534,-34.14928244526689
456000.0,T12_perim,-27.95735462988861,-16.81065855368442
456000.0,T11_perim,-14.553570414913898,-1.3657133576718719
456000.0,T9_core,-29.074661675116456,-16.731949144758126
456000.0,T10_core,-12.642529065045704,-3.5441256722753445
456000.0,T3,5.836017402565175,0.5430107656374393
304000.0,T8,-31.880979153083455,-23.65036823444102
304000.0,T12_perim,-21.616889416754866,-13.173548257550575
304000.0,T11_perim,-11.459236741879398,-1.9289615808695002
304000.0,T9_core,-22.281706191597156,-13.384545690629912
304000.0,T10_core,-10.125375877761389,-3.67897996265457
304000.0,T3,4.851188691852298,-0.13175631351821884
256000.0,T8,-26.16475057117887,-20.88606484778701
256000.0,T12_perim,-15.736007065727371,-13.987976018518863
256000.0,T11_perim,-7.7444860592261735,-5.174190237226035
256000.0,T9_core,-15.665569862801835,-13.924381477027032
256000.0,T10_core,-6.579478571086255,-6.148389808009175
256000.0,T3,4.478002458870509,-3.039355302230513
