irradiance,sensor,model_slope_K_per_Lmin,experiment_slope_K_per_Lmin
456000.0,T8,-67.12853726790286,-34.14928244526689
456000.0,T12_perim,-42.93277525308228,-16.81065855368442
456000.0,T11_perim,-10.523893767588655,-1.3657133576718719
456000.0,T9_core,-44.11221938472472,-16.731949144758126
456000.0,T10_core,-6.044780681370644,-3.5441256722753445
456000.0,T3,25.07785783757638,0.5430107656374393
304000.0,T8,-45.21608050614799,-23.65036823444102
304000.0,T12_perim,-26.34150339516432,-13.173548257550575
304000.0,T11_perim,-8.976712222484442,-1.9289615808695002
304000.0,T9_core,-26.33012463470668,-13.384545690629912
304000.0,T10_core,-6.801734712690628,-3.67897996265457
304000.0,T3,10.937989977757434,-0.13175631351821884
256000.0,T8,-40.10976275836425,-20.88606484778701
256000.0,T12_perim,-20.302365388047683,-13.987976018518863
256000.0,T11_perim,-6.358817790450423,-5.174190237226035
256000.0,T9_core,-19.612840559349465,-13.924381477027032
256000.0,T10_core,-4.546422997388434,-6.148389808009175
256000.0,T3,8.99642002171383,-3.039355302230513
