case,flow_lpm,reynolds,irradiance,power_scale,q_receiver_gas_W,q_rear_gas_W,h_app_W_m2_K,Nu_app,deltaT_app_K,epsilon_mean,epsilon_outlet,z_peak_core_mm,z_peak_perim_mm,lambda_107,lambda_107_raw_K,Tcore_107_K,Tperim_107_K,K_loss_W_K,q_loss_external_W,q_front_W,q_cavity_ambient_W,q_tube_cavity_W,q_tube_flange_W,q_core_rear_W,q_perim_rear_W,q_rear_tube_W,q_rear_cavity_W,C_receiver_participating_J_K,C_total_with_rear_J_K,T3_error_K,T2_error_K
E67,15.2805125,111.31830775590693,456000.0,1.3317535512105507,200.4399849517384,-40.04642877984328,3.6375112508554728,0.08851597748279129,670.3601641760083,0.9452317612793789,0.8896919220324423,52.06,41.1,-0.09020469980571913,-69.25437291480898,1064.0853365170274,1133.3397094318364,0.25621937706229797,234.91405964077455,40.303621744241276,155.77372608801278,0.8101382053149865,38.8367118085205,183.80739318509296,0.13434394470841593,9.888579431850928,172.96463001879223,226.58081658147933,280.6229510849584,36.63474336392335,103.23436712308444
E68,12.499871559633025,90.475804403676,456000.0,1.3317535512105507,144.17332409198315,-31.707821617734233,2.041652594465095,0.04737591278200214,859.0753333201988,0.9735153358255642,0.9369116490377438,35.620000000000005,35.620000000000005,-0.09245843962735516,-78.28524409982401,1145.4628899943061,1223.7481340941301,0.29016422899996375,309.6052976634335,66.81870285104252,207.14744663747447,0.5953235374410946,35.63914817491653,204.63752791152882,0.14803617631486568,12.297972029093046,191.71295581841363,226.58081658147933,280.6229510849584,-19.319848448270136,131.15874401894604
E69,10.499733944954128,76.40842615027003,456000.0,1.3317535512105507,104.69891372026267,-24.525710258529603,1.296961179511911,0.029507740949380322,982.0721180988639,0.986046408576057,0.9619400536664205,2.74,30.14,-0.10258876320653544,-88.34693603018036,1157.9140641533281,1246.2610001835085,0.3041083565741695,351.433708876183,92.75092381550667,227.3587356816479,0.37442958105914426,31.32404937902845,213.26730753703987,0.1542427045002327,14.095814071492981,198.64808625803502,226.58081658147933,280.6229510849584,-69.54714087200819,138.0747085475261
E70,9.107139705882352,65.86899555432916,456000.0,1.3317535512105507,80.17132286238854,-19.77684596863051,0.9261871202526679,0.020877778745301313,1053.048793426727,0.9919224242947666,0.9758387901100978,2.74,24.66,-0.11259205004935934,-95.85419784222267,1150.380727877333,1246.2349257195556,0.3190465611131711,383.1060317259139,114.10739745738226,240.3313477920426,0.24190325266974944,28.667286476489014,213.98490351164236,0.15536249804035637,14.641750296936976,198.96601425627017,226.58081658147933,280.6229510849584,-118.98424440809163,140.55783382407782
E71,7.126846153846151,51.309287635693515,456000.0,1.3317535512105507,51.50586595450244,-13.63125955750072,0.5579928048594398,0.012577258741344867,1122.9392884375322,0.9969732960159576,0.9896071389362064,2.74,24.66,-0.12977449531864757,-105.07519081964324,1110.4587028327462,1215.5338936523895,0.33308646053985885,411.0520297788816,146.17550387610126,240.53518500832928,0.013213093027731992,24.341340894451093,209.13702958236084,0.15333702679149097,15.613898185858261,193.1896105939222,226.58081658147933,280.6229510849584,-157.43533971782597,138.37892958676315
E72,18.707575757575754,136.25388763090646,304000.0,1.027747938138321,124.29481839607344,-18.420415773949337,5.108784987561269,0.16796010429319042,295.980828564749,0.8950433755142926,0.8171482762797795,57.54,41.1,-0.0949532921617276,-34.79036360572013,662.8164957955121,697.6068594012322,0.19948993406815232,87.15249081086812,7.113161282946468,61.999802303041164,0.35957023764514906,18.039527224880487,88.49497666534447,0.06540215295153136,5.385596312929152,82.49443116947253,226.58081658147933,280.6229510849584,-59.07246524409652,42.6884154053098
E73,13.170870967741934,95.78456031942005,304000.0,1.027747938138321,99.59194370693865,-19.950538192970054,3.106920292472791,0.09562086362959937,389.9619911784381,0.9362398270729416,0.8754273055724918,41.1,35.620000000000005,-0.08671210820693744,-37.69671780100316,731.7151862688931,769.4119040698963,0.24189444639576654,129.84691492381177,11.938327834190172,96.53208852156494,0.37030038798316633,21.376498568056636,103.18589100393042,0.07490280391299779,5.973068408623618,96.79472944846391,226.58081658147933,280.6229510849584,-70.42800956241592,57.528769888271995
E74,9.023245901639344,65.6974650463822,304000.0,1.027747938138321,51.519008125648156,-12.722410730871179,1.0516899473913248,0.03028641498478716,595.9474322487524,0.9814819477444212,0.9526676991082708,2.74,19.180000000000003,-0.10358839755318403,-50.46097143010718,783.6765687743375,834.1375402044447,0.25056801291963265,175.36479319676917,30.002007472237402,127.45182320547617,0.0796713277999368,17.910962519055605,122.73908314514959,0.08846300174449069,9.082433518758677,113.30837309963006,226.58081658147933,280.6229510849584,-144.66602566166432,73.61759559729927
E75,6.944410852713178,50.53949993727276,304000.0,1.027747938138321,31.41419898693411,-8.757894895385217,0.5624808440543143,0.01593868003564955,679.4326863340671,0.9928526512202366,0.9784779790566696,2.74,13.700000000000001,-0.12246576272029736,-58.193324788841096,771.8908565029868,830.0841812918279,0.2560344607527896,193.7860820627517,45.231939781417196,133.2234149180325,-0.08154100854839552,15.330727363302003,124.26764631312976,0.0903953051224397,10.10047235821392,113.84540049727059,226.58081658147933,280.6229510849584,-178.66576536724727,75.81190647705773
E76,4.526673611111114,32.965341158298585,304000.0,1.027747938138321,14.51143554910545,-4.792443708868407,0.2372873793252663,0.006704135602743149,743.9845552183929,0.9989005665867846,0.9958149712881839,2.74,13.700000000000001,-0.1436321582140139,-64.10266639536633,742.7649531083246,806.8676195036909,0.2706302323457772,214.40431819907826,65.44864996949978,136.32200864143658,-0.21273901827772293,12.633659588141887,119.6456965454981,0.08855763532944984,10.454736863259257,108.94993113264434,226.58081658147933,280.6229510849584,-204.99210354534455,76.45890996304104
