simulation_id,flow_lpm,irradiance,power_scale,nominal_absorbed_W,scaled_absorbed_W,core_absorbed_W,perim_absorbed_W,f_perim_source,beta_perim_1_m,core_front_cell_source_fraction,perim_front_cell_source_fraction,core_downstream_source_fraction,perim_downstream_source_fraction,T8_model,T8_experiment,T12_perim_model,T12_perim_experiment,T11_perim_model,T11_perim_experiment,T9_core_model,T9_core_experiment,T10_core_model,T10_core_experiment,T3_model,T3_experiment,T2_model,T2_experiment,T12_minus_T8_model,T12_minus_T8_experiment,T11_minus_T8_model,T11_minus_T8_experiment,T12_minus_T9_model,T12_minus_T9_experiment,T11_minus_T10_model,T11_minus_T10_experiment,mean_nu,mean_effectiveness,receiver_gas_heat,rear_tube_gas_heat,active_flow_fraction,G_core_perim_W_m_K,C_perim_eff_J_K,C_participating_eff_J_K,f_core_tube,flange_scale,G_rear_core_W_m_K,G_rear_perim_W_m_K,rear_sink_shape,k_core_axial_scale
E67,15.2805125,456000.0,2.4106297663693166,131.6928,317.46258369652116,164.79038221844044,152.67220147808072,0.48091400158208236,0.37545813528806443,1.0,0.04099538569828483,0.0,0.9590046143017151,861.0234226673001,931.6279999999999,898.5174857347238,991.103,842.525015699541,878.055,860.4805478223931,966.6659999999999,800.199424137617,824.995,676.2465200186189,763.414,323.4599802826599,326.43699999999995,37.49406306742367,59.47500000000002,-18.498406967759138,-53.57299999999998,38.0369379123307,24.437000000000012,42.32559156192394,53.059999999999945,11.207608411223113,0.973084848516026,119.6506392818685,-19.243505804365327,1.0,17.144680365658584,220.12006336173621,292.6469959275571,0.999331816726757,0.10137111965578832,3.5143023555974002,0.0,0.9997650895622375,0.010077580462147243
E68,12.499871559633025,456000.0,2.4106297663693166,131.6928,317.46258369652116,164.79038221844044,152.67220147808072,0.48091400158208236,0.37545813528806443,1.0,0.04099538569828483,0.0,0.9590046143017151,946.3788396264683,1012.649,970.4585431037673,1047.717,882.8233652813054,898.751,936.3807123719848,1020.928,839.8701816079725,850.0989999999999,695.100380311595,773.207,333.9174345979642,338.52,24.07970347729895,35.0680000000001,-63.55547434516291,-113.89800000000002,34.077830731782456,26.7890000000001,42.95318367333289,48.652000000000044,9.857505027600439,0.9820074268388539,102.12929056521577,-19.691968575177505,1.0,17.144680365658584,220.12006336173621,292.6469959275571,0.999331816726757,0.10137111965578832,3.5143023555974002,0.0,0.9997650895622375,0.010077580462147243
E69,10.499733944954128,456000.0,2.4106297663693166,131.6928,317.46258369652116,164.79038221844044,152.67220147808072,0.48091400158208236,0.37545813528806443,1.0,0.04099538569828483,0.0,0.9590046143017151,1020.9796842554845,1058.429,1027.9116390796369,1070.73,909.357142588945,896.755,996.7547771905377,1044.378,865.1058115912718,852.837,698.4274125776051,769.76,343.296550453319,344.308,6.931954824152399,12.30099999999993,-111.62254166653952,-161.6740000000001,31.15686188909922,26.35200000000009,44.25133099767311,43.918000000000006,8.852994667239791,0.9875051807723666,87.1033081895097,-19.36335797277905,1.0,17.144680365658584,220.12006336173621,292.6469959275571,0.999331816726757,0.10137111965578832,3.5143023555974002,0.0,0.9997650895622375,0.010077580462147243
E70,9.107139705882352,456000.0,2.4106297663693166,131.6928,317.46258369652116,164.79038221844044,152.67220147808072,0.48091400158208236,0.37545813528806443,1.0,0.04099538569828483,0.0,0.9590046143017151,1082.3404533128742,1152.474,1070.3267206029966,1120.277,924.4840936823147,912.173,1041.1901395928114,1093.725,878.7714850729661,871.483,696.9651412086978,779.518,343.09317873866655,352.421,-12.013732709877559,-32.19699999999989,-157.8563596305595,-240.30099999999993,29.136581010185182,26.552000000000135,45.712608609348536,40.690000000000055,8.110290140574975,0.9908858675826459,74.86378327769611,-18.760755584268036,1.0,17.144680365658584,220.12006336173621,292.6469959275571,0.999331816726757,0.10137111965578832,3.5143023555974002,0.0,0.9997650895622375,0.010077580462147243
E71,7.126846153846151,456000.0,2.4106297663693166,131.6928,317.46258369652116,164.79038221844044,152.67220147808072,0.48091400158208236,0.37545813528806443,1.0,0.04099538569828483,0.0,0.9590046143017151,1180.866630923946,1203.298,1130.5097318945743,1120.348,938.3924014371095,882.823,1102.58138784315,1095.306,889.3208073687161,847.476,681.9665139980145,753.56,348.0208649093042,356.00399999999996,-50.35689902937179,-82.95000000000005,-242.47422948683663,-320.475,27.928344051424347,25.041999999999916,49.071594068393324,35.34699999999998,7.020588581991432,0.9947952555288563,56.54743439021021,-17.069480631979875,1.0,17.144680365658584,220.12006336173621,292.6469959275571,0.999331816726757,0.10137111965578832,3.5143023555974002,0.0,0.9997650895622375,0.010077580462147243
E72,18.707575757575754,304000.0,2.4976089017065792,87.7952,219.2780730471095,113.82417747881593,105.45389556829359,0.48091400158208236,0.37545813528806443,1.0,0.04099538569828483,0.0,0.9590046143017151,646.7397559760932,737.656,675.0739147204058,797.899,649.7429802705926,733.977,646.511508272515,771.112,620.4647354603676,684.1869999999999,546.1981795574447,652.9549999999999,310.6936048129348,309.928,28.334158744312617,60.24300000000005,3.0032242944994323,-3.6789999999999736,28.562406447890794,26.787000000000035,29.278244810225033,49.79000000000008,13.36418078105406,0.9554964058315016,93.29364249349432,-11.675250161710181,1.0,17.144680365658584,220.12006336173621,292.6469959275571,0.999331816726757,0.10137111965578832,3.5143023555974002,0.0,0.9997650895622375,0.010077580462147243
E73,13.170870967741934,304000.0,2.4976089017065792,87.7952,219.2780730471095,113.82417747881593,105.45389556829359,0.48091400158208236,0.37545813528806443,1.0,0.04099538569828483,0.0,0.9590046143017151,748.0828812852851,837.694,764.0774876646141,894.482,702.1686669848146,791.76,739.6804800653896,867.5509999999999,673.2500029221089,747.4,569.9460606318495,694.626,322.7488752965639,325.12,15.994606379328957,56.78800000000001,-45.91421430047046,-45.93399999999997,24.39700759922448,26.93100000000004,28.918664062705716,44.360000000000014,10.852593774406888,0.9754861592759024,73.37177271542443,-12.401407440423565,1.0,17.144680365658584,220.12006336173621,292.6469959275571,0.999331816726757,0.10137111965578832,3.5143023555974002,0.0,0.9997650895622375,0.010077580462147243
E74,9.023245901639344,304000.0,2.4976089017065792,87.7952,219.2780730471095,113.82417747881593,105.45389556829359,0.48091400158208236,0.37545813528806443,1.0,0.04099538569828483,0.0,0.9590046143017151,881.7043584770603,948.538,862.2354570176475,962.509,741.1178299652221,804.0,842.4183604401838,935.491,710.8518985844257,767.8009999999999,571.1786344361091,697.672,327.6884545972523,333.964,-19.46890145941279,13.971000000000004,-140.5865285118382,-144.538,19.817096577463644,27.01800000000003,30.26593138079636,36.19900000000007,8.59774973488224,0.9886597664069167,50.37899253992881,-11.775930207387841,1.0,17.144680365658584,220.12006336173621,292.6469959275571,0.999331816726757,0.10137111965578832,3.5143023555974002,0.0,0.9997650895622375,0.010077580462147243
E75,6.944410852713178,304000.0,2.4976089017065792,87.7952,219.2780730471095,113.82417747881593,105.45389556829359,0.48091400158208236,0.37545813528806443,1.0,0.04099538569828483,0.0,0.9590046143017151,976.2632000485703,1008.725,918.735466706601,979.689,752.1144064500198,788.678,900.2442049977643,954.178,719.5942937432678,757.393,558.5058276765833,681.066,331.0063303930557,336.517,-57.52773334196934,-29.036000000000058,-224.14879359855047,-220.04700000000003,18.491261708836646,25.510999999999967,32.520112706752,31.284999999999968,7.364360991666574,0.9936441557136999,36.938759590641055,-10.625126863097599,1.0,17.144680365658584,220.12006336173621,292.6469959275571,0.999331816726757,0.10137111965578832,3.5143023555974002,0.0,0.9997650895622375,0.010077580462147243
E76,4.526673611111114,304000.0,2.4976089017065792,87.7952,219.2780730471095,113.82417747881593,105.45389556829359,0.48091400158208236,0.37545813528806443,1.0,0.04099538569828483,0.0,0.9590046143017151,1109.0283717049379,1067.693,977.3675177537854,970.472,745.1967788341542,751.1579999999999,956.4815579797698,947.353,708.0831979639471,726.308,528.7011412982271,647.019,334.8800739357887,338.123,-131.6608539511525,-97.221,-363.83159287078365,-316.5350000000001,20.885959774015532,23.119000000000028,37.1135808702071,24.84999999999991,5.78971673755411,0.9977305272883076,21.601380400696144,-8.349060681831064,1.0,17.144680365658584,220.12006336173621,292.6469959275571,0.999331816726757,0.10137111965578832,3.5143023555974002,0.0,0.9997650895622375,0.010077580462147243
E77,13.84748387096774,256000.0,1.2277904875626875,73.9328,90.77398855887468,47.1195064814601,43.654482077414585,0.48091400158208236,0.37545813528806443,1.0,0.04099538569828483,0.0,0.9590046143017151,484.95187644888364,565.544,490.0174158846739,623.3499999999999,464.09201423383865,574.299,479.9114241205623,602.429,452.33128611365225,543.727,407.93637696275624,525.356,308.6788243851905,308.37,5.065539435790242,57.805999999999926,-20.859862215044984,8.754999999999995,10.105991764111593,20.920999999999935,11.7607281201864,30.572000000000003,12.743167630131866,0.959917421363893,31.050048412291062,-4.362841228984553,1.0,17.144680365658584,220.12006336173621,292.6469959275571,0.999331816726757,0.10137111965578832,3.5143023555974002,0.0,0.9997650895622375,0.010077580462147243
E78,10.009137614678897,256000.0,1.2277904875626875,73.9328,90.77398855887468,47.1195064814601,43.654482077414585,0.48091400158208236,0.37545813528806443,1.0,0.04099538569828483,0.0,0.9590046143017151,540.6099490373886,631.689,531.1000030097522,685.819,481.33846590759447,612.092,522.9188173783895,663.635,469.26596108675363,583.704,412.0060602251991,554.4549999999999,308.9367151768856,312.95899999999995,-9.509946027636374,54.129999999999995,-59.27148312979409,-19.59699999999998,8.181185631362723,22.18399999999997,12.072504820840834,28.388000000000034,10.486814920901612,0.9773552357536244,23.03850778512657,-4.325345447280187,1.0,17.144680365658584,220.12006336173621,292.6469959275571,0.999331816726757,0.10137111965578832,3.5143023555974002,0.0,0.9997650895622375,0.010077580462147243
E79,8.033490566037736,256000.0,1.2277904875626875,73.9328,90.77398855887468,47.1195064814601,43.654482077414585,0.48091400158208236,0.37545813528806443,1.0,0.04099538569828483,0.0,0.9590046143017151,582.95637345559,676.213,557.5124041666452,716.108,488.27592704148395,622.325,550.2681862198795,694.063,475.58635081260473,595.766,408.99724174038136,560.0329999999999,310.96672766138903,314.96,-25.4439692889448,39.89499999999998,-94.68044641410603,-53.88799999999992,7.24421794676573,22.04499999999996,12.689576228879218,26.559000000000083,9.214434975007727,0.9851427930292389,18.214215768882973,-4.084493114648323,1.0,17.144680365658584,220.12006336173621,292.6469959275571,0.999331816726757,0.10137111965578832,3.5143023555974002,0.0,0.9997650895622375,0.010077580462147243
E80,6.605050847457628,256000.0,1.2277904875626875,73.9328,90.77398855887468,47.1195064814601,43.654482077414585,0.48091400158208236,0.37545813528806443,1.0,0.04099538569828483,0.0,0.9590046143017151,624.0214608891126,710.3340000000001,578.9229515469842,735.351,490.9705675512302,626.4849999999999,572.2071333632853,713.233,477.4984270779465,601.77,404.69985508429795,561.2539999999999,310.8111516048228,316.11899999999997,-45.09850934212841,25.01699999999994,-133.05089333788243,-83.84900000000016,6.715818183698957,22.118000000000052,13.47214047328373,24.714999999999918,8.218517447256922,0.9900604458064065,14.369178047142292,-3.789399684396138,1.0,17.144680365658584,220.12006336173621,292.6469959275571,0.999331816726757,0.10137111965578832,3.5143023555974002,0.0,0.9997650895622375,0.010077580462147243
E81,4.527140495867768,256000.0,1.2277904875626875,73.9328,90.77398855887468,47.1195064814601,43.654482077414585,0.48091400158208236,0.37545813528806443,1.0,0.04099538569828483,0.0,0.9590046143017151,706.7381043550574,760.0609999999999,612.389978276097,749.902,490.0935299576074,618.9749999999999,605.1453189893283,728.5039999999999,474.6681147031794,597.766,394.56830126178113,550.499,314.4874816817122,319.315,-94.34812607896038,-10.158999999999878,-216.64457439745001,-141.086,7.244659286768751,21.39800000000014,15.425415254428003,21.208999999999946,6.625056838612962,0.9957413626660508,8.731549929732907,-3.1519133545845204,1.0,17.144680365658584,220.12006336173621,292.6469959275571,0.999331816726757,0.10137111965578832,3.5143023555974002,0.0,0.9997650895622375,0.010077580462147243
