irradiance,sensor,model_slope_K_per_Lmin,experiment_slope_K_per_Lmin
456000.0,T8,-39.32982846936867,-34.14928244526689
456000.0,T12_perim,-26.56243088362132,-16.81065855368442
456000.0,T11_perim,-9.613285762598705,-1.3657133576718719
456000.0,T9_core,-27.169056545408207,-16.731949144758126
456000.0,T10_core,-9.223829965529996,-3.5441256722753445
456000.0,T3,0.20436941211870344,0.5430107656374393
304000.0,T8,-32.21506639095062,-23.65036823444102
304000.0,T12_perim,-19.624332612556664,-13.173548257550575
304000.0,T11_perim,-5.704574233782768,-1.9289615808695002
304000.0,T9_core,-19.921249446745914,-13.384545690629912
304000.0,T10_core,-5.430513312867688,-3.67897996265457
304000.0,T3,1.3313843175184006,-0.13175631351821884
256000.0,T8,-26.486449751111625,-20.88606484778701
256000.0,T12_perim,-13.363873893969366,-13.987976018518863
256000.0,T11_perim,-2.4108531972955376,-5.174190237226035
256000.0,T9_core,-13.507832442947578,-13.924381477027032
256000.0,T10_core,-2.1230740774497794,-6.148389808009175
256000.0,T3,1.8724592460438976,-3.039355302230513
