irradiance,sensor,model_slope_K_per_Lmin,experiment_slope_K_per_Lmin
456000.0,T8,-38.955946275203175,-34.14928244526689
456000.0,T12_perim,-28.500605147222704,-16.81065855368442
456000.0,T11_perim,-11.985506503664924,-1.3657133576718719
456000.0,T9_core,-29.78624457084126,-16.731949144758126
456000.0,T10_core,-11.189547987501836,-3.5441256722753445
456000.0,T3,-0.9561264637042061,0.5430107656374393
304000.0,T8,-31.845697534136576,-23.65036823444102
304000.0,T12_perim,-21.518817525241428,-13.173548257550575
304000.0,T11_perim,-7.363229253558743,-1.9289615808695002
304000.0,T9_core,-22.18020366395921,-13.384545690629912
304000.0,T10_core,-6.879615341603435,-3.67897996265457
304000.0,T3,0.7072094279924175,-0.13175631351821884
256000.0,T8,-23.013546355195565,-20.88606484778701
256000.0,T12_perim,-13.043697803318,-13.987976018518863
256000.0,T11_perim,-2.9624793056005805,-5.174190237226035
256000.0,T9_core,-13.388370808571482,-13.924381477027032
256000.0,T10_core,-2.5963595218618782,-6.148389808009175
256000.0,T3,1.3109927679801268,-3.039355302230513
