irradiance,sensor,model_slope_K_per_Lmin,experiment_slope_K_per_Lmin
456000.0,T8,-32.825109759462805,-34.14928244526689
456000.0,T12_perim,-19.896326467778533,-16.81065855368442
456000.0,T11_perim,-4.06322525235554,-1.3657133576718719
456000.0,T9_core,-19.864265257301415,-16.731949144758126
456000.0,T10_core,-1.953773261738923,-3.5441256722753445
456000.0,T3,3.5691674517259555,0.5430107656374393
304000.0,T8,-27.21248673615386,-23.65036823444102
304000.0,T12_perim,-15.04228073415747,-13.173548257550575
304000.0,T11_perim,-1.9008409518930012,-1.9289615808695002
304000.0,T9_core,-14.787528530804714,-13.384545690629912
304000.0,T10_core,-0.6886320342328871,-3.67897996265457
304000.0,T3,2.977380396608509,-0.13175631351821884
256000.0,T8,-19.511347528648226,-20.88606484778701
256000.0,T12_perim,-8.357498440378695,-13.987976018518863
256000.0,T11_perim,-0.061061696943564434,-5.174190237226035
256000.0,T9_core,-8.162048673715056,-13.924381477027032
256000.0,T10_core,0.5912729661620855,-6.148389808009175
256000.0,T3,2.0169306924095074,-3.039355302230513
