reynolds_exponent,Nu50_ratio,Nu50,nu_prefactor,felt_conductivity_scale,felt_heat_capacity_scale,power_scale_456,power_scale_304,power_scale_256,flow_converged,objective,side_rmse_K,side_final_bias_K,T2_rmse_K,T2_final_bias_K,T3_diagnostic_rmse_K
0.75,1.5,0.13083844172593556,0.006958375477937191,0.7,0.75,1.05,1.23,0.84,true,2.822181207236375,97.88609615527623,66.60789765463964,10.23249008915347,7.4434255939935525,133.57181724048345
0.75,2.0,0.17445125563458075,0.00927783397058292,0.7,0.75,1.05,1.23,0.84,true,2.9355641696723924,99.27203361241868,20.20313096259906,9.224344732414222,4.571497417640505,138.7123960894539
0.75,2.5,0.21806406954322594,0.01159729246322865,0.7,0.75,1.05,1.23,0.84,true,3.333953797450221,110.10814188844101,-11.451852059611946,8.772071507111404,2.668240590031554,142.35036932352776
0.75,3.0,0.2616768834518711,0.013916750955874382,0.7,0.75,1.05,1.23,0.84,true,3.700882288285889,121.1842445444287,-34.22778479018623,8.55326592702157,1.3272023401780284,144.97927528423185
0.75,4.0,0.3489025112691615,0.01855566794116584,0.7,0.75,1.05,1.23,0.84,true,4.319159025728241,139.27714317749576,-64.37317041339851,8.381418304202944,-0.3977395284450959,148.447951337591
