reynolds_exponent,Nu50_ratio,felt_conductivity_scale,felt_heat_capacity_scale,power_scale_456,power_scale_304,power_scale_256,heating_objective,heating_side_rmse_K,heating_T2_rmse_K,heating_T3_diagnostic_rmse_K,cooling_objective,cooling_side_rmse_K,cooling_T2_rmse_K,cooling_T3_diagnostic_rmse_K,felt_boundary,power_boundary,structural_boundary,flow_converged,heating_gate,cooling_gate,plant_admissible
1.25,1.95,0.7,0.75,1.05,1.23,0.84,1.9009844611500475,79.39999065054563,8.471702087215652,116.19039155566486,1.135104837992864,51.946043786461814,14.480784160930018,67.81108796707558,true,true,true,true,false,false,false
