reynolds_exponent,Nu50_ratio,felt_conductivity_scale,felt_heat_capacity_scale,flow_converged,objective,side_rmse_K,side_final_bias_K,T2_rmse_K,T2_final_bias_K,T3_diagnostic_rmse_K
0.25,2.0,0.4,0.55,true,1.1401010525338144,51.739851835853216,55.67882218588608,13.553238349481495,-2.829013075572888,71.83743990456057
0.25,2.0,0.4,0.4,true,1.1605474635192614,50.43286297774706,54.20768192988962,12.964172053228538,-8.229492435574208,73.06058049155344
0.25,2.0,0.55,0.55,true,1.205376629063207,52.287437989318704,56.62420909741927,14.135353456194748,-5.656832434959739,71.20143534821078
0.25,2.0,0.55,0.4,true,1.2432785178723427,50.90656037560983,55.35301070523988,14.297668377438168,-9.586896656144773,72.6354958206885
0.25,2.0,0.7,0.75,true,1.26127279975378,54.24869995156054,58.692231345764085,14.442873159889405,-4.246393429329295,69.15409983324602
0.25,2.0,0.7,0.55,true,1.2690692108176047,52.38878336516812,56.9786158426171,14.07301271656406,-8.66009415443633,70.91317134796262
0.25,2.0,0.55,0.75,true,1.2732163408362764,54.01777477691643,58.465780840076945,16.155250229738193,0.5718489373497633,69.690510244735
0.25,2.0,0.4,0.75,true,1.3022876433189305,53.296605236325505,57.612022578237415,16.54132131480123,4.728736966437083,70.59980877172421
0.25,2.0,0.7,0.4,true,1.3124447695049792,50.960751054730345,55.91556489740583,15.177816177195712,-11.029927579232137,72.55102826555164
