reynolds_exponent,Nu50_ratio,Nu50,nu_prefactor,felt_conductivity_scale,felt_heat_capacity_scale,power_scale_456,power_scale_304,power_scale_256,flow_converged,objective,side_rmse_K,side_final_bias_K,T2_rmse_K,T2_final_bias_K,T3_diagnostic_rmse_K
0.0,2.0,0.17445125563458075,0.17445125563458075,0.7,0.75,1.05,1.23,0.84,true,2.306649834892504,86.79107734378442,34.99445043925481,9.66347880285189,5.316492599621512,144.4480568141444
0.0,2.5,0.21806406954322594,0.21806406954322594,0.7,0.75,1.05,1.23,0.84,true,2.3148481441538062,86.31552209286663,3.1771326766071204,9.238680042960196,3.4047857842657216,146.94021911905776
0.0,1.75,0.15264484868025816,0.15264484868025816,0.7,0.75,1.05,1.23,0.84,true,2.5055541860493746,93.11670689218714,55.95759713400247,10.049692882436611,6.605156709391338,142.76376173311277
0.0,3.0,0.2616768834518711,0.2616768834518711,0.7,0.75,1.05,1.23,0.84,true,2.6489411633493893,96.72121413960342,-19.788454191742353,9.034999722672206,2.061682300882083,148.6757504964088
0.0,1.5,0.13083844172593556,0.13083844172593556,0.7,0.75,1.05,1.23,0.84,true,2.9494432841041127,105.54613330576122,81.87830714676001,10.650286130579099,8.228606964556954,140.65450206856207
0.0,1.25,0.10903203477161297,0.10903203477161297,0.7,0.75,1.05,1.23,0.84,true,3.9704591840849432,126.6839802847315,114.6960323051225,11.597318648703606,10.334459770822372,137.9614199237326
0.0,1.0,0.08722562781729037,0.08722562781729037,0.7,0.75,1.05,1.23,0.84,true,5.63541306561817,159.2946999212842,157.5425346281659,13.118077907838233,13.2526596935485,134.4692236478616
