ID,cooling,mesh,model_all_rms_delta_K,model_all_max_delta_K,side_rms_delta_K,T3_rms_delta_K,T2_rms_delta_K,receiver_exit_rms_delta_K,receiver_exit_final_delta_K,enthalpy_residual_max_W,enthalpy_residual_relative,flow_converged
E67,false,nominal,0.4596776787824356,0.7455843942869933,0.4695426625709837,0.6799775934998281,0.02118353456732583,0.7807128456480513,-0.846436625750357,3.3591298631563404e-9,3.10799714195086e-11,true
E72,false,nominal,0.22973491651442282,0.38065766242607424,0.23363599581759695,0.3387689226558582,0.008178724877928747,0.3706262852146334,-0.4143398446908577,9.168807935111545e-10,1.0063167381452725e-11,true
E76,false,nominal,0.6060733141584547,1.4479483296638591,0.4586850821406492,1.2834018752722278,0.03543006286227806,1.8620779983015925,-2.0678312380011903,3.197442310920451e-13,1.0029821532161417e-14,false
E80,false,nominal,0.25814993063444897,0.5834339500901251,0.21316629659156966,0.5106141106367115,0.010680049282851413,0.6137852970602973,-0.6938940870071519,3.907985046680551e-14,1.2321844647239691e-15,true
C69,true,nominal,0.1009711995933376,0.6841418813121436,0.06763129430683484,0.22158839829257046,0.002402166055379914,0.26851308507992977,-0.04808206296127082,4.263256414560601e-14,3.9495853690239135e-16,true
C81,true,nominal,0.029524211564051918,0.2688498552810188,0.013171449489043967,0.07277494977184487,0.0005359015133273014,0.0877744242087366,-0.015738888151872743,1.7763568394002505e-14,7.36148807513266e-16,true
