reynolds_exponent,Nu50_ratio,power_group,power_scale,flow_converged,objective,side_rmse_K,side_final_bias_K,T2_rmse_K,T2_final_bias_K,T3_diagnostic_rmse_K
1.25,1.35,256,0.84,true,2.6371629825956266,89.88286378742974,81.79673094284657,8.15494329914913,7.9059224152768195,70.72982368999075
1.25,1.35,256,0.975,true,5.390446112573417,149.55166382422559,148.1596486702998,11.269469777580728,12.150429248985105,112.37895215678043
1.25,1.35,256,1.11,true,8.184326014449812,209.2599711845562,212.54945522774366,14.46554218124898,16.43271515169272,155.9467190752295
1.25,1.35,304,1.23,true,3.001165406529548,112.3196796596679,89.36871350576826,12.614010542485527,6.247959578566579,131.89771367465036
1.25,1.35,304,1.405,true,6.480399729204731,181.2994162160789,173.91438781304723,17.19862578590182,12.507839778760797,194.00333006885776
1.25,1.35,304,1.58,true,10.070504199664123,254.3880290273755,254.5811973330755,22.107363281694468,19.11801549266211,258.2678292789866
1.25,1.35,456,1.05,true,2.462423927097475,105.20652180077812,72.93642220029429,9.817813164320377,1.9585994088522938,123.19048571216177
1.25,1.35,456,1.195,true,5.8534908793464755,172.2978663495236,163.776609475168,12.883038313870363,9.446984835397387,194.40583955158996
1.25,1.35,456,1.34,true,9.625732620243053,248.7312524321116,250.50227118185498,17.613229022227767,17.216116326656135,267.6578285299006
