reynolds_exponent,Nu50_ratio,Nu50,nu_prefactor,felt_conductivity_scale,felt_heat_capacity_scale,power_scale_456,power_scale_304,power_scale_256,flow_converged,objective,side_rmse_K,side_final_bias_K,T2_rmse_K,T2_final_bias_K,T3_diagnostic_rmse_K
0.5,1.5,0.13083844172593556,0.01850334987685799,0.7,0.75,1.05,1.23,0.84,true,2.621539334622288,94.35376741702726,69.97979037596606,10.28639212952441,7.578025518523181,136.2362744170981
0.5,2.0,0.17445125563458075,0.024671133169143992,0.7,0.75,1.05,1.23,0.84,true,2.448938796478892,88.25243884311783,23.22188836086824,9.282273522113138,4.687162783009431,140.97453378882702
