reynolds_exponent,Nu50_ratio,felt_conductivity_scale,felt_heat_capacity_scale,power_scale_456,power_scale_304,power_scale_256,heating_objective,heating_side_rmse_K,heating_T2_rmse_K,heating_T3_diagnostic_rmse_K,cooling_objective,cooling_side_rmse_K,cooling_T2_rmse_K,cooling_T3_diagnostic_rmse_K,flow_converged,original_heating_gate,original_cooling_gate
0.25,2.0,0.4,0.55,1.05,1.23,0.7,1.9417026480597104,78.20911580581338,6.544884282727799,119.95043452982871,1.1401010525338144,51.739851835853216,13.553238349481495,71.83743990456057,true,false,false
