reynolds_exponent,Nu50_ratio,Nu50,nu_prefactor,felt_conductivity_scale,felt_heat_capacity_scale,power_scale_456,power_scale_304,power_scale_256,flow_converged,objective,side_rmse_K,side_final_bias_K,T2_rmse_K,T2_final_bias_K,T3_diagnostic_rmse_K
0.25,2.0,0.17445125563458075,0.06560419315322095,0.7,0.75,1.05,1.23,0.84,true,2.2156728396089793,82.77529849448163,28.127124204686396,9.427697196325669,4.934737398048109,142.8923765138401
0.25,1.75,0.15264484868025816,0.057403669009068334,0.7,0.75,1.05,1.23,0.84,true,2.304496938818271,86.59802447479039,49.08487549574559,9.818188463571461,6.21849047743991,140.98493386483798
0.25,2.5,0.21806406954322594,0.0820052414415262,0.7,0.75,1.05,1.23,0.84,true,2.4661272703507127,90.95702970443956,-3.6117045772622256,8.999579194923369,3.0342489192341873,145.7485300417346
0.25,1.5,0.13083844172593556,0.04920314486491571,0.7,0.75,1.05,1.23,0.84,true,2.6915210790881816,98.17580121970964,75.00344953030339,10.423252360741762,7.835075113628903,138.6279535704313
0.25,3.0,0.2616768834518711,0.09840628972983143,0.7,0.75,1.05,1.23,0.84,true,2.9239227419770017,104.11169124862796,-26.416138240911753,8.797159471171788,1.7027879870044558,147.75134577918695
0.25,1.25,0.10903203477161297,0.0410026207207631,0.7,0.75,1.05,1.23,0.84,true,3.6907749701878694,119.12877553113951,107.80887030762374,11.371491366070662,9.929726213053607,135.68570949461753
0.25,1.0,0.08722562781729037,0.03280209657661048,0.7,0.75,1.05,1.23,0.84,true,5.3389800207028015,151.7218337032024,150.52458757259478,12.879990899601614,12.82025162195895,131.98029598815648
