reynolds_exponent,Nu50_ratio,felt_conductivity_scale,felt_heat_capacity_scale,objective,side_rmse_K,side_final_bias_K,T2_rmse_K,T2_final_bias_K,T3_diagnostic_rmse_K
1.25,1.35,0.7,0.75,1.5614936967816344,66.4155268341599,66.58096240246645,14.545138281260432,-3.717193156151751,70.75757994459528
1.25,1.35,1.0,0.75,1.6256317603044774,66.02929406220949,66.76633775970821,14.020509669924152,-8.325431869909657,70.70459255408136
1.25,1.35,1.0,1.0,1.6577190904350045,68.91851648955208,69.01383907927094,14.343705136076206,-4.489721439279776,68.71616936684077
1.25,1.35,1.3,0.75,1.6803317890587959,65.43940916775827,67.11348598737399,14.665468635450708,-10.058551206340688,71.00405981317101
1.25,1.35,1.3,1.0,1.6985974825461776,68.43662137832034,68.9726571377503,13.970704043722495,-7.752806560564508,68.74360808554204
1.25,1.35,0.7,1.0,1.7070674528325478,68.98846062219091,69.08720184091128,17.01022787176943,2.5465062396324427,69.1589703376313
1.25,1.35,1.3,1.5,1.8284303215215814,73.94254249030412,73.44675298498055,15.3883551705557,-1.353359473055697,65.3124398533
1.25,1.35,1.0,1.5,1.926796212200669,73.96954094201051,73.78311427148815,17.908290644889018,4.349706628929759,65.79511107350773
1.25,1.35,0.7,1.5,2.2270747340961377,73.2547387431375,73.77206205016728,22.630727537998894,14.109004860610867,66.88484229662721
