reynolds_exponent,Nu50_ratio,felt_conductivity_scale,felt_heat_capacity_scale,power_scale_456,power_scale_304,power_scale_256,heating_objective,heating_side_rmse_K,heating_T2_rmse_K,heating_T3_diagnostic_rmse_K,cooling_objective,cooling_side_rmse_K,cooling_T2_rmse_K,cooling_T3_diagnostic_rmse_K,felt_boundary,power_boundary,structural_boundary,flow_converged,heating_gate,cooling_gate,plant_admissible
1.25,1.35,0.7,0.75,1.05,1.23,0.84,2.7002507720742166,102.4696884159586,10.195589001985011,108.60600769226762,1.5614936967816344,66.4155268341599,14.545138281260432,70.75757994459528,true,true,true,true,false,false,false
