variant,simulation_id,r_mm,z_mm,T_solid_K,T_gas_K,h_W_m2K
initial_2D_model,E70,1.7625,4.566666666666666,1878.096904600067,299.03999999999996,222.5813505708422
initial_2D_model,E70,1.7625,13.700000000000001,1879.9398587740789,1863.6633770740034,268.4956212818719
initial_2D_model,E70,1.7625,22.833333333333336,1857.6499511848726,1879.8340770949733,268.4956212818719
initial_2D_model,E70,1.7625,31.966666666666665,1836.3757820694766,1857.7941269429696,268.4956212818719
initial_2D_model,E70,1.7625,41.099999999999994,1819.7621640454731,1836.5149809778236,268.4956212818719
initial_2D_model,E70,1.7625,50.233333333333334,1807.5995470015562,1819.8710414513835,268.4956212818719
initial_2D_model,E70,1.7625,59.36666666666667,1799.1218398162343,1807.679300065637,268.4956212818719
initial_2D_model,E70,1.7625,68.5,1793.6036869550073,1799.1774551839005,267.99492262899
initial_2D_model,E70,1.7625,77.63333333333333,1790.3902450622325,1793.6400605851284,267.3878678180057
initial_2D_model,E70,1.7625,86.76666666666667,1788.9287291170049,1790.411560909587,267.0624768610286
initial_2D_model,E70,1.7625,95.9,1788.7939161395072,1788.9384820568691,266.9509163192152
initial_2D_model,E70,1.7625,105.03333333333335,1789.65865123049,1788.7948678912105,267.000950288
initial_2D_model,E70,1.7625,114.16666666666667,1791.2727134236334,1789.6529669345434,267.17247333417
initial_2D_model,E70,1.7625,123.30000000000001,1793.4465483743757,1791.2620699400786,267.4349266345446
initial_2D_model,E70,1.7625,132.4333333333333,1796.037647803963,1793.4322258644092,267.7652284055248
initial_2D_model,E70,5.2875,4.566666666666666,1853.8869015593089,299.03999999999996,221.16207303935332
initial_2D_model,E70,5.2875,13.700000000000001,1856.7843408279014,1749.2488861763609,268.4956212818719
initial_2D_model,E70,5.2875,22.833333333333336,1838.4277111452877,1850.912152311249,268.4956212818719
initial_2D_model,E70,5.2875,31.966666666666665,1820.8166797083552,1839.1094490175935,268.4956212818719
initial_2D_model,E70,5.2875,41.099999999999994,1807.3217338201391,1821.815592952583,268.4956212818719
initial_2D_model,E70,5.2875,50.233333333333334,1797.7814380479433,1808.1131999783036,268.4956212818719
initial_2D_model,E70,5.2875,59.36666666666667,1791.503065222205,1798.3456245663417,267.79150667357544
initial_2D_model,E70,5.2875,68.5,1787.7736729239205,1791.8779719079453,267.08407929391046
initial_2D_model,E70,5.2875,77.63333333333333,1785.9765161108323,1787.9993251944704,266.6902638899737
initial_2D_model,E70,5.2875,86.76666666666667,1785.6337557588188,1786.087946233613,266.53385129799454
initial_2D_model,E70,5.2875,95.9,1786.376346364143,1785.6587952165723,266.55560087133983
initial_2D_model,E70,5.2875,105.03333333333335,1787.921765759313,1786.336792173506,266.70988097284896
initial_2D_model,E70,5.2875,114.16666666666667,1790.0573680794914,1787.8344631319387,266.961978405454
initial_2D_model,E70,5.2875,123.30000000000001,1792.6271277916242,1789.9350802764102,267.2860147307305
initial_2D_model,E70,5.2875,132.4333333333333,1795.5201507392778,1792.479266997514,267.66322185855825
initial_2D_model,E70,8.8125,4.566666666666666,1808.1266402693698,299.03999999999996,218.47170715789017
initial_2D_model,E70,8.8125,13.700000000000001,1814.4748175905881,1618.2102860881748,256.88607345841325
initial_2D_model,E70,8.8125,22.833333333333336,1803.258918905524,1792.7811864138853,268.22097337541237
initial_2D_model,E70,8.8125,31.966666666666665,1792.534799791099,1802.1559049085938,268.12737707502697
initial_2D_model,E70,8.8125,41.099999999999994,1784.9981016037111,1793.5479841568658,267.00737285359565
initial_2D_model,E70,8.8125,50.233333333333334,1780.4087525841467,1785.9022734918053,266.15839021365986
initial_2D_model,E70,8.8125,59.36666666666667,1778.138006567867,1780.9916188255459,265.6600163564886
initial_2D_model,E70,8.8125,68.5,1777.6105385341905,1778.4413730219105,265.44641826115736
initial_2D_model,E70,8.8125,77.63333333333333,1778.3645552791106,1777.6989395087182,265.44722216679315
initial_2D_model,E70,8.8125,86.76666666666667,1780.0388200198279,1778.2937338406334,265.60469896169326
initial_2D_model,E70,8.8125,95.9,1782.355835272319,1779.8532597196718,265.8737297746686
initial_2D_model,E70,8.8125,105.03333333333335,1785.108366372291,1782.0900126853635,266.219967759972
initial_2D_model,E70,8.8125,114.16666666666667,1788.14902263443,1784.7881942443487,266.6181953455969
initial_2D_model,E70,8.8125,123.30000000000001,1791.3816668650813,1787.79307427669,267.050990696564
initial_2D_model,E70,8.8125,132.4333333333333,1794.7534858282174,1791.0022272663691,267.50756906220806
initial_2D_model,E70,12.3375,4.566666666666666,1749.2295606527382,299.03999999999996,214.9920153743564
initial_2D_model,E70,12.3375,13.700000000000001,1760.766945225366,1492.7618215181353,244.5103809848802
initial_2D_model,E70,12.3375,22.833333333333336,1759.3061390233502,1716.687123526235,259.88991240229313
initial_2D_model,E70,12.3375,31.966666666666665,1757.7265464120408,1752.7599587603506,262.2837453892662
