variant,simulation_id,r_mm,z_mm,T_solid_K,T_gas_K,h_W_m2K
fitted_2D_model,E78,1.7625,4.566666666666666,1336.479841154489,298.15999999999997,140.73500483090382
fitted_2D_model,E78,1.7625,13.700000000000001,1186.3367438458174,1275.2902605616919,192.13937227413794
fitted_2D_model,E78,1.7625,22.833333333333336,1056.4046374600182,1188.7694647432895,178.58033029322198
fitted_2D_model,E78,1.7625,31.966666666666665,976.9544833722238,1060.8331302085771,165.7654796985289
fitted_2D_model,E78,1.7625,41.099999999999994,930.2335694162151,980.3483452605599,157.9271632280619
fitted_2D_model,E78,1.7625,50.233333333333334,901.5400938684185,932.5117244113235,153.19767889006255
fitted_2D_model,E78,1.7625,59.36666666666667,882.5828746647971,903.0510505777235,150.19418632317092
fitted_2D_model,E78,1.7625,68.5,869.0216175382717,883.6274695015226,148.1412294625921
fitted_2D_model,E78,1.7625,77.63333333333333,858.6235497328104,869.790463786614,146.62868090653492
fitted_2D_model,E78,1.7625,86.76666666666667,850.2654970523322,859.2249824267385,145.4448919410511
fitted_2D_model,E78,1.7625,95.9,843.4210859524451,850.7567906801238,144.48508649425747
fitted_2D_model,E78,1.7625,105.03333333333335,837.8971021042373,843.829258632574,143.70328404675618
fitted_2D_model,E78,1.7625,114.16666666666667,833.6991746813225,838.2311384071276,143.08733317107092
fitted_2D_model,E78,1.7625,123.30000000000001,830.9681424179741,833.9567803313105,142.64636017983753
fitted_2D_model,E78,1.7625,132.4333333333333,829.9566426602491,831.1391727404065,142.40514930458448
fitted_2D_model,E78,5.2875,4.566666666666666,1274.193634254181,298.15999999999997,136.775657889224
fitted_2D_model,E78,5.2875,13.700000000000001,1144.0821544314758,1076.9921717231628,177.08479780304006
fitted_2D_model,E78,5.2875,22.833333333333336,1034.4136751969386,1134.5248479447296,173.8565824238736
fitted_2D_model,E78,5.2875,31.966666666666665,965.9853114683782,1049.074966273482,164.36556085733991
fitted_2D_model,E78,5.2875,41.099999999999994,924.6824170959256,979.1839794945492,157.51280224329793
fitted_2D_model,E78,5.2875,50.233333333333334,898.6729346358343,933.8643014015717,153.10388112117246
fitted_2D_model,E78,5.2875,59.36666666666667,881.0884530328981,904.831379799397,150.21195488390072
fitted_2D_model,E78,5.2875,68.5,868.251980847284,885.3488971287343,148.20055661319964
fitted_2D_model,E78,5.2875,77.63333333333333,858.24614723642,871.3740500539537,146.7040513640512
fitted_2D_model,E78,5.2875,86.76666666666667,850.1035387956653,860.6749819977853,145.52554791727155
fitted_2D_model,E78,5.2875,95.9,843.3771981812191,852.0796970432182,144.56532431994682
fitted_2D_model,E78,5.2875,105.03333333333335,837.9148119086481,845.017769065159,143.77907388002438
fitted_2D_model,E78,5.2875,114.16666666666667,833.7424018513175,839.2631434767577,143.15497987056773
fitted_2D_model,E78,5.2875,123.30000000000001,831.0100189636328,834.7961718135275,142.70185691277723
fitted_2D_model,E78,5.2875,132.4333333333333,829.9737087983575,831.7355984410655,142.4438041630354
fitted_2D_model,E78,8.8125,4.566666666666666,1168.341861815722,298.15999999999997,129.94082949497948
fitted_2D_model,E78,8.8125,13.700000000000001,1076.2686159575032,903.7367663720422,162.2063570473525
