variant,simulation_id,r_mm,z_mm,T_solid_K,T_gas_K,h_W_m2K
fitted_2D_model,E69,1.7625,4.566666666666666,2115.5907304249818,296.73849999999993,189.02813374560318
fitted_2D_model,E69,1.7625,13.700000000000001,1951.7191060754596,2052.937508125764,268.4956212818719
fitted_2D_model,E69,1.7625,22.833333333333336,1657.6274500836182,1953.0528582329082,268.4956212818719
fitted_2D_model,E69,1.7625,31.966666666666665,1490.8866766474666,1661.5202627293704,237.5840990669728
fitted_2D_model,E69,1.7625,41.099999999999994,1399.426582897678,1493.9364608277817,220.12877600551946
fitted_2D_model,E69,1.7625,50.233333333333334,1346.726505903912,1401.5394601736493,210.5648858472141
fitted_2D_model,E69,1.7625,59.36666666666667,1314.6201065094117,1348.1226447121994,205.00365531566007
fitted_2D_model,E69,1.7625,68.5,1293.6509693980538,1315.5420033880189,201.54982795252658
fitted_2D_model,E69,1.7625,77.63333333333333,1278.8804119815723,1294.2831763541801,199.23798560564077
fitted_2D_model,E69,1.7625,86.76666666666667,1267.7599462106812,1279.339910917259,197.5714510898746
fitted_2D_model,E69,1.7625,95.9,1259.0426090343353,1268.1135922324029,196.299491028475
fitted_2D_model,E69,1.7625,105.03333333333335,1252.2229752724081,1259.3246354576916,195.3059434398604
fitted_2D_model,E69,1.7625,114.16666666666667,1247.2552178322856,1252.4468841409296,194.55304597729736
fitted_2D_model,E69,1.7625,123.30000000000001,1244.4265253354763,1247.4206516400038,194.05431333591622
fitted_2D_model,E69,1.7625,132.4333333333333,1244.3185540007364,1244.522606775387,193.86356212633456
fitted_2D_model,E69,5.2875,4.566666666666666,1997.0390386582317,296.73849999999993,181.60384253102657
fitted_2D_model,E69,5.2875,13.700000000000001,1838.8929458067048,1738.6985982799931,266.94114328707496
fitted_2D_model,E69,5.2875,22.833333333333336,1603.7413628361217,1830.6112438963544,257.00167836810806
fitted_2D_model,E69,5.2875,31.966666666666665,1466.0731339126469,1623.4187557957532,233.3036091388327
fitted_2D_model,E69,5.2875,41.099999999999994,1387.006562473492,1481.95667042079,218.5092275220178
fitted_2D_model,E69,5.2875,50.233333333333334,1340.324466744271,1397.7214371891155,209.89735738793644
fitted_2D_model,E69,5.2875,59.36666666666667,1311.303349100209,1347.257664241636,204.7331672560256
fitted_2D_model,E69,5.2875,68.5,1291.9728602847104,1315.8302748391206,201.46047173961068
fitted_2D_model,E69,5.2875,77.63333333333333,1278.0936210803043,1295.0571877598018,199.2371672805482
fitted_2D_model,E69,5.2875,86.76666666666667,1267.463612335549,1280.3265737165682,197.61552880049982
fitted_2D_model,E69,5.2875,95.9,1259.0131266685012,1269.1792275804316,196.3655059007498
fitted_2D_model,E69,5.2875,105.03333333333335,1252.32764505918,1260.3828853445295,195.3799099447799
fitted_2D_model,E69,5.2875,114.16666666666667,1247.4055644325515,1253.4217221235128,194.62452141515718
fitted_2D_model,E69,5.2875,123.30000000000001,1244.5531239877087,1248.2277250498714,194.1135732115348
fitted_2D_model,E69,5.2875,132.4333333333333,1244.3611362139238,1245.05738196718,193.90019450025162
fitted_2D_model,E69,8.8125,4.566666666666666,1780.7251436699587,296.73849999999993,168.21023049586285
