variant,simulation_id,r_mm,z_mm,T_solid_K,T_gas_K,h_W_m2K
initial_2D_model,E81,1.7625,4.566666666666666,1317.4643328494672,297.84499999999997,149.47881233014212
initial_2D_model,E81,1.7625,13.700000000000001,1311.1597592404285,1316.168289179683,202.71709133370075
initial_2D_model,E81,1.7625,22.833333333333336,1300.3940389653822,1311.1609904245865,201.7017233718272
initial_2D_model,E81,1.7625,31.966666666666665,1290.859701659405,1300.3967750217896,200.39773779713107
initial_2D_model,E81,1.7625,41.099999999999994,1283.2101976367896,1290.862230889012,199.29618550808408
initial_2D_model,E81,1.7625,50.233333333333334,1277.2413439757893,1283.212301560326,198.42469529786382
initial_2D_model,E81,1.7625,59.36666666666667,1272.6521356822232,1277.24303329687,197.7499534414016
initial_2D_model,E81,1.7625,68.5,1269.1742360263102,1272.6534636375852,197.23493334918953
initial_2D_model,E81,1.7625,77.63333333333333,1266.5869514750323,1269.1752595846426,196.84802012732223
initial_2D_model,E81,1.7625,86.76666666666667,1264.7127170379238,1266.5877226703908,196.56357158496317
initial_2D_model,E81,1.7625,95.9,1263.4102835942717,1264.7132809468662,196.3611229729681
initial_2D_model,E81,1.7625,105.03333333333335,1262.5684931130945,1263.4106780865222,196.22450972245596
initial_2D_model,E81,1.7625,114.16666666666667,1262.100940509938,1262.5687492379966,196.1411020676584
initial_2D_model,E81,1.7625,123.30000000000001,1261.9413850503772,1262.1010831701526,196.1011552957917
initial_2D_model,E81,1.7625,132.4333333333333,1262.0397275323705,1261.9414338149495,196.0972509019625
initial_2D_model,E81,5.2875,4.566666666666666,1308.0915323482545,297.84499999999997,149.00385286182097
initial_2D_model,E81,5.2875,13.700000000000001,1303.0693798678067,1286.405569099122,200.28343627385647
initial_2D_model,E81,5.2875,22.833333333333336,1293.8340760191586,1302.9255456340786,200.75096228067054
initial_2D_model,E81,5.2875,31.966666666666665,1285.6154927344317,1293.9118585504125,199.6456310059375
initial_2D_model,E81,5.2875,41.099999999999994,1279.0493512950136,1285.6879725302106,198.6986718065295
initial_2D_model,E81,5.2875,50.233333333333334,1273.9631841691337,1279.108397726785,197.95285934696952
initial_2D_model,E81,5.2875,59.36666666666667,1270.089780708374,1274.009598893602,197.3799088591347
initial_2D_model,E81,5.2875,68.5,1267.1896999523392,1270.1255273040067,196.94706131499547
initial_2D_model,E81,5.2875,77.63333333333333,1265.066105766399,1267.2166937192717,196.62618740793425
initial_2D_model,E81,5.2875,86.76666666666667,1263.5611086322679,1265.0860002632187,196.3944813660019
initial_2D_model,E81,5.2875,95.9,1262.5498123665368,1263.575277116533,196.23380475098844
initial_2D_model,E81,5.2875,105.03333333333335,1261.9348201409014,1262.5593695263315,196.1299244631785
initial_2D_model,E81,5.2875,114.16666666666667,1261.641505685629,1261.9406523186399,196.07184058377956
initial_2D_model,E81,5.2875,123.30000000000001,1261.6139313228878,1261.6443022617746,196.05121243899558
initial_2D_model,E81,5.2875,132.4333333333333,1261.8112408707264,1261.6142153571366,196.06186141533854
initial_2D_model,E81,8.8125,4.566666666666666,1290.9412028775673,297.84499999999997,148.13193590986242
initial_2D_model,E81,8.8125,13.700000000000001,1288.3204924568615,1239.6570849170457,196.35182152767015
initial_2D_model,E81,8.8125,22.833333333333336,1281.8852246342915,1287.0216403960144,198.96547480670264
initial_2D_model,E81,8.8125,31.966666666666665,1276.0841870227184,1282.017157272953,198.2743021285175
initial_2D_model,E81,8.8125,41.099999999999994,1271.512085107352,1276.2381330419914,197.61297674579077
initial_2D_model,E81,8.8125,50.233333333333334,1268.0519351932214,1271.635910709627,197.09840406690583
initial_2D_model,E81,8.8125,59.36666666666667,1265.497040963535,1268.146549992876,196.71293568954036
initial_2D_model,E81,8.8125,68.5,1263.6601775235877,1265.5673835688888,196.43146795682898
initial_2D_model,E81,8.8125,77.63333333333333,1262.3878679486547,1263.7110223250036,196.2321358443704
initial_2D_model,E81,8.8125,86.76666666666667,1261.5581081366354,1262.4232458001227,196.09726316718613
initial_2D_model,E81,8.8125,95.9,1261.0758897673645,1261.5812856527796,196.01293779783597
initial_2D_model,E81,8.8125,105.03333333333335,1260.8690105388018,1261.0894463915274,195.96844741256507
initial_2D_model,E81,8.8125,114.16666666666667,1260.8844715294583,1260.8749273272479,195.95577315484135
initial_2D_model,E81,8.8125,123.30000000000001,1261.0853602357943,1260.8842153027867,195.96915535529538
initial_2D_model,E81,8.8125,132.4333333333333,1261.4480496532533,1261.0799612971973,196.00471309067441
initial_2D_model,E81,12.3375,4.566666666666666,1268.8847729918618,297.84499999999997,147.00504851562158
initial_2D_model,E81,12.3375,13.700000000000001,1269.4499015674937,1188.4881498835862,191.90602628401712
initial_2D_model,E81,12.3375,22.833333333333336,1266.646546386371,1265.4476225908436,196.61416353594626
initial_2D_model,E81,12.3375,31.966666666666665,1263.9941800554304,1266.5906471459955,196.5179625320602
initial_2D_model,E81,12.3375,41.099999999999994,1262.0236910930203,1264.115383765066,196.23469563039257
initial_2D_model,E81,12.3375,50.233333333333334,1260.6856083790415,1262.121675876275,196.02249630850687
initial_2D_model,E81,12.3375,59.36666666666667,1259.8495461939458,1260.7530581007838,195.88212413232867
initial_2D_model,E81,12.3375,68.5,1259.3949415066343,1259.8920567110542,195.79837538254284
initial_2D_model,E81,12.3375,77.63333333333333,1259.224022268048,1259.4183552760915,195.7573445320458
initial_2D_model,E81,12.3375,86.76666666666667,1259.2609834683426,1259.233179879494,195.74791093265446
initial_2D_model,E81,12.3375,95.9,1259.449262498625,1259.2596731181134,195.76158089750226
initial_2D_model,E81,12.3375,105.03333333333335,1259.7490176303538,1259.440328892662,195.79215955505984
initial_2D_model,E81,12.3375,114.16666666666667,1260.1350710194506,1259.7344774896787,195.83545784900028
initial_2D_model,E81,12.3375,123.30000000000001,1260.595206866823,1260.1162120404151,195.8890515799716
initial_2D_model,E81,12.3375,132.4333333333333,1261.1286133362494,1260.5726719499235,195.95207304831717
initial_2D_model,E81,15.862499999999999,4.566666666666666,1245.5099155107118,297.84499999999997,145.80374353127957
initial_2D_model,E81,15.862499999999999,13.700000000000001,1249.6035308792962,1138.8910794130093,187.52923246437183
initial_2D_model,E81,15.862499999999999,22.833333333333336,1250.75764913868,1241.4133937443398,194.0748683414772
initial_2D_model,E81,15.862499999999999,31.966666666666665,1251.5424027379615,1250.114286044958,194.67721327329474
initial_2D_model,E81,15.862499999999999,41.099999999999994,1252.411263515747,1251.4447222772058,194.81695703625516
initial_2D_model,E81,15.862499999999999,50.233333333333334,1253.3845283913088,1252.345255110492,194.9360444458253
initial_2D_model,E81,15.862499999999999,59.36666666666667,1254.4136361086883,1253.3136454367796,195.06301984462388
initial_2D_model,E81,15.862499999999999,68.5,1255.4501943804755,1254.338716286766,195.19410043339107
initial_2D_model,E81,15.862499999999999,77.63333333333333,1256.4567423151464,1255.374600816336,195.32398914013777
initial_2D_model,E81,15.862499999999999,86.76666666666667,1257.4071104676393,1256.383248658806,195.44859982640867
initial_2D_model,E81,15.862499999999999,95.9,1258.285466839668,1257.337669752687,195.5652044869178
initial_2D_model,E81,15.862499999999999,105.03333333333335,1259.0856846123115,1258.2212670841316,195.6723522533343
initial_2D_model,E81,15.862499999999999,114.16666666666667,1259.8112475085438,1259.0272013273184,195.7698243927974
initial_2D_model,E81,15.862499999999999,123.30000000000001,1260.4755886516314,1259.7582584642687,195.8586486103543
initial_2D_model,E81,15.862499999999999,132.4333333333333,1261.1025809226103,1260.4271556971455,195.94115063530396
initial_2D_model,E81,19.3875,4.566666666666666,1224.5103508295222,297.84499999999997,144.7180819384555
initial_2D_model,E81,19.3875,13.700000000000001,1232.0482487955057,1094.7519322661788,183.66437272590434
initial_2D_model,E81,19.3875,22.833333333333336,1237.0002198489735,1218.5159739685648,191.75287855564278
initial_2D_model,E81,19.3875,31.966666666666665,1241.069678921442,1235.3188782250602,193.07400515055406
initial_2D_model,E81,19.3875,41.099999999999994,1244.6360425644757,1240.553392702369,193.63191775681605
initial_2D_model,E81,19.3875,50.233333333333334,1247.788953554211,1244.271539505834,194.06785192572244
initial_2D_model,E81,19.3875,59.36666666666667,1250.5614493005194,1247.4762699848764,194.4473346042341
initial_2D_model,E81,19.3875,68.5,1252.9764237464537,1250.2882196323847,194.77937979492387
initial_2D_model,E81,19.3875,77.63333333333333,1255.0547065442836,1252.7391334251765,195.06725124711008
initial_2D_model,E81,19.3875,86.76666666666667,1256.8164172521108,1254.8508911567453,195.31355627977072
initial_2D_model,E81,19.3875,95.9,1258.281729767372,1256.6438346405419,195.520820945102
initial_2D_model,E81,19.3875,105.03333333333335,1259.472204205522,1258.1382098391814,195.69166483069793
initial_2D_model,E81,19.3875,114.16666666666667,1260.4129950282997,1259.355511197899,195.8290257950055
initial_2D_model,E81,19.3875,123.30000000000001,1261.1361366632211,1260.3206159891656,195.93650384637277
initial_2D_model,E81,19.3875,132.4333333333333,1261.6849791316272,1261.0649707255168,196.0188453960127
initial_2D_model,E81,22.912499999999998,4.566666666666666,1209.2882594732082,297.84499999999997,143.92717697225717
initial_2D_model,E81,22.912499999999998,13.700000000000001,1219.8378269284665,1058.8492849495674,180.66397750958984
initial_2D_model,E81,22.912499999999998,22.833333333333336,1228.001935502184,1200.2028489901413,190.02840344436987
initial_2D_model,E81,22.912499999999998,31.966666666666665,1234.7921436474142,1224.8891304898107,192.01628348146767
initial_2D_model,E81,22.912499999999998,41.099999999999994,1240.54879620105,1233.7031922530073,192.938639239603
initial_2D_model,E81,22.912499999999998,50.233333333333334,1245.4389197511919,1239.8023517886368,193.635205328191
initial_2D_model,E81,22.912499999999998,59.36666666666667,1249.5766790790587,1244.8282021766352,194.21666398631643
initial_2D_model,E81,22.912499999999998,68.5,1253.0512775148363,1249.0649070879133,194.70640701446686
initial_2D_model,E81,22.912499999999998,77.63333333333333,1255.9340716481975,1252.6235570286678,195.1158107129561
initial_2D_model,E81,22.912499999999998,86.76666666666667,1258.2816611618023,1255.580191159272,195.45314792187554
initial_2D_model,E81,22.912499999999998,95.9,1260.1383375167582,1257.9937718310568,195.72486740479647
initial_2D_model,E81,22.912499999999998,105.03333333333335,1261.5386943264439,1259.9103615602182,195.93601380602144
initial_2D_model,E81,22.912499999999998,114.16666666666667,1262.5110496986554,1261.3659288226263,196.09061596696918
initial_2D_model,E81,22.912499999999998,123.30000000000001,1263.0829205885916,1262.3897238712186,196.19224499936973
initial_2D_model,E81,22.912499999999998,132.4333333333333,1263.2911283272115,1263.0095442241934,196.24498962931943
initial_2D_model,E81,26.4375,4.566666666666666,1203.049354042032,297.84499999999997,143.6020393485138
initial_2D_model,E81,26.4375,13.700000000000001,1215.806268042388,1033.3997505483487,178.8307597183115
initial_2D_model,E81,26.4375,22.833333333333336,1226.113619438856,1189.6769115213929,189.24608860355434
initial_2D_model,E81,26.4375,31.966666666666665,1234.6048515276889,1221.3360525101286,191.77973265238487
initial_2D_model,E81,26.4375,41.099999999999994,1241.6636053748596,1232.9021106962762,192.95851409942802
