variant,simulation_id,r_mm,z_mm,T_solid_K,T_gas_K,h_W_m2K
fitted_2D_model,E77,1.7625,4.566666666666666,1266.3355985355627,297.13699999999994,136.2076789093495
fitted_2D_model,E77,1.7625,13.700000000000001,1091.1996421342567,1133.7382401012221,177.32440330336965
fitted_2D_model,E77,1.7625,22.833333333333336,948.4620050421285,1094.9290845068758,166.1106701982435
fitted_2D_model,E77,1.7625,31.966666666666665,859.2404745571662,962.9377475006488,152.46209873569134
fitted_2D_model,E77,1.7625,41.099999999999994,803.9141883706673,871.1049409614682,143.28163569300435
fitted_2D_model,E77,1.7625,50.233333333333334,767.262463203364,812.4105650495401,137.24308395391262
fitted_2D_model,E77,1.7625,59.36666666666667,740.9363852260011,773.3677502673231,133.04578695329374
fitted_2D_model,E77,1.7625,68.5,720.6392027324532,745.5352136504988,129.9194467368884
fitted_2D_model,E77,1.7625,77.63333333333333,704.1824963743567,724.298456948026,127.44693373441386
fitted_2D_model,E77,1.7625,86.76666666666667,690.4760062325505,707.2253202359121,125.41080326052756
fitted_2D_model,E77,1.7625,95.9,679.0216793122173,693.0708546841445,123.70417308903234
fitted_2D_model,E77,1.7625,105.03333333333335,669.6576608687636,681.2426534892893,122.28277170576835
fitted_2D_model,E77,1.7625,114.16666666666667,662.4299052497863,671.520415850262,121.13971227551005
fitted_2D_model,E77,1.7625,123.30000000000001,657.5348301885786,663.9117791768942,120.2928514368083
fitted_2D_model,E77,1.7625,132.4333333333333,655.3084148846656,658.5850405153626,119.77974986229148
fitted_2D_model,E77,5.2875,4.566666666666666,1204.6729393069047,297.13699999999994,132.23733233164455
fitted_2D_model,E77,5.2875,13.700000000000001,1047.9058365375092,909.2786059736685,160.8003664457239
fitted_2D_model,E77,5.2875,22.833333333333336,924.8962323792172,1010.2533908866429,159.44227552151057
fitted_2D_model,E77,5.2875,31.966666666666665,847.288577832485,948.2755702609046,150.81108376904496
fitted_2D_model,E77,5.2875,41.099999999999994,797.7779970107016,876.4733459543193,143.23334537902346
fitted_2D_model,E77,5.2875,50.233333333333334,764.0186995514772,821.63292670101,137.62443887538456
fitted_2D_model,E77,5.2875,59.36666666666667,739.1836644729342,782.1228631086444,133.49797101882928
fitted_2D_model,E77,5.2875,68.5,719.6880068796486,753.0443843800322,130.34738908648742
fitted_2D_model,E77,5.2875,77.63333333333333,703.6784694962528,730.6821005775016,127.83408836174222
fitted_2D_model,E77,5.2875,86.76666666666667,690.2288819057691,712.7297410307109,125.75972509226457
fitted_2D_model,E77,5.2875,95.9,678.9247840094932,697.877461491736,124.01892673875948
fitted_2D_model,E77,5.2875,105.03333333333335,669.6478380062246,685.4442677317026,122.56459589471356
fitted_2D_model,E77,5.2875,114.16666666666667,662.4660994209466,675.136255779741,121.38647085630943
fitted_2D_model,E77,5.2875,123.30000000000001,657.5853503038372,666.9043702366995,120.4992474728602
fitted_2D_model,E77,5.2875,132.4333333333333,655.3398288886343,660.8699675587628,119.9372281337521
fitted_2D_model,E77,8.8125,4.566666666666666,1097.370443363617,297.13699999999994,125.19859297128892
fitted_2D_model,E77,8.8125,13.700000000000001,980.230953520561,749.4247626694671,146.70627067466566
fitted_2D_model,E77,8.8125,22.833333333333336,887.227649443554,890.2142470068811,149.6848854631934
fitted_2D_model,E77,8.8125,31.966666666666665,826.9854666729817,888.3756860169564,145.81241093732723
fitted_2D_model,E77,8.8125,41.099999999999994,786.7810360618183,851.0331024705345,140.9357355696834
fitted_2D_model,E77,8.8125,50.233333333333334,757.9766847777258,812.5614335473608,136.65962226477862
fitted_2D_model,E77,8.8125,59.36666666666667,735.8323605224815,780.3507801725602,133.16718873513486
fitted_2D_model,E77,8.8125,68.5,717.8357145921661,754.4057695389276,130.3153769368058
fitted_2D_model,E77,8.8125,77.63333333333333,702.6814952559117,733.3176999158669,127.94188711790258
fitted_2D_model,E77,8.8125,86.76666666666667,689.7293725228294,715.8119603582116,125.93096200649056
fitted_2D_model,E77,8.8125,95.9,678.7173425771176,701.0265270064712,124.21531231871957
fitted_2D_model,E77,8.8125,105.03333333333335,669.6089332864226,688.4681027812796,122.76507572330249
fitted_2D_model,E77,8.8125,114.16666666666667,662.51459583708,677.9156737925191,121.5773650387073
fitted_2D_model,E77,8.8125,123.30000000000001,657.6589285446843,669.3414976478521,120.66939258925873
fitted_2D_model,E77,8.8125,132.4333333333333,655.3794725244899,662.8629076074396,120.07532412196754
fitted_2D_model,E77,12.3375,4.566666666666666,977.8327618707677,297.13699999999994,117.11654596720837
fitted_2D_model,E77,12.3375,13.700000000000001,906.495423267741,628.4987632682079,134.38001381008075
fitted_2D_model,E77,12.3375,22.833333333333336,845.5542202646171,774.3916803713631,139.80455267786644
fitted_2D_model,E77,12.3375,31.966666666666665,803.5424220475013,812.50755630182,139.5574982468181
fitted_2D_model,E77,12.3375,41.099999999999994,773.4849468135081,807.7100060238243,137.34020021607543
fitted_2D_model,E77,12.3375,50.233333333333334,750.3831866889767,789.544719248347,134.69736025906667
fitted_2D_model,E77,12.3375,59.36666666666667,731.4956537518384,768.9674262913674,132.15005468697737
fitted_2D_model,E77,12.3375,68.5,715.3892059119254,749.4739930120995,129.83380581968922
fitted_2D_model,E77,12.3375,77.63333333333333,701.3475484312268,731.9079848666494,127.76136786287599
fitted_2D_model,E77,12.3375,86.76666666666667,689.0571003624443,716.2935986711553,125.91832666543854
fitted_2D_model,E77,12.3375,95.9,678.4392354398569,702.486671931285,124.29418204883957
fitted_2D_model,E77,12.3375,105.03333333333335,669.5596985994439,690.3826521442323,122.89027197558026
fitted_2D_model,E77,12.3375,114.16666666666667,662.5828285499612,679.9671469353174,121.7203497822441
fitted_2D_model,E77,12.3375,123.30000000000001,657.7568788734635,671.3177588432724,120.80986171692311
fitted_2D_model,E77,12.3375,132.4333333333333,655.426150398532,664.5989718283214,120.19637598702185
fitted_2D_model,E77,15.862499999999999,4.566666666666666,875.1616079095913,297.13699999999994,109.924169528909
fitted_2D_model,E77,15.862499999999999,13.700000000000001,841.9459788078825,544.4058912460509,124.65589826418379
fitted_2D_model,E77,15.862499999999999,22.833333333333336,807.9456578634405,681.6675616585408,131.44605279768157
fitted_2D_model,E77,15.862499999999999,31.966666666666665,781.5450947562799,741.6928379773258,133.62257912453774
fitted_2D_model,E77,15.862499999999999,41.099999999999994,760.5101255014863,760.808886315425,133.49877661876153
fitted_2D_model,E77,15.862499999999999,50.233333333333334,742.7214686898584,760.665651851403,132.33950328419235
fitted_2D_model,E77,15.862499999999999,59.36666666666667,727.0092872392138,752.1039652020872,130.76316389252455
fitted_2D_model,E77,15.862499999999999,68.5,712.8196947452375,740.2099024149372,129.05972549790422
fitted_2D_model,E77,15.862499999999999,77.63333333333333,699.9431039303046,727.3226574465688,127.36684690379644
fitted_2D_model,E77,15.862499999999999,86.76666666666667,688.3632422316875,714.5359666212745,125.75578451121581
fitted_2D_model,E77,15.862499999999999,95.9,678.1766391175927,702.4010322200874,124.27094913984163
fitted_2D_model,E77,15.862499999999999,105.03333333333335,669.5500956639102,691.2456502392868,122.9475282803596
fitted_2D_model,E77,15.862499999999999,114.16666666666667,662.7012444565619,681.3163998368439,121.81929994462855
fitted_2D_model,E77,15.862499999999999,123.30000000000001,657.8985444076266,672.8424876440241,120.92265028284524
fitted_2D_model,E77,15.862499999999999,132.4333333333333,655.4875030889617,666.0691007641245,120.30031497978865
fitted_2D_model,E77,19.3875,4.566666666666666,802.7932250916884,297.13699999999994,104.68980447537174
fitted_2D_model,E77,19.3875,13.700000000000001,794.3206226274693,491.29291142088925,117.8480433305759
