variant,simulation_id,r_mm,z_mm,T_solid_K,T_gas_K,h_W_m2K
initial_2D_model,E67,1.7625,4.566666666666666,1781.1170418383795,296.33849999999995,258.35923392042065
initial_2D_model,E67,1.7625,13.700000000000001,1772.9328305524991,1723.041910939025,261.27653602811404
initial_2D_model,E67,1.7625,22.833333333333336,1745.1704826579873,1770.2747470996624,262.62793083935867
initial_2D_model,E67,1.7625,31.966666666666665,1720.3928093480101,1746.4975899811604,259.2583364802714
initial_2D_model,E67,1.7625,41.099999999999994,1701.088612425431,1721.8005609071724,256.2070426245682
initial_2D_model,E67,1.7625,50.233333333333334,1686.5372974527552,1702.2273075514684,253.84318127814717
initial_2D_model,E67,1.7625,59.36666666666667,1675.765543800688,1687.4135670468565,252.07274009560234
initial_2D_model,E67,1.7625,68.5,1667.9603434641099,1676.4240527982972,250.77342075442425
initial_2D_model,E67,1.7625,77.63333333333333,1662.4824945148212,1668.443235977864,249.84369507793147
initial_2D_model,E67,1.7625,86.76666666666667,1658.8324077384393,1662.824856417653,249.2037913141543
initial_2D_model,E67,1.7625,95.9,1656.6196133106132,1659.0627850506326,248.7914442194118
initial_2D_model,E67,1.7625,105.03333333333335,1655.5399273317003,1656.7610175568996,248.55813608688797
initial_2D_model,E67,1.7625,114.16666666666667,1655.35817115829,1655.6107218443651,248.46624101018398
initial_2D_model,E67,1.7625,123.30000000000001,1655.8943987966045,1655.3728230547702,248.48682142590528
initial_2D_model,E67,1.7625,132.4333333333333,1657.0122009794984,1655.8641438129428,248.5978336066262
initial_2D_model,E67,5.2875,4.566666666666666,1757.476228046841,296.33849999999995,256.69215748235206
initial_2D_model,E67,5.2875,13.700000000000001,1748.4608227103097,1530.7059477792504,246.2743470977288
initial_2D_model,E67,5.2875,22.833333333333336,1725.0457313573313,1705.9790820520993,256.77097352924466
initial_2D_model,E67,5.2875,31.966666666666665,1704.547111858131,1721.4811809763203,256.4246193285909
initial_2D_model,E67,5.2875,41.099999999999994,1688.68377291955,1707.7170670897005,254.37192156403594
initial_2D_model,E67,5.2875,50.233333333333334,1676.8416268800659,1692.2746998615464,252.4834151660994
initial_2D_model,E67,5.2875,59.36666666666667,1668.2150563441724,1679.77509318319,251.02260826375766
initial_2D_model,E67,5.2875,68.5,1662.1184146397504,1670.4253936622433,249.95543956537637
initial_2D_model,E67,5.2875,77.63333333333333,1658.0036698867984,1663.7137655361919,249.20794461045477
initial_2D_model,E67,5.2875,86.76666666666667,1655.4382781723214,1659.1037251295593,248.71275631431277
initial_2D_model,E67,5.2875,95.9,1654.0832060635526,1656.1459069162456,248.41520823412492
