variant,simulation_id,r_mm,z_mm,T_solid_K,T_gas_K,h_W_m2K
initial_2D_model,E69,1.7625,4.566666666666666,1856.1664722244486,296.73849999999993,232.58352596605638
initial_2D_model,E69,1.7625,13.700000000000001,1855.8660169147875,1833.3742756824602,268.4956212818719
initial_2D_model,E69,1.7625,22.833333333333336,1831.9497035301172,1855.5696438463954,268.4956212818719
initial_2D_model,E69,1.7625,31.966666666666665,1809.2424226211338,1832.2609428474498,268.4956212818719
initial_2D_model,E69,1.7625,41.099999999999994,1791.4872529578406,1809.5457370421407,268.4956212818719
initial_2D_model,E69,1.7625,50.233333333333334,1778.5513006396197,1791.7252091162052,266.4335681994363
initial_2D_model,E69,1.7625,59.36666666666667,1769.5003206900099,1778.7275053476978,264.9033894754722
initial_2D_model,E69,1.7625,68.5,1763.4333787570022,1769.6251882308652,263.8504995996068
initial_2D_model,E69,1.7625,77.63333333333333,1759.6564744314783,1763.517871195283,263.1644189621225
initial_2D_model,E69,1.7625,86.76666666666667,1757.6349262046122,1759.7094599944323,262.7597529622494
initial_2D_model,E69,1.7625,95.9,1756.955317047716,1757.6634874076253,262.57056816404145
initial_2D_model,E69,1.7625,105.03333333333335,1757.2984413371084,1756.965082070119,262.54590794150545
initial_2D_model,E69,1.7625,114.16666666666667,1758.4195299524758,1757.2938436772579,262.64654289818407
initial_2D_model,E69,1.7625,123.30000000000001,1760.1328280117648,1758.4040175307148,262.8425229502692
initial_2D_model,E69,1.7625,132.4333333333333,1762.2986061338077,1760.1090427974452,263.11120122467844
initial_2D_model,E69,5.2875,4.566666666666666,1831.7481172656464,296.73849999999993,231.0751486829422
initial_2D_model,E69,5.2875,13.700000000000001,1831.9511112062796,1696.432863330101,263.526028713534
initial_2D_model,E69,5.2875,22.833333333333336,1812.0057375969843,1820.5775762845608,268.4956212818719
initial_2D_model,E69,5.2875,31.966666666666665,1793.2323166961307,1812.7096993330276,268.4956212818719
initial_2D_model,E69,5.2875,41.099999999999994,1778.9443453951417,1794.8318955723084,266.67641401449646
initial_2D_model,E69,5.2875,50.233333333333334,1768.822206004616,1780.2590370878715,264.9626222269185
initial_2D_model,E69,5.2875,59.36666666666667,1761.9792687337797,1769.7757523758817,263.7600186353745
initial_2D_model,E69,5.2875,68.5,1757.661136300848,1762.632885208378,262.964490959763
initial_2D_model,E69,5.2875,77.63333333333333,1755.2728318348777,1758.0795006527153,262.48266189623433
initial_2D_model,E69,5.2875,86.76666666666667,1754.3506735832837,1755.5095515346002,262.2402757414225
initial_2D_model,E69,5.2875,95.9,1754.5351014092678,1754.4485295487586,262.1794321877042
initial_2D_model,E69,5.2875,105.03333333333335,1755.5499937096567,1754.5277891104238,262.25537625069603
initial_2D_model,E69,5.2875,114.16666666666667,1757.1869180652473,1755.4636847656013,262.4339547667617
initial_2D_model,E69,5.2875,123.30000000000001,1759.292446342255,1757.0415433668636,262.6896203631942
initial_2D_model,E69,5.2875,132.4333333333333,1761.7571243240259,1759.1027888517058,263.0037703635387
initial_2D_model,E69,8.8125,4.566666666666666,1785.7260414873897,296.73849999999993,228.22337283643648
initial_2D_model,E69,8.8125,13.700000000000001,1789.0001215803036,1555.1251344144082,250.75551363178064
initial_2D_model,E69,8.8125,22.833333333333336,1776.459538988753,1752.817989201447,263.58805183647144
initial_2D_model,E69,8.8125,31.966666666666665,1765.0305272345863,1772.991905023773,264.1950458898729
initial_2D_model,E69,8.8125,41.099999999999994,1756.8780150531081,1766.1957266323961,263.1574358672238
initial_2D_model,E69,8.8125,50.233333333333334,1751.6567660802166,1758.246834509267,262.2432863976198
initial_2D_model,E69,8.8125,59.36666666666667,1748.7371697877813,1752.6281567738847,261.65066560789415
initial_2D_model,E69,8.8125,68.5,1747.5617970141607,1749.3119904225582,261.3389325190448
initial_2D_model,E69,8.8125,77.63333333333333,1747.6823968906947,1747.8206621371023,261.2438000406064
initial_2D_model,E69,8.8125,86.76666666666667,1748.7474427194704,1747.7028546663944,261.3095409770249
initial_2D_model,E69,8.8125,95.9,1750.4862633705707,1748.5929239311577,261.49199586506364
initial_2D_model,E69,8.8125,105.03333333333335,1752.6961505388858,1750.206389289544,261.7573575292989
initial_2D_model,E69,8.8125,114.16666666666667,1755.232239912924,1752.3284833302137,262.08067010626354
initial_2D_model,E69,8.8125,123.30000000000001,1757.9991003486027,1754.8039590800115,262.4445367842002
initial_2D_model,E69,8.8125,132.4333333333333,1760.9429999842687,1757.5284826328445,262.8379860277828
initial_2D_model,E69,12.3375,4.566666666666666,1727.318324665182,296.73849999999993,224.58518428270398
initial_2D_model,E69,12.3375,13.700000000000001,1735.8833363263213,1426.4091178888127,238.25879803949312
initial_2D_model,E69,12.3375,22.833333333333336,1733.0525402797618,1668.479095255016,254.72726238310608
initial_2D_model,E69,12.3375,31.966666666666665,1730.6120956552402,1719.9153863061797,258.1232933389292
initial_2D_model,E69,12.3375,41.099999999999994,1729.9496994456497,1728.462136664287,258.67016184133
initial_2D_model,E69,12.3375,50.233333333333334,1730.8411456319984,1729.651272005944,258.81448755511406
initial_2D_model,E69,12.3375,59.36666666666667,1732.8801516138885,1730.6025566923302,259.0219275899292
initial_2D_model,E69,12.3375,68.5,1735.7046292098698,1732.4237790646296,259.3442268391178
initial_2D_model,E69,12.3375,77.63333333333333,1739.0226799025218,1735.0479459785113,259.75650851149044
initial_2D_model,E69,12.3375,86.76666666666667,1742.6076737437577,1738.2282115788848,260.2259380304905
initial_2D_model,E69,12.3375,95.9,1746.290850809428,1741.7336737164144,260.7247898136671
initial_2D_model,E69,12.3375,105.03333333333335,1749.955653986412,1745.3828759015498,261.2323813229819
initial_2D_model,E69,12.3375,114.16666666666667,1753.533802738696,1749.0460737835515,261.73496264603284
initial_2D_model,E69,12.3375,123.30000000000001,1757.0023086481744,1752.642581167327,262.2253295023821
initial_2D_model,E69,12.3375,132.4333333333333,1760.3803608131464,1756.1378552075425,262.7024076755705
initial_2D_model,E69,15.862499999999999,4.566666666666666,1667.4765687448767,296.73849999999993,220.8323193102595
initial_2D_model,E69,15.862499999999999,13.700000000000001,1682.7261097466326,1315.372857163356,227.13074849135182
initial_2D_model,E69,15.862499999999999,22.833333333333336,1689.7832880091396,1582.3831959550002,245.79242350039587
initial_2D_model,E69,15.862499999999999,31.966666666666665,1696.502488517819,1662.5799925093038,251.78943837374794
initial_2D_model,E69,15.862499999999999,41.099999999999994,1703.6228133243749,1688.0915878380674,254.04741083683086
initial_2D_model,E69,15.862499999999999,50.233333333333334,1710.9596002368592,1699.800923482576,255.36657541737986
initial_2D_model,E69,15.862499999999999,59.36666666666667,1718.270812834173,1708.2254408827266,256.4570559628627
initial_2D_model,E69,15.862499999999999,68.5,1725.3583578493347,1715.8179625080363,257.4748038013273
initial_2D_model,E69,15.862499999999999,77.63333333333333,1732.0698847817616,1723.0361928937966,258.44085988368255
initial_2D_model,E69,15.862499999999999,86.76666666666667,1738.2929801376667,1729.877541085549,259.34714857439064
initial_2D_model,E69,15.862499999999999,95.9,1743.9523139880712,1736.2562248716167,260.18240574540914
initial_2D_model,E69,15.862499999999999,105.03333333333335,1749.010035664382,1742.0942389123218,260.9385197861154
initial_2D_model,E69,15.862499999999999,114.16666666666667,1753.4687568956876,1747.3439993008062,261.61231415600776
initial_2D_model,E69,15.862499999999999,123.30000000000001,1757.3762057134022,1751.9961142355353,262.2064106832342
initial_2D_model,E69,15.862499999999999,132.4333333333333,1760.8300065331787,1756.084767095542,262.72993311441144
initial_2D_model,E69,19.3875,4.566666666666666,1614.7772775605263,296.73849999999993,217.50304219726027
initial_2D_model,E69,19.3875,13.700000000000001,1637.2428319973599,1224.394034230568,218.02381686080497
initial_2D_model,E69,19.3875,22.833333333333336,1653.6656770899156,1504.8604873473655,238.00167848425065
initial_2D_model,E69,19.3875,31.966666666666665,1668.9464122650006,1609.510745406914,246.22548545243805
initial_2D_model,E69,19.3875,41.099999999999994,1683.3563768463416,1651.8079867792244,250.13643424655618
initial_2D_model,E69,19.3875,50.233333333333334,1696.7442557841823,1674.374013044752,252.621911723759
initial_2D_model,E69,19.3875,59.36666666666667,1709.0024070939771,1690.4239685273608,254.58145195253462
initial_2D_model,E69,19.3875,68.5,1720.0702096278283,1703.784128077508,256.2739374691564
initial_2D_model,E69,19.3875,77.63333333333333,1729.9110086908863,1715.5182140205955,257.7697196258407
initial_2D_model,E69,19.3875,86.76666666666667,1738.501982311646,1725.9051095622863,259.0860554165345
initial_2D_model,E69,19.3875,95.9,1745.8335807654903,1735.0085624303872,260.2263722732165
initial_2D_model,E69,19.3875,105.03333333333335,1751.91530027486,1742.8406708439509,261.19195047866094
initial_2D_model,E69,19.3875,114.16666666666667,1756.7869562638864,1749.412655892044,261.9861979485349
initial_2D_model,E69,19.3875,123.30000000000001,1760.5356959304534,1754.7573654020084,262.6173687264669
initial_2D_model,E69,19.3875,132.4333333333333,1763.3185705589801,1758.947878902933,263.10140033091864
initial_2D_model,E69,22.912499999999998,4.566666666666666,1577.0855039558153,296.73849999999993,215.10624733210796
initial_2D_model,E69,22.912499999999998,13.700000000000001,1606.632200280862,1155.5038845721263,211.47211011701
initial_2D_model,E69,22.912499999999998,22.833333333333336,1631.277438779715,1444.1865640760122,232.3525466379246
initial_2D_model,E69,22.912499999999998,31.966666666666665,1653.834509311482,1568.893985404489,242.39521359995726
initial_2D_model,E69,22.912499999999998,41.099999999999994,1674.3388526547233,1626.4488450548065,247.76408761600868
initial_2D_model,E69,22.912499999999998,50.233333333333334,1692.73110821084,1659.1536124129389,251.2918022305189
initial_2D_model,E69,22.912499999999998,59.36666666666667,1709.0438715043654,1682.1936468007389,254.0143923017842
initial_2D_model,E69,22.912499999999998,68.5,1723.3401937117521,1700.6815129615438,256.28553787576004
initial_2D_model,E69,22.912499999999998,77.63333333333333,1735.6741983640077,1716.326127562455,258.2254449756705
initial_2D_model,E69,22.912499999999998,86.76666666666667,1746.0778586642632,1729.7148449537374,259.8759962661103
initial_2D_model,E69,22.912499999999998,95.9,1754.5608987532207,1741.0585884548877,261.251880446045
initial_2D_model,E69,22.912499999999998,105.03333333333335,1761.1181287366464,1750.432840929638,262.35762938343373
initial_2D_model,E69,22.912499999999998,114.16666666666667,1765.744463114204,1757.8597663563642,263.1942579553468
initial_2D_model,E69,22.912499999999998,123.30000000000001,1768.4629289498305,1763.3447076220607,263.76367075321787
initial_2D_model,E69,22.912499999999998,132.4333333333333,1769.3783303131481,1766.9071594757265,264.07448373261093
initial_2D_model,E69,26.4375,4.566666666666666,1562.7919832511257,296.73849999999993,214.193667026777
initial_2D_model,E69,26.4375,13.700000000000001,1598.4928940057314,1111.3381702734189,208.0586724723011
initial_2D_model,E69,26.4375,22.833333333333336,1629.217765142604,1407.9452582443657,229.76234998154254
initial_2D_model,E69,26.4375,31.966666666666665,1656.7833501565422,1548.9458754827936,241.2297969916129
initial_2D_model,E69,26.4375,41.099999999999994,1681.3261930382787,1619.0575791910046,247.73623886195233
initial_2D_model,E69,26.4375,50.233333333333334,1702.9767316527473,1659.9503213130179,252.05530763019874
initial_2D_model,E69,26.4375,59.36666666666667,1721.917313721364,1688.3785029293722,255.33437921819743
initial_2D_model,E69,26.4375,68.5,1738.311246932789,1710.6332007244794,258.0135027990462
initial_2D_model,E69,26.4375,77.63333333333333,1752.2679476040792,1729.05937821312,260.260039891672
initial_2D_model,E69,26.4375,86.76666666666667,1763.8325602871785,1744.5502844828402,262.1377323505867
initial_2D_model,E69,26.4375,95.9,1772.9832695657935,1757.4470900672197,263.66807180463144
initial_2D_model,E69,26.4375,105.03333333333335,1779.6275085338953,1767.855034113711,264.85166163729804
initial_2D_model,E69,26.4375,114.16666666666667,1783.591822035602,1775.7510285897433,265.67481428248885
initial_2D_model,E69,26.4375,123.30000000000001,1784.599838457477,1781.0142164613687,266.11002368103436
initial_2D_model,E69,26.4375,132.4333333333333,1782.2295440360983,1783.4220957270284,266.1126319034376
