variant,simulation_id,r_mm,z_mm,T_solid_K,T_gas_K,h_W_m2K
initial_2D_model,E72,1.7625,4.566666666666666,1460.742153729225,296.422,249.85911163566206
initial_2D_model,E72,1.7625,13.700000000000001,1445.7919635395072,1382.2934017496823,228.57871455011585
initial_2D_model,E72,1.7625,22.833333333333336,1422.7948247288816,1439.2447605795505,218.05048853653292
initial_2D_model,E72,1.7625,31.966666666666665,1402.299952108272,1424.687191097251,215.73363814385553
initial_2D_model,E72,1.7625,41.099999999999994,1385.5719262861285,1404.9222015489343,213.33159573402233
initial_2D_model,E72,1.7625,50.233333333333334,1372.2134286595322,1387.8815462227094,211.33851079645657
initial_2D_model,E72,1.7625,59.36666666666667,1361.6448431018803,1374.1131847707697,209.74803407667952
initial_2D_model,E72,1.7625,68.5,1353.355927645401,1363.1757945394002,208.49478120069003
initial_2D_model,E72,1.7625,77.63333333333333,1346.93089034311,1354.5737471453165,207.5172321625277
initial_2D_model,E72,1.7625,86.76666666666667,1342.0366423398975,1347.8861327183076,206.76498565405745
initial_2D_model,E72,1.7625,95.9,1338.408194927781,1342.772140069226,206.19784043522827
initial_2D_model,E72,1.7625,105.03333333333335,1335.8362419183818,1338.9593948178715,205.7840166913895
initial_2D_model,E72,1.7625,114.16666666666667,1334.156979379123,1336.2320267327952,205.49858233580446
initial_2D_model,E72,1.7625,123.30000000000001,1333.243565880376,1334.4205426812562,205.3221541658015
initial_2D_model,E72,1.7625,132.4333333333333,1332.9986830647179,1333.3932713323059,205.2398056758136
initial_2D_model,E72,5.2875,4.566666666666666,1445.548098800793,296.422,248.66703709357844
initial_2D_model,E72,5.2875,13.700000000000001,1429.7331723896398,1202.214231066615,218.52871680933768
initial_2D_model,E72,5.2875,22.833333333333336,1408.890161375618,1365.8389548334808,212.29708972128026
initial_2D_model,E72,5.2875,31.966666666666665,1390.975310118035,1396.2121840566554,213.11445406139606
initial_2D_model,E72,5.2875,41.099999999999994,1376.5283803889236,1392.5117715302586,211.92424930932907
initial_2D_model,E72,5.2875,50.233333333333334,1365.0470936474912,1381.2432687115795,210.43578541687913
initial_2D_model,E72,5.2875,59.36666666666667,1355.997413742402,1369.8573378330555,209.10214039883002
initial_2D_model,E72,5.2875,68.5,1348.9333607547367,1360.1390211858475,208.00931579283147
initial_2D_model,E72,5.2875,77.63333333333333,1343.4944570290309,1352.2986715036823,207.14613899371577
initial_2D_model,E72,5.2875,86.76666666666667,1339.391617941497,1346.1490814073422,206.48063582270052
initial_2D_model,E72,5.2875,95.9,1336.394874121219,1341.435367688842,205.98066565061472
initial_2D_model,E72,5.2875,105.03333333333335,1334.323429398595,1337.922856635864,205.6188674625186
initial_2D_model,E72,5.2875,114.16666666666667,1333.0374008079589,1335.4163882230037,205.37327757706396
initial_2D_model,E72,5.2875,123.30000000000001,1332.4306964214622,1333.7605950592908,205.2268175796043
initial_2D_model,E72,5.2875,132.4333333333333,1332.4246141859674,1332.835249124455,205.16653401657476
initial_2D_model,E72,8.8125,4.566666666666666,1415.2022909655022,296.422,246.27534812271278
initial_2D_model,E72,8.8125,13.700000000000001,1401.8260744134577,1076.3906842583256,210.70701906156847
initial_2D_model,E72,8.8125,22.833333333333336,1385.0261535133204,1276.989132800214,204.95659105879466
initial_2D_model,E72,8.8125,31.966666666666665,1371.254665085642,1342.0084384304175,208.28200177349987
initial_2D_model,E72,8.8125,41.099999999999994,1360.559753604089,1359.746941735826,208.7406254208624
initial_2D_model,E72,8.8125,50.233333333333334,1352.2916749213798,1360.2404520726834,208.23442815543635
initial_2D_model,E72,8.8125,59.36666666666667,1345.9194549873855,1355.4198671518595,207.50648763358458
initial_2D_model,E72,8.8125,68.5,1341.053540198674,1349.667990538401,206.81683217313946
initial_2D_model,E72,8.8125,77.63333333333333,1337.401220869716,1344.4608762049386,206.24204716139053
initial_2D_model,E72,8.8125,86.76666666666667,1334.737310489352,1340.1993137509703,205.7931514322652
initial_2D_model,E72,8.8125,95.9,1332.8878517492124,1336.9056495793557,205.4600205374536
initial_2D_model,E72,8.8125,105.03333333333335,1331.7203133522548,1334.4847623596327,205.22770976716583
initial_2D_model,E72,8.8125,114.16666666666667,1331.1367912127391,1332.8199823836612,205.0822069560615
initial_2D_model,E72,8.8125,123.30000000000001,1331.0686092465048,1331.8066957996934,205.01223148416403
initial_2D_model,E72,8.8125,132.4333333333333,1331.4715159470118,1331.3624388518842,205.0095561288136
initial_2D_model,E72,12.3375,4.566666666666666,1375.0904838169163,296.422,243.09056320598594
initial_2D_model,E72,12.3375,13.700000000000001,1366.4136372022308,978.5341751112456,203.92752538266026
initial_2D_model,E72,12.3375,22.833333333333336,1355.3097613187836,1190.558138900416,197.49279864844246
initial_2D_model,E72,12.3375,31.966666666666665,1346.8423305206304,1277.9209141267024,202.55185930243772
initial_2D_model,E72,12.3375,41.099999999999994,1340.829927063507,1314.9622225359315,204.55414123433684
initial_2D_model,E72,12.3375,50.233333333333334,1336.579016117257,1328.9370154744452,205.18311299253475
initial_2D_model,E72,12.3375,59.36666666666667,1333.5830574453084,1333.0722160133605,205.2568497138445
initial_2D_model,E72,12.3375,68.5,1331.5099032439814,1333.348692190545,205.1405653291351
initial_2D_model,E72,12.3375,77.63333333333333,1330.1359687494883,1332.3538046329545,204.9872881412644
initial_2D_model,E72,12.3375,86.76666666666667,1329.3050285816043,1331.1543034565425,204.85594010544062
initial_2D_model,E72,12.3375,95.9,1328.9067098252967,1330.1544733860444,204.76551285409852
initial_2D_model,E72,12.3375,105.03333333333335,1328.8654212708113,1329.480013610542,204.71922654803632
initial_2D_model,E72,12.3375,114.16666666666667,1329.1343379921439,1329.1478445405717,204.71513630576857
initial_2D_model,E72,12.3375,123.30000000000001,1329.6917182124503,1329.1405447255095,204.75070852225474
initial_2D_model,E72,12.3375,132.4333333333333,1330.5380855409678,1329.4384618978645,204.82471365557245
initial_2D_model,E72,15.862499999999999,4.566666666666666,1332.038370405954,296.422,239.64061314416782
initial_2D_model,E72,15.862499999999999,13.700000000000001,1329.228961050248,899.8612785799526,198.01074541499085
initial_2D_model,E72,15.862499999999999,22.833333333333336,1324.67816040751,1112.4101279866122,190.58880345540257
initial_2D_model,E72,15.862499999999999,31.966666666666665,1322.0538482512354,1213.6190968279939,196.84232784254127
initial_2D_model,E72,15.862499999999999,41.099999999999994,1321.0802020727112,1266.2677849206705,200.14700229962693
initial_2D_model,E72,15.862499999999999,50.233333333333334,1321.112421509447,1293.1302423188224,201.87460578039662
initial_2D_model,E72,15.862499999999999,59.36666666666667,1321.7068697244863,1306.909662371951,202.8001176860606
initial_2D_model,E72,15.862499999999999,68.5,1322.5994262559268,1314.2149159210107,203.3286528973454
initial_2D_model,E72,15.862499999999999,77.63333333333333,1323.6360312324914,1318.360272544198,203.66300801344886
initial_2D_model,E72,15.862499999999999,86.76666666666667,1324.7271431758904,1320.9710248638576,203.90198657797362
initial_2D_model,E72,15.862499999999999,95.9,1325.8234161744656,1322.8309818744688,204.09290387752935
initial_2D_model,E72,15.862499999999999,105.03333333333335,1326.9039410551247,1324.313547551913,204.2584850347972
initial_2D_model,E72,15.862499999999999,114.16666666666667,1327.971360690489,1325.5975047635663,204.41043264324514
initial_2D_model,E72,15.862499999999999,123.30000000000001,1329.0506504654938,1326.7746183408037,204.55628227537596
initial_2D_model,E72,15.862499999999999,132.4333333333333,1330.18955685806,1327.9036711018712,204.7029176516256
initial_2D_model,E72,19.3875,4.566666666666666,1293.1082572366493,296.422,236.49061828311812
initial_2D_model,E72,19.3875,13.700000000000001,1296.3945744545053,837.7398643843192,193.13090544463748
initial_2D_model,E72,19.3875,22.833333333333336,1298.3772298011306,1046.5237927513476,184.79616251475105
initial_2D_model,E72,19.3875,31.966666666666665,1301.4225205302678,1156.2078043268539,191.8865649007947
initial_2D_model,E72,19.3875,41.099999999999994,1305.232513798094,1220.854255571645,196.23136373654933
initial_2D_model,E72,19.3875,50.233333333333334,1309.2707596085932,1258.9103498654401,198.919025755251
initial_2D_model,E72,19.3875,59.36666666666667,1313.1888577685181,1281.8038504594701,200.6375271108758
initial_2D_model,E72,19.3875,68.5,1316.801659915886,1296.1425138253244,201.79107356704344
initial_2D_model,E72,19.3875,77.63333333333333,1320.0231010295993,1305.612254627126,202.6080376935768
initial_2D_model,E72,19.3875,86.76666666666667,1322.8221791705141,1312.233324864815,203.2152133917847
initial_2D_model,E72,19.3875,95.9,1325.1986831793529,1317.1067814216735,203.6829623390701
initial_2D_model,E72,19.3875,105.03333333333335,1327.1719755770166,1320.8359674528813,204.05114931870807
initial_2D_model,E72,19.3875,114.16666666666667,1328.778134391494,1323.7589808112002,204.3437550827099
initial_2D_model,E72,19.3875,123.30000000000001,1330.0729462751326,1326.0763951980289,204.57723287902584
initial_2D_model,E72,19.3875,132.4333333333333,1331.1393730979348,1327.9228719959258,204.76558152723354
initial_2D_model,E72,22.912499999999998,4.566666666666666,1264.9268991457645,296.422,234.19118373381326
initial_2D_model,E72,22.912499999999998,13.700000000000001,1273.7817237838408,791.4783916163781,189.56724054603563
initial_2D_model,E72,22.912499999999998,22.833333333333336,1281.460266151382,995.9447236056385,180.5841722259306
initial_2D_model,E72,22.912499999999998,31.966666666666665,1289.2795655281363,1111.1318814790345,188.27823285031502
initial_2D_model,E72,22.912499999999998,41.099999999999994,1296.9965521390395,1184.8198502081748,193.4180309529759
initial_2D_model,E72,22.912499999999998,50.233333333333334,1304.2291098922137,1231.9734893218522,196.87610347729415
initial_2D_model,E72,22.912499999999998,59.36666666666667,1310.7483120047712,1262.6693038361882,199.25425230472018
initial_2D_model,E72,22.912499999999998,68.5,1316.4542618085952,1283.2409860403573,200.93947903289643
initial_2D_model,E72,22.912499999999998,77.63333333333333,1321.3226769026219,1297.5233756616872,202.17084378871604
initial_2D_model,E72,22.912499999999998,86.76666666666667,1325.3665146389287,1307.7947441370172,203.09306648417925
initial_2D_model,E72,22.912499999999998,95.9,1328.613457697302,1315.39890392803,203.7931444096456
initial_2D_model,E72,22.912499999999998,105.03333333333335,1331.094750754898,1321.1291468483864,204.32351477362158
initial_2D_model,E72,22.912499999999998,114.16666666666667,1332.8424712876958,1325.45719252895,204.71626673801987
initial_2D_model,E72,22.912499999999998,123.30000000000001,1333.8951913020471,1328.6682499051503,204.992054256236
initial_2D_model,E72,22.912499999999998,132.4333333333333,1334.3159665097985,1330.9426884291258,205.16645581306108
initial_2D_model,E72,26.4375,4.566666666666666,1253.8913267925038,296.422,233.28616079282526
initial_2D_model,E72,26.4375,13.700000000000001,1266.9926169794448,761.2460457491153,187.6414690739347
initial_2D_model,E72,26.4375,22.833333333333336,1278.5736158853151,963.252818164181,178.37245102630231
initial_2D_model,E72,26.4375,31.966666666666665,1289.4243955663817,1082.7329458233748,186.50373343839902
initial_2D_model,E72,26.4375,41.099999999999994,1299.486115385841,1163.2103157391796,192.2070356849666
initial_2D_model,E72,26.4375,50.233333333333334,1308.5619828325912,1217.255343737716,196.21420035501436
initial_2D_model,E72,26.4375,59.36666666666667,1316.5417361341842,1253.9247210024573,199.0653030318701
initial_2D_model,E72,26.4375,68.5,1323.3973106565884,1279.2938897636172,201.1319350826582
initial_2D_model,E72,26.4375,77.63333333333333,1329.147569576947,1297.2747311856015,202.65873485978113
initial_2D_model,E72,26.4375,86.76666666666667,1333.8283874643882,1310.3288925619152,203.80250006049394
initial_2D_model,E72,26.4375,95.9,1337.4714010721752,1319.9864115491068,204.66183081481915
initial_2D_model,E72,26.4375,105.03333333333335,1340.088348509971,1327.1904570738996,205.29721161563174
initial_2D_model,E72,26.4375,114.16666666666667,1341.6569588516188,1332.5145078633861,205.74357782338103
initial_2D_model,E72,26.4375,123.30000000000001,1342.1039508037145,1336.2933159829322,206.0174178736647
initial_2D_model,E72,26.4375,132.4333333333333,1341.2793367919385,1338.6969252374067,206.11977475746212
