variant,simulation_id,r_mm,z_mm,T_solid_K,T_gas_K,h_W_m2K
fitted_2D_model,E80,1.7625,4.566666666666666,1389.0923989613204,296.5685,143.9504577430521
fitted_2D_model,E80,1.7625,13.700000000000001,1248.2511383868764,1374.905479685916,202.44838079071528
fitted_2D_model,E80,1.7625,22.833333333333336,1119.2285374883327,1248.693137071994,186.23810564517373
fitted_2D_model,E80,1.7625,31.966666666666665,1039.2586305180885,1119.8780558188087,173.25061313657966
fitted_2D_model,E80,1.7625,41.099999999999994,991.3221953547777,1039.7996637597607,165.3548733027896
fitted_2D_model,E80,1.7625,50.233333333333334,960.9361997936653,991.7103518394113,160.52072942147544
fitted_2D_model,E80,1.7625,59.36666666666667,939.9439708135449,961.2107721875694,157.34545899639392
fitted_2D_model,E80,1.7625,68.5,924.1555210947932,940.147731574774,155.06935317573854
fitted_2D_model,E80,1.7625,77.63333333333333,911.4949724830454,924.3167961120206,153.3066608333569
fitted_2D_model,E80,1.7625,86.76666666666667,900.9813984743072,911.6295193332757,151.86896003198876
fitted_2D_model,E80,1.7625,95.9,892.2048838854957,901.0968262657722,150.67057768935527
fitted_2D_model,E80,1.7625,105.03333333333335,885.0606663573841,892.3039267072816,149.68007777707655
fitted_2D_model,E80,1.7625,114.16666666666667,879.6170670915028,885.1431794648619,148.89573991555557
fitted_2D_model,E80,1.7625,123.30000000000001,876.0550242738361,879.6811514270793,148.3336342898208
fitted_2D_model,E80,1.7625,132.4333333333333,874.6456793331488,876.0976166532311,148.02242083996293
fitted_2D_model,E80,5.2875,4.566666666666666,1325.5312542903944,296.5685,139.9410713564353
fitted_2D_model,E80,5.2875,13.700000000000001,1207.998603314212,1237.1283344544295,191.0963332643927
fitted_2D_model,E80,5.2875,22.833333333333336,1098.9074685957346,1209.284957599952,182.50263617560435
fitted_2D_model,E80,5.2875,31.966666666666665,1029.295278650603,1104.3553932980196,171.6762199071046
fitted_2D_model,E80,5.2875,41.099999999999994,986.4022489724202,1033.5564739055053,164.66727296286516
fitted_2D_model,E80,5.2875,50.233333333333334,958.4836571251504,989.3327619476026,160.22305688846632
fitted_2D_model,E80,5.2875,59.36666666666667,938.7263125991683,960.5142344961641,157.22731860145012
fitted_2D_model,E80,5.2875,68.5,923.5699328420358,940.2172276246497,155.03744887089886
fitted_2D_model,E80,5.2875,77.63333333333333,911.2381207365913,924.7419545185213,153.31708229984517
fitted_2D_model,E80,5.2875,86.76666666666667,900.8964622437027,912.2103705468813,151.89971493916113
fitted_2D_model,E80,5.2875,95.9,892.2082234526226,901.7262489581177,150.70987722384794
fitted_2D_model,E80,5.2875,105.03333333333335,885.1051008489968,892.9172428469075,149.7209838580445
fitted_2D_model,E80,5.2875,114.16666666666667,879.6727107117687,885.6946339586287,148.9335387254969
fitted_2D_model,E80,5.2875,123.30000000000001,876.0994089530603,880.1318677773414,148.36448643579368
fitted_2D_model,E80,5.2875,132.4333333333333,874.6601107158235,876.4091819681,148.04274532669123
