% Model:              Cav_Hex_Unif_flux_v5.2.1 - Lin. Distn.mph
% Version:            COMSOL 5.5.0.359
% Date:               Apr 1 2022, 15:28
% Dimension:          3
% Nodes:              11556
% Expressions:        1
% Description:        Surface
% x                       y                        z                        Color
-0.5                      -0.30000000000000004     22.500000000000007       1.2445051872310396E-4
-0.5                      -0.3064231479678707      22.37121159926831        1.2445051872310396E-4
-0.5                      -0.10000000000000005     22.500000000000004       1.2445051872310396E-4
-0.5                      0.09999999999999996      22.500000000000004       3.57042167646975E-5
-0.5                      -0.10000000000000005     22.500000000000004       3.57042167646975E-5
-0.5                      0.0023276511346288498    22.32716488030514        3.57042167646975E-5
-0.5                      -0.1558242024004829      22.30043224146578        0
-0.5                      -0.10000000000000005     22.500000000000004       0
-0.5                      -0.3064231479678707      22.37121159926831        0
-0.5                      0.0023276511346288498    22.32716488030514        1.2283842044445858E-4
-0.5                      -0.10000000000000005     22.500000000000004       1.2283842044445858E-4
-0.5                      -0.1558242024004829      22.30043224146578        1.2283842044445858E-4
-0.5                      0.0023276511346288498    22.32716488030514        3.3513408276154085E-5
-0.5                      0.1552549639750409       22.30631290168882        3.3513408276154085E-5
-0.5                      0.09999999999999996      22.500000000000004       3.3513408276154085E-5
-0.5                      0.29999999999999993      22.500000000000004       5.993365019787458E-13
-0.5                      0.30565374878472695      22.372606070198454       1.7455657565353744E-13
-0.5                      0.5                      22.500000000000004       1.8792272634431496E-13
-0.5                      0.29999999999999993      22.500000000000004       1.453768499655898E-5
-0.5                      0.09999999999999996      22.500000000000004       1.453768499655898E-5
-0.5                      0.30565374878472695      22.372606070198454       1.453768499655898E-5
-0.5                      0.1552549639750409       22.30631290168882        6.721727050668911E-14
-0.5                      0.09999999999999996      22.500000000000004       6.665537724854349E-13
-0.5                      0.08901182298014232      22.199539979627563       0
-0.5                      0.0023276511346288498    22.32716488030514        0
-0.5                      -0.07422979640028637     22.170650889861186       0
-0.5                      0.1552549639750409       22.30631290168882        3.6028907232645896E-5
-0.5                      0.27866752873332123      22.158915356236562       3.6028907232645896E-5
-0.5                      0.30565374878472695      22.372606070198454       3.6028907232645896E-5
-0.5                      0.1552549639750409       22.30631290168882        8.165198533423463E-7
-0.5                      0.08901182298014232      22.199539979627563       8.165198533423463E-7
-0.5                      0.27866752873332123      22.158915356236562       8.165198533423463E-7
-0.5                      0.5                      22.27040816326531        2.8189588080038577E-13
-0.5                      0.27866752873332123      22.158915356236562       1.1791283913339295E-17
-0.5                      -0.30000000000000004     22.500000000000007       6.571150093204448E-5
-0.5                      -0.5                     22.500000000000004       6.571150093204448E-5
-0.5                      -0.3064231479678707      22.37121159926831        6.571150093204448E-5
-0.5                      -0.5                     22.27040816326531        1.9187535116330493E-5
-0.5                      -0.3064231479678707      22.37121159926831        1.9187535116330493E-5
-0.5                      -0.5                     22.500000000000004       1.9187535116330493E-5
-0.5                      -0.3064231479678707      22.37121159926831        1.065840772640066E-5
-0.5                      -0.5                     22.27040816326531        1.065840772640066E-5
-0.5                      -0.2831726417515915      22.15702831867281        1.065840772640066E-5
-0.5                      -0.1558242024004829      22.30043224146578        5.466028435517037E-4
-0.5                      -0.3064231479678707      22.37121159926831        5.466028435517037E-4
-0.5                      -0.2831726417515915      22.15702831867281        5.466028435517037E-4
-0.5                      -0.2831726417515915      22.15702831867281        0
-0.5                      -0.5                     22.27040816326531        1.8025310008561548E-4
-0.5                      -0.5                     22.040816326530617       1.8025310008561548E-4
-0.5                      -0.2831726417515915      22.15702831867281        1.8025310008561548E-4
-0.5                      -0.3060275541817299      21.93777980443759        8.946726675728185E-10
-0.5                      -0.2831726417515915      22.15702831867281        8.946726675728185E-10
-0.5                      -0.5                     22.040816326530617       8.946726675728185E-10
-0.5                      -0.13976643388527796     22.0330480689482         1.25889465281342E-5
-0.5                      -0.07422979640028637     22.170650889861186       1.25889465281342E-5
-0.5                      -0.2831726417515915      22.15702831867281        1.25889465281342E-5
-0.5                      -0.13976643388527796     22.0330480689482         1.9147238488624453E-5
-0.5                      -0.2831726417515915      22.15702831867281        1.9147238488624453E-5
-0.5                      -0.3060275541817299      21.93777980443759        1.9147238488624453E-5
-0.5                      -0.13976643388527796     22.0330480689482         1.3011050593648185E-4
-0.5                      -0.3060275541817299      21.93777980443759        1.3011050593648185E-4
-0.5                      -0.11003924869107704     21.84028462931753        1.3011050593648185E-4
-0.5                      -0.3060275541817299      21.93777980443759        1.0301083420031552E-5
-0.5                      -0.3029677180671745      21.711697140505695       1.0301083420031552E-5
-0.5                      -0.11003924869107704     21.84028462931753        1.0301083420031552E-5
-0.5                      0.5                      22.27040816326531        5.440033561003902E-4
-0.5                      0.27866752873332123      22.158915356236562       5.440033561003902E-4
-0.5                      0.5                      22.040816326530617       5.440033561003902E-4
-0.5                      0.08901182298014232      22.199539979627563       4.883025061696455E-4
-0.5                      0.08315201152148999      22.016493629181927       4.883025061696455E-4
-0.5                      0.27866752873332123      22.158915356236562       4.883025061696455E-4
-0.5                      -0.13976643388527796     22.0330480689482         2.2589640929398775E-7
-0.5                      -0.11003924869107704     21.84028462931753        2.2589640929398775E-7
-0.5                      0.08315201152148999      22.016493629181927       2.2589640929398775E-7
-0.5                      0.08315201152148999      22.016493629181927       0
-0.5                      -0.07422979640028637     22.170650889861186       3.858641940427363E-11
-0.5                      -0.13976643388527796     22.0330480689482         3.858641940427363E-11
-0.5                      0.08315201152148999      22.016493629181927       3.858641940427363E-11
-0.5                      -0.3029677180671745      21.711697140505695       3.5692060623407834E-4
