simulation_id,flow_lpm,irradiance,T8_model,T8_experiment,T9_pair_model,T9_pair_experiment,T10_pair_model,T10_pair_experiment,T3_model,T3_experiment,T2_model,T2_experiment,T9_minus_T8_model,T9_minus_T8_experiment,T10_minus_T8_model,T10_minus_T8_experiment,rear_tube_exit,receiver_to_tube_heat,receiver_to_cavity_heat,tube_to_cavity_heat,cavity_ambient_heat_loss,flange_heat_loss,mean_nu,max_effectiveness,mean_effectiveness,h_effective
E67,15.2805125,456000.0,668.0059042201248,931.6279999999999,634.3329407268162,978.8844999999999,589.7727889208142,851.525,555.1511017359987,763.414,312.32939337117523,326.43699999999995,-33.67296349330854,47.25649999999996,-78.23311529931061,-80.10299999999995,298.37853784779367,20.379067688244973,25.508736886937687,5.280923322955928,17.211952083407255,22.075137879790546,4.346408096272879,0.9259203404305381,0.7407209280644291,136.9999265750592
E68,12.499871559633025,456000.0,735.1721858903246,1012.649,688.9966933044813,1034.3225,631.873427922023,874.425,590.12503013259,773.207,319.8947751499539,338.52,-46.17549258584336,21.67349999999999,-103.29875796830163,-138.22400000000005,298.4051963383445,21.340426024779944,29.180050772875916,6.157219163049432,22.8838436131789,25.34481989925599,4.255397837376479,0.9558236820535477,0.8194374491415326,142.57004816713317
E69,10.499733944954128,456000.0,789.5221994430484,1058.429,731.5989719216731,1057.554,663.1437530863312,874.796,615.5407063912313,769.76,329.48135395551736,344.308,-57.92322752137534,-0.875,-126.37844635671718,-183.63300000000004,298.42054452035626,22.162637967666868,31.723566506186327,6.611398250472535,35.60790836943689,27.50677081140174,4.192699501871526,0.972615959778784,0.8724345473102264,146.73817538673313
E70,9.107139705882352,456000.0,839.7376834700068,1152.474,767.6423895644629,1107.001,686.4426358983237,891.828,632.7454942204924,779.518,327.5499957493215,352.421,-72.09529390554394,-45.472999999999956,-153.29504757168309,-260.64599999999996,298.42529376568956,23.28054367361294,34.67291548072532,7.153493313997633,31.008889537916957,28.63493761349754,4.14139545343563,0.9835696108705438,0.9116798561028859,150.1124467591386
E71,7.126846153846151,456000.0,919.7708002895234,1203.298,822.4528446266793,1107.827,719.9924721706731,865.1495,657.3061811400207,753.56,332.91070669258625,356.00399999999996,-97.31795566284416,-95.471,-199.77832811885037,-338.1485,298.4233288205497,24.693383303190803,38.48527132708182,7.643375397743771,35.09278400156511,30.023714058342502,4.068222417400935,0.9939442180457745,0.9577031714236819,155.05187511408485
E72,18.707575757575754,304000.0,511.68378911356194,737.656,493.6223230973175,784.5055,469.4656071908,709.0819999999999,451.62363803279834,652.9549999999999,303.89525375387143,309.928,-18.061466016244424,46.849500000000035,-42.21818192276197,-28.57400000000007,298.2790222977978,13.15177307766064,15.074264267367225,3.044837759000757,8.006396462451164,12.937057871501477,4.4817934040780845,0.8776947467576949,0.6285001887355591,117.12638139514496
E73,13.170870967741934,304000.0,579.9969080011228,837.694,550.572106979749,881.0165,514.4904387154727,769.5799999999999,489.5568738155987,694.626,313.13463924158106,325.12,-29.42480102137381,43.32249999999999,-65.50646928565016,-68.11400000000003,298.3079148830227,14.528247071888563,18.79688705173272,3.900940144168459,17.401254228711124,16.696697534333865,4.321518626448643,0.936186986348884,0.7604053718952276,122.78761500335088
E74,9.023245901639344,304000.0,667.9832753238722,948.538,616.8910779031359,949.0,561.0547330433633,785.9005,526.1340465823035,697.672,315.9705016237884,333.964,-51.0921974207364,0.4619999999999891,-106.92854228050896,-162.63750000000005,298.3266575812126,16.736129161040907,23.74137683379257,4.8103295628656015,20.952719009918813,19.647885024128463,4.175872866768333,0.9773251814788435,0.88450162863587,129.20736115243915
E75,6.944410852713178,304000.0,731.729654506317,1008.725,660.8141231862659,966.9335,589.0392078273203,773.0355,547.1604836960826,681.066,319.2761405019667,336.517,-70.91553132005117,-41.79150000000004,-142.69044667899675,-235.68950000000007,298.32924383503416,18.170372402230115,26.906533743814073,5.240677847406488,24.39119478854721,21.026835731441995,4.094301232783797,0.9913334920585058,0.9425225705146332,133.31301887999197
E76,4.526673611111114,304000.0,825.3470528690146,1067.693,718.115499572268,958.9124999999999,621.4820300929887,738.733,570.7848379168233,647.019,323.6956591809321,338.123,-107.2315532967466,-108.78050000000007,-203.86502277602597,-328.96000000000004,298.31333877842206,19.589298720869376,31.091287678471932,5.7358434399799645,29.503583151774407,22.04624566718444,3.9895601580039046,0.9989552779995151,0.988094381492638,138.19633081137317
