RunID,Case,T9_SS_sim,T9_SS_exp,dT_T09,T3_SS_sim,T3_SS_exp,dT_T03,T2_SS_sim,T2_SS_exp,dT_T02,R_leak_sim,R_leak_exp,t90_sim_T09_s,t90_exp_T09_s,dt90_T09_s,t90_sim_T03_s,t90_exp_T03_s,dt90_T03_s,Gap_ss_sim,Gap_ss_exp,dGap_ss
1.0,E77,566.8124867200614,602.0139999999999,-35.20151327993847,494.1223646095862,525.13,-31.007635390413782,327.33694599617445,308.27599999999995,19.060945996174496,0.7319828929879268,0.7490862095974103,550.0,1050.0,-500.0,550.0,1850.0,-1300.0,-72.69012211047522,-76.8839999999999,4.1938778895246855
1.0,E78,648.7929476023453,663.877,-15.08405239765466,555.6793463497759,554.318,1.3613463497758858,325.8609577424653,312.88599999999997,12.974957742465335,0.736367686217856,0.7025108681190076,700.0,1450.0,-750.0,700.0,2850.0,-2150.0,-93.11360125256942,-109.55899999999997,16.445398747430545
1.0,E79,712.1105311078628,694.149,17.96153110786281,603.4260519694589,559.863,43.5630519694588,326.59429535692516,314.909,11.685295356925167,0.7390607220164084,0.6630644509736522,800.0,1550.0,-750.0,800.0,2950.0,-2150.0,-108.68447913840396,-134.28599999999994,25.601520861595986
1.0,E80,771.1770875747872,713.316,57.86108757478712,648.1091575969989,561.211,86.89815759699889,326.682036706079,316.085,10.597036706078995,0.7412251017903827,0.6358667809383364,900.0,1800.0,-900.0,900.0,3300.0,-2400.0,-123.06792997778825,-152.10500000000002,29.037070022211765
1.0,E81,886.8917879942417,728.323,158.5687879942417,736.0938566130524,550.348,185.7458566130524,327.6762343234695,319.219,8.457234323469493,0.7449695321631591,0.5887110751632099,1050.0,2050.0,-1000.0,1050.0,3600.0,-2550.0,-150.7979313811893,-177.97500000000002,27.177068618810722
2.0,E67,860.8850945397679,966.722,-105.83690546023206,630.3025378289146,763.718,-133.41546217108532,324.3948470593901,326.238,-1.8431529406099116,0.5920965489251377,0.6975164053140701,550.0,600.0,-50.0,550.0,2000.0,-1450.0,-230.58255671085328,-203.00400000000002,-27.578556710853263
2.0,E68,924.6950648179621,1020.827,-96.13193518203786,684.0800379024307,773.123,-89.04296209756933,326.6004722254806,338.46999999999997,-11.869527774519383,0.6175232084652046,0.6584471939208169,600.0,800.0,-200.0,600.0,2550.0,-1950.0,-240.61502691553142,-247.70399999999995,7.088973084468535
2.0,E69,981.5480967920871,1044.388,-62.83990320791281,733.8202704139227,769.736,-35.915729586077305,332.6739565863957,344.269,-11.595043413604287,0.6388544479595704,0.6332055716556044,600.0,850.0,-250.0,650.0,2600.0,-1950.0,-247.72782637816442,-274.65199999999993,26.924173621835507
2.0,E70,1027.782390463526,1093.714,-65.93160953647384,775.7113337447424,779.53,-3.81866625525754,328.080312389424,352.42199999999997,-24.341687610575946,0.6557273550188576,0.6063429376180907,650.0,1050.0,-400.0,650.0,3200.0,-2550.0,-252.07105671878367,-314.18399999999997,62.1129432812163
2.0,E71,1104.9920299506798,1095.307,9.685029950679791,848.6819081278228,753.444,95.23790812782283,328.82024646118725,355.88699999999994,-27.06675353881269,0.6833308471048704,0.5725157526050101,700.0,1350.0,-650.0,700.0,3600.0,-2900.0,-256.310121822857,-341.86300000000006,85.55287817714304
2.0,E72,703.0088247184906,771.04,-68.03117528150938,523.8582970923784,652.896,-129.03770290762156,321.65735372321126,309.84499999999997,11.812353723211288,0.5602705751623066,0.7515070187320431,500.0,700.0,-200.0,500.0,1750.0,-1250.0,-179.1505276261122,-118.144,-61.00652762611219
2.0,E73,792.0803286667422,868.132,-76.05167133325779,595.4203881047503,694.575,-99.15461189524979,327.6931039787984,325.051,2.6421039787983887,0.6038933730227536,0.6968616710972625,600.0,800.0,-200.0,650.0,2250.0,-1600.0,-196.6599405619919,-173.5569999999999,-23.102940561992
2.0,E74,902.680353131171,935.4069999999999,-32.72664686882888,690.5113825201983,697.613,-7.101617479801803,327.21653777539683,333.92699999999996,-6.710462224603134,0.6505103969557655,0.6283359565120218,700.0,1150.0,-450.0,750.0,3000.0,-2250.0,-212.1689706109728,-237.79399999999987,25.625029389027077
2.0,E75,980.7197444542091,954.178,26.54174445420915,761.8762093517266,681.066,80.8102093517266,327.71880136206505,336.517,-8.798198637934945,0.6805771574556861,0.5853017097391358,800.0,1450.0,-650.0,800.0,3400.0,-2600.0,-218.84353510248252,-273.11199999999997,54.26846489751745
2.0,E76,1099.3682074078042,947.3489999999999,152.0192074078043,878.5971794965452,646.8340000000001,231.76317949654515,328.523255726798,338.025,-9.50174427320195,0.7253306655601783,0.5389113327022131,850.0,1800.0,-950.0,850.0,3900.0,-3050.0,-220.771027911259,-300.5149999999999,79.74397208874086
2.0,E77,566.6170814065906,602.0139999999999,-35.39691859340928,452.350489532446,525.13,-72.77951046755402,327.3308784588282,308.27599999999995,19.054878458828227,0.5783817461076898,0.7490862095974103,650.0,1050.0,-400.0,700.0,1850.0,-1150.0,-114.26659187414464,-76.8839999999999,-37.38259187414474
2.0,E78,628.7602337139007,663.877,-35.11676628609928,502.1588280898144,554.318,-52.15917191018559,325.8012851908244,312.88599999999997,12.91528519082442,0.6200007299362634,0.7025108681190076,800.0,1450.0,-650.0,800.0,2850.0,-2050.0,-126.60140562408628,-109.55899999999997,-17.042405624086314
2.0,E79,676.1774594679168,694.149,-17.971540532083168,541.9685343272098,559.863,-17.89446567279026,326.49046204953663,314.909,11.58146204953664,0.6473563619845832,0.6630644509736522,900.0,1550.0,-650.0,900.0,2950.0,-2050.0,-134.20892514070704,-134.28599999999994,0.0770748592929067
2.0,E80,720.6141692295129,713.316,7.298169229512837,580.5934255818391,561.211,19.38242558183913,326.5336670880785,316.085,10.448667088078537,0.6705519606430287,0.6358667809383364,1000.0,1800.0,-800.0,1000.0,3300.0,-2300.0,-140.02074364767373,-152.10500000000002,12.084256352326292
2.0,E81,810.4680076503662,728.323,82.14500765036621,662.5260144043951,550.348,112.17801440439519,327.4532956112787,319.219,8.234295611278696,0.7126614659084312,0.5887110751632099,1150.0,2050.0,-900.0,1150.0,3600.0,-2450.0,-147.94199324597105,-177.97500000000002,30.033006754028975
