RunID,Case,T9_SS_sim,T9_SS_exp,dT_T09,T3_SS_sim,T3_SS_exp,dT_T03,T2_SS_sim,T2_SS_exp,dT_T02,R_leak_sim,R_leak_exp,t90_sim_T09_s,t90_exp_T09_s,dt90_T09_s,t90_sim_T03_s,t90_exp_T03_s,dt90_T03_s,Gap_ss_sim,Gap_ss_exp,dGap_ss
1.0,E67,849.3851086332868,966.722,-117.33689136671319,599.1188512901481,763.718,-164.59914870985187,469.12403009282974,326.238,142.88603009282974,0.5480821899939478,0.6975164053140701,1900.0,600.0,1300.0,2150.0,2000.0,150.0,-250.2662573431387,-203.00400000000002,-47.262257343138685
1.0,E68,920.9678713898343,1020.827,-99.85912861016573,650.6911599038631,773.123,-122.43184009613697,526.9860876890003,338.46999999999997,188.51608768900036,0.5678130273764183,0.6584471939208169,2400.0,800.0,1600.0,2800.0,2550.0,250.0,-270.2767114859712,-247.70399999999995,-22.57271148597124
1.0,E69,980.638053598949,1044.388,-63.74994640105092,695.361252784669,769.736,-74.37474721533101,580.8580021677778,344.269,236.58900216777783,0.5835618671995303,0.6332055716556044,2450.0,850.0,1600.0,2800.0,2600.0,200.0,-285.27680081428,-274.65199999999993,-10.624800814280093
1.0,E70,1021.652617653792,1093.714,-72.06138234620789,726.4640115030139,779.53,-53.06598849698605,590.3017077724389,352.42199999999997,237.87970777243896,0.5934347100433507,0.6063429376180907,2950.0,1050.0,1900.0,3400.0,3200.0,200.0,-295.1886061507781,-314.18399999999997,18.99539384922184
1.0,E71,1091.8737093683887,1095.307,-3.4332906316112712,779.7288172533232,753.444,26.28481725332324,625.8817896004203,355.88699999999994,269.9947896004204,0.607993954301757,0.5725157526050101,3150.0,1350.0,1800.0,3650.0,3600.0,50.0,-312.14489211506555,-341.86300000000006,29.71810788493451
1.0,E72,695.8676864063714,771.04,-75.17231359362859,499.79358586725414,652.896,-153.10241413274582,404.371368639304,309.84499999999997,94.52636863930405,0.5101450167274116,0.7515070187320431,1700.0,700.0,1000.0,1850.0,1750.0,100.0,-196.07410053911724,-118.144,-77.93010053911723
1.0,E73,793.9983154997769,868.132,-74.13368450022301,560.6776073197587,694.575,-133.8973926802413,473.79228794281,325.051,148.74128794281,0.5318608337034197,0.6968616710972625,2350.0,800.0,1550.0,2600.0,2250.0,350.0,-233.3207081800182,-173.5569999999999,-59.763708180018284
1.0,E74,894.7738529585778,935.4069999999999,-40.63314704142215,630.3732027261285,697.613,-67.23979727387155,525.235916874673,333.92699999999996,191.308916874673,0.5587261253488335,0.6283359565120218,3000.0,1150.0,1850.0,3450.0,3000.0,450.0,-264.40065023244927,-237.79399999999987,-26.606650232449397
1.0,E75,958.3282717090309,954.178,4.150271709030903,677.0162519659764,681.066,-4.049748034023651,554.0283372462018,336.517,217.51133724620178,0.5755256221847017,0.5853017097391358,3250.0,1450.0,1800.0,3750.0,3400.0,350.0,-281.3120197430545,-273.11199999999997,-8.200019743054554
1.0,E76,1056.0260345667043,947.3489999999999,108.67703456670438,750.4834428266736,646.8340000000001,103.64944282667352,603.1811070022911,338.025,265.15610700229115,0.5981965710744339,0.5389113327022131,3750.0,1800.0,1950.0,4200.0,3900.0,300.0,-305.54259174003073,-300.5149999999999,-5.027591740030857
1.0,E77,556.5704180857078,602.0139999999999,-45.443581914292054,425.23274171367905,525.13,-99.89725828632095,378.92197927748845,308.27599999999995,70.6459792774885,0.4967373282762195,0.7490862095974103,1900.0,1050.0,850.0,1900.0,1850.0,50.0,-131.3376763720288,-76.8839999999999,-54.453676372028895
1.0,E78,626.168622563659,663.877,-37.708377436340925,459.9352237368975,554.318,-94.38277626310247,413.278214816074,312.88599999999997,100.39221481607404,0.49713196672596216,0.7025108681190076,3200.0,1450.0,1750.0,3250.0,2850.0,400.0,-166.23339882676152,-109.55899999999997,-56.674398826761546
1.0,E79,660.5813658424528,694.149,-33.56763415754722,478.21034098464776,559.863,-81.6526590153523,425.79270257886236,314.909,110.88370257886237,0.5003305851025371,0.6630644509736522,3250.0,1550.0,1700.0,3350.0,2950.0,400.0,-182.37102485780503,-134.28599999999994,-48.08502485780508
1.0,E80,694.4057916238465,713.316,-18.91020837615349,497.0735290413626,561.211,-64.13747095863744,440.65849597364775,316.085,124.57349597364777,0.5051945655851009,0.6358667809383364,3600.0,1800.0,1800.0,3800.0,3300.0,500.0,-197.33226258248396,-152.10500000000002,-45.227262582483945
1.0,E81,750.5749574390811,728.323,22.25195743908114,530.2439783962396,550.348,-20.104021603760316,464.19898079873633,319.219,144.97998079873634,0.5157315652137339,0.5887110751632099,3850.0,2050.0,1800.0,4100.0,3600.0,500.0,-220.33097904284148,-177.97500000000002,-42.355979042841454
2.0,E67,849.3851086332868,966.722,-117.33689136671319,599.1188512901481,763.718,-164.59914870985187,469.12403009282974,326.238,142.88603009282974,0.5480821899939478,0.6975164053140701,1900.0,600.0,1300.0,2150.0,2000.0,150.0,-250.2662573431387,-203.00400000000002,-47.262257343138685
2.0,E68,920.9678713898343,1020.827,-99.85912861016573,650.6911599038631,773.123,-122.43184009613697,526.9860876890003,338.46999999999997,188.51608768900036,0.5678130273764183,0.6584471939208169,2400.0,800.0,1600.0,2800.0,2550.0,250.0,-270.2767114859712,-247.70399999999995,-22.57271148597124
2.0,E69,980.638053598949,1044.388,-63.74994640105092,695.361252784669,769.736,-74.37474721533101,580.8580021677778,344.269,236.58900216777783,0.5835618671995303,0.6332055716556044,2450.0,850.0,1600.0,2800.0,2600.0,200.0,-285.27680081428,-274.65199999999993,-10.624800814280093
2.0,E70,1021.652617653792,1093.714,-72.06138234620789,726.4640115030139,779.53,-53.06598849698605,590.3017077724389,352.42199999999997,237.87970777243896,0.5934347100433507,0.6063429376180907,2950.0,1050.0,1900.0,3400.0,3200.0,200.0,-295.1886061507781,-314.18399999999997,18.99539384922184
2.0,E71,1091.8737093683887,1095.307,-3.4332906316112712,779.7288172533232,753.444,26.28481725332324,625.8817896004203,355.88699999999994,269.9947896004204,0.607993954301757,0.5725157526050101,3150.0,1350.0,1800.0,3650.0,3600.0,50.0,-312.14489211506555,-341.86300000000006,29.71810788493451
2.0,E72,695.8676864063714,771.04,-75.17231359362859,499.79358586725414,652.896,-153.10241413274582,404.371368639304,309.84499999999997,94.52636863930405,0.5101450167274116,0.7515070187320431,1700.0,700.0,1000.0,1850.0,1750.0,100.0,-196.07410053911724,-118.144,-77.93010053911723
2.0,E73,793.9983154997769,868.132,-74.13368450022301,560.6776073197587,694.575,-133.8973926802413,473.79228794281,325.051,148.74128794281,0.5318608337034197,0.6968616710972625,2350.0,800.0,1550.0,2600.0,2250.0,350.0,-233.3207081800182,-173.5569999999999,-59.763708180018284
2.0,E74,894.7738529585778,935.4069999999999,-40.63314704142215,630.3732027261285,697.613,-67.23979727387155,525.235916874673,333.92699999999996,191.308916874673,0.5587261253488335,0.6283359565120218,3000.0,1150.0,1850.0,3450.0,3000.0,450.0,-264.40065023244927,-237.79399999999987,-26.606650232449397
2.0,E75,958.3282717090309,954.178,4.150271709030903,677.0162519659764,681.066,-4.049748034023651,554.0283372462018,336.517,217.51133724620178,0.5755256221847017,0.5853017097391358,3250.0,1450.0,1800.0,3750.0,3400.0,350.0,-281.3120197430545,-273.11199999999997,-8.200019743054554
2.0,E76,1056.0260345667043,947.3489999999999,108.67703456670438,750.4834428266736,646.8340000000001,103.64944282667352,603.1811070022911,338.025,265.15610700229115,0.5981965710744339,0.5389113327022131,3750.0,1800.0,1950.0,4200.0,3900.0,300.0,-305.54259174003073,-300.5149999999999,-5.027591740030857
2.0,E77,556.5704180857078,602.0139999999999,-45.443581914292054,425.23274171367905,525.13,-99.89725828632095,378.92197927748845,308.27599999999995,70.6459792774885,0.4967373282762195,0.7490862095974103,1900.0,1050.0,850.0,1900.0,1850.0,50.0,-131.3376763720288,-76.8839999999999,-54.453676372028895
2.0,E78,626.168622563659,663.877,-37.708377436340925,459.9352237368975,554.318,-94.38277626310247,413.278214816074,312.88599999999997,100.39221481607404,0.49713196672596216,0.7025108681190076,3200.0,1450.0,1750.0,3250.0,2850.0,400.0,-166.23339882676152,-109.55899999999997,-56.674398826761546
2.0,E79,660.5813658424528,694.149,-33.56763415754722,478.21034098464776,559.863,-81.6526590153523,425.79270257886236,314.909,110.88370257886237,0.5003305851025371,0.6630644509736522,3250.0,1550.0,1700.0,3350.0,2950.0,400.0,-182.37102485780503,-134.28599999999994,-48.08502485780508
2.0,E80,694.4057916238465,713.316,-18.91020837615349,497.0735290413626,561.211,-64.13747095863744,440.65849597364775,316.085,124.57349597364777,0.5051945655851009,0.6358667809383364,3600.0,1800.0,1800.0,3800.0,3300.0,500.0,-197.33226258248396,-152.10500000000002,-45.227262582483945
2.0,E81,750.5749574390811,728.323,22.25195743908114,530.2439783962396,550.348,-20.104021603760316,464.19898079873633,319.219,144.97998079873634,0.5157315652137339,0.5887110751632099,3850.0,2050.0,1800.0,4100.0,3600.0,500.0,-220.33097904284148,-177.97500000000002,-42.355979042841454
3.0,E67,803.4221914455748,966.722,-163.29980855442523,618.386938773745,763.718,-145.33106122625497,454.7584741250545,326.238,128.52047412505448,0.6356312759636213,0.6975164053140701,1950.0,600.0,1350.0,1950.0,2000.0,-50.0,-185.03525267182977,-203.00400000000002,17.968747328170252
3.0,E68,891.8835468383772,1020.827,-128.94345316162276,664.227924195451,773.123,-108.89507580454904,515.0425845655898,338.46999999999997,176.5725845655898,0.6182103962606491,0.6584471939208169,2550.0,800.0,1750.0,2550.0,2550.0,0.0,-227.65562264292623,-247.70399999999995,20.04837735707372
3.0,E69,968.0152475276536,1044.388,-76.37275247234629,701.2788472858454,769.736,-68.45715271415463,574.4620072681695,344.269,230.19300726816948,0.603317134974533,0.6332055716556044,2600.0,850.0,1750.0,2650.0,2600.0,50.0,-266.73640024180827,-274.65199999999993,7.915599758191661
3.0,E70,1020.8520091901231,1093.714,-72.86199080987683,724.0346274546074,779.53,-55.49537254539257,587.6885388305454,352.42199999999997,235.26653883054547,0.5907401021237155,0.6063429376180907,3150.0,1050.0,2100.0,3200.0,3200.0,0.0,-296.8173817355157,-314.18399999999997,17.36661826448426
3.0,E71,1108.555575018143,1095.307,13.248575018142901,757.7046143884063,753.444,4.2606143884063385,630.1165986000632,355.88699999999994,274.22959860006324,0.568426482006879,0.5725157526050101,3400.0,1350.0,2050.0,3400.0,3600.0,-200.0,-350.8509606297366,-341.86300000000006,-8.987960629736563
3.0,E72,638.1046682874477,771.04,-132.93533171255228,520.1763255532926,652.896,-132.71967444670736,390.07636705927996,309.84499999999997,80.23136705927999,0.6556903743690501,0.7515070187320431,1650.0,700.0,950.0,1600.0,1750.0,-150.0,-117.92834273415508,-118.144,0.21565726584492495
3.0,E73,751.8994213771331,868.132,-116.23257862286687,579.1592252956871,694.575,-115.41577470431298,459.8041597625586,325.051,134.7531597625586,0.6214340171018747,0.6968616710972625,2350.0,800.0,1550.0,2350.0,2250.0,100.0,-172.74019608144602,-173.5569999999999,0.8168039185538873
3.0,E74,879.1721016689095,935.4069999999999,-56.23489833109045,638.4263553264095,697.613,-59.186644673590536,517.898903818681,333.92699999999996,183.97190381868103,0.5874632790351499,0.6283359565120218,3150.0,1150.0,2000.0,3200.0,3000.0,200.0,-240.74574634249996,-237.79399999999987,-2.951746342500087
3.0,E75,960.3322197664813,954.178,6.154219766481333,670.9581451588438,681.066,-10.107854841156268,552.6816889245952,336.517,216.16468892459517,0.5646770303034895,0.5853017097391358,3450.0,1450.0,2000.0,3500.0,3400.0,100.0,-289.37407460763757,-273.11199999999997,-16.2620746076376
3.0,E76,1078.5547558520586,947.3489999999999,131.2057558520587,708.1288874535737,646.8340000000001,61.294887453573665,609.723442361264,338.025,271.69844236126403,0.5268884703659449,0.5389113327022131,3950.0,1800.0,2150.0,3950.0,3900.0,50.0,-370.4258683984849,-300.5149999999999,-69.91086839848504
3.0,E77,522.2567696660524,602.0139999999999,-79.75723033394752,440.95618854397225,525.13,-84.17381145602775,371.56524335934796,308.27599999999995,63.289243359348006,0.6413084689294648,0.7490862095974103,1800.0,1050.0,750.0,1750.0,1850.0,-100.0,-81.30058112208013,-76.8839999999999,-4.416581122080231
3.0,E78,594.8765235623324,663.877,-69.00047643766754,475.75385097294543,554.318,-78.56414902705455,403.24746267930345,312.88599999999997,90.36146267930349,0.6019671870488341,0.7025108681190076,3050.0,1450.0,1600.0,3000.0,2850.0,150.0,-119.12267258938698,-109.55899999999997,-9.56367258938701
3.0,E79,637.2254931816883,694.149,-56.923506818311694,493.1717615215746,559.863,-66.69123847842548,418.3548220672945,314.909,103.4458220672945,0.5783309758869396,0.6630644509736522,3200.0,1550.0,1650.0,3150.0,2950.0,200.0,-144.05373166011373,-134.28599999999994,-9.767731660113782
3.0,E80,677.896543625023,713.316,-35.41945637497702,509.11148405872734,561.211,-52.09951594127267,434.8711843663976,316.085,118.7861843663976,0.5584993393753332,0.6358667809383364,3650.0,1800.0,1850.0,3600.0,3300.0,300.0,-168.78505956629567,-152.10500000000002,-16.680059566295654
3.0,E81,747.2084752145622,728.323,18.885475214562234,531.6220401748456,550.348,-18.725959825154405,462.4328753434356,319.219,143.21387534343563,0.5226274701947723,0.5887110751632099,3900.0,2050.0,1850.0,3900.0,3600.0,300.0,-215.58643503971666,-177.97500000000002,-37.61143503971664
4.0,E67,803.4221914455748,966.722,-163.29980855442523,618.386938773745,763.718,-145.33106122625497,454.7584741250545,326.238,128.52047412505448,0.6356312759636213,0.6975164053140701,1950.0,600.0,1350.0,1950.0,2000.0,-50.0,-185.03525267182977,-203.00400000000002,17.968747328170252
4.0,E68,891.8835468383772,1020.827,-128.94345316162276,664.227924195451,773.123,-108.89507580454904,515.0425845655898,338.46999999999997,176.5725845655898,0.6182103962606491,0.6584471939208169,2550.0,800.0,1750.0,2550.0,2550.0,0.0,-227.65562264292623,-247.70399999999995,20.04837735707372
4.0,E69,968.0152475276536,1044.388,-76.37275247234629,701.2788472858454,769.736,-68.45715271415463,574.4620072681695,344.269,230.19300726816948,0.603317134974533,0.6332055716556044,2600.0,850.0,1750.0,2650.0,2600.0,50.0,-266.73640024180827,-274.65199999999993,7.915599758191661
4.0,E70,1020.8520091901231,1093.714,-72.86199080987683,724.0346274546074,779.53,-55.49537254539257,587.6885388305454,352.42199999999997,235.26653883054547,0.5907401021237155,0.6063429376180907,3150.0,1050.0,2100.0,3200.0,3200.0,0.0,-296.8173817355157,-314.18399999999997,17.36661826448426
