RunID,Case,T9_SS_sim,T9_SS_exp,dT_T09,T3_SS_sim,T3_SS_exp,dT_T03,T2_SS_sim,T2_SS_exp,dT_T02,R_leak_sim,R_leak_exp,t90_sim_T09_s,t90_exp_T09_s,dt90_T09_s,t90_sim_T03_s,t90_exp_T03_s,dt90_T03_s,Gap_ss_sim,Gap_ss_exp,dGap_ss
4.0,E71,1108.555575018143,1095.307,13.248575018142901,757.7046143884063,753.444,4.2606143884063385,630.1165986000632,355.88699999999994,274.22959860006324,0.568426482006879,0.5725157526050101,3400.0,1350.0,2050.0,3400.0,3600.0,-200.0,-350.8509606297366,-341.86300000000006,-8.987960629736563
4.0,E72,638.1046682874477,771.04,-132.93533171255228,520.1763255532926,652.896,-132.71967444670736,390.07636705927996,309.84499999999997,80.23136705927999,0.6556903743690501,0.7515070187320431,1650.0,700.0,950.0,1600.0,1750.0,-150.0,-117.92834273415508,-118.144,0.21565726584492495
4.0,E73,751.8994213771331,868.132,-116.23257862286687,579.1592252956871,694.575,-115.41577470431298,459.8041597625586,325.051,134.7531597625586,0.6214340171018747,0.6968616710972625,2350.0,800.0,1550.0,2350.0,2250.0,100.0,-172.74019608144602,-173.5569999999999,0.8168039185538873
4.0,E74,879.1721016689095,935.4069999999999,-56.23489833109045,638.4263553264095,697.613,-59.186644673590536,517.898903818681,333.92699999999996,183.97190381868103,0.5874632790351499,0.6283359565120218,3150.0,1150.0,2000.0,3200.0,3000.0,200.0,-240.74574634249996,-237.79399999999987,-2.951746342500087
4.0,E75,960.3322197664813,954.178,6.154219766481333,670.9581451588438,681.066,-10.107854841156268,552.6816889245952,336.517,216.16468892459517,0.5646770303034895,0.5853017097391358,3450.0,1450.0,2000.0,3500.0,3400.0,100.0,-289.37407460763757,-273.11199999999997,-16.2620746076376
4.0,E76,1078.5547558520586,947.3489999999999,131.2057558520587,708.1288874535737,646.8340000000001,61.294887453573665,609.723442361264,338.025,271.69844236126403,0.5268884703659449,0.5389113327022131,3950.0,1800.0,2150.0,3950.0,3900.0,50.0,-370.4258683984849,-300.5149999999999,-69.91086839848504
4.0,E77,522.2567696660524,602.0139999999999,-79.75723033394752,440.95618854397225,525.13,-84.17381145602775,371.56524335934796,308.27599999999995,63.289243359348006,0.6413084689294648,0.7490862095974103,1800.0,1050.0,750.0,1750.0,1850.0,-100.0,-81.30058112208013,-76.8839999999999,-4.416581122080231
4.0,E78,594.8765235623324,663.877,-69.00047643766754,475.75385097294543,554.318,-78.56414902705455,403.24746267930345,312.88599999999997,90.36146267930349,0.6019671870488341,0.7025108681190076,3050.0,1450.0,1600.0,3000.0,2850.0,150.0,-119.12267258938698,-109.55899999999997,-9.56367258938701
4.0,E79,637.2254931816883,694.149,-56.923506818311694,493.1717615215746,559.863,-66.69123847842548,418.3548220672945,314.909,103.4458220672945,0.5783309758869396,0.6630644509736522,3200.0,1550.0,1650.0,3150.0,2950.0,200.0,-144.05373166011373,-134.28599999999994,-9.767731660113782
4.0,E80,677.896543625023,713.316,-35.41945637497702,509.11148405872734,561.211,-52.09951594127267,434.8711843663976,316.085,118.7861843663976,0.5584993393753332,0.6358667809383364,3650.0,1800.0,1850.0,3600.0,3300.0,300.0,-168.78505956629567,-152.10500000000002,-16.680059566295654
4.0,E81,747.2084752145622,728.323,18.885475214562234,531.6220401748456,550.348,-18.725959825154405,462.4328753434356,319.219,143.21387534343563,0.5226274701947723,0.5887110751632099,3900.0,2050.0,1850.0,3900.0,3600.0,300.0,-215.58643503971666,-177.97500000000002,-37.61143503971664
