RunID,Case,T9_SS_sim,T9_SS_exp,dT_T09,T3_SS_sim,T3_SS_exp,dT_T03,T2_SS_sim,T2_SS_exp,dT_T02,R_leak_sim,R_leak_exp,t90_sim_T09_s,t90_exp_T09_s,dt90_T09_s,t90_sim_T03_s,t90_exp_T03_s,dt90_T03_s,Gap_ss_sim,Gap_ss_exp,dGap_ss
1.0,E67,845.0337042107031,966.722,-121.68829578929683,627.5905330777464,763.718,-136.12746692225357,395.14630618241404,326.238,68.90830618241404,0.6042427358350752,0.6975164053140701,2250.0,600.0,1650.0,2300.0,2000.0,300.0,-217.44317113295676,-203.00400000000002,-14.439171132956744
1.0,E68,920.0514957018228,1020.827,-100.77550429817722,680.632125162611,773.123,-92.49087483738901,439.6902377192303,338.46999999999997,101.22023771923034,0.6165937540791112,0.6584471939208169,2900.0,800.0,2100.0,2900.0,2550.0,350.0,-239.41937053921174,-247.70399999999995,8.28462946078821
1.0,E69,986.5351629152793,1044.388,-57.85283708472059,728.7846734442169,769.736,-40.95132655578311,507.15883999611594,344.269,162.88983999611594,0.6269552380370846,0.6332055716556044,2950.0,850.0,2100.0,3100.0,2600.0,500.0,-257.75048947106245,-274.65199999999993,16.90151052893748
1.0,E70,1020.6110531131235,1093.714,-73.10294688687645,755.875728989363,779.53,-23.65427101063699,491.9875008082479,352.42199999999997,139.56550080824792,0.6348544029834813,0.6063429376180907,3500.0,1050.0,2450.0,3550.0,3200.0,350.0,-264.7353241237605,-314.18399999999997,49.44867587623946
1.0,E71,1087.0644860833843,1095.307,-8.242513916615735,808.6471036310409,753.444,55.203103631040904,520.8840738327211,355.88699999999994,164.99707383272118,0.6482259358446025,0.5725157526050101,3750.0,1350.0,2400.0,3800.0,3600.0,200.0,-278.4173824523434,-341.86300000000006,63.44561754765664
1.0,E72,592.8781521018512,771.04,-178.16184789814872,469.28198209640954,652.896,-183.61401790359042,340.5176746702417,309.84499999999997,30.672674670241747,0.5842434513990145,0.7515070187320431,1950.0,700.0,1250.0,1950.0,1750.0,200.0,-123.5961700054417,-118.144,-5.452170005441701
1.0,E73,670.7973973389635,868.132,-197.33460266103646,522.8854065047177,694.575,-171.68959349528234,386.8109709458167,325.051,61.75997094581669,0.6057776428126328,0.6968616710972625,2700.0,800.0,1900.0,2800.0,2250.0,550.0,-147.91199083424578,-173.5569999999999,25.645009165754118
1.0,E74,746.6341077053179,935.4069999999999,-188.77289229468204,579.0151293400256,697.613,-118.59787065997443,406.54957295599024,333.92699999999996,72.62257295599028,0.6283690473960785,0.6283359565120218,3550.0,1150.0,2400.0,3600.0,3000.0,600.0,-167.61897836529226,-237.79399999999987,70.1750216347076
1.0,E75,795.9458107768232,954.178,-158.23218922317676,617.4587836453748,681.066,-63.60721635462528,422.1240721223427,336.517,85.60707212234269,0.6432740919674746,0.5853017097391358,3900.0,1450.0,2450.0,3950.0,3400.0,550.0,-178.48702713144849,-273.11199999999997,94.62497286855148
1.0,E76,873.9272545721927,947.3489999999999,-73.4217454278072,681.0469568261799,646.8340000000001,34.212956826179834,451.34556531225564,338.025,113.32056531225567,0.6664870465722988,0.5389113327022131,4450.0,1800.0,2650.0,4500.0,3900.0,600.0,-192.88029774601284,-300.5149999999999,107.63470225398703
1.0,E77,508.8401349562624,602.0139999999999,-93.17386504373752,422.2387081507988,525.13,-102.8912918492012,347.9942514364395,308.27599999999995,39.71825143643957,0.5938821995792427,0.7490862095974103,2000.0,1050.0,950.0,2100.0,1850.0,250.0,-86.60142680546357,-76.8839999999999,-9.717426805463674
1.0,E78,556.6089091255574,663.877,-107.26809087444258,455.86205543093047,554.318,-98.45594456906952,354.87941656852263,312.88599999999997,41.99341656852266,0.6140128624042938,0.7025108681190076,3300.0,1450.0,1850.0,3300.0,2850.0,450.0,-100.7468536946269,-109.55899999999997,8.812146305373062
1.0,E79,582.2000033472407,694.149,-111.94899665275932,475.26822036181255,559.863,-84.5947796381875,363.70352656633327,314.909,48.794526566333275,0.6268979918613063,0.6630644509736522,3350.0,1550.0,1800.0,3400.0,2950.0,450.0,-106.93178298542813,-134.28599999999994,27.354217014571816
1.0,E80,605.8776384932647,713.316,-107.4383615067353,493.58626940779476,561.211,-67.62473059220525,368.52990794070996,316.085,52.44490794070998,0.6380962359284575,0.6358667809383364,3800.0,1800.0,2000.0,3800.0,3300.0,500.0,-112.29136908546997,-152.10500000000002,39.81363091453005
1.0,E81,649.1787582822903,728.323,-79.14424171770963,528.6592232697328,550.348,-21.688776730267136,383.95160448776693,319.219,64.73260448776693,0.6591456627955483,0.5887110751632099,4050.0,2050.0,2000.0,4100.0,3600.0,500.0,-120.51953501255753,-177.97500000000002,57.4554649874425
