irradiance,sensor,model_slope_K_per_Lmin,experiment_slope_K_per_Lmin
456000.0,T8,-39.82120146212991,-34.14928244526689
456000.0,T12_perim,-33.307734452414174,-16.81065855368442
456000.0,T11_perim,-18.53267061665792,-1.3657133576718719
456000.0,T9_core,-35.74938748005013,-16.731949144758126
456000.0,T10_core,-17.397694118614336,-3.5441256722753445
456000.0,T3,-9.332324847630188,0.5430107656374393
304000.0,T8,-29.401647196023458,-23.65036823444102
304000.0,T12_perim,-20.47268936900398,-13.173548257550575
304000.0,T11_perim,-10.18308950461349,-1.9289615808695002
304000.0,T9_core,-21.462300938371104,-13.384545690629912
304000.0,T10_core,-9.246047172778804,-3.67897996265457
304000.0,T3,-5.346637054506865,-0.13175631351821884
256000.0,T8,-24.59881374938016,-20.88606484778701
256000.0,T12_perim,-14.84979183571804,-13.987976018518863
256000.0,T11_perim,-6.515853355428449,-5.174190237226035
256000.0,T9_core,-15.225158117400179,-13.924381477027032
256000.0,T10_core,-5.564146875367988,-6.148389808009175
256000.0,T3,-3.150054722080476,-3.039355302230513
